BINARY is BFO_0000050 ObjectProperty
BINARY SubClassOf TO_0000179 TO_0000164
BINARY is TO_0000184 Class
BINARY is TO_0000189 Class
BINARY SubClassOf TO_0000189 TO_0000345
BINARY is TO_0000202 Class
BINARY SubClassOf TO_0000202 TO_0000250,
BINARY SubClassOf TO_0000202 TO_0000345
BINARY is TO_0000211 Class
BINARY SubClassOf TO_0000211 TO_0000489,
BINARY SubClassOf TO_0000211 TO_0001069
BINARY is TO_0000218 Class
BINARY SubClassOf TO_0000218 TO_0000437
BINARY is TO_0000228 Class
BINARY SubClassOf TO_0000228 TO_0000597
BINARY is TO_0000231 Class
BINARY SubClassOf TO_0000231 TO_0000587
BINARY is TO_0000237 Class
BINARY SubClassOf TO_0000237 TO_0000168
BINARY is TO_0000238 Class
BINARY SubClassOf TO_0000238 TO_0000482
BINARY is TO_0000243 Class
BINARY SubClassOf TO_0000243 TO_0000250
BINARY is TO_0000250 Class
BINARY SubClassOf TO_0000250 TO_0000387
BINARY is TO_0000259 Class
BINARY SubClassOf TO_0000259 TO_0000432
BINARY is TO_0000260 Class
BINARY SubClassOf TO_0000260 TO_0000054
BINARY is TO_0000261 Class
BINARY SubClassOf TO_0000261 TO_0000054
BINARY is TO_0000277 Class
BINARY SubClassOf TO_0000277 TO_0000387
BINARY is TO_0000280 Class
BINARY SubClassOf TO_0000280 TO_0000296
BINARY is TO_0000281 Class
BINARY is TO_0000283 Class
BINARY SubClassOf TO_0000283 TO_0000387
BINARY is TO_0000284 Class
BINARY SubClassOf TO_0000284 TO_0000599
BINARY is TO_0000288 Class
BINARY SubClassOf TO_0000288 TO_0000703
BINARY is TO_0000290 Class
BINARY SubClassOf TO_0000290 TO_0000674
BINARY is TO_0000291 Class
BINARY SubClassOf TO_0000291 TO_0000281
BINARY is TO_0000296 Class
BINARY SubClassOf TO_0000296 TO_0000250
BINARY is TO_0000303 Class
BINARY SubClassOf TO_0000303 TO_0000432
BINARY is TO_0000305 Class
BINARY SubClassOf TO_0000305 TO_0000598
BINARY is TO_0000308 Class
BINARY SubClassOf TO_0000308 TO_0000497
BINARY is TO_0000310 Class
BINARY SubClassOf TO_0000310 TO_0000035
BINARY is TO_0000311 Class
BINARY SubClassOf TO_0000311 TO_0000599
BINARY is TO_0000312 Class
BINARY SubClassOf TO_0000312 TO_0000598
BINARY is TO_0000313 Class
BINARY SubClassOf TO_0000313 TO_0000598
BINARY is TO_0000314 Class
BINARY SubClassOf TO_0000314 TO_0000598
BINARY is TO_0000315 Class
BINARY SubClassOf TO_0000315 TO_0000112
BINARY is TO_0000316 Class
BINARY SubClassOf TO_0000316 TO_0000283
BINARY is TO_0000319 Class
BINARY SubClassOf TO_0000319 TO_0000598
BINARY is TO_0000322 Class
BINARY SubClassOf TO_0000322 TO_0000597
BINARY is TO_0000325 Class
BINARY SubClassOf TO_0000325 TO_0000598
BINARY is TO_0000327 Class
BINARY SubClassOf TO_0000327 TO_0000371
BINARY is TO_0000329 Class
BINARY SubClassOf TO_0000329 TO_0000654
BINARY is TO_0000330 Class
BINARY SubClassOf TO_0000330 TO_0000392
BINARY is TO_0000331 Class
BINARY SubClassOf TO_0000331 TO_0000599
BINARY is TO_0000333 Class
BINARY SubClassOf TO_0000333 TO_0000291
BINARY is TO_0000336 Class
BINARY SubClassOf TO_0000336 TO_0000703
BINARY is TO_0000338 Class
BINARY SubClassOf TO_0000338 TO_0000703
BINARY is TO_0000343 Class
BINARY SubClassOf TO_0000343 TO_0000347
BINARY is TO_0000344 Class
BINARY SubClassOf TO_0000344 TO_0002616
BINARY is TO_0000345 Class
BINARY SubClassOf TO_0000345 TO_0000184,
BINARY SubClassOf TO_0000345 TO_0000931
BINARY is TO_0000347 Class
BINARY SubClassOf TO_0000347 TO_0000179
BINARY is TO_0000352 Class
BINARY SubClassOf TO_0000352 TO_0000371,
BINARY SubClassOf TO_0000352 TO_0000398
BINARY is TO_0000355 Class
BINARY SubClassOf TO_0000355 TO_0000250
BINARY is TO_0000357 Class
BINARY SubClassOf TO_0000357 TO_0000387
BINARY is TO_0000358 Class
BINARY SubClassOf TO_0000358 TO_0000485
BINARY is TO_0000359 Class
BINARY SubClassOf TO_0000359 TO_0002616
BINARY is TO_0000364 Class
BINARY SubClassOf TO_0000364 TO_0000843
BINARY is TO_0000365 Class
BINARY SubClassOf TO_0000365 TO_0002616
BINARY is TO_0000366 Class
BINARY SubClassOf TO_0000366 TO_0000933
BINARY is TO_0000368 Class
BINARY SubClassOf TO_0000368 TO_0000654
BINARY is TO_0000369 Class
BINARY SubClassOf TO_0000369 TO_0000933
BINARY is TO_0000371 Class
BINARY SubClassOf TO_0000371 TO_0000387
BINARY is TO_0000374 Class
BINARY SubClassOf TO_0000374 TO_0001069
BINARY is TO_0000376 Class
BINARY SubClassOf TO_0000376 TO_0001069
BINARY is TO_0000377 Class
BINARY SubClassOf TO_0000377 TO_0001069
BINARY DisjointWith TO_0000377 TO_0000931
BINARY is TO_0000379 Class
BINARY SubClassOf TO_0000379 TO_0001069
BINARY is TO_0000381 Class
BINARY SubClassOf TO_0000381 TO_0000162
BINARY is TO_0000383 Class
BINARY SubClassOf TO_0000383 TO_0000587
BINARY is TO_0000384 Class
BINARY SubClassOf TO_0000384 TO_0000054
BINARY is TO_0000387 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is TO_0000388 Class
BINARY SubClassOf TO_0000388 TO_0000327
BINARY is TO_0000390 Class
BINARY SubClassOf TO_0000390 TO_0000587
BINARY is TO_0000392 Class
BINARY SubClassOf TO_0000392 TO_0000387
BINARY is TO_0000394 Class
BINARY SubClassOf TO_0000394 TO_0000237
BINARY is TO_0000396 Class
BINARY SubClassOf TO_0000396 TO_0000871
BINARY is TO_0000398 Class
BINARY SubClassOf TO_0000398 TO_0000839
BINARY is TO_0000399 Class
BINARY SubClassOf TO_0000399 TO_0000162
BINARY is TO_0000401 Class
BINARY SubClassOf TO_0000401 TO_0000482
BINARY is TO_0000406 Class
BINARY SubClassOf TO_0000406 TO_0000597
BINARY is TO_0000408 Class
BINARY SubClassOf TO_0000408 TO_0001069
BINARY is TO_0000409 Class
BINARY SubClassOf TO_0000409 TO_0001069
BINARY is TO_0000412 Class
BINARY SubClassOf TO_0000412 TO_0001069
BINARY is TO_0000416 Class
BINARY SubClassOf TO_0000416 TO_0000358
BINARY is TO_0000420 Class
BINARY SubClassOf TO_0000420 TO_0000392,
BINARY SubClassOf TO_0000420 TO_0000398
BINARY is TO_0000421 Class
BINARY SubClassOf TO_0000421 TO_0000420
BINARY is TO_0000425 Class
BINARY SubClassOf TO_0000425 TO_0000250
BINARY is TO_0000428 Class
BINARY SubClassOf TO_0000428 TO_0000250
BINARY is TO_0000430 Class
BINARY SubClassOf TO_0000430 TO_0000250
BINARY is TO_0000432 Class
BINARY SubClassOf TO_0000432 TO_0000168
BINARY is TO_0000434 Class
BINARY SubClassOf TO_0000434 TO_0000250
BINARY is TO_0000435 Class
BINARY SubClassOf TO_0000435 TO_0000345
BINARY is TO_0000436 Class
BINARY SubClassOf TO_0000436 TO_0000485
BINARY is TO_0000437 Class
BINARY SubClassOf TO_0000437 TO_0000485
BINARY is TO_0000439 Class
BINARY SubClassOf TO_0000439 TO_0000112
BINARY is TO_0000441 Class
BINARY SubClassOf TO_0000441 TO_0000237
BINARY is TO_0000442 Class
BINARY SubClassOf TO_0000442 TO_0000371
BINARY is TO_0000443 Class
BINARY SubClassOf TO_0000443 TO_0000936
BINARY is TO_0000444 Class
BINARY SubClassOf TO_0000444 TO_0000347
BINARY is TO_0000453 Class
BINARY SubClassOf TO_0000453 TO_0000371
BINARY is TO_0000457 Class
BINARY SubClassOf TO_0000457 TO_0000371
BINARY is TO_0000461 Class
BINARY SubClassOf TO_0000461 TO_0000369
BINARY is TO_0000462 Class
BINARY SubClassOf TO_0000462 TO_0000489,
BINARY SubClassOf TO_0000462 TO_0001069
BINARY is TO_0000463 Class
BINARY SubClassOf TO_0000463 TO_0002616
BINARY is TO_0000464 Class
BINARY SubClassOf TO_0000464 TO_0000250
BINARY is TO_0000465 Class
BINARY is TO_0000466 Class
BINARY SubClassOf TO_0000466 TO_0000465
BINARY is TO_0000467 Class
BINARY SubClassOf TO_0000467 TO_0000168
BINARY is TO_0000469 Class
BINARY SubClassOf TO_0000469 TO_0000933
BINARY is TO_0000470 Class
BINARY SubClassOf TO_0000470 TO_0000843
BINARY is TO_0000476 Class
BINARY SubClassOf TO_0000476 TO_0000281
BINARY is TO_0000482 Class
BINARY SubClassOf TO_0000482 TO_0000168
BINARY is TO_0000483 Class
BINARY SubClassOf TO_0000483 TO_0000653,
BINARY SubClassOf TO_0000483 TO_0000931
BINARY is TO_0000485 Class
BINARY SubClassOf TO_0000485 TO_0000392
BINARY is TO_0000488 Class
BINARY SubClassOf TO_0000488 TO_0000931
BINARY is TO_0000489 Class
BINARY SubClassOf TO_0000489 TO_0000281
BINARY is TO_0000490 Class
BINARY SubClassOf TO_0000490 TO_0000598
BINARY is TO_0000491 Class
BINARY SubClassOf TO_0000491 TO_0000488
BINARY is TO_0000494 Class
BINARY SubClassOf TO_0000494 TO_0000281
BINARY is TO_0000495 Class
BINARY SubClassOf TO_0000495 TO_0000494,
BINARY SubClassOf TO_0000495 TO_0000674
BINARY is TO_0000496 Class
BINARY SubClassOf TO_0000496 TO_0000494,
BINARY SubClassOf TO_0000496 TO_0000674
BINARY is TO_0000497 Class
BINARY SubClassOf TO_0000497 TO_0000420
BINARY is TO_0000498 Class
BINARY SubClassOf TO_0000498 TO_0000497
BINARY is TO_0000506 Class
BINARY SubClassOf TO_0000506 TO_0000283
BINARY is TO_0000507 Class
BINARY SubClassOf TO_0000507 TO_0000237
BINARY is TO_0000511 Class
BINARY SubClassOf TO_0000511 TO_0020096
BINARY is TO_0000513 Class
BINARY SubClassOf TO_0000513 TO_0000609
BINARY is TO_0000514 Class
BINARY SubClassOf TO_0000514 TO_0020096
BINARY is TO_0000515 Class
BINARY SubClassOf TO_0000515 TO_0000250
BINARY is TO_0000520 Class
BINARY SubClassOf TO_0000520 TO_0020095
BINARY is TO_0000521 Class
BINARY SubClassOf TO_0000521 TO_0000933
BINARY is TO_0000522 Class
BINARY SubClassOf TO_0000522 TO_0020095
BINARY is TO_0000523 Class
BINARY SubClassOf TO_0000523 TO_0020095
BINARY is TO_0000525 Class
BINARY SubClassOf TO_0000525 TO_0000465
BINARY is TO_0000526 Class
BINARY SubClassOf TO_0000526 TO_0000608
BINARY is TO_0000527 Class
BINARY SubClassOf TO_0000527 TO_0020096
BINARY is TO_0000559 Class
BINARY SubClassOf TO_0000559 TO_0000398
BINARY is TO_0000566 Class
BINARY SubClassOf TO_0000566 TO_0000843
BINARY is TO_0000575 Class
BINARY SubClassOf TO_0000575 TO_0000843
BINARY is TO_0000587 Class
BINARY SubClassOf TO_0000587 TO_0000931
BINARY is TO_0000597 Class
BINARY SubClassOf TO_0000597 TO_0000387
BINARY is TO_0000598 Class
BINARY SubClassOf TO_0000598 TO_0000281
BINARY is TO_0000599 Class
BINARY SubClassOf TO_0000599 TO_0000277
BINARY is TO_0000602 Class
BINARY SubClassOf TO_0000602 TO_0000604
BINARY is TO_0000603 Class
BINARY SubClassOf TO_0000603 TO_0000465
BINARY is TO_0000604 Class
BINARY SubClassOf TO_0000604 TO_0000281
BINARY is TO_0000605 Class
BINARY SubClassOf TO_0000605 TO_0000281,
BINARY SubClassOf TO_0000605 TO_0002657
BINARY is TO_0000606 Class
BINARY SubClassOf TO_0000606 TO_0000599
BINARY is TO_0000607 Class
BINARY SubClassOf TO_0000607 TO_0000465
BINARY is TO_0000608 Class
BINARY SubClassOf TO_0000608 TO_0000465
BINARY is TO_0000609 Class
BINARY SubClassOf TO_0000609 TO_0000465
BINARY is TO_0000610 Class
BINARY SubClassOf TO_0000610 TO_0000598
BINARY is TO_0000611 Class
BINARY SubClassOf TO_0000611 TO_0001070
BINARY is TO_0000613 Class
BINARY SubClassOf TO_0000613 TO_0001068,
BINARY SubClassOf TO_0000613 TO_0002728
BINARY is TO_0000618 Class
BINARY SubClassOf TO_0000618 TO_0000162
BINARY is TO_0000620 Class
BINARY SubClassOf TO_0000620 TO_0000947
BINARY is TO_0000621 Class
BINARY SubClassOf TO_0000621 TO_0000283,
BINARY SubClassOf TO_0000621 TO_0000654
BINARY is TO_0000622 Class
BINARY SubClassOf TO_0000622 TO_0000621
BINARY is TO_0000624 Class
BINARY SubClassOf TO_0000624 TO_0000347
BINARY is TO_0000626 Class
BINARY SubClassOf TO_0000626 TO_0001024
BINARY is TO_0000631 Class
BINARY SubClassOf TO_0000631 TO_0000243
BINARY is TO_0000632 Class
BINARY SubClassOf TO_0000632 TO_0000243
BINARY is TO_0000633 Class
BINARY SubClassOf TO_0000633 TO_0000352
BINARY is TO_0000635 Class
BINARY SubClassOf TO_0000635 TO_0001069
BINARY is TO_0000639 Class
BINARY SubClassOf TO_0000639 TO_0000184,
BINARY SubClassOf TO_0000639 TO_0000420,
BINARY SubClassOf TO_0000639 BFO_0000050_some_TO_0000931,
BINARY SubClassOf TO_0000639 BFO_0000050_only_TO_0000377
BINARY is TO_0000645 Class
BINARY SubClassOf TO_0000645 TO_0001024
BINARY is TO_0000651 Class
BINARY SubClassOf TO_0000651 TO_0000162
BINARY is TO_0000653 Class
BINARY SubClassOf TO_0000653 TO_0000926
BINARY is TO_0000654 Class
BINARY SubClassOf TO_0000654 TO_0000928
BINARY is TO_0000655 Class
BINARY is TO_0000660 Class
BINARY SubClassOf TO_0000660 TO_0000654
BINARY is TO_0000665 Class
BINARY SubClassOf TO_0000665 TO_0000587
BINARY is TO_0000668 Class
BINARY SubClassOf TO_0000668 TO_0000281
BINARY is TO_0000669 Class
BINARY SubClassOf TO_0000669 TO_0000668
BINARY is TO_0000671 Class
BINARY SubClassOf TO_0000671 TO_0000622
BINARY is TO_0000672 Class
BINARY SubClassOf TO_0000672 TO_0000162
BINARY is TO_0000674 Class
BINARY SubClassOf TO_0000674 TO_0000281
BINARY is TO_0000675 Class
BINARY SubClassOf TO_0000675 TO_0000674
BINARY is TO_0000684 Class
BINARY SubClassOf TO_0000684 TO_0002694
BINARY is TO_0000685 Class
BINARY SubClassOf TO_0000685 TO_0002728
BINARY is TO_0000686 Class
BINARY SubClassOf TO_0000686 TO_0002728
BINARY is TO_0000687 Class
BINARY SubClassOf TO_0000687 TO_0000936
BINARY is TO_0000688 Class
BINARY SubClassOf TO_0000688 TO_0000936
BINARY is TO_0000689 Class
BINARY SubClassOf TO_0000689 TO_0000685
BINARY is TO_0000690 Class
BINARY SubClassOf TO_0000690 TO_0000598
BINARY is TO_0000694 Class
BINARY SubClassOf TO_0000694 TO_0002728
BINARY is TO_0000697 Class
BINARY SubClassOf TO_0000697 TO_0000371,
BINARY SubClassOf TO_0000697 BFO_0000050_some_TO_0000162
BINARY is TO_0000698 Class
BINARY SubClassOf TO_0000698 TO_0000291
BINARY is TO_0000699 Class
BINARY SubClassOf TO_0000699 TO_0000599
BINARY is TO_0000700 Class
BINARY SubClassOf TO_0000700 TO_0002694
BINARY is TO_0000701 Class
BINARY SubClassOf TO_0000701 TO_0002683
BINARY is TO_0000703 Class
BINARY SubClassOf TO_0000703 TO_0000599
BINARY is TO_0000704 Class
BINARY SubClassOf TO_0000704 TO_0000599
BINARY is TO_0000705 Class
BINARY SubClassOf TO_0000705 TO_0000704
BINARY is TO_0000708 Class
BINARY SubClassOf TO_0000708 TO_0000398
BINARY is TO_0000710 Class
BINARY SubClassOf TO_0000710 TO_0000587
BINARY is TO_0000713 Class
BINARY SubClassOf TO_0000713 TO_0000587
BINARY is TO_0000716 Class
BINARY SubClassOf TO_0000716 TO_0000587
BINARY is TO_0000717 Class
BINARY SubClassOf TO_0000717 TO_0000587
BINARY is TO_0000718 Class
BINARY SubClassOf TO_0000718 TO_0000162
BINARY is TO_0000722 Class
BINARY SubClassOf TO_0000722 TO_0002686
BINARY is TO_0000725 Class
BINARY SubClassOf TO_0000725 TO_0002683
BINARY is TO_0000726 Class
BINARY SubClassOf TO_0000726 TO_0002683
BINARY is TO_0000727 Class
BINARY SubClassOf TO_0000727 TO_0000283
BINARY is TO_0000728 Class
BINARY SubClassOf TO_0000728 TO_0000283,
BINARY SubClassOf TO_0000728 TO_0002686
BINARY is TO_0000729 Class
BINARY SubClassOf TO_0000729 TO_0000728
BINARY is TO_0000730 Class
BINARY SubClassOf TO_0000730 TO_0000728
BINARY is TO_0000731 Class
BINARY SubClassOf TO_0000731 TO_0000281
BINARY is TO_0000732 Class
BINARY SubClassOf TO_0000732 TO_0000731
BINARY is TO_0000733 Class
BINARY SubClassOf TO_0000733 TO_0000283
BINARY is TO_0000737 Class
BINARY SubClassOf TO_0000737 TO_0000398
BINARY is TO_0000838 Class
BINARY SubClassOf TO_0000838 TO_0000843
BINARY is TO_0000839 Class
BINARY SubClassOf TO_0000839 TO_0000017
BINARY is TO_0000840 Class
BINARY SubClassOf TO_0000840 TO_0000839
BINARY is TO_0000841 Class
BINARY SubClassOf TO_0000841 TO_0000840
BINARY is TO_0000842 Class
BINARY SubClassOf TO_0000842 TO_0000840
BINARY is TO_0000843 Class
BINARY SubClassOf TO_0000843 TO_0000839
BINARY is TO_0000844 Class
BINARY SubClassOf TO_0000844 TO_0000839
BINARY is TO_0000870 Class
BINARY SubClassOf TO_0000870 TO_0000327
BINARY is TO_0000871 Class
BINARY SubClassOf TO_0000871 TO_0000327
BINARY is TO_0000895 Class
BINARY SubClassOf TO_0000895 TO_0000128
BINARY is TO_0000896 Class
BINARY SubClassOf TO_0000896 TO_0000128
BINARY is TO_0000897 Class
BINARY SubClassOf TO_0000897 TO_0000128
BINARY is TO_0000905 Class
BINARY SubClassOf TO_0000905 TO_0000327
BINARY is TO_0000906 Class
BINARY SubClassOf TO_0000906 TO_0000843
BINARY is TO_0000908 Class
BINARY SubClassOf TO_0000908 TO_0002629,
BINARY SubClassOf TO_0000908 TO_0002728
BINARY is TO_0000909 Class
BINARY SubClassOf TO_0000909 TO_0002617,
BINARY SubClassOf TO_0000909 TO_0002728
BINARY is TO_0000910 Class
BINARY SubClassOf TO_0000910 TO_0002694
BINARY is TO_0000911 Class
BINARY SubClassOf TO_0000911 TO_0000839
BINARY is TO_0000912 Class
BINARY SubClassOf TO_0000912 TO_0000911
BINARY is TO_0000913 Class
BINARY SubClassOf TO_0000913 TO_0000911
BINARY is TO_0000914 Class
BINARY SubClassOf TO_0000914 TO_0000911
BINARY is TO_0000915 Class
BINARY SubClassOf TO_0000915 TO_0000911
BINARY is TO_0000916 Class
BINARY SubClassOf TO_0000916 TO_0000911
BINARY is TO_0000917 Class
BINARY SubClassOf TO_0000917 TO_0000911
BINARY is TO_0000918 Class
BINARY SubClassOf TO_0000918 TO_0000911
BINARY is TO_0000926 Class
BINARY SubClassOf TO_0000926 TO_0000928
BINARY is TO_0000927 Class
BINARY SubClassOf TO_0000927 TO_0000926
BINARY is TO_0000928 Class
BINARY SubClassOf TO_0000928 TO_0000357
BINARY is TO_0000929 Class
BINARY SubClassOf TO_0000929 TO_0000926
BINARY is TO_0000931 Class
BINARY SubClassOf TO_0000931 TO_0000597
BINARY DisjointWith TO_0000931 TO_0000377
BINARY is TO_0000933 Class
BINARY SubClassOf TO_0000933 TO_0000357
BINARY is TO_0000934 Class
BINARY SubClassOf TO_0000934 TO_0002616
BINARY is TO_0000936 Class
BINARY SubClassOf TO_0000936 TO_0000327
BINARY is TO_0000937 Class
BINARY SubClassOf TO_0000937 TO_0000936
BINARY is TO_0000938 Class
BINARY SubClassOf TO_0000938 TO_0000936
BINARY is TO_0000941 Class
BINARY SubClassOf TO_0000941 TO_0000936
BINARY is TO_0000942 Class
BINARY SubClassOf TO_0000942 TO_0000843
BINARY is TO_0000945 Class
BINARY SubClassOf TO_0000945 TO_0000843
BINARY is TO_0000946 Class
BINARY SubClassOf TO_0000946 TO_0000843
BINARY is TO_0000947 Class
BINARY SubClassOf TO_0000947 TO_0000928
BINARY is TO_0000948 Class
BINARY SubClassOf TO_0000948 TO_0000843
BINARY is TO_0000949 Class
BINARY SubClassOf TO_0000949 TO_0000947
BINARY is TO_0000955 Class
BINARY SubClassOf TO_0000955 TO_0000281
BINARY is TO_0000992 Class
BINARY SubClassOf TO_0000992 TO_0000283
BINARY is TO_0000995 Class
BINARY SubClassOf TO_0000995 TO_0000465
BINARY is TO_0001015 Class
BINARY SubClassOf TO_0001015 TO_0000283
BINARY is TO_0001017 Class
BINARY SubClassOf TO_0001017 TO_0000237
BINARY is TO_0001018 Class
BINARY SubClassOf TO_0001018 TO_0000283
BINARY is TO_0001019 Class
BINARY SubClassOf TO_0001019 TO_0001041
BINARY is TO_0001020 Class
BINARY SubClassOf TO_0001020 TO_0000327
BINARY is TO_0001021 Class
BINARY SubClassOf TO_0001021 TO_0002616
BINARY is TO_0001024 Class
BINARY SubClassOf TO_0001024 TO_0000465
BINARY is TO_0001026 Class
BINARY SubClassOf TO_0001026 TO_0000283
BINARY is TO_0001027 Class
BINARY SubClassOf TO_0001027 TO_0000283
BINARY is TO_0001028 Class
BINARY SubClassOf TO_0001028 TO_0000237
BINARY is TO_0001029 Class
BINARY SubClassOf TO_0001029 TO_0000128
BINARY is TO_0001041 Class
BINARY SubClassOf TO_0001041 TO_0000371
BINARY is TO_0001042 Class
BINARY SubClassOf TO_0001042 TO_0000597
BINARY is TO_0001043 Class
BINARY SubClassOf TO_0001043 TO_0000465
BINARY is TO_0001044 Class
BINARY SubClassOf TO_0001044 TO_0000465
BINARY is TO_0001045 Class
BINARY SubClassOf TO_0001045 TO_0000465
BINARY is TO_0001046 Class
BINARY SubClassOf TO_0001046 TO_0000465
BINARY is TO_0001047 Class
BINARY SubClassOf TO_0001047 TO_0000465
BINARY is TO_0001048 Class
BINARY SubClassOf TO_0001048 TO_0000465
BINARY is TO_0001049 Class
BINARY SubClassOf TO_0001049 TO_0000465
BINARY is TO_0001050 Class
BINARY SubClassOf TO_0001050 TO_0000465
BINARY is TO_0001052 Class
BINARY SubClassOf TO_0001052 TO_0000843
BINARY is TO_0001055 Class
BINARY SubClassOf TO_0001055 TO_0000843
BINARY is TO_0001067 Class
BINARY SubClassOf TO_0001067 TO_0002616
BINARY is TO_0001068 Class
BINARY SubClassOf TO_0001068 TO_0000597
BINARY is TO_0001069 Class
BINARY SubClassOf TO_0001069 TO_0001068
BINARY is TO_0001070 Class
BINARY SubClassOf TO_0001070 TO_0001068
BINARY is TO_0001071 Class
BINARY SubClassOf TO_0001071 TO_0000327
BINARY is TO_0001073 Class
BINARY SubClassOf TO_0001073 TO_0002729
BINARY is TO_0001076 Class
BINARY SubClassOf TO_0001076 TO_0000654
BINARY is TO_0001124 Class
BINARY SubClassOf TO_0001124 TO_0001024
BINARY is TO_0001136 Class
BINARY SubClassOf TO_0001136 TO_0000598
BINARY is TO_0001141 Class
BINARY SubClassOf TO_0001141 TO_0000054
BINARY is TO_0001142 Class
BINARY SubClassOf TO_0001142 TO_0000871
BINARY is TO_0002616 Class
BINARY SubClassOf TO_0002616 TO_0000933
BINARY is TO_0002617 Class
BINARY is TO_0002621 Class
BINARY SubClassOf TO_0002621 TO_0000843
BINARY is TO_0002622 Class
BINARY SubClassOf TO_0002622 TO_0002728
BINARY is TO_0002629 Class
BINARY is TO_0002632 Class
BINARY SubClassOf TO_0002632 TO_0000843,
BINARY SubClassOf TO_0002632 TO_0002729
BINARY is TO_0002633 Class
BINARY SubClassOf TO_0002633 TO_0000283,
BINARY SubClassOf TO_0002633 TO_0000929,
BINARY SubClassOf TO_0002633 TO_0002728
BINARY is TO_0002634 Class
BINARY SubClassOf TO_0002634 TO_0002629,
BINARY SubClassOf TO_0002634 TO_0002728
BINARY is TO_0002638 Class
BINARY SubClassOf TO_0002638 TO_0000654
BINARY is TO_0002641 Class
BINARY SubClassOf TO_0002641 TO_0002642
BINARY is TO_0002642 Class
BINARY SubClassOf TO_0002642 TO_0000597
BINARY is TO_0002643 Class
BINARY SubClassOf TO_0002643 TO_0000465
BINARY is TO_0002644 Class
BINARY SubClassOf TO_0002644 TO_0000597
BINARY is TO_0002645 Class
BINARY SubClassOf TO_0002645 TO_0001070
BINARY is TO_0002646 Class
BINARY SubClassOf TO_0002646 TO_0001069
BINARY is TO_0002647 Class
BINARY SubClassOf TO_0002647 TO_0000597
BINARY is TO_0002648 Class
