BINARY is boolean Datatype
BINARY SubClassOf MobilityTransferPlan ProceduralDevice
BINARY is ModifiableRiskFactor Class
BINARY is Morse Class
BINARY is Norton Class
BINARY SubClassOf Norton PressureUlcerRiskAssessmentTool
BINARY is NumericalTool Class
BINARY SubClassOf NumericalTool FallRiskAssessmentTool
BINARY is Orthotics Class
BINARY SubClassOf Orthotics AssistanceFromMobilityAids
BINARY is PatientFamilyEducation Class
BINARY SubClassOf PatientFamilyEducation ProceduralDevice
BINARY is PatientPositioningAid Class
BINARY is PatientSituatedCloseToNursesStation Class
BINARY SubClassOf PatientSituatedCloseToNursesStation EnvironmentalFallMinimisationStrategy
BINARY is PersonalAlert Class
BINARY SubClassOf PersonalAlert StructuralDevice
BINARY is PhysicalOccupationalTherapy Class
BINARY SubClassOf PhysicalOccupationalTherapy ProceduralDevice
BINARY is Pillow Class
BINARY SubClassOf Pillow PatientPositioningAid
BINARY is PressureSorePredictionScorePsps Class
BINARY is PressureUlcerMinimisationStrategy Class
BINARY DisjointWith PressureUlcerMinimisationStrategy FallMinimisationStrategy
BINARY is PressureUlcerRiskAssessment Class
BINARY DisjointWith PressureUlcerRiskAssessment FallRiskAssessment
BINARY is PressureUlcerRiskAssessmentTool Class
BINARY DisjointWith PressureUlcerRiskAssessmentTool FallRiskAssessmentTool
BINARY is ProceduralDevice Class
BINARY SubClassOf ProceduralDevice FallMinimisationStrategy
BINARY is ReferralForFurtherAssessment Class
BINARY SubClassOf ReferralForFurtherAssessment ProceduralDevice
BINARY is ResidentAssessmentInstrument Class
BINARY is Restraint Class
BINARY SubClassOf Restraint StructuralDevice
BINARY is RiskAssessment Class
BINARY is RiskAssessmentResult Class
BINARY is RiskAssessmentTool Class
BINARY is SafetyHelmet Class
BINARY SubClassOf SafetyHelmet StructuralDevice
BINARY is Schimd Class
BINARY SubClassOf Schimd NumericalTool
BINARY is SeatbeltRestraint Class
BINARY SubClassOf SeatbeltRestraint Restraint
BINARY is SedationFactor Class
BINARY is SitterInUse Class
BINARY SubClassOf SitterInUse ProceduralDevice
BINARY is SkinInspection Class
BINARY is SlippingHazardsManaged Class
BINARY SubClassOf SlippingHazardsManaged EnvironmentalFallMinimisationStrategy
BINARY is Stratify Class
BINARY is StructuralDevice Class
BINARY SubClassOf StructuralDevice FallMinimisationStrategy
BINARY is SupportiveSurfaceEquipment Class
BINARY is Tinetti Class
BINARY is TinettiAssessmentTool Class
BINARY is ToiletingRegime Class
BINARY SubClassOf ToiletingRegime ProceduralDevice
BINARY is TorsoRestraint Class
BINARY SubClassOf TorsoRestraint Restraint
BINARY is TrippingHazardsManaged Class
BINARY SubClassOf TrippingHazardsManaged EnvironmentalFallMinimisationStrategy
BINARY is UrgeIncontinenceFactor Class
BINARY is VisualAid Class
BINARY SubClassOf VisualAid EnvironmentalFallMinimisationStrategy
BINARY is WaistRestraint Class
BINARY SubClassOf WaistRestraint Restraint
BINARY is WalkingFrame Class
BINARY SubClassOf WalkingFrame AssistanceFromMobilityAids
BINARY is WalkingStick Class
BINARY SubClassOf WalkingStick AssistanceFromMobilityAids
BINARY is WalkingTripod Class
BINARY SubClassOf WalkingTripod AssistanceFromMobilityAids
BINARY is Waterlow Class
BINARY SubClassOf Waterlow PressureUlcerRiskAssessmentTool
BINARY is Wedge Class
BINARY SubClassOf Wedge PatientPositioningAid
BINARY is www.ICPS/ontologies/Activity.# Class
BINARY is www.ICPS/ontologies/AmelioratingActions.# Class
BINARY is OrganisationRelated www.ICPS/ontologies/AmelioratingActions.#
BINARY is www.ICPS/ontologies/AmelioratingActions.# Class
BINARY is PatientRelated www.ICPS/ontologies/AmelioratingActions.#
BINARY is www.ICPS/ontologies/AmelioratingActions.# Class
BINARY is www.ICPS/ontologies/AmelioratingActions.# Class
BINARY is www.ICPS/ontologies/AmelioratingActions.# Class
BINARY is OrganisationRelated www.ICPS/ontologies/AmelioratingActions.#
BINARY is HumanBodyAnatomicalPart Class
BINARY is HumanBodySide Class
BINARY is Balcony Class
BINARY SubClassOf Balcony BuildingStructure
BINARY is BuildingStructure Class
BINARY is FlagPole Class
BINARY SubClassOf FlagPole BuildingStructure
BINARY is Floor Class
BINARY SubClassOf Floor BuildingStructure
BINARY is FloorSurface Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is Scaffolding Class
BINARY SubClassOf Scaffolding BuildingStructure
BINARY is Wall Class
BINARY SubClassOf Wall BuildingStructure
BINARY is www.ICPS/ontologies/Clothing.# Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is Clothing,_www.ICPS/ontologies/HospitalEquipment.# www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/Clothing.# Class
BINARY is BedLinen www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/Clothing.# Class
BINARY is BedLinen www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/Detection.# Class
BINARY is www.ICPS/ontologies/Detection.# Class
BINARY is DetectionProcess www.ICPS/ontologies/Detection.#
BINARY is www.ICPS/ontologies/Furniture.# Class
BINARY is www.ICPS/ontologies/HospitalEquipment.# Class
BINARY is BedLinen www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/HospitalEquipment.# Class
BINARY is TherapeuticEquipment www.ICPS/ontologies/HospitalEquipment.#
BINARY is www.ICPS/ontologies/HospitalEquipment.# Class
BINARY is BedLinen www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/HospitalEquipment.# Class
BINARY is TherapeuticEquipment www.ICPS/ontologies/HospitalEquipment.#
BINARY is www.ICPS/ontologies/HospitalEquipment.# Class
BINARY is Detection Class
BINARY is www.ICPS/ontologies/Medication.# Class
BINARY is www.ICPS/ontologies/Medication.# Class
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is StaffMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is PatientMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is PatientMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is MitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is PatientMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is OrganisationalMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is StaffMitigatingFactor www.ICPS/ontologies/MitigatingFactors.#
BINARY is www.ICPS/ontologies/MitigatingFactors.# Class
BINARY is AdditionalEquipmentRequired Class
BINARY SubClassOf AdditionalEquipmentRequired IncreaseInRequiredResourceAllocationForPatient
BINARY is AdditionalStaffRequired Class
BINARY SubClassOf AdditionalStaffRequired IncreaseInRequiredResourceAllocationForPatient
BINARY is AdditionalTest Class
BINARY SubClassOf AdditionalTest IncreaseInRequiredResourceAllocationForPatient
BINARY is AdditionalTreatment Class
BINARY SubClassOf AdditionalTreatment IncreaseInRequiredResourceAllocationForPatient
BINARY is AdmissionToSpecialCareArea Class
BINARY SubClassOf AdmissionToSpecialCareArea IncreaseInRequiredResourceAllocationForPatient
BINARY is DisruptedDelaysForOtherPatients Class
BINARY SubClassOf DisruptedDelaysForOtherPatients IncreaseInRequiredResourceAllocationForPatient
BINARY is DisruptedWorkflowForOtherPatients Class
BINARY SubClassOf DisruptedWorkflowForOtherPatients IncreaseInRequiredResourceAllocationForPatient
BINARY is FormalComplaint Class
BINARY SubClassOf FormalComplaint OrganizationalOutcome
BINARY is IncreaseInRequiredResourceAllocationForPatient Class
BINARY SubClassOf IncreaseInRequiredResourceAllocationForPatient OrganizationalOutcome
BINARY is IncreasedLengthOfStay Class
BINARY SubClassOf IncreasedLengthOfStay IncreaseInRequiredResourceAllocationForPatient
BINARY is LegalRamification Class
BINARY SubClassOf LegalRamification OrganizationalOutcome
BINARY is OrganizationalOutcome Class
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is PrimaryDiagnosis www.ICPS/ontologies/PatientCharacteristics.#
BINARY is www.ICPS/ontologies/PatientCharacteristics.# Class
BINARY is Harm Class
BINARY is Injury Class
BINARY is PressureUlcerStage Class
BINARY is AlarmMatFailure Class
BINARY is BedrailsFailure Class
BINARY is Blood-BloodProduct Class
BINARY SubClassOf Blood-BloodProduct Incident
BINARY is CallBellFailure Class
BINARY SubClassOf CallBellFailure RestraintSafetyDeviceFailure
BINARY is CareSetting Class
BINARY is ClinicalAdministration Class
BINARY is ClinicalProcess Class
BINARY is Collapse Class
BINARY SubClassOf Collapse Fall
BINARY is ConfirmedStatusOfFall Class
BINARY equiv ConfirmedStatusOfFall {confirmedFall_,_suspectedFall}
BINARY is Thing www.w3.org/2002/07/#
BINARY is Documentation Class
BINARY is Fall Class
BINARY SubClassOf Fall Incident,
BINARY is Thing) (hasFallMechanism_only_FallMechanism)_and_(hasFallMechanism_max_1_www.w3.org/2002/07/#
BINARY is FallHeight Class
BINARY equiv FallHeight {fallFromAHeight_,_fallOnTheSameLevel}
BINARY is Thing www.w3.org/2002/07/#
BINARY is FallMechanism Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is FinalHealthCareFacilityStay Class
BINARY SubClassOf FinalHealthCareFacilityStay HealthCareFacilityStay,
BINARY is Thing) (hasNextHealthCareFacilityStay_only_HealthCareFacilityStay)_and_(hasNextHealthCareFacilityStay_max_0_www.w3.org/2002/07/#
BINARY is FinalPressureUlcerStageSequenceItem Class
BINARY SubClassOf FinalPressureUlcerStageSequenceItem PressureUlcerStageSequenceItem,
BINARY is Thing) (hasNextPressureUlcerStageSequenceItem_only_PressureUlcerStageSequenceItem)_and_(hasNextPressureUlcerStageSequenceItem_max_0_www.w3.org/2002/07/#
BINARY is Gender Class
BINARY is HasMinimisationStrategyToPreventItRelation Class
BINARY is HealCareAssociatedInfection Class
BINARY is HealthCareFacilityStay Class
BINARY is HipProtectorFailure Class
BINARY SubClassOf HipProtectorFailure RestraintSafetyDeviceFailure
BINARY is Hospital Class
BINARY SubClassOf Hospital CareSetting
BINARY is ImpactFloormatFailure Class
BINARY SubClassOf ImpactFloormatFailure RestraintSafetyDeviceFailure
BINARY is Incident Class
BINARY is Infrastructure-Building-Fixture Class
BINARY is LossOfBalance Class
BINARY SubClassOf LossOfBalance Fall
BINARY is MedicalDevice-Equipment Class
BINARY is Medication-IVFluid Class
BINARY is MobilityAidFailure Class
BINARY is Nutrition Class
BINARY is Oxigen-Gas-Vapour Class
BINARY SubClassOf Oxigen-Gas-Vapour Incident
BINARY is Pathology-Laboratory Class
BINARY is PatientAccident Class
BINARY is PatientBehaviour Class
BINARY is PersonPlayingRole Class
BINARY is PersonalAlertFailure Class
BINARY is PressureUlcer Class
BINARY is PressureUlcerStageSequenceItem Class
BINARY is Resource-OrganizationalManagement Class
BINARY SubClassOf Resource-OrganizationalManagement Incident
BINARY is RestraintFailure Class
BINARY is RestraintSafetyDeviceFailure Class
BINARY is SafetyHelmetFailure Class
BINARY is Slip Class
BINARY SubClassOf Slip Fall
BINARY is Trip Class
BINARY SubClassOf Trip Fall
BINARY is Patient Class
BINARY is Person Class
BINARY is HospitalArea Class
BINARY is BedLinen www.ICPS/ontologies/Clothing.#
BINARY is HospitalBuilding Class
BINARY is AssociatedState Class
BINARY DisjointWith AssociatedState VirtuallyAnnexedTerritory
BINARY DisjointWith AssociatedState FullyDependentTerritory
BINARY is Country Class
BINARY is FullyDependentTerritory Class
BINARY SubClassOf FullyDependentTerritory Country
BINARY DisjointWith FullyDependentTerritory VirtuallyAnnexedTerritory
BINARY DisjointWith FullyDependentTerritory VirtualTerritory
BINARY DisjointWith FullyDependentTerritory UnclaimableTerritory
BINARY DisjointWith FullyDependentTerritory OccupiedTerritory
BINARY DisjointWith FullyDependentTerritory IndependentState
BINARY DisjointWith FullyDependentTerritory IndependenceDisputedState
BINARY DisjointWith FullyDependentTerritory AssociatedState
BINARY is ISO3166DefinedCountry Class
BINARY is IndependenceDisputedState Class
BINARY DisjointWith IndependenceDisputedState VirtuallyAnnexedTerritory
BINARY DisjointWith IndependenceDisputedState FullyDependentTerritory
BINARY is IndependentState Class
BINARY DisjointWith IndependentState VirtuallyAnnexedTerritory
BINARY DisjointWith IndependentState FullyDependentTerritory
BINARY is OccupiedTerritory Class
BINARY DisjointWith OccupiedTerritory VirtuallyAnnexedTerritory
BINARY DisjointWith OccupiedTerritory FullyDependentTerritory
BINARY is UnclaimableTerritory Class
BINARY DisjointWith UnclaimableTerritory VirtuallyAnnexedTerritory
BINARY DisjointWith UnclaimableTerritory FullyDependentTerritory
BINARY is VirtualTerritory Class
BINARY DisjointWith VirtualTerritory VirtuallyAnnexedTerritory
BINARY DisjointWith VirtualTerritory FullyDependentTerritory
BINARY is VirtuallyAnnexedTerritory Class
BINARY SubClassOf VirtuallyAnnexedTerritory Country
BINARY DisjointWith VirtuallyAnnexedTerritory VirtualTerritory
BINARY DisjointWith VirtuallyAnnexedTerritory UnclaimableTerritory
BINARY DisjointWith VirtuallyAnnexedTerritory OccupiedTerritory
BINARY DisjointWith VirtuallyAnnexedTerritory IndependentState
BINARY DisjointWith VirtuallyAnnexedTerritory IndependenceDisputedState
BINARY DisjointWith VirtuallyAnnexedTerritory FullyDependentTerritory
BINARY DisjointWith VirtuallyAnnexedTerritory AssociatedState
BINARY is www.ontologydesignpatterns.org/cp//objectrole.# Class
BINARY is www.w3.org/2002/07/# Class
BINARY is CalendarClockDescription Class
BINARY is Event Class
BINARY is Instant Class
BINARY SubClassOf Instant InstantThing,
BINARY SubClassOf Instant TemporalEntity
BINARY DisjointWith Instant ProperInterval
BINARY is InstantThing Class
BINARY is Interval Class
BINARY SubClassOf Interval TemporalEntity
BINARY is IntervalEvent Class
BINARY SubClassOf IntervalEvent Event,
BINARY SubClassOf IntervalEvent IntervalThing
BINARY is IntervalThing Class
BINARY is ProperInterval Class
BINARY DisjointWith ProperInterval Instant
BINARY is TemporalEntity Class
BINARY equiv TemporalEntity Instant_or_Interval
BINARY SubClassOf TemporalEntity TemporalThing
BINARY is TemporalThing Class
BINARY is TimeZone Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is asphalt Individual
BINARY Types asphalt FloorSurface
BINARY is carpet Individual
BINARY Types carpet FloorSurface
BINARY is cork Individual
BINARY Types cork FloorSurface
BINARY is floorBoards Individual
BINARY Types floorBoards FloorSurface
BINARY is grass Individual
BINARY Types grass FloorSurface
BINARY is rubber Individual
BINARY Types rubber FloorSurface
BINARY is slate Individual
BINARY Types slate FloorSurface
BINARY is terrazo Individual
BINARY Types terrazo FloorSurface
BINARY is tiles Individual
BINARY Types tiles FloorSurface
BINARY is vinyl Individual
BINARY Types vinyl FloorSurface
BINARY is www.ICPS/ontologies/Clothing.# Individual
BINARY is BedLinen www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/Clothing.# Individual
BINARY is Sheet www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/Clothing.# Individual
BINARY is BedLinen www.ICPS/ontologies/Clothing.#
BINARY is www.ICPS/ontologies/Clothing.# Individual
BINARY is Sheet www.ICPS/ontologies/Clothing.#
BINARY is callBellDamaged Individual
BINARY Types callBellDamaged CallBellFailure
BINARY is callBellDisconnected Individual
BINARY Types callBellDisconnected CallBellFailure
BINARY is callBellFaulty Individual
BINARY Types callBellFaulty CallBellFailure
BINARY is callBellNotHeard Individual
BINARY Types callBellNotHeard CallBellFailure
BINARY is callBellNotProvided Individual
BINARY Types callBellNotProvided CallBellFailure
BINARY is callBellOutOfReach Individual
BINARY Types callBellOutOfReach CallBellFailure
BINARY is callBellProvidedButNotUsed Individual
BINARY Types callBellProvidedButNotUsed CallBellFailure
BINARY is collapse Individual
BINARY Types collapse FallMechanism
BINARY is confirmedFall Individual
BINARY Types confirmedFall ConfirmedStatusOfFall
BINARY is fallFromAHeight Individual
BINARY Types fallFromAHeight FallHeight
BINARY is fallOnTheSameLevel Individual
BINARY Types fallOnTheSameLevel FallHeight
BINARY is hipShieldsIncorrectSize Individual
BINARY Types hipShieldsIncorrectSize HipProtectorFailure
BINARY is hipShieldsIncorrectWorn Individual
BINARY Types hipShieldsIncorrectWorn HipProtectorFailure
BINARY is hipShieldsNotInPlace Individual
BINARY Types hipShieldsNotInPlace HipProtectorFailure
BINARY is impactFloorMatDamage Individual
BINARY Types impactFloorMatDamage ImpactFloormatFailure
BINARY is impactFloorMatNotUsedWhenIndicated Individual
BINARY Types impactFloorMatNotUsedWhenIndicated ImpactFloormatFailure
BINARY is impactFloorMatPlacedInIncorrectPosition Individual
BINARY Types impactFloorMatPlacedInIncorrectPosition ImpactFloormatFailure
BINARY is lossOfBalance Individual
BINARY Types lossOfBalance FallMechanism
BINARY is mistookOtherSwitchButtonForCallBell Individual
BINARY Types mistookOtherSwitchButtonForCallBell CallBellFailure
BINARY is slip Individual
BINARY Types slip FallMechanism
BINARY is stumble Individual
