BINARY is www.obofoundry.org/ro/ro.# ObjectProperty
BINARY is sao-593830697 Class
BINARY SubClassOf sao-593830697 sao195217619
BINARY is sao-820130069 Class
BINARY SubClassOf sao-820130069 sao1044911821
BINARY is sao-82111036 Class
BINARY SubClassOf sao-82111036 sao340271629
BINARY is sao-867568886 Class
BINARY is sao-876577163 Class
BINARY DisjointWith sao-876577163 sao317384566
BINARY is sao-961694769 Class
BINARY SubClassOf sao-961694769 sao-250931889
BINARY DisjointWith sao-961694769 sao1145756102
BINARY DisjointWith sao-961694769 sao-1046371754
BINARY is sao-965204139 Class
BINARY DisjointWith sao-965204139 sao317384566
BINARY is sao1044911821 Class
BINARY is sao1078172392 Class
BINARY SubClassOf sao1078172392 sao420754792
BINARY is sao1079900774 Class
BINARY SubClassOf sao1079900774 sao1211023249
BINARY is sao1122901839 Class
BINARY SubClassOf sao1122901839 sao7016027781
BINARY is sao1145756102 Class
BINARY SubClassOf sao1145756102 sao-250931889,
BINARY is has_proper_part_some_sao553737851 www.obofoundry.org/ro/ro.#
BINARY DisjointWith has_proper_part_some_sao553737851 sao-961694769
BINARY DisjointWith has_proper_part_some_sao553737851 sao-1046371754
BINARY is sao1164727693 Class
BINARY SubClassOf sao1164727693 sao26622963
BINARY is sao1177708494 Class
BINARY is sao1186642361 Class
BINARY SubClassOf sao1186642361 sao1279474730
BINARY is sao1189060993 Class
BINARY SubClassOf sao1189060993 sao1630537580
BINARY is sao1191319089 Class
BINARY SubClassOf sao1191319089 sao340271629
BINARY is sao1210952635 Class
BINARY SubClassOf sao1210952635 sao505137457
BINARY is sao1211023249 Class
BINARY SubClassOf sao1211023249 sao-867568886
BINARY DisjointWith sao1211023249 sao1770195789
BINARY is sao1232858786 Class
BINARY DisjointWith sao1232858786 sao317384566
BINARY is sao1279474730 Class
BINARY SubClassOf sao1279474730 sao831502550
BINARY is sao1354781919 Class
BINARY SubClassOf sao1354781919 sao1279474730
BINARY is sao1376748732 Class
BINARY SubClassOf sao1376748732 sao195217619
BINARY is sao1447478620 Class
BINARY SubClassOf sao1447478620 sao877341397
BINARY DisjointWith sao1447478620 sao901230115
BINARY DisjointWith sao1447478620 sao401910342
BINARY DisjointWith sao1447478620 sao2064469343
BINARY DisjointWith sao1447478620 sao1749953771
BINARY is sao1470140754 Class
BINARY SubClassOf sao1470140754 sao280355188
BINARY is sao1536532595 Class
BINARY DisjointWith sao1536532595 sao317384566
BINARY is sao1573004591 Class
BINARY SubClassOf sao1573004591 sao1630537580
BINARY is sao1586851177 Class
BINARY SubClassOf sao1586851177 sao280355188
BINARY is sao1590928667 Class
BINARY SubClassOf sao1590928667 sao183270081
BINARY is sao1596975044 Class
BINARY SubClassOf sao1596975044 sao280355188
BINARY is sao1630537580 Class
BINARY SubClassOf sao1630537580 sao685712019
BINARY is sao1642908940 Class
BINARY SubClassOf sao1642908940 sao866168499
BINARY DisjointWith sao1642908940 sao952643730
BINARY DisjointWith sao1642908940 sao553737851
BINARY is sao1749953771 Class
BINARY SubClassOf sao1749953771 sao877341397
BINARY DisjointWith sao1749953771 sao401910342
BINARY DisjointWith sao1749953771 sao2064469343
BINARY DisjointWith sao1749953771 sao1447478620
BINARY is sao1770195789 Class
BINARY SubClassOf sao1770195789 sao-867568886
BINARY DisjointWith sao1770195789 sao1211023249
BINARY is sao1799103720 Class
BINARY SubClassOf sao1799103720 sao1145756102
BINARY is sao181458425 Class
BINARY SubClassOf sao181458425 sao388182739
BINARY is sao18239917 Class
BINARY SubClassOf sao18239917 sao1145756102
BINARY is sao183270081 Class
BINARY SubClassOf sao183270081 sao-420949334
BINARY DisjointWith sao183270081 sao420754792
BINARY DisjointWith sao183270081 sao280355188
BINARY is sao1890444066 Class
BINARY SubClassOf sao1890444066 sao195217619
BINARY is sao195217619 Class
BINARY is sao1970895398 Class
BINARY SubClassOf sao1970895398 sao340271629
BINARY is sao1974433376 Class
BINARY SubClassOf sao1974433376 sao340271629
BINARY is sao2007137787 Class
BINARY SubClassOf sao2007137787 sao280355188
BINARY is sao2031592629 Class
BINARY SubClassOf sao2031592629 sao478230652
BINARY DisjointWith sao2031592629 sao772007592
BINARY is sao203987954 Class
BINARY SubClassOf sao203987954 sao280355188
BINARY is sao2048514053 Class
BINARY SubClassOf sao2048514053 sao1145756102
BINARY is sao2048701763 Class
BINARY SubClassOf sao2048701763 sao388182739
BINARY is sao2064469343 Class
BINARY SubClassOf sao2064469343 sao877341397
BINARY DisjointWith sao2064469343 sao401910342
BINARY DisjointWith sao2064469343 sao1749953771
BINARY DisjointWith sao2064469343 sao1447478620
BINARY is sao2108323256 Class
BINARY is sao2127666702 Class
BINARY SubClassOf sao2127666702 sao195217619
BINARY is sao2254405550 Class
BINARY SubClassOf sao2254405550 ObjectAggregate
BINARY is sao256000789 Class
BINARY SubClassOf sao256000789 sao280355188
BINARY is sao273773228 Class
BINARY SubClassOf sao273773228 sao1211023249
BINARY is sao280355188 Class
BINARY SubClassOf sao280355188 sao-420949334
BINARY DisjointWith sao280355188 sao420754792
BINARY DisjointWith sao280355188 sao183270081
BINARY is sao28175134 Class
BINARY SubClassOf sao28175134 sao420754792
BINARY is sao317384566 Class
BINARY SubClassOf sao317384566 sao1799103720
BINARY DisjointWith sao317384566 sao1536532595
BINARY DisjointWith sao317384566 sao1232858786
BINARY DisjointWith sao317384566 sao-965204139
BINARY DisjointWith sao317384566 sao-876577163
BINARY is sao340271629 Class
BINARY SubClassOf sao340271629 nlx_subcell_100315
BINARY DisjointWith sao340271629 sao-1819020575
BINARY is sao3826089237 Class
BINARY SubClassOf sao3826089237 ObjectAggregate
BINARY is sao388182739 Class
BINARY SubClassOf sao388182739 sao1189060993
BINARY is sao401910342 Class
BINARY SubClassOf sao401910342 sao877341397
BINARY DisjointWith sao401910342 sao2064469343
BINARY DisjointWith sao401910342 sao1749953771
BINARY DisjointWith sao401910342 sao1447478620
BINARY is sao420754792 Class
BINARY SubClassOf sao420754792 sao-420949334
BINARY DisjointWith sao420754792 sao280355188
BINARY DisjointWith sao420754792 sao183270081
BINARY is sao452970150 Class
BINARY SubClassOf sao452970150 sao26622963
BINARY is sao478230652 Class
BINARY is sao4785563283 Class
BINARY SubClassOf sao4785563283 sao7016027781
BINARY is sao505137457 Class
BINARY is sao553737851 Class
BINARY SubClassOf sao553737851 sao866168499
BINARY DisjointWith sao553737851 sao952643730
BINARY DisjointWith sao553737851 sao1642908940
BINARY is sao571652273 Class
BINARY SubClassOf sao571652273 _birnlex_retired_class
BINARY is sao601362597 Class
BINARY SubClassOf sao601362597 sao-867568886
BINARY is sao627227260 Class
BINARY SubClassOf sao627227260 sao280355188
BINARY is sao685712019 Class
BINARY is sao7016027781 Class
BINARY SubClassOf sao7016027781 sao3826089237
BINARY is sao7561423738 Class
BINARY SubClassOf sao7561423738 sao3826089237
BINARY is sao772007592 Class
BINARY SubClassOf sao772007592 sao478230652
BINARY DisjointWith sao772007592 sao2031592629
BINARY is sao792027222 Class
BINARY SubClassOf sao792027222 sao2108323256
BINARY is sao830092290 Class
BINARY SubClassOf sao830092290 sao340271629
BINARY is sao831502550 Class
BINARY is sao864921383 Class
BINARY SubClassOf sao864921383 sao340271629
BINARY is sao866168499 Class
BINARY is sao877341397 Class
BINARY is sao879919129 Class
BINARY SubClassOf sao879919129 sao1177708494
BINARY is sao884265541 Class
BINARY SubClassOf sao884265541 sao420754792
BINARY is sao895885284 Class
BINARY SubClassOf sao895885284 sao340271629
BINARY is sao901230115 Class
BINARY SubClassOf sao901230115 sao877341397
BINARY DisjointWith sao901230115 sao1447478620
BINARY is sao924713546 Class
BINARY SubClassOf sao924713546 sao195217619
BINARY is sao936144858 Class
BINARY SubClassOf sao936144858 sao340271629
BINARY is sao937871668 Class
BINARY SubClassOf sao937871668 sao195217619
BINARY is sao952643730 Class
BINARY SubClassOf sao952643730 sao866168499
BINARY DisjointWith sao952643730 sao553737851
BINARY DisjointWith sao952643730 sao1642908940
BINARY is sao9537723288 Class
BINARY SubClassOf sao9537723288 sao3826089237
BINARY is ObjectAggregate Class
BINARY is www.w3.org/2002/07/# Class
