BINARY is TEMP# ObjectProperty
BINARY is MIRO_40000119 Class
BINARY SubClassOf MIRO_40000119 NCBITaxon_7164
BINARY is MIRO_40000120 Class
BINARY SubClassOf MIRO_40000120 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000121 Class
BINARY SubClassOf MIRO_40000121 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000122 Class
BINARY SubClassOf MIRO_40000122 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000123 Class
BINARY SubClassOf MIRO_40000123 NCBITaxon_7164
BINARY is MIRO_40000124 Class
BINARY SubClassOf MIRO_40000124 NCBITaxon_7164
BINARY is MIRO_40000125 Class
BINARY SubClassOf MIRO_40000125 NCBITaxon_7164
BINARY is MIRO_40000126 Class
BINARY SubClassOf MIRO_40000126 NCBITaxon_7164
BINARY is MIRO_40000127 Class
BINARY SubClassOf MIRO_40000127 NCBITaxon_7164
BINARY is MIRO_40000128 Class
BINARY SubClassOf MIRO_40000128 NCBITaxon_7164
BINARY is MIRO_40000129 Class
BINARY SubClassOf MIRO_40000129 NCBITaxon_7164
BINARY is MIRO_40000130 Class
BINARY SubClassOf MIRO_40000130 NCBITaxon_7164
BINARY is MIRO_40000131 Class
BINARY SubClassOf MIRO_40000131 NCBITaxon_7164
BINARY is MIRO_40000132 Class
BINARY SubClassOf MIRO_40000132 NCBITaxon_7164
BINARY is MIRO_40000133 Class
BINARY SubClassOf MIRO_40000133 NCBITaxon_7164
BINARY is MIRO_40000134 Class
BINARY SubClassOf MIRO_40000134 NCBITaxon_7164
BINARY is MIRO_40000135 Class
BINARY SubClassOf MIRO_40000135 NCBITaxon_7164
BINARY is MIRO_40000136 Class
BINARY SubClassOf MIRO_40000136 NCBITaxon_7164
BINARY is MIRO_40000137 Class
BINARY SubClassOf MIRO_40000137 NCBITaxon_7164
BINARY is MIRO_40000138 Class
BINARY SubClassOf MIRO_40000138 NCBITaxon_7164
BINARY is MIRO_40000139 Class
BINARY SubClassOf MIRO_40000139 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000140 Class
BINARY SubClassOf MIRO_40000140 NCBITaxon_7164
BINARY is MIRO_40000141 Class
BINARY SubClassOf MIRO_40000141 NCBITaxon_7164
BINARY is MIRO_40000142 Class
BINARY SubClassOf MIRO_40000142 NCBITaxon_7164
BINARY is MIRO_40000143 Class
BINARY SubClassOf MIRO_40000143 NCBITaxon_7164
BINARY is MIRO_40000144 Class
BINARY SubClassOf MIRO_40000144 NCBITaxon_7164
BINARY is MIRO_40000145 Class
BINARY SubClassOf MIRO_40000145 NCBITaxon_7164
BINARY is MIRO_40000146 Class
BINARY SubClassOf MIRO_40000146 NCBITaxon_7164
BINARY is MIRO_40000147 Class
BINARY SubClassOf MIRO_40000147 NCBITaxon_7164
BINARY is MIRO_40000148 Class
BINARY SubClassOf MIRO_40000148 NCBITaxon_44543
BINARY is MIRO_40000149 Class
BINARY SubClassOf MIRO_40000149 NCBITaxon_44543
BINARY is MIRO_40000150 Class
BINARY SubClassOf MIRO_40000150 NCBITaxon_44543,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000151 Class
BINARY SubClassOf MIRO_40000151 NCBITaxon_44543,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000152 Class
BINARY SubClassOf MIRO_40000152 NCBITaxon_44543,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000153 Class
BINARY SubClassOf MIRO_40000153 NCBITaxon_44543
BINARY is MIRO_40000154 Class
BINARY SubClassOf MIRO_40000154 NCBITaxon_44543,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000155 Class
BINARY SubClassOf MIRO_40000155 NCBITaxon_44543,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000156 Class
BINARY SubClassOf MIRO_40000156 NCBITaxon_44543
BINARY is MIRO_40000157 Class
BINARY SubClassOf MIRO_40000157 NCBITaxon_44543
BINARY is MIRO_40000158 Class
BINARY SubClassOf MIRO_40000158 NCBITaxon_44543
BINARY is MIRO_40000159 Class
BINARY SubClassOf MIRO_40000159 NCBITaxon_44543
BINARY is MIRO_40000160 Class
BINARY SubClassOf MIRO_40000160 NCBITaxon_44543
BINARY is MIRO_40000161 Class
BINARY SubClassOf MIRO_40000161 NCBITaxon_44543
BINARY is MIRO_40000162 Class
BINARY SubClassOf MIRO_40000162 NCBITaxon_44543
BINARY is MIRO_40000163 Class
BINARY SubClassOf MIRO_40000163 NCBITaxon_44543
BINARY is MIRO_40000164 Class
BINARY SubClassOf MIRO_40000164 NCBITaxon_44543
BINARY is MIRO_40000165 Class
BINARY SubClassOf MIRO_40000165 NCBITaxon_44543,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000166 Class
BINARY SubClassOf MIRO_40000166 NCBITaxon_44543
BINARY is MIRO_40000167 Class
BINARY SubClassOf MIRO_40000167 NCBITaxon_44543
BINARY is MIRO_40000168 Class
BINARY SubClassOf MIRO_40000168 NCBITaxon_44543
BINARY is MIRO_40000169 Class
BINARY SubClassOf MIRO_40000169 NCBITaxon_44543
BINARY is MIRO_40000170 Class
BINARY SubClassOf MIRO_40000170 NCBITaxon_44543
BINARY is MIRO_40000171 Class
BINARY SubClassOf MIRO_40000171 NCBITaxon_44543
BINARY is MIRO_40000172 Class
BINARY SubClassOf MIRO_40000172 NCBITaxon_44543
BINARY is MIRO_40000173 Class
BINARY SubClassOf MIRO_40000173 NCBITaxon_44543
BINARY is MIRO_40000174 Class
BINARY SubClassOf MIRO_40000174 NCBITaxon_44543
BINARY is MIRO_40000175 Class
BINARY SubClassOf MIRO_40000175 NCBITaxon_44543,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40000176 Class
BINARY SubClassOf MIRO_40000176 NCBITaxon_44543
BINARY is MIRO_40000178 Class
BINARY SubClassOf MIRO_40000178 NCBITaxon_273456
BINARY is MIRO_40000179 Class
BINARY SubClassOf MIRO_40000179 NCBITaxon_273456
BINARY is MIRO_40000180 Class
BINARY SubClassOf MIRO_40000180 NCBITaxon_273456
BINARY is MIRO_40000181 Class
BINARY SubClassOf MIRO_40000181 NCBITaxon_273456
BINARY is MIRO_40000182 Class
BINARY SubClassOf MIRO_40000182 NCBITaxon_273456
BINARY is MIRO_40000803 Class
BINARY SubClassOf MIRO_40000803 MIRO_40003829
BINARY is MIRO_40002217 Class
BINARY SubClassOf MIRO_40002217 MIRO_40000015
BINARY is MIRO_40002218 Class
BINARY SubClassOf MIRO_40002218 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002219 Class
BINARY SubClassOf MIRO_40002219 MIRO_40002217
BINARY is MIRO_40002220 Class
BINARY SubClassOf MIRO_40002220 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002221 Class
BINARY SubClassOf MIRO_40002221 MIRO_40002217
BINARY is MIRO_40002222 Class
BINARY SubClassOf MIRO_40002222 MIRO_40002217
BINARY is MIRO_40002223 Class
BINARY SubClassOf MIRO_40002223 MIRO_40002217
BINARY is MIRO_40002224 Class
BINARY SubClassOf MIRO_40002224 MIRO_40003480,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002225 Class
BINARY SubClassOf MIRO_40002225 MIRO_40002217
BINARY is MIRO_40002226 Class
BINARY SubClassOf MIRO_40002226 MIRO_40002217
BINARY is MIRO_40002227 Class
BINARY SubClassOf MIRO_40002227 MIRO_40003478
BINARY is MIRO_40002228 Class
BINARY SubClassOf MIRO_40002228 MIRO_40002217
BINARY is MIRO_40002229 Class
BINARY SubClassOf MIRO_40002229 MIRO_40002217
BINARY is MIRO_40002230 Class
BINARY SubClassOf MIRO_40002230 MIRO_40002217
BINARY is MIRO_40002231 Class
BINARY SubClassOf MIRO_40002231 MIRO_40002217
BINARY is MIRO_40002232 Class
BINARY SubClassOf MIRO_40002232 MIRO_40002217
BINARY is MIRO_40002233 Class
BINARY SubClassOf MIRO_40002233 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002234 Class
BINARY SubClassOf MIRO_40002234 MIRO_40002217
BINARY is MIRO_40002235 Class
BINARY SubClassOf MIRO_40002235 MIRO_40002217
BINARY is MIRO_40002236 Class
BINARY SubClassOf MIRO_40002236 MIRO_40002217
BINARY is MIRO_40002237 Class
BINARY SubClassOf MIRO_40002237 MIRO_40003478
BINARY is MIRO_40002238 Class
BINARY SubClassOf MIRO_40002238 MIRO_40002217
BINARY is MIRO_40002239 Class
BINARY SubClassOf MIRO_40002239 MIRO_40002217
BINARY is MIRO_40002240 Class
BINARY SubClassOf MIRO_40002240 MIRO_40002217
BINARY is MIRO_40002241 Class
BINARY SubClassOf MIRO_40002241 MIRO_40003480
BINARY is MIRO_40002242 Class
BINARY SubClassOf MIRO_40002242 MIRO_40002217
BINARY is MIRO_40002243 Class
BINARY SubClassOf MIRO_40002243 MIRO_40002217
BINARY is MIRO_40002244 Class
BINARY SubClassOf MIRO_40002244 MIRO_40002217
BINARY is MIRO_40002245 Class
BINARY SubClassOf MIRO_40002245 MIRO_40002217
BINARY is MIRO_40002246 Class
BINARY SubClassOf MIRO_40002246 MIRO_40002217
BINARY is MIRO_40002247 Class
BINARY SubClassOf MIRO_40002247 MIRO_40002217
BINARY is MIRO_40002248 Class
BINARY SubClassOf MIRO_40002248 MIRO_40002217
BINARY is MIRO_40002249 Class
BINARY SubClassOf MIRO_40002249 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002250 Class
BINARY SubClassOf MIRO_40002250 MIRO_40002217
BINARY is MIRO_40002251 Class
BINARY SubClassOf MIRO_40002251 MIRO_40002217
BINARY is MIRO_40002252 Class
BINARY SubClassOf MIRO_40002252 MIRO_40003478
BINARY is MIRO_40002253 Class
BINARY SubClassOf MIRO_40002253 MIRO_40002217
BINARY is MIRO_40002254 Class
BINARY SubClassOf MIRO_40002254 MIRO_40002217
BINARY is MIRO_40002255 Class
BINARY SubClassOf MIRO_40002255 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002256 Class
BINARY SubClassOf MIRO_40002256 MIRO_40002217
BINARY is MIRO_40002257 Class
BINARY SubClassOf MIRO_40002257 MIRO_40002217
BINARY is MIRO_40002258 Class
BINARY SubClassOf MIRO_40002258 MIRO_40002217
BINARY is MIRO_40002259 Class
BINARY SubClassOf MIRO_40002259 MIRO_40002217
BINARY is MIRO_40002262 Class
BINARY SubClassOf MIRO_40002262 MIRO_40002217
BINARY is MIRO_40002263 Class
BINARY SubClassOf MIRO_40002263 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002264 Class
BINARY SubClassOf MIRO_40002264 MIRO_40002217
BINARY is MIRO_40002265 Class
BINARY SubClassOf MIRO_40002265 MIRO_40002217
BINARY is MIRO_40002266 Class
BINARY SubClassOf MIRO_40002266 MIRO_40002217
BINARY is MIRO_40002268 Class
BINARY SubClassOf MIRO_40002268 MIRO_40002217
BINARY is MIRO_40002269 Class
BINARY SubClassOf MIRO_40002269 MIRO_40002217
BINARY is MIRO_40002270 Class
BINARY SubClassOf MIRO_40002270 MIRO_40002217
BINARY is MIRO_40002271 Class
BINARY SubClassOf MIRO_40002271 MIRO_40002217
BINARY is MIRO_40002272 Class
BINARY SubClassOf MIRO_40002272 MIRO_40002217
BINARY is MIRO_40002273 Class
BINARY SubClassOf MIRO_40002273 MIRO_40002217
BINARY is MIRO_40002275 Class
BINARY SubClassOf MIRO_40002275 MIRO_40002217
BINARY is MIRO_40002276 Class
BINARY SubClassOf MIRO_40002276 MIRO_40002217
BINARY is MIRO_40002277 Class
BINARY SubClassOf MIRO_40002277 MIRO_40002217
BINARY is MIRO_40002278 Class
BINARY SubClassOf MIRO_40002278 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40002280 Class
BINARY SubClassOf MIRO_40002280 MIRO_40002217
BINARY is MIRO_40002281 Class
BINARY SubClassOf MIRO_40002281 MIRO_40002217
BINARY is MIRO_40002282 Class
BINARY SubClassOf MIRO_40002282 MIRO_40002217,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40003065 Class
BINARY SubClassOf MIRO_40003065 MIRO_40003829
BINARY is MIRO_40003235 Class
BINARY SubClassOf MIRO_40003235 MIRO_40003480
BINARY is MIRO_40003398 Class
BINARY SubClassOf MIRO_40003398 NCBITaxon_7164
BINARY is MIRO_40003399 Class
BINARY SubClassOf MIRO_40003399 NCBITaxon_7164
BINARY is MIRO_40003400 Class
BINARY SubClassOf MIRO_40003400 NCBITaxon_7164
BINARY is MIRO_40003401 Class
BINARY SubClassOf MIRO_40003401 NCBITaxon_7164
BINARY is MIRO_40003402 Class
BINARY SubClassOf MIRO_40003402 NCBITaxon_7164
BINARY is MIRO_40003403 Class
BINARY SubClassOf MIRO_40003403 NCBITaxon_7164
BINARY is MIRO_40003404 Class
BINARY SubClassOf MIRO_40003404 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40003405 Class
BINARY SubClassOf MIRO_40003405 NCBITaxon_7164
BINARY is MIRO_40003406 Class
BINARY SubClassOf MIRO_40003406 NCBITaxon_7164
BINARY is MIRO_40003407 Class
BINARY SubClassOf MIRO_40003407 NCBITaxon_7164
BINARY is MIRO_40003408 Class
BINARY SubClassOf MIRO_40003408 NCBITaxon_7164
BINARY is MIRO_40003409 Class
BINARY SubClassOf MIRO_40003409 NCBITaxon_7164
BINARY is MIRO_40003410 Class
BINARY SubClassOf MIRO_40003410 NCBITaxon_7164
BINARY is MIRO_40003411 Class
BINARY SubClassOf MIRO_40003411 NCBITaxon_7164
BINARY is MIRO_40003412 Class
BINARY SubClassOf MIRO_40003412 NCBITaxon_7164
BINARY is MIRO_40003413 Class
BINARY SubClassOf MIRO_40003413 NCBITaxon_7164
BINARY is MIRO_40003414 Class
BINARY SubClassOf MIRO_40003414 NCBITaxon_7164
BINARY is MIRO_40003415 Class
BINARY SubClassOf MIRO_40003415 NCBITaxon_7164
BINARY is MIRO_40003416 Class
BINARY SubClassOf MIRO_40003416 NCBITaxon_7164
BINARY is MIRO_40003417 Class
BINARY SubClassOf MIRO_40003417 NCBITaxon_7164
BINARY is MIRO_40003418 Class
BINARY SubClassOf MIRO_40003418 NCBITaxon_7164
BINARY is MIRO_40003419 Class
BINARY SubClassOf MIRO_40003419 NCBITaxon_7164
BINARY is MIRO_40003420 Class
BINARY SubClassOf MIRO_40003420 NCBITaxon_7164
BINARY is MIRO_40003421 Class
BINARY SubClassOf MIRO_40003421 NCBITaxon_7164
BINARY is MIRO_40003422 Class
BINARY SubClassOf MIRO_40003422 NCBITaxon_7164
BINARY is MIRO_40003423 Class
BINARY SubClassOf MIRO_40003423 NCBITaxon_7164
BINARY is MIRO_40003424 Class
BINARY SubClassOf MIRO_40003424 NCBITaxon_7164
BINARY is MIRO_40003425 Class
BINARY SubClassOf MIRO_40003425 NCBITaxon_7164
BINARY is MIRO_40003426 Class
BINARY SubClassOf MIRO_40003426 NCBITaxon_7164
BINARY is MIRO_40003427 Class
BINARY SubClassOf MIRO_40003427 NCBITaxon_7164
BINARY is MIRO_40003428 Class
BINARY SubClassOf MIRO_40003428 NCBITaxon_7164
BINARY is MIRO_40003429 Class
BINARY SubClassOf MIRO_40003429 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40003430 Class
BINARY SubClassOf MIRO_40003430 NCBITaxon_7164
BINARY is MIRO_40003431 Class
BINARY SubClassOf MIRO_40003431 NCBITaxon_7164
BINARY is MIRO_40003432 Class
BINARY SubClassOf MIRO_40003432 NCBITaxon_7164
BINARY is MIRO_40003433 Class
BINARY SubClassOf MIRO_40003433 NCBITaxon_7164
BINARY is MIRO_40003434 Class
BINARY SubClassOf MIRO_40003434 NCBITaxon_7164
BINARY is MIRO_40003435 Class
BINARY SubClassOf MIRO_40003435 NCBITaxon_7164
BINARY is MIRO_40003436 Class
BINARY SubClassOf MIRO_40003436 NCBITaxon_7164
BINARY is MIRO_40003437 Class
BINARY SubClassOf MIRO_40003437 NCBITaxon_7164
BINARY is MIRO_40003438 Class
BINARY SubClassOf MIRO_40003438 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40003439 Class
BINARY SubClassOf MIRO_40003439 NCBITaxon_7164
BINARY is MIRO_40003440 Class
BINARY SubClassOf MIRO_40003440 NCBITaxon_7164
BINARY is MIRO_40003441 Class
BINARY SubClassOf MIRO_40003441 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40003442 Class
BINARY SubClassOf MIRO_40003442 NCBITaxon_7164
BINARY is MIRO_40003443 Class
BINARY SubClassOf MIRO_40003443 NCBITaxon_7164
BINARY is MIRO_40003444 Class
BINARY SubClassOf MIRO_40003444 NCBITaxon_7164
BINARY is MIRO_40003445 Class
BINARY SubClassOf MIRO_40003445 NCBITaxon_7164,
BINARY is has_role_some_IDOMAL_0001061 TEMP#
BINARY is MIRO_40003446 Class
BINARY SubClassOf MIRO_40003446 NCBITaxon_7164
BINARY is MIRO_40003447 Class
BINARY SubClassOf MIRO_40003447 NCBITaxon_7164
BINARY is MIRO_40003448 Class
BINARY SubClassOf MIRO_40003448 NCBITaxon_7164
BINARY is MIRO_40003449 Class
BINARY SubClassOf MIRO_40003449 NCBITaxon_7164
BINARY is MIRO_40003450 Class
BINARY SubClassOf MIRO_40003450 NCBITaxon_7164
