BINARY is float Datatype
BINARY SubClassOf Per_week Frequency
BINARY is Pulmonary_fitness Class
BINARY SubClassOf Pulmonary_fitness Exercise_program
BINARY is Regular Class
BINARY SubClassOf Regular Regularity
BINARY DisjointWith Regular Irregular
BINARY is Regularity Class
BINARY SubClassOf Regularity Modifier
BINARY is Relieve_muscle_tension Class
BINARY SubClassOf Relieve_muscle_tension Exercise_effect
BINARY is Required_condition Class
BINARY SubClassOf Required_condition Modifier
BINARY is Slow Class
BINARY SubClassOf Slow Speed
BINARY is Snow Class
BINARY SubClassOf Snow Required_condition
BINARY DisjointWith Snow Water
BINARY is Speed Class
BINARY SubClassOf Speed Modifier
BINARY is Stair_climber Class
BINARY SubClassOf Stair_climber Exercise_equipment
BINARY is Stationary_cycle Class
BINARY SubClassOf Stationary_cycle Exercise_equipment
BINARY is Stretch_muscle Class
BINARY SubClassOf Stretch_muscle Exercise_effect
BINARY is Sufficient_activity Class
BINARY equiv Sufficient_activity PACO_and_(((hasIntensity_some_Moderate)_and_(hasTotalAmountMin_some_float[=_150.0f]))_or_((hasIntensity_some_Vigorous)_and_(hasTotalAmountMin_some_float[=_75.0f])))
BINARY SubClassOf Sufficient_activity PACO
BINARY DisjointWith Sufficient_activity PACO_and_(((hasIntensity_some_Moderate)_and_(hasTotalAmountMin_some_float[=_150.0f]))_or_((hasIntensity_some_Vigorous)_and_(hasTotalAmountMin_some_float[=_75.0f])))
BINARY is Temporal_unit Class
BINARY SubClassOf Temporal_unit Unit_of_measure
BINARY is Treadmill Class
BINARY SubClassOf Treadmill Exercise_equipment
BINARY is Unit_of_measure Class
BINARY SubClassOf Unit_of_measure Modifier
BINARY is Vigorous Class
BINARY SubClassOf Vigorous Intensity
BINARY is Water Class
BINARY SubClassOf Water Required_condition
BINARY DisjointWith Water Snow
BINARY is Week Class
BINARY SubClassOf Week Temporal_unit
BINARY is Weight_machine Class
BINARY SubClassOf Weight_machine Exercise_equipment
BINARY is Year Class
BINARY SubClassOf Year Temporal_unit
BINARY is www.w3.org/2002/07/# Class
BINARY is Casual Individual
BINARY Types Casual Low
BINARY is Easy Individual
BINARY Types Easy Low
BINARY is Gentle Individual
BINARY Types Gentle Low
BINARY is Light Individual
BINARY Types Light Low
BINARY is Low_impact Individual
BINARY Types Low_impact Low
BINARY is Mild Individual
BINARY Types Mild Low
BINARY is cause_large_increase_in_breathing Individual
BINARY Types cause_large_increase_in_breathing Vigorous
BINARY is cause_large_increase_in_heart_rate Individual
BINARY Types cause_large_increase_in_heart_rate Vigorous
BINARY is cause_small_increase_in_breathing Individual
BINARY Types cause_small_increase_in_breathing Moderate
BINARY is hard Individual
BINARY Types hard Vigorous
BINARY is heavy Individual
BINARY Types heavy Vigorous
BINARY is high_impact Individual
BINARY Types high_impact Vigorous
BINARY is make_you_breathe_harder_than_normal Individual
BINARY Types make_you_breathe_harder_than_normal Moderate
BINARY is make_you_puff_or_pant Individual
BINARY Types make_you_puff_or_pant Vigorous
BINARY is make_you_sweat_a_lot Individual
BINARY Types make_you_sweat_a_lot Vigorous
BINARY is moderate Individual
BINARY Types moderate Moderate
BINARY is past_6_months Individual
BINARY Types past_6_months Observation_period
BINARY is past_month Individual
BINARY Types past_month Observation_period
BINARY is past_week Individual
BINARY Types past_week Observation_period
BINARY is past_year Individual
BINARY Types past_year Observation_period
BINARY is strenuous Individual
BINARY Types strenuous Vigorous
BINARY DisjointClasses strenuous Brisk,Fast,Slow
BINARY DisjointClasses strenuous Daily_living_activity,Exercise_leisure_activity,Exercise_program
BINARY DisjointClasses strenuous Elastic_band,Free_weights,Nordic_track,Stair_climber,Stationary_cycle,Treadmill,Weight_machine
BINARY DisjointClasses strenuous Low,Moderate,Vigorous
