BINARY is BFO_0000053 ObjectProperty
BINARY is CHEBI_22728 Class
BINARY SubClassOf CHEBI_22728 CHEBI_27171,
BINARY SubClassOf CHEBI_22728 CHEBI_38101,
BINARY SubClassOf CHEBI_22728 CHEBI_38180
BINARY is CHEBI_22888 Class
BINARY is CHEBI_23066 Class
BINARY SubClassOf CHEBI_23066 CHEBI_38311
BINARY is CHEBI_23443 Class
BINARY is CHEBI_23636 Class
BINARY SubClassOf CHEBI_23636 CHEBI_33838
BINARY is CHEBI_23666 Class
BINARY is CHEBI_23677 Class
BINARY SubClassOf CHEBI_23677 CHEBI_25693,
BINARY SubClassOf CHEBI_23677 CHEBI_38101
BINARY is CHEBI_23765 Class
BINARY SubClassOf CHEBI_23765 CHEBI_26513
BINARY is CHEBI_24129 Class
BINARY SubClassOf CHEBI_24129 CHEBI_25693,
BINARY SubClassOf CHEBI_24129 CHEBI_38104
BINARY is CHEBI_24531 Class
BINARY SubClassOf CHEBI_24531 CHEBI_24532
BINARY is CHEBI_24532 Class
BINARY SubClassOf CHEBI_24532 CHEBI_33285,
BINARY SubClassOf CHEBI_24532 CHEBI_33832,
BINARY SubClassOf CHEBI_24532 CHEBI_5686
BINARY is CHEBI_24628 Class
BINARY SubClassOf CHEBI_24628 CHEBI_55370
BINARY is CHEBI_24780 Class
BINARY SubClassOf CHEBI_24780 CHEBI_23677
BINARY is CHEBI_24828 Class
BINARY SubClassOf CHEBI_24828 CHEBI_22728
BINARY is CHEBI_24829 Class
BINARY SubClassOf CHEBI_24829 CHEBI_24828
BINARY is CHEBI_24921 Class
BINARY SubClassOf CHEBI_24921 CHEBI_22315,
BINARY SubClassOf CHEBI_24921 CHEBI_24922
BINARY is CHEBI_24922 Class
BINARY SubClassOf CHEBI_24922 CHEBI_27171,
BINARY SubClassOf CHEBI_24922 CHEBI_33659,
BINARY SubClassOf CHEBI_24922 CHEBI_38101
BINARY is CHEBI_24995 Class
BINARY SubClassOf CHEBI_24995 CHEBI_23443,
BINARY SubClassOf CHEBI_24995 CHEBI_36588,
BINARY SubClassOf CHEBI_24995 CHEBI_38101
BINARY is CHEBI_25000 Class
BINARY SubClassOf CHEBI_25000 CHEBI_33308,
BINARY SubClassOf CHEBI_25000 CHEBI_35701,
BINARY SubClassOf CHEBI_25000 CHEBI_38104
BINARY is CHEBI_25384 Class
BINARY is CHEBI_25418 Class
BINARY SubClassOf CHEBI_25418 CHEBI_24921
BINARY is CHEBI_25558 Class
BINARY SubClassOf CHEBI_25558 CHEBI_24531,
BINARY SubClassOf CHEBI_25558 CHEBI_38101
BINARY is CHEBI_25693 Class
BINARY SubClassOf CHEBI_25693 CHEBI_24532
BINARY is CHEBI_25810 Class
BINARY SubClassOf CHEBI_25810 CHEBI_26401
BINARY is CHEBI_25865 Class
BINARY SubClassOf CHEBI_25865 CHEBI_33575,
BINARY SubClassOf CHEBI_25865 CHEBI_35992
BINARY is CHEBI_26144 Class
BINARY SubClassOf CHEBI_26144 CHEBI_25693,
BINARY SubClassOf CHEBI_26144 CHEBI_38101
BINARY is CHEBI_26151 Class
BINARY SubClassOf CHEBI_26151 CHEBI_25693,
BINARY SubClassOf CHEBI_26151 CHEBI_38101
BINARY is CHEBI_26373 Class
BINARY SubClassOf CHEBI_26373 CHEBI_27171,
BINARY SubClassOf CHEBI_26373 CHEBI_33833,
BINARY SubClassOf CHEBI_26373 CHEBI_38101
BINARY is CHEBI_26385 Class
BINARY SubClassOf CHEBI_26385 CHEBI_26401
BINARY is CHEBI_26394 Class
BINARY SubClassOf CHEBI_26394 CHEBI_26401,
BINARY SubClassOf CHEBI_26394 CHEBI_33838
BINARY is CHEBI_26401 Class
BINARY SubClassOf CHEBI_26401 CHEBI_35875
BINARY is CHEBI_26420 Class
BINARY SubClassOf CHEBI_26420 CHEBI_25384,
BINARY SubClassOf CHEBI_26420 CHEBI_26421
BINARY is CHEBI_26421 Class
BINARY SubClassOf CHEBI_26421 CHEBI_25693,
BINARY SubClassOf CHEBI_26421 CHEBI_38101
BINARY is CHEBI_26440 Class
BINARY SubClassOf CHEBI_26440 CHEBI_33838,
BINARY SubClassOf CHEBI_26440 CHEBI_39447
BINARY is CHEBI_26455 Class
BINARY SubClassOf CHEBI_26455 CHEBI_25693,
BINARY SubClassOf CHEBI_26455 CHEBI_38101
BINARY is CHEBI_26512 Class
BINARY SubClassOf CHEBI_26512 CHEBI_25384,
BINARY SubClassOf CHEBI_26512 CHEBI_26513
BINARY is CHEBI_26513 Class
BINARY SubClassOf CHEBI_26513 CHEBI_27171
BINARY is CHEBI_2663 Class
BINARY SubClassOf CHEBI_2663 CHEBI_38830
BINARY is CHEBI_2668 Class
BINARY SubClassOf CHEBI_2668 CHEBI_50075
BINARY is CHEBI_26878 Class
BINARY is CHEBI_26912 Class
BINARY SubClassOf CHEBI_26912 CHEBI_25693,
BINARY SubClassOf CHEBI_26912 CHEBI_38104
BINARY is CHEBI_26979 Class
BINARY SubClassOf CHEBI_26979 CHEBI_36688,
BINARY SubClassOf CHEBI_26979 CHEBI_38166,
BINARY SubClassOf CHEBI_26979 CHEBI_51959
BINARY is CHEBI_2704 Class
BINARY SubClassOf CHEBI_2704 CHEBI_18379,
BINARY SubClassOf CHEBI_2704 CHEBI_35727
BINARY is CHEBI_27162 Class
BINARY SubClassOf CHEBI_27162 CHEBI_24828
BINARY is CHEBI_27171 Class
BINARY SubClassOf CHEBI_27171 CHEBI_24532
BINARY is CHEBI_27933 Class
BINARY SubClassOf CHEBI_27933 CHEBI_25558,
BINARY SubClassOf CHEBI_27933 CHEBI_35627
BINARY is CHEBI_29347 Class
BINARY is CHEBI_3223 Class
BINARY SubClassOf CHEBI_3223 CHEBI_35624,
BINARY SubClassOf CHEBI_3223 CHEBI_39447,
BINARY SubClassOf CHEBI_3223 CHEBI_46845,
BINARY SubClassOf CHEBI_3223 CHEBI_46848
BINARY is CHEBI_33261 Class
BINARY is CHEBI_33285 Class
BINARY is CHEBI_33308 Class
BINARY is CHEBI_33575 Class
BINARY is CHEBI_33582 Class
BINARY SubClassOf CHEBI_33582 CHEBI_33675
BINARY is CHEBI_33595 Class
BINARY SubClassOf CHEBI_33595 CHEBI_36357
BINARY is CHEBI_33597 Class
BINARY SubClassOf CHEBI_33597 CHEBI_33595
BINARY is CHEBI_33599 Class
BINARY is CHEBI_33635 Class
BINARY SubClassOf CHEBI_33635 CHEBI_33595
BINARY is CHEBI_33636 Class
BINARY SubClassOf CHEBI_33636 CHEBI_33595
BINARY is CHEBI_33655 Class
BINARY SubClassOf CHEBI_33655 CHEBI_33595
BINARY is CHEBI_33659 Class
BINARY is CHEBI_33661 Class
BINARY SubClassOf CHEBI_33661 CHEBI_33595
BINARY is CHEBI_33671 Class
BINARY is CHEBI_33675 Class
BINARY is CHEBI_33832 Class
BINARY is CHEBI_33833 Class
BINARY SubClassOf CHEBI_33833 CHEBI_24532,
BINARY SubClassOf CHEBI_33833 CHEBI_33659
BINARY is CHEBI_33838 Class
BINARY SubClassOf CHEBI_33838 CHEBI_21731,
BINARY SubClassOf CHEBI_33838 CHEBI_26912,
BINARY SubClassOf CHEBI_33838 CHEBI_61120
BINARY is CHEBI_35259 Class
BINARY SubClassOf CHEBI_35259 CHEBI_27171,
BINARY SubClassOf CHEBI_35259 CHEBI_38104
BINARY is CHEBI_35358 Class
BINARY is CHEBI_35618 Class
BINARY is CHEBI_35624 Class
BINARY SubClassOf CHEBI_35624 CHEBI_33599,
BINARY SubClassOf CHEBI_35624 CHEBI_38101
BINARY is CHEBI_35627 Class
BINARY SubClassOf CHEBI_35627 CHEBI_24995
BINARY is CHEBI_35689 Class
BINARY SubClassOf CHEBI_35689 CHEBI_25693,
BINARY SubClassOf CHEBI_35689 CHEBI_38101
BINARY is CHEBI_35692 Class
BINARY is CHEBI_35701 Class
BINARY is CHEBI_35716 Class
BINARY is CHEBI_35727 Class
BINARY SubClassOf CHEBI_35727 CHEBI_25693,
BINARY SubClassOf CHEBI_35727 CHEBI_38101
BINARY is CHEBI_35790 Class
BINARY SubClassOf CHEBI_35790 CHEBI_25693,
BINARY SubClassOf CHEBI_35790 CHEBI_38101,
BINARY SubClassOf CHEBI_35790 CHEBI_38104
BINARY is CHEBI_35813 Class
BINARY is CHEBI_35875 Class
BINARY SubClassOf CHEBI_35875 CHEBI_27171,
BINARY SubClassOf CHEBI_35875 CHEBI_33833,
BINARY SubClassOf CHEBI_35875 CHEBI_38101
BINARY is CHEBI_35972 Class
BINARY is CHEBI_35992 Class
BINARY SubClassOf CHEBI_35992 CHEBI_27171,
BINARY SubClassOf CHEBI_35992 CHEBI_27933,
BINARY SubClassOf CHEBI_35992 CHEBI_38101,
BINARY SubClassOf CHEBI_35992 CHEBI_38106
BINARY is CHEBI_36244 Class
BINARY is CHEBI_36357 Class
BINARY is CHEBI_36588 Class
BINARY is CHEBI_36683 Class
BINARY is CHEBI_36688 Class
BINARY is CHEBI_36709 Class
BINARY SubClassOf CHEBI_36709 CHEBI_26513
BINARY is CHEBI_36820 Class
BINARY SubClassOf CHEBI_36820 CHEBI_33595
BINARY is CHEBI_36963 Class
BINARY is CHEBI_37143 Class
BINARY is CHEBI_37622 Class
BINARY is CHEBI_37941 Class
BINARY SubClassOf CHEBI_37941 CHEBI_36683,
BINARY SubClassOf CHEBI_37941 CHEBI_37942
BINARY is CHEBI_37942 Class
BINARY SubClassOf CHEBI_37942 CHEBI_27171,
BINARY SubClassOf CHEBI_37942 CHEBI_38101,
BINARY SubClassOf CHEBI_37942 CHEBI_38106
BINARY is CHEBI_37947 Class
BINARY SubClassOf CHEBI_37947 CHEBI_27171,
BINARY SubClassOf CHEBI_37947 CHEBI_38101,
BINARY SubClassOf CHEBI_37947 CHEBI_38106
BINARY is CHEBI_38101 Class
BINARY SubClassOf CHEBI_38101 CHEBI_24532
BINARY is CHEBI_38104 Class
BINARY SubClassOf CHEBI_38104 CHEBI_24532,
BINARY SubClassOf CHEBI_38104 CHEBI_36963
BINARY is CHEBI_38106 Class
BINARY SubClassOf CHEBI_38106 CHEBI_24532,
BINARY SubClassOf CHEBI_38106 CHEBI_33261
BINARY is CHEBI_38164 Class
BINARY SubClassOf CHEBI_38164 CHEBI_38166
BINARY is CHEBI_38166 Class
BINARY SubClassOf CHEBI_38166 CHEBI_24532,
BINARY SubClassOf CHEBI_38166 CHEBI_33671
BINARY is CHEBI_38179 Class
BINARY SubClassOf CHEBI_38179 CHEBI_33833
BINARY is CHEBI_38180 Class
BINARY SubClassOf CHEBI_38180 CHEBI_33833
BINARY is CHEBI_38261 Class
BINARY SubClassOf CHEBI_38261 CHEBI_38101,
BINARY SubClassOf CHEBI_38261 CHEBI_38304
BINARY is CHEBI_38295 Class
BINARY SubClassOf CHEBI_38295 CHEBI_27171,
BINARY SubClassOf CHEBI_38295 CHEBI_38101
BINARY is CHEBI_38296 Class
BINARY SubClassOf CHEBI_38296 CHEBI_27171,
BINARY SubClassOf CHEBI_38296 CHEBI_38101
BINARY is CHEBI_38298 Class
BINARY SubClassOf CHEBI_38298 CHEBI_27171,
BINARY SubClassOf CHEBI_38298 CHEBI_38104
BINARY is CHEBI_38304 Class
BINARY SubClassOf CHEBI_38304 CHEBI_25693,
BINARY SubClassOf CHEBI_38304 CHEBI_38101
BINARY is CHEBI_38311 Class
BINARY SubClassOf CHEBI_38311 CHEBI_27171,
BINARY SubClassOf CHEBI_38311 CHEBI_27933,
BINARY SubClassOf CHEBI_38311 CHEBI_35627,
BINARY SubClassOf CHEBI_38311 CHEBI_38101,
BINARY SubClassOf CHEBI_38311 CHEBI_38106
BINARY is CHEBI_38313 Class
BINARY SubClassOf CHEBI_38313 CHEBI_25693,
BINARY SubClassOf CHEBI_38313 CHEBI_38101
BINARY is CHEBI_38337 Class
BINARY SubClassOf CHEBI_38337 CHEBI_39447
BINARY is CHEBI_38418 Class
BINARY SubClassOf CHEBI_38418 CHEBI_48901
BINARY is CHEBI_38669 Class
BINARY SubClassOf CHEBI_38669 CHEBI_27171,
BINARY SubClassOf CHEBI_38669 CHEBI_38101
BINARY is CHEBI_38830 Class
BINARY SubClassOf CHEBI_38830 CHEBI_35259
BINARY is CHEBI_38958 Class
BINARY SubClassOf CHEBI_38958 CHEBI_24828
BINARY is CHEBI_39430 Class
BINARY SubClassOf CHEBI_39430 CHEBI_25693,
BINARY SubClassOf CHEBI_39430 CHEBI_38104
BINARY is CHEBI_39447 Class
BINARY SubClassOf CHEBI_39447 CHEBI_38313
BINARY is CHEBI_39548 Class
BINARY SubClassOf CHEBI_39548 CHEBI_26455,
BINARY SubClassOf CHEBI_39548 CHEBI_35972
BINARY is CHEBI_40279 Class
BINARY SubClassOf CHEBI_40279 CHEBI_27171
BINARY is CHEBI_40303 Class
BINARY SubClassOf CHEBI_40303 CHEBI_18946
BINARY is CHEBI_44185 Class
BINARY SubClassOf CHEBI_44185 CHEBI_26373,
BINARY SubClassOf CHEBI_44185 CHEBI_29347,
BINARY SubClassOf CHEBI_44185 CHEBI_35692
BINARY is CHEBI_45409 Class
BINARY SubClassOf CHEBI_45409 CHEBI_38418
BINARY is CHEBI_46081 Class
BINARY SubClassOf CHEBI_46081 CHEBI_26878,
BINARY SubClassOf CHEBI_46081 CHEBI_35727,
BINARY SubClassOf CHEBI_46081 CHEBI_37143
BINARY is CHEBI_46295 Class
BINARY SubClassOf CHEBI_46295 CHEBI_46845,
BINARY SubClassOf CHEBI_46295 CHEBI_46906,
BINARY SubClassOf CHEBI_46295 CHEBI_46918
BINARY is CHEBI_46700 Class
BINARY SubClassOf CHEBI_46700 CHEBI_27171,
BINARY SubClassOf CHEBI_46700 CHEBI_38101,
BINARY SubClassOf CHEBI_46700 CHEBI_38104
BINARY is CHEBI_46754 Class
BINARY is CHEBI_46844 Class
BINARY SubClassOf CHEBI_46844 CHEBI_26144,
BINARY SubClassOf CHEBI_46844 CHEBI_46754
BINARY is CHEBI_46845 Class
BINARY SubClassOf CHEBI_46845 CHEBI_26144
BINARY is CHEBI_46848 Class
BINARY SubClassOf CHEBI_46848 CHEBI_26144
BINARY is CHEBI_46867 Class
BINARY SubClassOf CHEBI_46867 CHEBI_24828
BINARY is CHEBI_46906 Class
BINARY SubClassOf CHEBI_46906 CHEBI_27171,
BINARY SubClassOf CHEBI_46906 CHEBI_38101
BINARY is CHEBI_46908 Class
BINARY SubClassOf CHEBI_46908 CHEBI_27171,
BINARY SubClassOf CHEBI_46908 CHEBI_38101
BINARY is CHEBI_46918 Class
BINARY SubClassOf CHEBI_46918 CHEBI_46844
BINARY is CHEBI_47017 Class
BINARY SubClassOf CHEBI_47017 CHEBI_26912
BINARY is CHEBI_47018 Class
BINARY SubClassOf CHEBI_47018 CHEBI_47017
BINARY is CHEBI_47499 Class
BINARY SubClassOf CHEBI_47499 CHEBI_47804
BINARY is CHEBI_47780 Class
BINARY SubClassOf CHEBI_47780 CHEBI_47804
BINARY is CHEBI_47781 Class
BINARY SubClassOf CHEBI_47781 CHEBI_47804
BINARY is CHEBI_47804 Class
BINARY SubClassOf CHEBI_47804 CHEBI_26979
BINARY is CHEBI_478164 Class
BINARY SubClassOf CHEBI_478164 CHEBI_23066
BINARY is CHEBI_48420 Class
BINARY SubClassOf CHEBI_48420 CHEBI_22888,
BINARY SubClassOf CHEBI_48420 CHEBI_35689
BINARY is CHEBI_48546 Class
BINARY SubClassOf CHEBI_48546 CHEBI_39447
BINARY is CHEBI_48590 Class
BINARY SubClassOf CHEBI_48590 CHEBI_26151
BINARY is CHEBI_48592 Class
BINARY SubClassOf CHEBI_48592 CHEBI_26151,
BINARY SubClassOf CHEBI_48592 CHEBI_29347
BINARY is CHEBI_48626 Class
BINARY SubClassOf CHEBI_48626 CHEBI_38101,
BINARY SubClassOf CHEBI_48626 CHEBI_38104,
BINARY SubClassOf CHEBI_48626 CHEBI_38164
BINARY is CHEBI_48684 Class
BINARY SubClassOf CHEBI_48684 CHEBI_27171,
BINARY SubClassOf CHEBI_48684 CHEBI_38101,
BINARY SubClassOf CHEBI_48684 CHEBI_38106
BINARY is CHEBI_48864 Class
BINARY SubClassOf CHEBI_48864 CHEBI_26979,
BINARY SubClassOf CHEBI_48864 CHEBI_38101,
BINARY SubClassOf CHEBI_48864 CHEBI_38106
BINARY is CHEBI_48865 Class
BINARY SubClassOf CHEBI_48865 CHEBI_25693,
BINARY SubClassOf CHEBI_48865 CHEBI_38101,
BINARY SubClassOf CHEBI_48865 CHEBI_38106
BINARY is CHEBI_48901 Class
BINARY SubClassOf CHEBI_48901 CHEBI_25693,
BINARY SubClassOf CHEBI_48901 CHEBI_38101,
BINARY SubClassOf CHEBI_48901 CHEBI_38106,
BINARY SubClassOf CHEBI_48901 CHEBI_38179
BINARY is CHEBI_48902 Class
BINARY SubClassOf CHEBI_48902 CHEBI_48901
BINARY is CHEBI_50075 Class
BINARY SubClassOf CHEBI_50075 CHEBI_26421
BINARY is CHEBI_50673 Class
BINARY SubClassOf CHEBI_50673 CHEBI_24780
BINARY is CHEBI_50730 Class
BINARY SubClassOf CHEBI_50730 CHEBI_22327,
BINARY SubClassOf CHEBI_50730 CHEBI_25384,
BINARY SubClassOf CHEBI_50730 CHEBI_26513
BINARY is CHEBI_50860 Class
BINARY SubClassOf CHEBI_50860 CHEBI_33582
BINARY is CHEBI_50990 Class
BINARY SubClassOf CHEBI_50990 CHEBI_48865
BINARY is CHEBI_51143 Class
BINARY is CHEBI_51454 Class
BINARY is CHEBI_51545 Class
BINARY SubClassOf CHEBI_51545 CHEBI_51549
BINARY is CHEBI_51549 Class
BINARY SubClassOf CHEBI_51549 CHEBI_46700
BINARY is CHEBI_51659 Class
BINARY SubClassOf CHEBI_51659 CHEBI_24129
BINARY is CHEBI_51959 Class
BINARY is CHEBI_53665 Class
BINARY SubClassOf CHEBI_53665 CHEBI_26979
BINARY is CHEBI_55370 Class
BINARY SubClassOf CHEBI_55370 CHEBI_36588,
BINARY SubClassOf CHEBI_55370 CHEBI_38261
BINARY is CHEBI_55373 Class
BINARY SubClassOf CHEBI_55373 CHEBI_35790
BINARY is CHEBI_5613 Class
BINARY SubClassOf CHEBI_5613 CHEBI_48590
BINARY is CHEBI_5686 Class
BINARY SubClassOf CHEBI_5686 CHEBI_33595
BINARY is CHEBI_6032 Class
BINARY SubClassOf CHEBI_6032 CHEBI_26420
BINARY is CHEBI_6076 Class
BINARY SubClassOf CHEBI_6076 CHEBI_35727,
BINARY SubClassOf CHEBI_6076 CHEBI_39430,
BINARY SubClassOf CHEBI_6076 CHEBI_46848
BINARY is CHEBI_60802 Class
BINARY SubClassOf CHEBI_60802 CHEBI_48592
BINARY is CHEBI_61120 Class
BINARY SubClassOf CHEBI_61120 CHEBI_33833,
BINARY SubClassOf CHEBI_61120 CHEBI_51143
BINARY is CHEBI_63581 Class
BINARY SubClassOf CHEBI_63581 CHEBI_51659
BINARY is CHEBI_63593 Class
BINARY SubClassOf CHEBI_63593 CHEBI_21731,
BINARY SubClassOf CHEBI_63593 CHEBI_35727
BINARY is CHEBI_63594 Class
BINARY SubClassOf CHEBI_63594 CHEBI_63593
BINARY is CHEBI_63611 Class
BINARY SubClassOf CHEBI_63611 CHEBI_23765,
BINARY SubClassOf CHEBI_63611 CHEBI_26512,
BINARY SubClassOf CHEBI_63611 CHEBI_35618,
BINARY SubClassOf CHEBI_63611 CHEBI_37143,
BINARY SubClassOf CHEBI_63611 CHEBI_51454,
BINARY SubClassOf CHEBI_63611 CHEBI_63697
BINARY is CHEBI_63627 Class
BINARY SubClassOf CHEBI_63627 CHEBI_24780
BINARY is CHEBI_63629 Class
BINARY SubClassOf CHEBI_63629 CHEBI_24780,
BINARY SubClassOf CHEBI_63629 CHEBI_48864
BINARY is CHEBI_63632 Class
BINARY SubClassOf CHEBI_63632 CHEBI_48626
BINARY is CHEBI_63697 Class
BINARY SubClassOf CHEBI_63697 CHEBI_27171,
BINARY SubClassOf CHEBI_63697 CHEBI_38101
BINARY is CHEBI_6375 Class
BINARY SubClassOf CHEBI_6375 CHEBI_22715,
BINARY SubClassOf CHEBI_6375 CHEBI_26421,
BINARY SubClassOf CHEBI_6375 CHEBI_35813,
BINARY SubClassOf CHEBI_6375 BFO_0000053_some_DRON_00020324
BINARY is CHEBI_6402 Class
BINARY SubClassOf CHEBI_6402 CHEBI_55373
BINARY is CHEBI_6541 Class
BINARY SubClassOf CHEBI_6541 CHEBI_24780,
BINARY SubClassOf CHEBI_6541 CHEBI_48420
BINARY is CHEBI_6909 Class
BINARY SubClassOf CHEBI_6909 CHEBI_24780
BINARY is CHEBI_7591 Class
BINARY SubClassOf CHEBI_7591 CHEBI_24129,
BINARY SubClassOf CHEBI_7591 CHEBI_24628,
BINARY SubClassOf CHEBI_7591 CHEBI_35716
BINARY is CHEBI_7731 Class
BINARY SubClassOf CHEBI_7731 CHEBI_46845,
BINARY SubClassOf CHEBI_7731 CHEBI_46848,
BINARY SubClassOf CHEBI_7731 CHEBI_53665
BINARY is CHEBI_7772 Class
BINARY SubClassOf CHEBI_7772 CHEBI_22715,
BINARY SubClassOf CHEBI_7772 CHEBI_26421,
BINARY SubClassOf CHEBI_7772 CHEBI_35618,
BINARY SubClassOf CHEBI_7772 CHEBI_35813,
BINARY SubClassOf CHEBI_7772 BFO_0000053_some_DRON_00020324
BINARY is CHEBI_7915 Class
BINARY SubClassOf CHEBI_7915 CHEBI_22715,
BINARY SubClassOf CHEBI_7915 BFO_0000053_some_DRON_00020324
BINARY is CHEBI_7936 Class
BINARY SubClassOf CHEBI_7936 CHEBI_26151,
BINARY SubClassOf CHEBI_7936 CHEBI_35618,
BINARY SubClassOf CHEBI_7936 CHEBI_37143,
BINARY SubClassOf CHEBI_7936 CHEBI_38298
BINARY is CHEBI_8228 Class
BINARY SubClassOf CHEBI_8228 CHEBI_50990
BINARY is CHEBI_8356 Class
BINARY SubClassOf CHEBI_8356 CHEBI_23666,
BINARY SubClassOf CHEBI_8356 CHEBI_37947
BINARY is CHEBI_8768 Class
BINARY SubClassOf CHEBI_8768 CHEBI_22715,
BINARY SubClassOf CHEBI_8768 CHEBI_26421,
BINARY SubClassOf CHEBI_8768 CHEBI_35813,
BINARY SubClassOf CHEBI_8768 BFO_0000053_some_DRON_00020324
BINARY is CHEBI_8774 Class
BINARY SubClassOf CHEBI_8774 CHEBI_36244,
BINARY SubClassOf CHEBI_8774 CHEBI_38295,
BINARY SubClassOf CHEBI_8774 CHEBI_38296
BINARY is CHEBI_9150 Class
BINARY SubClassOf CHEBI_9150 CHEBI_18946
BINARY is CHEBI_9334 Class
BINARY SubClassOf CHEBI_9334 CHEBI_22682,
BINARY SubClassOf CHEBI_9334 CHEBI_26421,
BINARY SubClassOf CHEBI_9334 CHEBI_35358
BINARY is CHEBI_9588 Class
BINARY SubClassOf CHEBI_9588 CHEBI_36683,
BINARY SubClassOf CHEBI_9588 CHEBI_37942
BINARY is CHEBI_9738 Class
BINARY SubClassOf CHEBI_9738 CHEBI_47804
BINARY is DRON_00020324 Class
BINARY is DRON_00020325 Class
BINARY is www.w3.org/2002/07/# Class
