BINARY is RO_0000086 ObjectProperty
BINARY SubClassOf DOID_0060859 DOID_0050338
BINARY is DOID_0060904 Class
BINARY SubClassOf DOID_0060904 DOID_0060503
BINARY is DOID_0070334 Class
BINARY SubClassOf DOID_0070334 DOID_3044
BINARY is DOID_0070335 Class
BINARY SubClassOf DOID_0070335 DOID_0070334
BINARY is DOID_0070344 Class
BINARY SubClassOf DOID_0070344 DOID_399,
BINARY SubClassOf DOID_0070344 DOID_5614
BINARY is DOID_0080000 Class
BINARY SubClassOf DOID_0080000 DOID_17
BINARY is DOID_0080001 Class
BINARY SubClassOf DOID_0080001 DOID_65
BINARY is DOID_0080015 Class
BINARY SubClassOf DOID_0080015 DOID_4
BINARY is DOID_0080176 Class
BINARY SubClassOf DOID_0080176 DOID_9470
BINARY is DOID_0080179 Class
BINARY SubClassOf DOID_0080179 DOID_9470
BINARY is DOID_0080373 Class
BINARY SubClassOf DOID_0080373 DOID_48
BINARY is DOID_0080599 Class
BINARY SubClassOf DOID_0080599 DOID_934
BINARY is DOID_0080784 Class
BINARY SubClassOf DOID_0080784 DOID_104,
BINARY SubClassOf DOID_0080784 DOID_18
BINARY is DOID_0080995 Class
BINARY SubClassOf DOID_0080995 DOID_399
BINARY is DOID_0081005 Class
BINARY SubClassOf DOID_0081005 DOID_0070334
BINARY is DOID_0081006 Class
BINARY SubClassOf DOID_0081006 DOID_0070334
BINARY is DOID_10027 Class
BINARY SubClassOf DOID_10027 DOID_9988
BINARY is DOID_10035 Class
BINARY SubClassOf DOID_10035 DOID_9988
BINARY is DOID_10039 Class
BINARY SubClassOf DOID_10039 DOID_9856
BINARY is DOID_10073 Class
BINARY SubClassOf DOID_10073 DOID_9470
BINARY is DOID_1022 Class
BINARY SubClassOf DOID_1022 DOID_0050338
BINARY is DOID_1023 Class
BINARY SubClassOf DOID_1023 DOID_1024
BINARY is DOID_1024 Class
BINARY SubClassOf DOID_1024 DOID_0050338
BINARY is DOID_10242 Class
BINARY SubClassOf DOID_10242 DOID_0050338
BINARY is DOID_1025 Class
BINARY SubClassOf DOID_1025 DOID_1024
BINARY is DOID_10371 Class
BINARY SubClassOf DOID_10371 DOID_0050338
BINARY is DOID_10398 Class
BINARY SubClassOf DOID_10398 DOID_3482,
BINARY SubClassOf DOID_10398 DOID_850
BINARY is DOID_10399 Class
BINARY SubClassOf DOID_10399 DOID_10400
BINARY is DOID_104 Class
BINARY SubClassOf DOID_104 DOID_0050117
BINARY is DOID_10400 Class
BINARY SubClassOf DOID_10400 DOID_7551,
BINARY SubClassOf DOID_10400 DOID_9365
BINARY is DOID_10457 Class
BINARY SubClassOf DOID_10457 DOID_10458
BINARY is DOID_10458 Class
BINARY SubClassOf DOID_10458 DOID_0050338
BINARY is DOID_10567 Class
BINARY SubClassOf DOID_10567 DOID_10371
BINARY is DOID_10568 Class
BINARY SubClassOf DOID_10568 DOID_10371
BINARY is DOID_106 Class
BINARY SubClassOf DOID_106 DOID_0050598,
BINARY SubClassOf DOID_106 DOID_1205,
BINARY SubClassOf DOID_106 DOID_1532
BINARY is DOID_10690 Class
BINARY SubClassOf DOID_10690 ARO_3004430,
BINARY SubClassOf DOID_10690 DOID_3463
BINARY is DOID_10773 Class
BINARY SubClassOf DOID_10773 DOID_3482,
BINARY SubClassOf DOID_10773 DOID_9942
BINARY is DOID_10784 Class
BINARY SubClassOf DOID_10784 DOID_11104
BINARY is DOID_10887 Class
BINARY SubClassOf DOID_10887 DOID_1024
BINARY is DOID_10921 Class
BINARY SubClassOf DOID_10921 DOID_11104
BINARY is DOID_1100 Class
BINARY SubClassOf DOID_1100 DOID_2277,
BINARY SubClassOf DOID_1100 DOID_229
BINARY is DOID_11055 Class
BINARY SubClassOf DOID_11055 DOID_0050338
BINARY is DOID_11076 Class
BINARY SubClassOf DOID_11076 DOID_11077
BINARY is DOID_11077 Class
BINARY SubClassOf DOID_11077 DOID_0050338
BINARY is DOID_11100 Class
BINARY SubClassOf DOID_11100 DOID_0050338
BINARY is DOID_11101 Class
BINARY SubClassOf DOID_11101 DOID_11102
BINARY is DOID_11102 Class
BINARY SubClassOf DOID_11102 DOID_0050338
BINARY is DOID_11103 Class
BINARY SubClassOf DOID_11103 DOID_11104
BINARY is DOID_11104 Class
BINARY SubClassOf DOID_11104 DOID_0050338
BINARY is DOID_1116 Class
BINARY SubClassOf DOID_1116 DOID_0050339
BINARY is DOID_11162 Class
BINARY SubClassOf DOID_11162 DOID_850
BINARY is DOID_11247 Class
BINARY SubClassOf DOID_11247 DOID_2452
BINARY is DOID_11254 Class
BINARY SubClassOf DOID_11254 DOID_0050480
BINARY is DOID_11256 Class
BINARY SubClassOf DOID_11256 DOID_0050338
BINARY is DOID_11258 Class
BINARY SubClassOf DOID_11258 DOID_11102,
BINARY SubClassOf DOID_11258 DOID_9942
BINARY is DOID_11262 Class
BINARY SubClassOf DOID_11262 DOID_0050338
BINARY is DOID_11263 Class
BINARY SubClassOf DOID_11263 DOID_0050339
BINARY is DOID_11265 Class
BINARY SubClassOf DOID_11265 DOID_0050339,
BINARY SubClassOf DOID_11265 DOID_5614
BINARY is DOID_11336 Class
BINARY SubClassOf DOID_11336 DOID_0050338
BINARY is DOID_11337 Class
BINARY SubClassOf DOID_11337 DOID_0050339
BINARY is DOID_11338 Class
BINARY SubClassOf DOID_11338 DOID_0050338
BINARY is DOID_11394 Class
BINARY SubClassOf DOID_11394 DOID_11162
BINARY is DOID_114 Class
BINARY SubClassOf DOID_114 DOID_1287
BINARY is DOID_11405 Class
BINARY SubClassOf DOID_11405 DOID_0050338
BINARY is DOID_11572 Class
BINARY SubClassOf DOID_11572 DOID_9470
BINARY is DOID_11573 Class
BINARY SubClassOf DOID_11573 DOID_0050338
BINARY is DOID_11574 Class
BINARY SubClassOf DOID_11574 DOID_9470
BINARY is DOID_11729 Class
BINARY SubClassOf DOID_11729 DOID_0050338
BINARY is DOID_11750 Class
BINARY SubClassOf DOID_11750 DOID_1116
BINARY is DOID_11851 Class
BINARY SubClassOf DOID_11851 DOID_1024
BINARY is DOID_11963 Class
BINARY SubClassOf DOID_11963 DOID_6050
BINARY is DOID_11976 Class
BINARY SubClassOf DOID_11976 DOID_0050338
BINARY is DOID_11990 Class
BINARY SubClassOf DOID_11990 DOID_2123
BINARY is DOID_1205 Class
BINARY SubClassOf DOID_1205 DOID_2914
BINARY is DOID_12096 Class
BINARY SubClassOf DOID_12096 DOID_0050338
BINARY is DOID_121 Class
BINARY SubClassOf DOID_121 DOID_229
BINARY is DOID_12385 Class
BINARY SubClassOf DOID_12385 DOID_0050338,
BINARY SubClassOf DOID_12385 DOID_5353
BINARY is DOID_1247 Class
BINARY SubClassOf DOID_1247 DOID_74
BINARY is DOID_1251 Class
BINARY SubClassOf DOID_1251 DOID_0080373,
BINARY SubClassOf DOID_1251 DOID_2149
BINARY is DOID_12554 Class
BINARY SubClassOf DOID_12554 DOID_557
BINARY is DOID_12716 Class
BINARY SubClassOf DOID_12716 DOID_11162
BINARY is DOID_1287 Class
BINARY SubClassOf DOID_1287 DOID_7
BINARY is DOID_13034 Class
BINARY SubClassOf DOID_13034 DOID_0050338
BINARY is DOID_13035 Class
BINARY SubClassOf DOID_13035 DOID_13034
BINARY is DOID_13036 Class
BINARY SubClassOf DOID_13036 DOID_13034
BINARY is DOID_13148 Class
BINARY SubClassOf DOID_13148 DOID_1679
BINARY is DOID_13226 Class
BINARY SubClassOf DOID_13226 DOID_2123
BINARY is DOID_13238 Class
BINARY SubClassOf DOID_13238 DOID_0050338
BINARY is DOID_13258 Class
BINARY SubClassOf DOID_13258 DOID_0050338
BINARY is DOID_13272 Class
BINARY SubClassOf DOID_13272 DOID_874
BINARY is DOID_13276 Class
BINARY SubClassOf DOID_13276 DOID_874
BINARY is DOID_13282 Class
BINARY SubClassOf DOID_13282 DOID_404,
BINARY SubClassOf DOID_13282 DOID_5295
BINARY is DOID_13371 Class
BINARY SubClassOf DOID_13371 DOID_11256
BINARY is DOID_13386 Class
BINARY SubClassOf DOID_13386 DOID_7427,
BINARY SubClassOf DOID_13386 DOID_77
BINARY is DOID_13431 Class
BINARY SubClassOf DOID_13431 DOID_0050338
BINARY is DOID_13444 Class
BINARY SubClassOf DOID_13444 DOID_0050338
BINARY is DOID_13521 Class
BINARY SubClassOf DOID_13521 DOID_11338
BINARY is DOID_13622 Class
BINARY SubClassOf DOID_13622 DOID_104,
BINARY SubClassOf DOID_13622 DOID_2326
BINARY is DOID_13778 Class
BINARY SubClassOf DOID_13778 DOID_0050338,
BINARY SubClassOf DOID_13778 DOID_37
BINARY is DOID_13800 Class
BINARY SubClassOf DOID_13800 DOID_0050339,
BINARY SubClassOf DOID_13800 DOID_4251
BINARY is DOID_13819 Class
BINARY SubClassOf DOID_13819 DOID_0050339,
BINARY SubClassOf DOID_13819 DOID_9113
BINARY is DOID_13921 Class
BINARY SubClassOf DOID_13921 DOID_104,
BINARY SubClassOf DOID_13921 DOID_11963
BINARY is DOID_14019 Class
BINARY SubClassOf DOID_14019 DOID_11077
BINARY is DOID_14095 Class
BINARY SubClassOf DOID_14095 DOID_11104
BINARY is DOID_14115 Class
BINARY SubClassOf DOID_14115 DOID_0050339
BINARY is DOID_14239 Class
BINARY SubClassOf DOID_14239 DOID_2123,
BINARY SubClassOf DOID_14239 DOID_77
BINARY is DOID_1426 Class
BINARY SubClassOf DOID_1426 DOID_18
BINARY is DOID_14456 Class
BINARY SubClassOf DOID_14456 DOID_11077
BINARY is DOID_14457 Class
BINARY SubClassOf DOID_14457 DOID_11077
BINARY is DOID_14559 Class
BINARY SubClassOf DOID_14559 DOID_9470
BINARY is DOID_14566 Class
BINARY SubClassOf DOID_14566 DOID_4
BINARY is DOID_1498 Class
BINARY SubClassOf DOID_1498 DOID_0050338
BINARY is DOID_15 Class
BINARY SubClassOf DOID_15 DOID_7
BINARY is DOID_1532 Class
BINARY SubClassOf DOID_1532 DOID_0050161
BINARY is DOID_1579 Class
BINARY SubClassOf DOID_1579 ARO_3004430,
BINARY SubClassOf DOID_1579 DOID_7
BINARY is DOID_1586 Class
BINARY SubClassOf DOID_1586 DOID_104
BINARY is DOID_16 Class
BINARY SubClassOf DOID_16 DOID_7
BINARY is DOID_162 Class
BINARY SubClassOf DOID_162 DOID_14566
BINARY is DOID_1638 Class
BINARY SubClassOf DOID_1638 DOID_0050598,
BINARY SubClassOf DOID_1638 DOID_331
BINARY is DOID_1639 Class
BINARY SubClassOf DOID_1639 DOID_0050598,
BINARY SubClassOf DOID_1639 DOID_0080001
BINARY is DOID_1679 Class
BINARY SubClassOf DOID_1679 DOID_365
BINARY is DOID_17 Class
BINARY SubClassOf DOID_17 DOID_7
BINARY is DOID_18 Class
BINARY SubClassOf DOID_18 DOID_7
BINARY is DOID_1962 Class
BINARY SubClassOf DOID_1962 DOID_229
BINARY is DOID_2122 Class
BINARY SubClassOf DOID_2122 DOID_2123,
BINARY SubClassOf DOID_2122 DOID_850
BINARY is DOID_2123 Class
BINARY SubClassOf DOID_2123 DOID_0050338
BINARY is DOID_2148 Class
BINARY SubClassOf DOID_2148 DOID_1100,
BINARY SubClassOf DOID_2148 DOID_2149
BINARY is DOID_2149 Class
BINARY SubClassOf DOID_2149 DOID_0050598
BINARY is DOID_2170 Class
BINARY SubClassOf DOID_2170 DOID_121
BINARY is DOID_2277 Class
BINARY SubClassOf DOID_2277 DOID_28
BINARY is DOID_229 Class
BINARY SubClassOf DOID_229 DOID_15
BINARY is DOID_2297 Class
BINARY SubClassOf DOID_2297 DOID_0050338
BINARY is DOID_2312 Class
BINARY SubClassOf DOID_2312 DOID_0050340
BINARY is DOID_2326 Class
BINARY SubClassOf DOID_2326 DOID_77
BINARY is DOID_2452 Class
BINARY SubClassOf DOID_2452 DOID_1247
BINARY is DOID_2529 Class
BINARY SubClassOf DOID_2529 DOID_75
BINARY is DOID_2531 Class
BINARY SubClassOf DOID_2531 DOID_0050686,
BINARY SubClassOf DOID_2531 DOID_74
BINARY is DOID_2755 Class
BINARY SubClassOf DOID_2755 DOID_0050338
BINARY is DOID_28 Class
BINARY SubClassOf DOID_28 DOID_7
BINARY is DOID_2914 Class
BINARY SubClassOf DOID_2914 DOID_7
BINARY is DOID_2945 Class
BINARY SubClassOf DOID_2945 DOID_0080599
BINARY is DOID_2957 Class
BINARY SubClassOf DOID_2957 DOID_399,
BINARY SubClassOf DOID_2957 DOID_850
BINARY is DOID_3044 Class
BINARY SubClassOf DOID_3044 DOID_0060502,
BINARY SubClassOf DOID_3044 GENEPIO_0001205,
BINARY SubClassOf DOID_3044 OBI_1110049
BINARY is DOID_3055 Class
BINARY SubClassOf DOID_3055 DOID_0050338
BINARY is DOID_3091 Class
BINARY SubClassOf DOID_3091 DOID_0050340
BINARY is DOID_3118 Class
BINARY SubClassOf DOID_3118 DOID_77
BINARY is DOID_319 Class
BINARY SubClassOf DOID_319 DOID_331
BINARY is DOID_331 Class
BINARY SubClassOf DOID_331 DOID_863
BINARY is DOID_3385 Class
BINARY SubClassOf DOID_3385 DOID_104,
BINARY SubClassOf DOID_3385 DOID_2170
BINARY is DOID_3463 Class
BINARY SubClassOf DOID_3463 DOID_0060118
BINARY is DOID_3481 Class
BINARY SubClassOf DOID_3481 DOID_1287,
BINARY SubClassOf DOID_3481 DOID_3482
BINARY is DOID_3482 Class
BINARY SubClassOf DOID_3482 DOID_0050338
BINARY is DOID_365 Class
BINARY SubClassOf DOID_365 DOID_18
BINARY is DOID_3660 Class
BINARY SubClassOf DOID_3660 DOID_3044
BINARY is DOID_37 Class
BINARY SubClassOf DOID_37 ARO_3004430,
BINARY SubClassOf DOID_37 DOID_16
BINARY is DOID_3978 Class
BINARY SubClassOf DOID_3978 DOID_0050700
BINARY is DOID_399 Class
BINARY SubClassOf DOID_399 DOID_0050338
BINARY is DOID_4 Class
BINARY SubClassOf DOID_4 BFO_0000016
BINARY is DOID_401 Class
BINARY SubClassOf DOID_401 DOID_399
BINARY is DOID_402 Class
BINARY SubClassOf DOID_402 DOID_403,
BINARY SubClassOf DOID_402 DOID_404
BINARY is DOID_4029 Class
BINARY SubClassOf DOID_4029 DOID_76
BINARY is DOID_403 Class
BINARY SubClassOf DOID_403 DOID_77
BINARY is DOID_4033 Class
BINARY SubClassOf DOID_4033 DOID_104,
BINARY SubClassOf DOID_4033 DOID_4029
BINARY is DOID_404 Class
BINARY SubClassOf DOID_404 DOID_0050599
BINARY is DOID_407 Class
BINARY SubClassOf DOID_407 DOID_404,
BINARY SubClassOf DOID_407 DOID_409
BINARY is DOID_409 Class
BINARY SubClassOf DOID_409 DOID_3118
BINARY is DOID_4156 Class
BINARY SubClassOf DOID_4156 DOID_4166
BINARY is DOID_4157 Class
BINARY SubClassOf DOID_4157 DOID_4166
BINARY is DOID_4166 Class
BINARY SubClassOf DOID_4166 DOID_0050338
BINARY is DOID_417 Class
BINARY SubClassOf DOID_417 DOID_612
BINARY is DOID_4251 Class
BINARY SubClassOf DOID_4251 DOID_5614
BINARY is DOID_4376 Class
BINARY SubClassOf DOID_4376 DOID_3044
BINARY is DOID_4377 Class
BINARY SubClassOf DOID_4377 DOID_3044
BINARY is DOID_4378 Class
BINARY SubClassOf DOID_4378 DOID_0060904
BINARY is DOID_4379 Class
BINARY SubClassOf DOID_4379 DOID_3044
BINARY is DOID_48 Class
BINARY SubClassOf DOID_48 DOID_15
BINARY is DOID_4889 Class
BINARY SubClassOf DOID_4889 DOID_0050598,
BINARY SubClassOf DOID_4889 DOID_9942
BINARY is DOID_4962 Class
BINARY SubClassOf DOID_4962 DOID_0050598,
BINARY SubClassOf DOID_4962 DOID_0050829
BINARY is DOID_4974 Class
BINARY SubClassOf DOID_4974 DOID_0050339,
BINARY SubClassOf DOID_4974 DOID_1579
BINARY is DOID_5052 Class
BINARY SubClassOf DOID_5052 DOID_0050338
BINARY is DOID_5295 Class
BINARY SubClassOf DOID_5295 DOID_77
BINARY is DOID_5353 Class
BINARY SubClassOf DOID_5353 DOID_5295
BINARY is DOID_552 Class
BINARY SubClassOf DOID_552 DOID_850
BINARY is DOID_557 Class
BINARY SubClassOf DOID_557 DOID_18
BINARY is DOID_5614 Class
BINARY SubClassOf DOID_5614 DOID_0050155
BINARY is DOID_6050 Class
BINARY SubClassOf DOID_6050 DOID_77
BINARY is DOID_612 Class
BINARY SubClassOf DOID_612 DOID_2914
BINARY is DOID_6195 Class
BINARY SubClassOf DOID_6195 DOID_4251
BINARY is DOID_65 Class
BINARY SubClassOf DOID_65 DOID_17
BINARY is DOID_7 Class
BINARY SubClassOf DOID_7 DOID_4
BINARY is DOID_7332 Class
BINARY SubClassOf DOID_7332 DOID_404,
BINARY SubClassOf DOID_7332 DOID_6050
BINARY is DOID_74 Class
BINARY SubClassOf DOID_74 DOID_7
BINARY is DOID_7426 Class
BINARY SubClassOf DOID_7426 DOID_37,
BINARY SubClassOf DOID_7426 DOID_7427
BINARY is DOID_7427 Class
BINARY SubClassOf DOID_7427 DOID_0050338
BINARY is DOID_75 Class
BINARY SubClassOf DOID_75 DOID_2914
BINARY is DOID_754 Class
BINARY SubClassOf DOID_754 DOID_2149,
BINARY SubClassOf DOID_754 DOID_365
BINARY is DOID_7551 Class
BINARY SubClassOf DOID_7551 DOID_0050338,
BINARY SubClassOf DOID_7551 DOID_1962
BINARY is DOID_76 Class
BINARY SubClassOf DOID_76 DOID_77
BINARY is DOID_77 Class
BINARY SubClassOf DOID_77 DOID_7
BINARY is DOID_820 Class
BINARY SubClassOf DOID_820 DOID_3978
BINARY is DOID_8200 Class
BINARY SubClassOf DOID_8200 DOID_4166
BINARY is DOID_827 Class
BINARY SubClassOf DOID_827 DOID_1426,
BINARY SubClassOf DOID_827 DOID_2149
BINARY is DOID_8283 Class
BINARY SubClassOf DOID_8283 DOID_77
BINARY is DOID_8478 Class
BINARY SubClassOf DOID_8478 DOID_0050339,
BINARY SubClassOf DOID_8478 DOID_1579
BINARY is DOID_8481 Class
BINARY SubClassOf DOID_8481 DOID_104,
BINARY SubClassOf DOID_8481 DOID_820
BINARY is DOID_850 Class
BINARY SubClassOf DOID_850 DOID_0050161
BINARY is DOID_8577 Class
BINARY SubClassOf DOID_8577 DOID_0060031,
BINARY SubClassOf DOID_8577 DOID_0060180
BINARY is DOID_863 Class
BINARY SubClassOf DOID_863 DOID_7
BINARY is DOID_873 Class
BINARY SubClassOf DOID_873 DOID_0050152
BINARY is DOID_874 Class
BINARY SubClassOf DOID_874 DOID_104,
BINARY SubClassOf DOID_874 DOID_552
BINARY is DOID_9063 Class
BINARY SubClassOf DOID_9063 DOID_0050339,
BINARY SubClassOf DOID_9063 DOID_37
BINARY is DOID_9113 Class
BINARY SubClassOf DOID_9113 DOID_0050338
BINARY is DOID_9159 Class
BINARY SubClassOf DOID_9159 DOID_0050339,
BINARY SubClassOf DOID_9159 DOID_0080000
BINARY is DOID_9305 Class
BINARY SubClassOf DOID_9305 DOID_0050599
BINARY is DOID_934 Class
BINARY SubClassOf DOID_934 DOID_0050117
BINARY is DOID_936 Class
BINARY SubClassOf DOID_936 DOID_331
BINARY is DOID_9365 Class
BINARY SubClassOf DOID_9365 DOID_48
BINARY is DOID_9470 Class
BINARY SubClassOf DOID_9470 DOID_104,
BINARY SubClassOf DOID_9470 DOID_9471
BINARY is DOID_9471 Class
BINARY SubClassOf DOID_9471 DOID_331,
BINARY SubClassOf DOID_9471 GENEPIO_0001682
BINARY is DOID_9531 Class
BINARY SubClassOf DOID_9531 DOID_4166
BINARY is DOID_9588 Class
BINARY SubClassOf DOID_9588 DOID_936
BINARY is DOID_96 Class
BINARY SubClassOf DOID_96 DOID_0050338
BINARY is DOID_9699 Class
