BINARY is RO_0001000 ObjectProperty
BINARY SubClassOf IAO_8000010 IAO_8000006
BINARY is IAO_8000011 Class
BINARY SubClassOf IAO_8000011 IAO_8000005
BINARY is IAO_8000012 Class
BINARY SubClassOf IAO_8000012 IAO_8000006
BINARY is IAO_8000013 Class
BINARY SubClassOf IAO_8000013 IAO_8000000
BINARY is IAO_8000014 Class
BINARY SubClassOf IAO_8000014 IAO_8000000
BINARY is IAO_8000015 Class
BINARY SubClassOf IAO_8000015 IAO_8000014
BINARY is IAO_8000016 Class
BINARY SubClassOf IAO_8000016 IAO_8000004
BINARY is IAO_8000017 Class
BINARY SubClassOf IAO_8000017 IAO_8000006
BINARY is IAO_8000018 Class
BINARY SubClassOf IAO_8000018 IAO_8000017
BINARY is IAO_8000019 Class
BINARY SubClassOf IAO_8000019 IAO_8000017
BINARY is IAO_8000020 Class
BINARY SubClassOf IAO_8000020 IAO_8000019
BINARY is NCBITaxon_10239 Class
BINARY SubClassOf NCBITaxon_10239 OBI_0100026
BINARY is OBI_0100026 Class
BINARY DisjointWith OBI_0100026 GENO_0000160
BINARY is SO_0000149 Class
BINARY is UBERON_0000105 Class
BINARY SubClassOf UBERON_0000105 GENO_0000351
BINARY is UBERON_0001062 Class
BINARY SubClassOf UBERON_0001062 GENO_0000904,
BINARY SubClassOf UBERON_0001062 RO_0001000_some_OBI_0100026,
BINARY SubClassOf UBERON_0001062 RO_0001000_some
BINARY SubClassOf UBERON_0001062 (GENO_0000160_and_OBI_0100026),
BINARY SubClassOf UBERON_0001062 RO_0001000_only_GENO_0000160
BINARY is www.w3.org/2002/07/# Class
BINARY is GENO_0000484 Individual
BINARY Types GENO_0000484 IAO_0000102
BINARY is GENO_0000514 Individual
BINARY Types GENO_0000514 IAO_0000102
BINARY is IAO_0000002 Individual
BINARY Types IAO_0000002 IAO_0000078
BINARY is IAO_0000103 Individual
BINARY Types IAO_0000103 IAO_0000225
BINARY is IAO_0000120 Individual
BINARY Types IAO_0000120 IAO_0000078
BINARY is IAO_0000121 Individual
BINARY Types IAO_0000121 IAO_0000078
BINARY is IAO_0000122 Individual
BINARY Types IAO_0000122 IAO_0000078
BINARY is IAO_0000123 Individual
BINARY Types IAO_0000123 IAO_0000078
BINARY is IAO_0000124 Individual
BINARY Types IAO_0000124 IAO_0000078
BINARY is IAO_0000125 Individual
BINARY Types IAO_0000125 IAO_0000078
BINARY is IAO_0000226 Individual
BINARY Types IAO_0000226 IAO_0000225
BINARY is IAO_0000227 Individual
BINARY Types IAO_0000227 IAO_0000225
BINARY is IAO_0000228 Individual
BINARY Types IAO_0000228 IAO_0000225
BINARY is IAO_0000229 Individual
BINARY Types IAO_0000229 IAO_0000225
BINARY is IAO_0000410 Individual
BINARY Types IAO_0000410 IAO_0000409
BINARY is IAO_0000420 Individual
BINARY Types IAO_0000420 IAO_0000409
BINARY is IAO_0000421 Individual
BINARY Types IAO_0000421 IAO_0000409
BINARY is IAO_0000423 Individual
BINARY Types IAO_0000423 IAO_0000078
BINARY is IAO_0000428 Individual
BINARY Types IAO_0000428 IAO_0000078
BINARY is OMO_0001000 Individual
BINARY Types OMO_0001000 IAO_0000225
