BINARY is integer Datatype
BINARY DisjointWith I05_2 I05_9
BINARY DisjointWith I05_2 I05_8
BINARY DisjointWith I05_2 I05_1
BINARY DisjointWith I05_2 I05_0
BINARY is I05_8 Class
BINARY SubClassOf I05_8 I05
BINARY DisjointWith I05_8 I05_9
BINARY DisjointWith I05_8 I05_2
BINARY DisjointWith I05_8 I05_1
BINARY DisjointWith I05_8 I05_0
BINARY is I05_9 Class
BINARY SubClassOf I05_9 I05
BINARY DisjointWith I05_9 I05_8
BINARY DisjointWith I05_9 I05_2
BINARY DisjointWith I05_9 I05_1
BINARY DisjointWith I05_9 I05_0
BINARY is I05_I09 Class
BINARY SubClassOf I05_I09 I00_I99
BINARY is I06 Class
BINARY is I06_0 Class
BINARY SubClassOf I06_0 I06
BINARY DisjointWith I06_0 I06_9
BINARY DisjointWith I06_0 I06_8
BINARY DisjointWith I06_0 I06_2
BINARY DisjointWith I06_0 I06_1
BINARY is I06_1 Class
BINARY SubClassOf I06_1 I06
BINARY DisjointWith I06_1 I06_9
BINARY DisjointWith I06_1 I06_8
BINARY DisjointWith I06_1 I06_2
BINARY DisjointWith I06_1 I06_0
BINARY is I06_2 Class
BINARY SubClassOf I06_2 I06
BINARY DisjointWith I06_2 I06_9
BINARY DisjointWith I06_2 I06_8
BINARY DisjointWith I06_2 I06_1
BINARY DisjointWith I06_2 I06_0
BINARY is I06_8 Class
BINARY SubClassOf I06_8 I06
BINARY DisjointWith I06_8 I06_9
BINARY DisjointWith I06_8 I06_2
BINARY DisjointWith I06_8 I06_1
BINARY DisjointWith I06_8 I06_0
BINARY is I06_9 Class
BINARY SubClassOf I06_9 I06
BINARY DisjointWith I06_9 I06_8
BINARY DisjointWith I06_9 I06_2
BINARY DisjointWith I06_9 I06_1
BINARY DisjointWith I06_9 I06_0
BINARY is I07 Class
BINARY is I07_0 Class
BINARY SubClassOf I07_0 I07
BINARY DisjointWith I07_0 I07_9
BINARY DisjointWith I07_0 I07_8
BINARY DisjointWith I07_0 I07_2
BINARY DisjointWith I07_0 I07_1
BINARY is I07_1 Class
BINARY SubClassOf I07_1 I07
BINARY DisjointWith I07_1 I07_9
BINARY DisjointWith I07_1 I07_8
BINARY DisjointWith I07_1 I07_2
BINARY DisjointWith I07_1 I07_0
BINARY is I07_2 Class
BINARY SubClassOf I07_2 I07
BINARY DisjointWith I07_2 I07_9
BINARY DisjointWith I07_2 I07_8
BINARY DisjointWith I07_2 I07_1
BINARY DisjointWith I07_2 I07_0
BINARY is I07_8 Class
BINARY SubClassOf I07_8 I07
BINARY DisjointWith I07_8 I07_9
BINARY DisjointWith I07_8 I07_2
BINARY DisjointWith I07_8 I07_1
BINARY DisjointWith I07_8 I07_0
BINARY is I07_9 Class
BINARY SubClassOf I07_9 I07
BINARY DisjointWith I07_9 I07_8
BINARY DisjointWith I07_9 I07_2
BINARY DisjointWith I07_9 I07_1
BINARY DisjointWith I07_9 I07_0
BINARY is I08 Class
BINARY is I08_0 Class
BINARY SubClassOf I08_0 I08
BINARY DisjointWith I08_0 I08_9
BINARY DisjointWith I08_0 I08_8
BINARY DisjointWith I08_0 I08_3
BINARY DisjointWith I08_0 I08_2
BINARY DisjointWith I08_0 I08_1
BINARY is I08_1 Class
BINARY SubClassOf I08_1 I08
BINARY DisjointWith I08_1 I08_9
BINARY DisjointWith I08_1 I08_8
BINARY DisjointWith I08_1 I08_3
BINARY DisjointWith I08_1 I08_2
BINARY DisjointWith I08_1 I08_0
BINARY is I08_2 Class
BINARY SubClassOf I08_2 I08
BINARY DisjointWith I08_2 I08_9
BINARY DisjointWith I08_2 I08_8
BINARY DisjointWith I08_2 I08_3
BINARY DisjointWith I08_2 I08_1
BINARY DisjointWith I08_2 I08_0
BINARY is I08_3 Class
BINARY SubClassOf I08_3 I08
BINARY DisjointWith I08_3 I08_9
BINARY DisjointWith I08_3 I08_8
BINARY DisjointWith I08_3 I08_2
BINARY DisjointWith I08_3 I08_1
BINARY DisjointWith I08_3 I08_0
BINARY is I08_8 Class
BINARY SubClassOf I08_8 I08
BINARY DisjointWith I08_8 I08_9
BINARY DisjointWith I08_8 I08_3
BINARY DisjointWith I08_8 I08_2
BINARY DisjointWith I08_8 I08_1
BINARY DisjointWith I08_8 I08_0
BINARY is I08_9 Class
BINARY SubClassOf I08_9 I08
BINARY DisjointWith I08_9 I08_8
BINARY DisjointWith I08_9 I08_3
BINARY DisjointWith I08_9 I08_2
BINARY DisjointWith I08_9 I08_1
BINARY DisjointWith I08_9 I08_0
BINARY is I09 Class
BINARY is I09_0 Class
BINARY SubClassOf I09_0 I09
BINARY DisjointWith I09_0 I09_9
BINARY DisjointWith I09_0 I09_8
BINARY DisjointWith I09_0 I09_2
BINARY DisjointWith I09_0 I09_1
BINARY is I09_1 Class
BINARY SubClassOf I09_1 I09
BINARY DisjointWith I09_1 I09_9
BINARY DisjointWith I09_1 I09_8
BINARY DisjointWith I09_1 I09_2
BINARY DisjointWith I09_1 I09_0
BINARY is I09_2 Class
BINARY SubClassOf I09_2 I09
BINARY DisjointWith I09_2 I09_9
BINARY DisjointWith I09_2 I09_8
BINARY DisjointWith I09_2 I09_1
BINARY DisjointWith I09_2 I09_0
BINARY is I09_8 Class
BINARY SubClassOf I09_8 I09
BINARY DisjointWith I09_8 I09_9
BINARY DisjointWith I09_8 I09_2
BINARY DisjointWith I09_8 I09_1
BINARY DisjointWith I09_8 I09_0
BINARY is I09_9 Class
BINARY SubClassOf I09_9 I09
BINARY DisjointWith I09_9 I09_8
BINARY DisjointWith I09_9 I09_2
BINARY DisjointWith I09_9 I09_1
BINARY DisjointWith I09_9 I09_0
BINARY is I10_I15 Class
BINARY SubClassOf I10_I15 I00_I99
BINARY is I11 Class
BINARY is I11_0 Class
BINARY SubClassOf I11_0 I11
BINARY DisjointWith I11_0 I11_9
BINARY is I11_9 Class
BINARY SubClassOf I11_9 I11
BINARY DisjointWith I11_9 I11_0
BINARY is I12 Class
BINARY is I12_0 Class
BINARY SubClassOf I12_0 I12
BINARY DisjointWith I12_0 I12_9
BINARY is I12_9 Class
BINARY SubClassOf I12_9 I12
BINARY DisjointWith I12_9 I12_0
BINARY is I13 Class
BINARY is I13_0 Class
BINARY SubClassOf I13_0 I13
BINARY DisjointWith I13_0 I13_9
BINARY DisjointWith I13_0 I13_2
BINARY DisjointWith I13_0 I13_1
BINARY is I13_1 Class
BINARY SubClassOf I13_1 I13
BINARY DisjointWith I13_1 I13_9
BINARY DisjointWith I13_1 I13_2
BINARY DisjointWith I13_1 I13_0
BINARY is I13_2 Class
BINARY SubClassOf I13_2 I13
BINARY DisjointWith I13_2 I13_9
BINARY DisjointWith I13_2 I13_1
BINARY DisjointWith I13_2 I13_0
BINARY is I13_9 Class
BINARY SubClassOf I13_9 I13
BINARY DisjointWith I13_9 I13_2
BINARY DisjointWith I13_9 I13_1
BINARY DisjointWith I13_9 I13_0
BINARY is I15 Class
BINARY is I15_0 Class
BINARY SubClassOf I15_0 I15
BINARY DisjointWith I15_0 I15_9
BINARY DisjointWith I15_0 I15_8
BINARY DisjointWith I15_0 I15_2
BINARY DisjointWith I15_0 I15_1
BINARY is I15_1 Class
BINARY SubClassOf I15_1 I15
BINARY DisjointWith I15_1 I15_9
BINARY DisjointWith I15_1 I15_8
BINARY DisjointWith I15_1 I15_2
BINARY DisjointWith I15_1 I15_0
BINARY is I15_2 Class
BINARY SubClassOf I15_2 I15
BINARY DisjointWith I15_2 I15_9
BINARY DisjointWith I15_2 I15_8
BINARY DisjointWith I15_2 I15_1
BINARY DisjointWith I15_2 I15_0
BINARY is I15_8 Class
BINARY SubClassOf I15_8 I15
BINARY DisjointWith I15_8 I15_9
BINARY DisjointWith I15_8 I15_2
BINARY DisjointWith I15_8 I15_1
BINARY DisjointWith I15_8 I15_0
BINARY is I15_9 Class
BINARY SubClassOf I15_9 I15
BINARY DisjointWith I15_9 I15_8
BINARY DisjointWith I15_9 I15_2
BINARY DisjointWith I15_9 I15_1
BINARY DisjointWith I15_9 I15_0
BINARY is I20 Class
BINARY is I20_0 Class
BINARY SubClassOf I20_0 I20
BINARY DisjointWith I20_0 I20_9
BINARY DisjointWith I20_0 I20_8
BINARY DisjointWith I20_0 I20_1
BINARY is I20_1 Class
BINARY SubClassOf I20_1 I20
BINARY DisjointWith I20_1 I20_9
BINARY DisjointWith I20_1 I20_8
BINARY DisjointWith I20_1 I20_0
BINARY is I20_8 Class
BINARY SubClassOf I20_8 I20
BINARY DisjointWith I20_8 I20_9
BINARY DisjointWith I20_8 I20_1
BINARY DisjointWith I20_8 I20_0
BINARY is I20_9 Class
BINARY SubClassOf I20_9 I20
BINARY DisjointWith I20_9 I20_8
BINARY DisjointWith I20_9 I20_1
BINARY DisjointWith I20_9 I20_0
BINARY is I20_I25 Class
BINARY SubClassOf I20_I25 I00_I99
BINARY is I21 Class
BINARY is I21_0 Class
BINARY SubClassOf I21_0 I21
BINARY DisjointWith I21_0 I21_9
BINARY DisjointWith I21_0 I21_4
BINARY DisjointWith I21_0 I21_3
BINARY DisjointWith I21_0 I21_2
BINARY DisjointWith I21_0 I21_1
BINARY is I21_1 Class
BINARY SubClassOf I21_1 I21
BINARY DisjointWith I21_1 I21_9
BINARY DisjointWith I21_1 I21_4
BINARY DisjointWith I21_1 I21_3
BINARY DisjointWith I21_1 I21_2
BINARY DisjointWith I21_1 I21_0
BINARY is I21_2 Class
BINARY SubClassOf I21_2 I21
BINARY DisjointWith I21_2 I21_9
BINARY DisjointWith I21_2 I21_4
BINARY DisjointWith I21_2 I21_3
BINARY DisjointWith I21_2 I21_1
BINARY DisjointWith I21_2 I21_0
BINARY is I21_3 Class
BINARY SubClassOf I21_3 I21
BINARY DisjointWith I21_3 I21_9
BINARY DisjointWith I21_3 I21_4
BINARY DisjointWith I21_3 I21_2
BINARY DisjointWith I21_3 I21_1
BINARY DisjointWith I21_3 I21_0
BINARY is I21_4 Class
BINARY SubClassOf I21_4 I21
BINARY DisjointWith I21_4 I21_9
BINARY DisjointWith I21_4 I21_3
BINARY DisjointWith I21_4 I21_2
BINARY DisjointWith I21_4 I21_1
BINARY DisjointWith I21_4 I21_0
BINARY is I21_9 Class
BINARY SubClassOf I21_9 I21
BINARY DisjointWith I21_9 I21_4
BINARY DisjointWith I21_9 I21_3
BINARY DisjointWith I21_9 I21_2
BINARY DisjointWith I21_9 I21_1
BINARY DisjointWith I21_9 I21_0
BINARY is I22 Class
BINARY is I22_0 Class
BINARY SubClassOf I22_0 I22
BINARY DisjointWith I22_0 I22_9
BINARY DisjointWith I22_0 I22_8
BINARY DisjointWith I22_0 I22_1
BINARY is I22_1 Class
BINARY SubClassOf I22_1 I22
BINARY DisjointWith I22_1 I22_9
BINARY DisjointWith I22_1 I22_8
BINARY DisjointWith I22_1 I22_0
BINARY is I22_8 Class
BINARY SubClassOf I22_8 I22
BINARY DisjointWith I22_8 I22_9
BINARY DisjointWith I22_8 I22_1
BINARY DisjointWith I22_8 I22_0
BINARY is I22_9 Class
BINARY SubClassOf I22_9 I22
BINARY DisjointWith I22_9 I22_8
BINARY DisjointWith I22_9 I22_1
BINARY DisjointWith I22_9 I22_0
BINARY is I23 Class
BINARY is I23_0 Class
BINARY SubClassOf I23_0 I23
BINARY DisjointWith I23_0 I23_8
BINARY DisjointWith I23_0 I23_6
BINARY DisjointWith I23_0 I23_5
BINARY DisjointWith I23_0 I23_4
BINARY DisjointWith I23_0 I23_3
BINARY DisjointWith I23_0 I23_2
BINARY DisjointWith I23_0 I23_1
BINARY is I23_1 Class
BINARY SubClassOf I23_1 I23
BINARY DisjointWith I23_1 I23_8
BINARY DisjointWith I23_1 I23_6
BINARY DisjointWith I23_1 I23_5
BINARY DisjointWith I23_1 I23_4
BINARY DisjointWith I23_1 I23_3
BINARY DisjointWith I23_1 I23_2
BINARY DisjointWith I23_1 I23_0
BINARY is I23_2 Class
BINARY SubClassOf I23_2 I23
BINARY DisjointWith I23_2 I23_8
BINARY DisjointWith I23_2 I23_6
BINARY DisjointWith I23_2 I23_5
BINARY DisjointWith I23_2 I23_4
BINARY DisjointWith I23_2 I23_3
BINARY DisjointWith I23_2 I23_1
BINARY DisjointWith I23_2 I23_0
BINARY is I23_3 Class
BINARY SubClassOf I23_3 I23
BINARY DisjointWith I23_3 I23_8
BINARY DisjointWith I23_3 I23_6
BINARY DisjointWith I23_3 I23_5
BINARY DisjointWith I23_3 I23_4
BINARY DisjointWith I23_3 I23_2
BINARY DisjointWith I23_3 I23_1
BINARY DisjointWith I23_3 I23_0
BINARY is I23_4 Class
BINARY SubClassOf I23_4 I23
BINARY DisjointWith I23_4 I23_8
BINARY DisjointWith I23_4 I23_6
BINARY DisjointWith I23_4 I23_5
BINARY DisjointWith I23_4 I23_3
BINARY DisjointWith I23_4 I23_2
BINARY DisjointWith I23_4 I23_1
BINARY DisjointWith I23_4 I23_0
BINARY is I23_5 Class
BINARY SubClassOf I23_5 I23
BINARY DisjointWith I23_5 I23_8
BINARY DisjointWith I23_5 I23_6
BINARY DisjointWith I23_5 I23_4
BINARY DisjointWith I23_5 I23_3
BINARY DisjointWith I23_5 I23_2
BINARY DisjointWith I23_5 I23_1
BINARY DisjointWith I23_5 I23_0
BINARY is I23_6 Class
BINARY SubClassOf I23_6 I23
BINARY DisjointWith I23_6 I23_8
BINARY DisjointWith I23_6 I23_5
BINARY DisjointWith I23_6 I23_4
BINARY DisjointWith I23_6 I23_3
BINARY DisjointWith I23_6 I23_2
BINARY DisjointWith I23_6 I23_1
BINARY DisjointWith I23_6 I23_0
BINARY is I23_8 Class
BINARY SubClassOf I23_8 I23
BINARY DisjointWith I23_8 I23_6
BINARY DisjointWith I23_8 I23_5
BINARY DisjointWith I23_8 I23_4
BINARY DisjointWith I23_8 I23_3
BINARY DisjointWith I23_8 I23_2
BINARY DisjointWith I23_8 I23_1
BINARY DisjointWith I23_8 I23_0
BINARY is I24 Class
BINARY is I24_0 Class
BINARY SubClassOf I24_0 I24
BINARY DisjointWith I24_0 I24_9
BINARY DisjointWith I24_0 I24_8
BINARY DisjointWith I24_0 I24_1
BINARY is I24_1 Class
BINARY SubClassOf I24_1 I24
BINARY DisjointWith I24_1 I24_9
BINARY DisjointWith I24_1 I24_8
BINARY DisjointWith I24_1 I24_0
BINARY is I24_8 Class
BINARY SubClassOf I24_8 I24
BINARY DisjointWith I24_8 I24_9
BINARY DisjointWith I24_8 I24_1
BINARY DisjointWith I24_8 I24_0
BINARY is I24_9 Class
BINARY SubClassOf I24_9 I24
BINARY DisjointWith I24_9 I24_8
BINARY DisjointWith I24_9 I24_1
BINARY DisjointWith I24_9 I24_0
BINARY is I25 Class
BINARY is I25_0 Class
BINARY SubClassOf I25_0 I25
BINARY DisjointWith I25_0 I25_9
BINARY DisjointWith I25_0 I25_8
BINARY DisjointWith I25_0 I25_6
BINARY DisjointWith I25_0 I25_5
BINARY DisjointWith I25_0 I25_4
BINARY DisjointWith I25_0 I25_3
BINARY DisjointWith I25_0 I25_2
BINARY DisjointWith I25_0 I25_1
BINARY is I25_1 Class
BINARY SubClassOf I25_1 I25
BINARY DisjointWith I25_1 I25_9
BINARY DisjointWith I25_1 I25_8
BINARY DisjointWith I25_1 I25_6
BINARY DisjointWith I25_1 I25_5
BINARY DisjointWith I25_1 I25_4
BINARY DisjointWith I25_1 I25_3
BINARY DisjointWith I25_1 I25_2
BINARY DisjointWith I25_1 I25_0
BINARY is I25_2 Class
BINARY SubClassOf I25_2 I25
BINARY DisjointWith I25_2 I25_9
BINARY DisjointWith I25_2 I25_8
BINARY DisjointWith I25_2 I25_6
BINARY DisjointWith I25_2 I25_5
BINARY DisjointWith I25_2 I25_4
BINARY DisjointWith I25_2 I25_3
BINARY DisjointWith I25_2 I25_1
BINARY DisjointWith I25_2 I25_0
BINARY is I25_3 Class
BINARY SubClassOf I25_3 I25
BINARY DisjointWith I25_3 I25_9
BINARY DisjointWith I25_3 I25_8
BINARY DisjointWith I25_3 I25_6
BINARY DisjointWith I25_3 I25_5
BINARY DisjointWith I25_3 I25_4
BINARY DisjointWith I25_3 I25_2
BINARY DisjointWith I25_3 I25_1
BINARY DisjointWith I25_3 I25_0
BINARY is I25_4 Class
BINARY SubClassOf I25_4 I25
BINARY DisjointWith I25_4 I25_9
BINARY DisjointWith I25_4 I25_8
BINARY DisjointWith I25_4 I25_6
BINARY DisjointWith I25_4 I25_5
BINARY DisjointWith I25_4 I25_3
BINARY DisjointWith I25_4 I25_2
BINARY DisjointWith I25_4 I25_1
BINARY DisjointWith I25_4 I25_0
BINARY is I25_5 Class
BINARY SubClassOf I25_5 I25
BINARY DisjointWith I25_5 I25_9
BINARY DisjointWith I25_5 I25_8
BINARY DisjointWith I25_5 I25_6
BINARY DisjointWith I25_5 I25_4
BINARY DisjointWith I25_5 I25_3
BINARY DisjointWith I25_5 I25_2
BINARY DisjointWith I25_5 I25_1
BINARY DisjointWith I25_5 I25_0
BINARY is I25_6 Class
BINARY SubClassOf I25_6 I25
BINARY DisjointWith I25_6 I25_9
BINARY DisjointWith I25_6 I25_8
BINARY DisjointWith I25_6 I25_5
BINARY DisjointWith I25_6 I25_4
BINARY DisjointWith I25_6 I25_3
BINARY DisjointWith I25_6 I25_2
BINARY DisjointWith I25_6 I25_1
BINARY DisjointWith I25_6 I25_0
BINARY is I25_8 Class
BINARY SubClassOf I25_8 I25
BINARY DisjointWith I25_8 I25_9
BINARY DisjointWith I25_8 I25_6
BINARY DisjointWith I25_8 I25_5
BINARY DisjointWith I25_8 I25_4
BINARY DisjointWith I25_8 I25_3
BINARY DisjointWith I25_8 I25_2
BINARY DisjointWith I25_8 I25_1
BINARY DisjointWith I25_8 I25_0
BINARY is I25_9 Class
BINARY SubClassOf I25_9 I25
BINARY DisjointWith I25_9 I25_8
BINARY DisjointWith I25_9 I25_6
BINARY DisjointWith I25_9 I25_5
BINARY DisjointWith I25_9 I25_4
BINARY DisjointWith I25_9 I25_3
BINARY DisjointWith I25_9 I25_2
BINARY DisjointWith I25_9 I25_1
BINARY DisjointWith I25_9 I25_0
BINARY is I26 Class
BINARY is I26_0 Class
BINARY SubClassOf I26_0 I26
BINARY DisjointWith I26_0 I26_9
BINARY is I26_9 Class
BINARY SubClassOf I26_9 I26
BINARY DisjointWith I26_9 I26_0
BINARY is I26_I28 Class
BINARY SubClassOf I26_I28 I00_I99
BINARY is I27 Class
BINARY is I27_0 Class
BINARY SubClassOf I27_0 I27
BINARY DisjointWith I27_0 I27_9
BINARY DisjointWith I27_0 I27_8
BINARY DisjointWith I27_0 I27_1
BINARY is I27_1 Class
BINARY SubClassOf I27_1 I27
BINARY DisjointWith I27_1 I27_9
BINARY DisjointWith I27_1 I27_8
BINARY DisjointWith I27_1 I27_0
BINARY is I27_8 Class
BINARY SubClassOf I27_8 I27
BINARY DisjointWith I27_8 I27_9
BINARY DisjointWith I27_8 I27_1
BINARY DisjointWith I27_8 I27_0
