BINARY is nonNegativeInteger Datatype
BINARY is RO_0002584 ObjectProperty
BINARY SubPropertyOf RO_0002584 RO_0002595
BINARY is RO_0002595 ObjectProperty
BINARY Domain RO_0002595 BFO_0000040
BINARY Range RO_0002595 BFO_0000015
BINARY is RO_0003000 ObjectProperty
BINARY Domain RO_0003000 BFO_0000040
BINARY Range RO_0003000 BFO_0000040
BINARY InverseOf RO_0003000 RO_0003001
BINARY is RO_0003001 ObjectProperty
BINARY Domain RO_0003001 BFO_0000040
BINARY Range RO_0003001 BFO_0000040
BINARY InverseOf RO_0003001 RO_0003000
BINARY is RO_0011002 ObjectProperty
BINARY SubPropertyOf RO_0011002 RO_0002566
BINARY Domain RO_0011002 BFO_0000040
BINARY Range RO_0011002 BFO_0000040
BINARY is SDDO_3000021 ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is chebi# ObjectProperty
BINARY is exo# ObjectProperty
BINARY is RBO_2001 DataProperty
BINARY Domain RBO_2001 RBO_00005001
BINARY Range RBO_2001 nonNegativeInteger
BINARY is SLSO_0001050 DataProperty
BINARY Domain SLSO_0001050 SLSO_0000034
BINARY is SLSO_0001051 DataProperty
BINARY Domain SLSO_0001051 SLSO_0000033
BINARY is SLSO_0001055 DataProperty
BINARY Domain SLSO_0001055 SLSO_0000033
BINARY is SLSO_0001063 DataProperty
BINARY Domain SLSO_0001063 SLSO_0000034
BINARY is SLSO_0001065 DataProperty
BINARY Domain SLSO_0001065 SLSO_0000034
BINARY is SLSO_0001068 DataProperty
BINARY Domain SLSO_0001068 SLSO_0000033
BINARY is SLSO_0001069 DataProperty
BINARY Domain SLSO_0001069 SLSO_0000037
BINARY is SLSO_0001084 DataProperty
BINARY Domain SLSO_0001084 SLSO_0000033
BINARY is SLSO_0001085 DataProperty
BINARY Domain SLSO_0001085 SLSO_0000047
BINARY is SLSO_0001086 DataProperty
BINARY Domain SLSO_0001086 SLSO_0000034
BINARY is SLSO_0001090 DataProperty
BINARY Domain SLSO_0001090 SLSO_0000030
BINARY is SLSO_0001093 DataProperty
BINARY Domain SLSO_0001093 SLSO_0000026
BINARY is SLSO_0001098 DataProperty
BINARY Domain SLSO_0001098 SLSO_0000037
BINARY is SLSO_0001109 DataProperty
BINARY Domain SLSO_0001109 SLSO_0000033
BINARY is SLSO_0001110 DataProperty
BINARY Domain SLSO_0001110 SLSO_0000033
BINARY is SLSO_0001111 DataProperty
BINARY Domain SLSO_0001111 SLSO_0000033
BINARY is SLSO_0001112 DataProperty
BINARY Domain SLSO_0001112 SLSO_0000033
BINARY is SLSO_0001149 DataProperty
BINARY Domain SLSO_0001149 SLSO_0000030
BINARY is SLSO_0001162 DataProperty
BINARY Domain SLSO_0001162 SLSO_0000034
BINARY is SLSO_0001163 DataProperty
BINARY Domain SLSO_0001163 SLSO_0000034
BINARY is SLSO_0001164 DataProperty
BINARY Domain SLSO_0001164 SLSO_0000034
BINARY is SLSO_0001165 DataProperty
BINARY Domain SLSO_0001165 SLSO_0000034
BINARY is SLSO_0001166 DataProperty
BINARY Domain SLSO_0001166 SLSO_0000034
BINARY is SLSO_0001167 DataProperty
BINARY Domain SLSO_0001167 SLSO_0000034
BINARY is SLSO_0001168 DataProperty
BINARY Domain SLSO_0001168 SLSO_0000034
BINARY is SLSO_0001169 DataProperty
BINARY Domain SLSO_0001169 SLSO_0000034
BINARY is SLSO_0001170 DataProperty
BINARY Domain SLSO_0001170 SLSO_0000034
BINARY is SLSO_0001171 DataProperty
BINARY Domain SLSO_0001171 SLSO_0000034
BINARY is BFO_0000001 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is BFO_0000002 Class
BINARY SubClassOf BFO_0000002 BFO_0000001,
BINARY SubClassOf BFO_0000002 BFO_0000050_only_BFO_0000002
BINARY DisjointWith BFO_0000002 BFO_0000050_some_BFO_0000003
BINARY DisjointWith BFO_0000002 BFO_0000003
BINARY is BFO_0000003 Class
BINARY SubClassOf BFO_0000003 BFO_0000001
BINARY DisjointWith BFO_0000003 BFO_0000002
BINARY is BFO_0000004 Class
BINARY SubClassOf BFO_0000004 BFO_0000002
BINARY is BFO_0000015 Class
BINARY is BFO_0000020 Class
BINARY SubClassOf BFO_0000020 BFO_0000002
BINARY is BFO_0000024 Class
BINARY SubClassOf BFO_0000024 BFO_0000040
BINARY is BFO_0000027 Class
BINARY SubClassOf BFO_0000027 BFO_0000040
BINARY is BFO_0000030 Class
BINARY SubClassOf BFO_0000030 BFO_0000040
BINARY is BFO_0000031 Class
BINARY SubClassOf BFO_0000031 BFO_0000002
BINARY is BFO_0000034 Class
BINARY is BFO_0000040 Class
BINARY SubClassOf BFO_0000040 BFO_0000004
BINARY DisjointWith BFO_0000040 BFO_0000050_some_BFO_0000141
BINARY DisjointWith BFO_0000040 BFO_0000141
BINARY is BFO_0000141 Class
BINARY DisjointWith BFO_0000141 BFO_0000040
BINARY is CHEBI_10545 Class
BINARY SubClassOf CHEBI_10545 CHEBI_36338
BINARY is CHEBI_138675 Class
BINARY SubClassOf CHEBI_138675 CHEBI_33579
BINARY is CHEBI_15022 Class
BINARY is CHEBI_15377 Class
BINARY is CHEBI_15378 Class
BINARY SubClassOf CHEBI_15378 CHEBI_33252
BINARY is CHEBI_15379 Class
BINARY is CHEBI_16526 Class
BINARY is CHEBI_17997 Class
BINARY is CHEBI_18248 Class
BINARY is CHEBI_22221 Class
BINARY SubClassOf CHEBI_22221 CHEBI_33247
BINARY is CHEBI_22563 Class
BINARY SubClassOf CHEBI_22563 CHEBI_24870
BINARY is CHEBI_23367 Class
BINARY SubClassOf CHEBI_23367 CHEBI_24431
BINARY is CHEBI_24431 Class
BINARY SubClassOf CHEBI_24431 BFO_0000040
BINARY is CHEBI_24433 Class
BINARY SubClassOf CHEBI_24433 CHEBI_24431,
BINARY SubClassOf CHEBI_24433 BFO_0000051_some_CHEBI_33250
BINARY is CHEBI_24636 Class
BINARY SubClassOf CHEBI_24636 CHEBI_33253
BINARY is CHEBI_24835 Class
BINARY SubClassOf CHEBI_24835 CHEBI_23367
BINARY is CHEBI_24839 Class
BINARY SubClassOf CHEBI_24839 CHEBI_24835
BINARY is CHEBI_24867 Class
BINARY SubClassOf CHEBI_24867 CHEBI_24870
BINARY is CHEBI_24870 Class
BINARY SubClassOf CHEBI_24870 CHEBI_23367
BINARY is CHEBI_25362 Class
BINARY SubClassOf CHEBI_25362 CHEBI_33259
BINARY is CHEBI_25367 Class
BINARY SubClassOf CHEBI_25367 CHEBI_36357
BINARY is CHEBI_25555 Class
BINARY SubClassOf CHEBI_25555 CHEBI_25585
BINARY is CHEBI_25585 Class
BINARY SubClassOf CHEBI_25585 CHEBI_33250
BINARY is CHEBI_25699 Class
BINARY SubClassOf CHEBI_25699 CHEBI_24870
BINARY is CHEBI_25805 Class
BINARY SubClassOf CHEBI_25805 CHEBI_25585
BINARY is CHEBI_27081 Class
BINARY SubClassOf CHEBI_27081 CHEBI_33521
BINARY is CHEBI_27594 Class
BINARY SubClassOf CHEBI_27594 CHEBI_25585
BINARY is CHEBI_30212 Class
BINARY SubClassOf CHEBI_30212 CHEBI_36341
BINARY is CHEBI_30216 Class
BINARY SubClassOf CHEBI_30216 CHEBI_33252
BINARY is CHEBI_30217 Class
BINARY SubClassOf CHEBI_30217 CHEBI_33559
BINARY is CHEBI_30222 Class
BINARY SubClassOf CHEBI_30222 CHEBI_33253
BINARY is CHEBI_33233 Class
BINARY SubClassOf CHEBI_33233 CHEBI_36342
BINARY is CHEBI_33238 Class
BINARY SubClassOf CHEBI_33238 CHEBI_33259
BINARY is CHEBI_33242 Class
BINARY SubClassOf CHEBI_33242 CHEBI_24835
BINARY is CHEBI_33246 Class
BINARY SubClassOf CHEBI_33246 CHEBI_24433
BINARY is CHEBI_33247 Class
BINARY SubClassOf CHEBI_33247 CHEBI_24433,
BINARY is is_conjugate_acid_of_some_CHEBI_64775, chebi#
BINARY is is_conjugate_base_of_some_CHEBI_64769 chebi#
BINARY is CHEBI_33250 Class
BINARY SubClassOf CHEBI_33250 CHEBI_24431,
BINARY SubClassOf CHEBI_33250 BFO_0000051_some_CHEBI_10545,
BINARY SubClassOf CHEBI_33250 BFO_0000051_some_CHEBI_33252
BINARY is CHEBI_33252 Class
BINARY SubClassOf CHEBI_33252 CHEBI_36347,
BINARY SubClassOf CHEBI_33252 BFO_0000051_some_CHEBI_33253,
BINARY SubClassOf CHEBI_33252 RO_0002493_some_RBO_00002118
BINARY is CHEBI_33253 Class
BINARY SubClassOf CHEBI_33253 CHEBI_36339,
BINARY SubClassOf CHEBI_33253 CHEBI_36347
BINARY is CHEBI_33259 Class
BINARY SubClassOf CHEBI_33259 CHEBI_23367
BINARY is CHEBI_33260 Class
BINARY SubClassOf CHEBI_33260 CHEBI_24835,
BINARY SubClassOf CHEBI_33260 CHEBI_33259
BINARY is CHEBI_33262 Class
BINARY SubClassOf CHEBI_33262 CHEBI_24835,
BINARY SubClassOf CHEBI_33262 CHEBI_33259
BINARY is CHEBI_33284 Class
BINARY is CHEBI_33309 Class
BINARY SubClassOf CHEBI_33309 CHEBI_25585,
BINARY SubClassOf CHEBI_33309 CHEBI_33318
BINARY is CHEBI_33318 Class
BINARY SubClassOf CHEBI_33318 CHEBI_33250
BINARY is CHEBI_33465 Class
BINARY SubClassOf CHEBI_33465 CHEBI_24835,
BINARY SubClassOf CHEBI_33465 CHEBI_33259
BINARY is CHEBI_33497 Class
BINARY SubClassOf CHEBI_33497 CHEBI_23367
BINARY is CHEBI_33521 Class
BINARY SubClassOf CHEBI_33521 CHEBI_33250
BINARY is CHEBI_33559 Class
BINARY SubClassOf CHEBI_33559 CHEBI_33250
BINARY is CHEBI_33560 Class
BINARY SubClassOf CHEBI_33560 CHEBI_33318
BINARY is CHEBI_33579 Class
BINARY SubClassOf CHEBI_33579 CHEBI_23367,
BINARY SubClassOf CHEBI_33579 BFO_0000051_some_CHEBI_33318
BINARY is CHEBI_33583 Class
BINARY SubClassOf CHEBI_33583 CHEBI_33579
BINARY is CHEBI_33608 Class
BINARY is CHEBI_33674 Class
BINARY SubClassOf CHEBI_33674 CHEBI_33579
BINARY is CHEBI_33675 Class
BINARY SubClassOf CHEBI_33675 CHEBI_33579
BINARY is CHEBI_33676 Class
BINARY SubClassOf CHEBI_33676 CHEBI_33497
BINARY is CHEBI_33677 Class
BINARY SubClassOf CHEBI_33677 CHEBI_33497
BINARY is CHEBI_33679 Class
BINARY is CHEBI_33694 Class
BINARY is CHEBI_33708 Class
BINARY SubClassOf CHEBI_33708 CHEBI_33247
BINARY is CHEBI_33839 Class
BINARY SubClassOf CHEBI_33839 CHEBI_36357
BINARY is CHEBI_36338 Class
BINARY SubClassOf CHEBI_36338 CHEBI_33233,
BINARY SubClassOf CHEBI_36338 CHEBI_36340
BINARY is CHEBI_36339 Class
BINARY SubClassOf CHEBI_36339 CHEBI_36340,
BINARY SubClassOf CHEBI_36339 CHEBI_36344
BINARY is CHEBI_36340 Class
BINARY SubClassOf CHEBI_36340 CHEBI_36342
BINARY is CHEBI_36341 Class
BINARY SubClassOf CHEBI_36341 CHEBI_36342
BINARY is CHEBI_36342 Class
BINARY SubClassOf CHEBI_36342 BFO_0000040
BINARY is CHEBI_36343 Class
BINARY SubClassOf CHEBI_36343 CHEBI_36342
BINARY is CHEBI_36344 Class
BINARY SubClassOf CHEBI_36344 CHEBI_36343
BINARY is CHEBI_36345 Class
BINARY SubClassOf CHEBI_36345 CHEBI_36341,
BINARY SubClassOf CHEBI_36345 CHEBI_36344
BINARY is CHEBI_36347 Class
BINARY SubClassOf CHEBI_36347 CHEBI_36342
BINARY is CHEBI_36348 Class
BINARY SubClassOf CHEBI_36348 CHEBI_36345
BINARY is CHEBI_36356 Class
BINARY SubClassOf CHEBI_36356 CHEBI_36338
BINARY is CHEBI_36357 Class
BINARY SubClassOf CHEBI_36357 CHEBI_23367,
BINARY SubClassOf CHEBI_36357 BFO_0000051_some_CHEBI_24433
BINARY is CHEBI_36358 Class
BINARY SubClassOf CHEBI_36358 CHEBI_24870,
BINARY SubClassOf CHEBI_36358 CHEBI_36357
BINARY is CHEBI_36908 Class
BINARY is CHEBI_36914 Class
BINARY SubClassOf CHEBI_36914 CHEBI_24835,
BINARY SubClassOf CHEBI_36914 CHEBI_24870
BINARY is CHEBI_36916 Class
BINARY SubClassOf CHEBI_36916 CHEBI_24870
BINARY is CHEBI_37577 Class
BINARY SubClassOf CHEBI_37577 CHEBI_36357
BINARY is CHEBI_43176 Class
BINARY SubClassOf CHEBI_43176 CHEBI_33246
BINARY is CHEBI_46629 Class
BINARY SubClassOf CHEBI_46629 CHEBI_33246
BINARY is CHEBI_46662 Class
BINARY SubClassOf CHEBI_46662 CHEBI_59999
BINARY is CHEBI_49637 Class
BINARY SubClassOf CHEBI_49637 CHEBI_24835,
BINARY SubClassOf CHEBI_49637 CHEBI_25585,
BINARY SubClassOf CHEBI_49637 CHEBI_33559
BINARY is CHEBI_50860 Class
BINARY is CHEBI_51446 Class
BINARY SubClassOf CHEBI_51446 CHEBI_33247
BINARY is CHEBI_51447 Class
BINARY SubClassOf CHEBI_51447 CHEBI_33247
BINARY is CHEBI_52625 Class
BINARY SubClassOf CHEBI_52625 CHEBI_24835
BINARY is CHEBI_59999 Class
BINARY SubClassOf CHEBI_59999 CHEBI_24431
BINARY is CHEBI_64766 Class
BINARY SubClassOf CHEBI_64766 CHEBI_24433
BINARY is CHEBI_64767 Class
BINARY SubClassOf CHEBI_64767 CHEBI_24433
BINARY is CHEBI_64769 Class
BINARY SubClassOf CHEBI_64769 CHEBI_64766
BINARY is CHEBI_64775 Class
BINARY SubClassOf CHEBI_64775 CHEBI_64767
BINARY is CHMO_0000993 Class
BINARY SubClassOf CHMO_0000993 BFO_0000040
BINARY is CHMO_0002793 Class
BINARY SubClassOf CHMO_0002793 OBI_0000968
BINARY is CHMO_0002797 Class
BINARY SubClassOf CHMO_0002797 CHMO_0002793
BINARY is ENVO_00000000 Class
BINARY SubClassOf ENVO_00000000 ENVO_01000813
BINARY is ENVO_00000002 Class
BINARY equiv ENVO_00000002 ENVO_00000000_and_(RO_0002354_some_ENVO_01000952)
BINARY SubClassOf ENVO_00000002 ENVO_00000000,
BINARY SubClassOf ENVO_00000002 RO_0002354_some_ENVO_01000952
BINARY is ENVO_00000003 Class
BINARY SubClassOf ENVO_00000003 ENVO_0010001
BINARY is ENVO_00000010 Class
BINARY SubClassOf ENVO_00000010 ENVO_00000070,
BINARY SubClassOf ENVO_00000010 RO_0000056_some_ENVO_01001444
BINARY is ENVO_00000012 Class
BINARY SubClassOf ENVO_00000012 ENVO_00000000,
BINARY SubClassOf ENVO_00000012 RO_0002577
BINARY is ENVO_00000015 Class
BINARY is ENVO_00000016 Class
BINARY is ENVO_00000017 Class
BINARY equiv ENVO_00000017 (ENVO_00000012_and_(RO_0002220_some
BINARY equiv ENVO_00000017 (ENVO_00000063_and_(RO_0002473_some_ENVO_00002010))))_or_(ENVO_01001307_some_ENVO_00002010)
BINARY SubClassOf ENVO_00000017 ENVO_00000012
BINARY is ENVO_00000020 Class
BINARY is ENVO_00000043 Class
BINARY SubClassOf ENVO_00000043 ENVO_01001305
BINARY is ENVO_00000063 Class
BINARY is ENVO_00000070 Class
BINARY equiv ENVO_00000070 BFO_0000040_and_(RO_0002353_some_ENVO_01000996)
BINARY SubClassOf ENVO_00000070 BFO_0000040,
BINARY SubClassOf ENVO_00000070 ENVO_01000813,
BINARY SubClassOf ENVO_00000070 ENVO_01001813,
BINARY SubClassOf ENVO_00000070 BFO_0000050_some_ENVO_01000983,
BINARY SubClassOf ENVO_00000070 RO_0002353_some_ENVO_01000996
BINARY is ENVO_00000073 Class
BINARY SubClassOf ENVO_00000073 ENVO_00000070,
BINARY SubClassOf ENVO_00000073 BFO_0000051_some_ENVO_01000420
BINARY is ENVO_00000076 Class
BINARY SubClassOf ENVO_00000076 ENVO_00000070,
BINARY SubClassOf ENVO_00000076 RO_0000056_some_ENVO_01001437
BINARY is ENVO_00000097 Class
BINARY SubClassOf ENVO_00000097 ENVO_01000752
BINARY is ENVO_00000106 Class
BINARY SubClassOf ENVO_00000106 ENVO_01001305
BINARY is ENVO_00000109 Class
BINARY SubClassOf ENVO_00000109 ENVO_01001305
BINARY is ENVO_00000111 Class
BINARY is ENVO_00000114 Class
BINARY SubClassOf ENVO_00000114 ENVO_01000352
BINARY is ENVO_00000134 Class
BINARY SubClassOf ENVO_00000134 ENVO_00010483,
BINARY SubClassOf ENVO_00000134 RO_0000086_some_PATO_0001306,
BINARY SubClassOf ENVO_00000134 RO_0002473_some
BINARY SubClassOf ENVO_00000134 (ENVO_00001995_or_ENVO_00001998_or_ENVO_00002007)
BINARY is ENVO_00000176 Class
BINARY SubClassOf ENVO_00000176 ENVO_01001886
BINARY is ENVO_00000191 Class
BINARY equiv ENVO_00000191 ENVO_01000813_and_(RO_0002473_some_ENVO_01000814)
BINARY SubClassOf ENVO_00000191 ENVO_01000813,
BINARY SubClassOf ENVO_00000191 ENVO_01001784,
BINARY SubClassOf ENVO_00000191 RO_0002473_some_ENVO_01000814
BINARY is ENVO_00000284 Class
BINARY SubClassOf ENVO_00000284 ENVO_02000110
BINARY is ENVO_00000299 Class
BINARY SubClassOf ENVO_00000299 ENVO_01000352,
BINARY SubClassOf ENVO_00000299 ENVO_03000110,
BINARY SubClassOf ENVO_00000299 RO_0002473_some_ENVO_01000277
BINARY is ENVO_00000300 Class
BINARY SubClassOf ENVO_00000300 ENVO_01001305
BINARY is ENVO_00000309 Class
BINARY SubClassOf ENVO_00000309 ENVO_01001886
BINARY is ENVO_00000339 Class
BINARY SubClassOf ENVO_00000339 ENVO_01001687
BINARY is ENVO_00000340 Class
BINARY DisjointWith ENVO_00000340 ENVO_01000017
BINARY is ENVO_00000343 Class
BINARY is ENVO_00000344 Class
BINARY equiv ENVO_00000344 ENVO_00000340_and_(BFO_0000050_some_ENVO_00005800)
BINARY SubClassOf ENVO_00000344 ENVO_00000191,
BINARY SubClassOf ENVO_00000344 ENVO_00000340,
BINARY SubClassOf ENVO_00000344 BFO_0000050_some_ENVO_00005800
BINARY is ENVO_00000428 Class
BINARY equiv ENVO_00000428 ENVO_01001110_and_(RO_0000056_some_ENVO_01001827)
BINARY SubClassOf ENVO_00000428 ENVO_01000813,
BINARY SubClassOf ENVO_00000428 ENVO_01001110,
BINARY SubClassOf ENVO_00000428 BFO_0000050_some_ENVO_01000817,
BINARY SubClassOf ENVO_00000428 RO_0000056_some_ENVO_01001827
BINARY DisjointWith ENVO_00000428 ENVO_01000280
BINARY DisjointWith ENVO_00000428 ENVO_01000276
BINARY is ENVO_00000446 Class
BINARY equiv ENVO_00000446 ENVO_01001790_and_(RO_0000056_some_ENVO_01001827)
BINARY SubClassOf ENVO_00000446 ENVO_00000428,
BINARY SubClassOf ENVO_00000446 ENVO_01001790
BINARY is ENVO_00000447 Class
BINARY SubClassOf ENVO_00000447 ENVO_00002030,
BINARY SubClassOf ENVO_00000447 ENVO_01001788
BINARY is ENVO_00000469 Class
BINARY SubClassOf ENVO_00000469 ENVO_00000070
BINARY is ENVO_00000501 Class
BINARY SubClassOf ENVO_00000501 ENVO_00000191,
BINARY SubClassOf ENVO_00000501 ENVO_01001311,
BINARY SubClassOf ENVO_00000501 ENVO_01001483,
BINARY SubClassOf ENVO_00000501 BFO_0000050_some_ENVO_00000309,
BINARY SubClassOf ENVO_00000501 RO_0002220_some_ENVO_00000063
BINARY is ENVO_00001995 Class
BINARY SubClassOf ENVO_00001995 ENVO_01000814,
BINARY SubClassOf ENVO_00001995 RO_0000086_some_PATO_0000386
BINARY DisjointWith ENVO_00001995 ENVO_01000256
BINARY is ENVO_00001998 Class
BINARY SubClassOf ENVO_00001998 ENVO_00010483,
BINARY SubClassOf ENVO_00001998 ENVO_01000813,
BINARY SubClassOf ENVO_00001998 BFO_0000050_some_ENVO_01000820,
BINARY SubClassOf ENVO_00001998 BFO_0000051_some_ENVO_00002982,
BINARY SubClassOf ENVO_00001998 BFO_0000051_some_ENVO_01000016,
BINARY SubClassOf ENVO_00001998 BFO_0000051_some_ENVO_01000017,
BINARY SubClassOf ENVO_00001998 BFO_0000051_some_ENVO_01000155,
BINARY SubClassOf ENVO_00001998 BFO_0000051_some_ENVO_01000256,
BINARY SubClassOf ENVO_00001998 BFO_0000051_some
BINARY SubClassOf ENVO_00001998 (CHEBI_24431_and_(RO_0000087_some_CHEBI_33284)),
BINARY SubClassOf ENVO_00001998 RO_0000086_some_PATO_0000984,
BINARY SubClassOf ENVO_00001998 RO_0000091_some_ENVO_06105304
BINARY is ENVO_00002000 Class
BINARY SubClassOf ENVO_00002000 ENVO_01001886
BINARY is ENVO_00002005 Class
BINARY SubClassOf ENVO_00002005 ENVO_01000797,
BINARY SubClassOf ENVO_00002005 BFO_0000051_some_CHEBI_15379,
BINARY SubClassOf ENVO_00002005 BFO_0000051_some_CHEBI_16526,
BINARY SubClassOf ENVO_00002005 BFO_0000051_some_CHEBI_36908,
BINARY SubClassOf ENVO_00002005 BFO_0000051_some_ENVO_01000266,
BINARY SubClassOf ENVO_00002005 RO_0002473_some_CHEBI_17997
BINARY is ENVO_00002006 Class
BINARY SubClassOf ENVO_00002006 ENVO_01000815,
BINARY SubClassOf ENVO_00002006 RO_0002473_some_CHEBI_15377
BINARY is ENVO_00002007 Class
BINARY SubClassOf ENVO_00002007 ENVO_01000060,
BINARY SubClassOf ENVO_00002007 RO_0000086_some_PATO_0000984
BINARY is ENVO_00002008 Class
BINARY SubClassOf ENVO_00002008 ENVO_01000060,
BINARY SubClassOf ENVO_00002008 ENVO_01000814,
BINARY SubClassOf ENVO_00002008 RO_0000086_some_PATO_0001824
BINARY is ENVO_00002010 Class
BINARY SubClassOf ENVO_00002010 ENVO_00002006
BINARY is ENVO_00002016 Class
BINARY SubClassOf ENVO_00002016 ENVO_00001995
BINARY is ENVO_00002030 Class
BINARY SubClassOf ENVO_00002030 ENVO_00000428,
BINARY SubClassOf ENVO_00002030 ENVO_01001787
BINARY is ENVO_00002040 Class
BINARY SubClassOf ENVO_00002040 ENVO_01000155,
BINARY SubClassOf ENVO_00002040 ENVO_01000814
BINARY is ENVO_00002114 Class
BINARY SubClassOf ENVO_00002114 ENVO_00002007
BINARY is ENVO_00002116 Class
BINARY SubClassOf ENVO_00002116 ENVO_00003082
BINARY is ENVO_00002167 Class
BINARY equiv ENVO_00002167 ENVO_00000076_and_(RO_0002215_some
BINARY equiv ENVO_00002167 (ENVO_01000785_and_(RO_0002234_some_ENVO_02000098)))
BINARY SubClassOf ENVO_00002167 ENVO_00000076,
BINARY SubClassOf ENVO_00002167 RO_0002215_some
BINARY SubClassOf ENVO_00002167 (ENVO_01000785_and_(RO_0002234_some_ENVO_02000098))
BINARY is ENVO_00002168 Class
BINARY equiv ENVO_00002168 ENVO_00000076_and_(RO_0002215_some
BINARY equiv ENVO_00002168 (ENVO_01000785_and_(RO_0002234_some_ENVO_02000097)))
BINARY SubClassOf ENVO_00002168 ENVO_00000076,
BINARY SubClassOf ENVO_00002168 RO_0002215_some
BINARY SubClassOf ENVO_00002168 (ENVO_01000785_and_(RO_0002234_some_ENVO_02000097))
BINARY is ENVO_00002169 Class
BINARY equiv ENVO_00002169 ENVO_00000076_and_(RO_0002215_some
BINARY equiv ENVO_00002169 (ENVO_01000785_and_(RO_0002234_some_ENVO_02000091)))
BINARY SubClassOf ENVO_00002169 ENVO_00000076,
BINARY SubClassOf ENVO_00002169 RO_0002215_some
