BINARY is www.w3.org/2000/01/-schema# Datatype
BINARY SubClassOf CorticomedullaryOrgan ParenchymatousOrgan
BINARY is CranialNerve Class
BINARY SubClassOf CranialNerve NeuralTreeOrgan,
BINARY SubClassOf CranialNerve partOf_some_SetOfCranialNerves,
BINARY SubClassOf CranialNerve implements_min_0_Malfunction
BINARY is CreatineKinase Class
BINARY equiv CreatineKinase CreatineKinaseBB_or_CreatineKinaseMB_or_CreatineKinaseMM
BINARY SubClassOf CreatineKinase Kinase
BINARY is CreatineKinaseBB Class
BINARY SubClassOf CreatineKinaseBB CreatineKinase
BINARY DisjointWith CreatineKinaseBB CreatineKinaseMM
BINARY DisjointWith CreatineKinaseBB CreatineKinaseMB
BINARY is CreatineKinaseMB Class
BINARY SubClassOf CreatineKinaseMB CreatineKinase
BINARY DisjointWith CreatineKinaseMB CreatineKinaseMM
BINARY DisjointWith CreatineKinaseMB CreatineKinaseBB
BINARY is CreatineKinaseMM Class
BINARY SubClassOf CreatineKinaseMM CreatineKinase
BINARY DisjointWith CreatineKinaseMM CreatineKinaseMB
BINARY DisjointWith CreatineKinaseMM CreatineKinaseBB
BINARY is DHAPandARDHAPChemo Class
BINARY SubClassOf DHAPandARDHAPChemo Chemotherapy
BINARY is Day Class
BINARY DisjointWith Day Year
BINARY DisjointWith Day Week
BINARY DisjointWith Day Second
BINARY DisjointWith Day Month
BINARY is DeGramontChemo Class
BINARY SubClassOf DeGramontChemo Chemotherapy
BINARY is DiastolicBloodPressure Class
BINARY SubClassOf DiastolicBloodPressure BloodPressure
BINARY DisjointWith DiastolicBloodPressure SystolicBloodPressure
BINARY is DifferentiatedHemalCell Class
BINARY is DistalFreeLimbSegment Class
BINARY SubClassOf DistalFreeLimbSegment CardinalFreeLimbSegment
BINARY is DocetaxelCisplatinChemo Class
BINARY SubClassOf DocetaxelCisplatinChemo Chemotherapy
BINARY is DoxorubicinIfosfamideChemo Class
BINARY SubClassOf DoxorubicinIfosfamideChemo Chemotherapy
BINARY is E-CMFChemo Class
BINARY SubClassOf E-CMFChemo Chemotherapy
BINARY is ECChemo Class
BINARY SubClassOf ECChemo Chemotherapy
BINARY is ECFChemo Class
BINARY SubClassOf ECFChemo Chemotherapy
BINARY is ECXChemo Class
BINARY SubClassOf ECXChemo Chemotherapy
BINARY is EEXChemo Class
BINARY SubClassOf EEXChemo Chemotherapy
BINARY is ELFChemo Class
BINARY SubClassOf ELFChemo Chemotherapy
BINARY is ESHAPandR-ESHAPChemo Class
BINARY SubClassOf ESHAPandR-ESHAPChemo Chemotherapy
BINARY is EighthThroracicVertebra Class
BINARY SubClassOf EighthThroracicVertebra ThoracicVertebra
BINARY is EleventhThroracicVertebra Class
BINARY SubClassOf EleventhThroracicVertebra ThoracicVertebra
BINARY is EndOfConcentrationMeasuringProcess Class
BINARY DisjointWith EndOfConcentrationMeasuringProcess EndOfWeightMeasuringProcess
BINARY DisjointWith EndOfConcentrationMeasuringProcess EndOfFrequencyMeasuringProcess
BINARY DisjointWith EndOfConcentrationMeasuringProcess EndOfDensityMeasuringProcess
BINARY is EndOfDensityMeasuringProcess Class
BINARY SubClassOf EndOfDensityMeasuringProcess MeasuringProcessEnd
BINARY DisjointWith EndOfDensityMeasuringProcess EndOfWeightMeasuringProcess
BINARY DisjointWith EndOfDensityMeasuringProcess EndOfPressureMeasuringProcess
BINARY DisjointWith EndOfDensityMeasuringProcess EndOfFrequencyMeasuringProcess
BINARY DisjointWith EndOfDensityMeasuringProcess EndOfConcentrationMeasuringProcess
BINARY is EndOfFrequencyMeasuringProcess Class
BINARY SubClassOf EndOfFrequencyMeasuringProcess MeasuringProcessEnd
BINARY DisjointWith EndOfFrequencyMeasuringProcess EndOfWeightMeasuringProcess
BINARY DisjointWith EndOfFrequencyMeasuringProcess EndOfPressureMeasuringProcess
BINARY DisjointWith EndOfFrequencyMeasuringProcess EndOfDensityMeasuringProcess
BINARY DisjointWith EndOfFrequencyMeasuringProcess EndOfConcentrationMeasuringProcess
BINARY is EndOfPressureMeasuringProcess Class
BINARY DisjointWith EndOfPressureMeasuringProcess EndOfWeightMeasuringProcess
BINARY DisjointWith EndOfPressureMeasuringProcess EndOfFrequencyMeasuringProcess
BINARY DisjointWith EndOfPressureMeasuringProcess EndOfDensityMeasuringProcess
BINARY is EndOfWeightMeasuringProcess Class
BINARY SubClassOf EndOfWeightMeasuringProcess MeasuringProcessEnd
BINARY DisjointWith EndOfWeightMeasuringProcess EndOfPressureMeasuringProcess
BINARY DisjointWith EndOfWeightMeasuringProcess EndOfFrequencyMeasuringProcess
BINARY DisjointWith EndOfWeightMeasuringProcess EndOfDensityMeasuringProcess
BINARY DisjointWith EndOfWeightMeasuringProcess EndOfConcentrationMeasuringProcess
BINARY is Enucleation Class
BINARY SubClassOf Enucleation PartialNephrectomy
BINARY is Enzyme Class
BINARY is EtoposideCisplatinChemo Class
BINARY SubClassOf EtoposideCisplatinChemo Chemotherapy
BINARY is FECChemo Class
BINARY SubClassOf FECChemo Chemotherapy
BINARY is FacialNerve Class
BINARY SubClassOf FacialNerve CranialNerve
BINARY is FifthLumbarVertebra Class
BINARY SubClassOf FifthLumbarVertebra LumarVertebra
BINARY is FifthThroracicVertebra Class
BINARY SubClassOf FifthThroracicVertebra ThoracicVertebra
BINARY is FirstCoccygealVertebra Class
BINARY SubClassOf FirstCoccygealVertebra CoccygealVertebra
BINARY is FirstLumbarVertebra Class
BINARY SubClassOf FirstLumbarVertebra LumarVertebra
BINARY is FirstThroracicVertebra Class
BINARY SubClassOf FirstThroracicVertebra ThoracicVertebra
BINARY is Foot Class
BINARY SubClassOf Foot DistalFreeLimbSegment
BINARY is FourthCoccygealVertebra Class
BINARY SubClassOf FourthCoccygealVertebra CoccygealVertebra
BINARY is FourthLumbarVertebra Class
BINARY SubClassOf FourthLumbarVertebra LumarVertebra
BINARY is FourthThroracicVertebra Class
BINARY SubClassOf FourthThroracicVertebra ThoracicVertebra
BINARY is GemCapChemo Class
BINARY SubClassOf GemCapChemo Chemotherapy
BINARY is GemCarboChemo Class
BINARY SubClassOf GemCarboChemo Chemotherapy
BINARY is GemTaxolChemo Class
BINARY SubClassOf GemTaxolChemo Chemotherapy
BINARY is GemicitabineCisplatinChemo Class
BINARY SubClassOf GemicitabineCisplatinChemo Chemotherapy
BINARY is GeneTherapy Class
BINARY DisjointWith GeneTherapy Chemotherapy
BINARY is GeneralSurgeon Class
BINARY DisjointWith GeneralSurgeon VascularSurgeon
BINARY is Geneticist Class
BINARY SubClassOf Geneticist Biologist
BINARY is GlossopharyngealNerve Class
BINARY SubClassOf GlossopharyngealNerve CranialNerve
BINARY is GranularLeucocyte Class
BINARY SubClassOf GranularLeucocyte Leucocyte
BINARY is Haematooncologist Class
BINARY SubClassOf Haematooncologist Internist
BINARY is Hand Class
BINARY SubClassOf Hand DistalFreeLimbSegment
BINARY is HormonalTreatment Class
BINARY DisjointWith HormonalTreatment Chemotherapy
BINARY is Hour Class
BINARY DisjointWith Hour Year
BINARY DisjointWith Hour Week
BINARY DisjointWith Hour Second
BINARY DisjointWith Hour Month
BINARY is HypoglossalNerve Class
BINARY SubClassOf HypoglossalNerve CranialNerve
BINARY is ICEChemo Class
BINARY SubClassOf ICEChemo Chemotherapy
BINARY is Immunotherapy Class
BINARY DisjointWith Immunotherapy Chemotherapy
BINARY is InferiorRenalSegment Class
BINARY is InflammatoryCarcinoma Class
BINARY SubClassOf InflammatoryCarcinoma InvasiveMammaryCarcinoma
BINARY DisjointWith InflammatoryCarcinoma TubularCarcinoma
BINARY DisjointWith InflammatoryCarcinoma MedullaryCarcinoma
BINARY DisjointWith InflammatoryCarcinoma InvasiveLobularCarcinoma
BINARY DisjointWith InflammatoryCarcinoma InvasiveDuctalCarcinoma
BINARY DisjointWith InflammatoryCarcinoma ColloidCarcinoma
BINARY is Internist Class
BINARY is InvasiveDuctalCarcinoma Class
BINARY SubClassOf InvasiveDuctalCarcinoma InvasiveMammaryCarcinoma
BINARY DisjointWith InvasiveDuctalCarcinoma TubularCarcinoma
BINARY DisjointWith InvasiveDuctalCarcinoma MedullaryCarcinoma
BINARY DisjointWith InvasiveDuctalCarcinoma InvasiveLobularCarcinoma
BINARY DisjointWith InvasiveDuctalCarcinoma InflammatoryCarcinoma
BINARY DisjointWith InvasiveDuctalCarcinoma ColloidCarcinoma
BINARY is InvasiveLobularCarcinoma Class
BINARY DisjointWith InvasiveLobularCarcinoma InvasiveDuctalCarcinoma
BINARY DisjointWith InvasiveLobularCarcinoma InflammatoryCarcinoma
BINARY is InvasiveMammaryCarcinoma Class
BINARY is IrinotecanWithDeGramontChemo Class
BINARY SubClassOf IrinotecanWithDeGramontChemo Chemotherapy
BINARY is Kidney Class
BINARY SubClassOf Kidney CorticomedullaryOrgan
BINARY is Kinase Class
BINARY SubClassOf Kinase Enzyme
BINARY DisjointWith Kinase Aromatase
BINARY is Lateness Class
BINARY is LeftKidneyAnteriorInferiorRenalSegment Class
BINARY SubClassOf LeftKidneyAnteriorInferiorRenalSegment AnteriorInferiorRenalSegment
BINARY DisjointWith LeftKidneyAnteriorInferiorRenalSegment RightKidneyAnteriorInferiorRenalSegment
BINARY is LeftKidneyAnteriorSuperiorRenalSegment Class
BINARY SubClassOf LeftKidneyAnteriorSuperiorRenalSegment AnteriorSuperiorRenalSegment
BINARY DisjointWith LeftKidneyAnteriorSuperiorRenalSegment RightKidneyAnteriorSuperiorRenalSegment
BINARY is LeftKidneySuperiorSegment Class
BINARY SubClassOf LeftKidneySuperiorSegment SuperiorRenalSegment
BINARY DisjointWith LeftKidneySuperiorSegment RightKidneySuperiorSegment
BINARY is Leucocyte Class
BINARY SubClassOf Leucocyte DifferentiatedHemalCell
BINARY is Lobectomy Class
BINARY SubClassOf Lobectomy Resection
BINARY DisjointWith Lobectomy AxillaryNodeDissection
BINARY is LumarVertebra Class
BINARY SubClassOf LumarVertebra Vertebra
BINARY is Lumpectomy Class
BINARY SubClassOf Lumpectomy BreastResection
BINARY is MICChemo Class
BINARY SubClassOf MICChemo Chemotherapy
BINARY is MMChemo Class
BINARY SubClassOf MMChemo Chemotherapy
BINARY is MMMChemo Class
BINARY SubClassOf MMMChemo Chemotherapy
BINARY is MTXChemo Class
BINARY SubClassOf MTXChemo Chemotherapy
BINARY is MVPChemo Class
BINARY SubClassOf MVPChemo Chemotherapy
BINARY is Malfunction Class
BINARY is Mastectomy Class
BINARY SubClassOf Mastectomy BreastResection
BINARY DisjointWith Mastectomy ReconstructiveBreastSurgery
BINARY is MayoChemo Class
BINARY SubClassOf MayoChemo Chemotherapy
BINARY is MeasuringProcessEnd Class
BINARY is MedullaryCarcinoma Class
BINARY DisjointWith MedullaryCarcinoma InvasiveDuctalCarcinoma
BINARY DisjointWith MedullaryCarcinoma InflammatoryCarcinoma
BINARY is Minute Class
BINARY DisjointWith Minute Year
BINARY DisjointWith Minute Week
BINARY DisjointWith Minute Second
BINARY DisjointWith Minute Month
BINARY is MixedCarcinoma Class
BINARY SubClassOf MixedCarcinoma InvasiveDuctalCarcinoma
BINARY is Month Class
BINARY SubClassOf Month TemporalInterval,
BINARY is Literal hasIntegerValue_exactly_1_www.w3.org/2000/01/-schema#
BINARY DisjointWith Literal Year
BINARY DisjointWith Literal Week
BINARY DisjointWith Literal Second
BINARY DisjointWith Literal Minute
BINARY DisjointWith Literal Hour
BINARY DisjointWith Literal Day
BINARY is MotorNeuropathyProcess Class
BINARY SubClassOf MotorNeuropathyProcess NeuropathyProcess
BINARY is MuscleOfTrunk Class
BINARY SubClassOf MuscleOfTrunk MuscleOrgan
BINARY is MuscleOfVertebralColumn Class
BINARY SubClassOf MuscleOfVertebralColumn MuscleOrgan
BINARY is MuscleOrgan Class
BINARY SubClassOf MuscleOrgan NonParenchymatousOrgan
BINARY is N0 Class
BINARY DisjointWith N0 NX
BINARY DisjointWith N0 N1
BINARY is N1 Class
BINARY SubClassOf N1 NClass
BINARY DisjointWith N1 NX
BINARY DisjointWith N1 N0
BINARY is N3 Class
BINARY equiv N3 N3a_or_N3b_or_N3c
BINARY SubClassOf N3 NClass
BINARY is N3a Class
BINARY SubClassOf N3a N3
BINARY DisjointWith N3a N3c
BINARY DisjointWith N3a N3b
BINARY is N3b Class
BINARY SubClassOf N3b N3
BINARY DisjointWith N3b N3c
BINARY DisjointWith N3b N3a
BINARY is N3c Class
BINARY SubClassOf N3c N3
BINARY DisjointWith N3c N3b
BINARY DisjointWith N3c N3a
BINARY is NClass Class
BINARY is NX Class
BINARY SubClassOf NX NClass
BINARY DisjointWith NX N1
BINARY DisjointWith NX N0
BINARY is NeoadjuvantChemotherapy Class
BINARY is Neoplasm Class
BINARY is Nephrectomy Class
BINARY is NeuralTreeOrgan Class
BINARY is NeuropathyProcess Class
BINARY is Neutrophil Class
BINARY SubClassOf Neutrophil GranularLeucocyte
BINARY is NinthThroracicVertebra Class
BINARY SubClassOf NinthThroracicVertebra ThoracicVertebra
BINARY is NonParenchymatousOrgan Class
BINARY is NumberOfCycles Class
BINARY is NumberOfLatenessDays Class
BINARY is OculomotorNerve Class
BINARY SubClassOf OculomotorNerve CranialNerve
BINARY is Ontologist Class
BINARY SubClassOf Ontologist ComputerScientist
BINARY is OralMaintainanceChemo Class
BINARY SubClassOf OralMaintainanceChemo Chemotherapy
BINARY is OrganismalSurface Class
BINARY is Ovariectomy Class
BINARY is Oxaliplatin5FUChemo Class
BINARY SubClassOf Oxaliplatin5FUChemo Chemotherapy
BINARY is PCVChemo Class
BINARY SubClassOf PCVChemo Chemotherapy
BINARY is PMitCEBOChemo Class
BINARY SubClassOf PMitCEBOChemo Chemotherapy
BINARY is PaclitaxelCarboplatinChemo Class
BINARY SubClassOf PaclitaxelCarboplatinChemo Chemotherapy
BINARY is PaediatricSurgeon Class
BINARY DisjointWith PaediatricSurgeon VascularSurgeon
BINARY is ParenchymatousOrgan Class
BINARY is PartialMastectomy Class
BINARY SubClassOf PartialMastectomy Mastectomy
BINARY is PartialNephrectomy Class
BINARY SubClassOf PartialNephrectomy Nephrectomy
BINARY DisjointWith PartialNephrectomy TotalNephrectomy
BINARY is PartialTumorResection Class
BINARY SubClassOf PartialTumorResection TumorResection
BINARY is PateyMastectomy Class
BINARY SubClassOf PateyMastectomy Mastectomy
BINARY is PathologicalDiastolicBloodPressure Class
BINARY SubClassOf PathologicalDiastolicBloodPressure DiastolicBloodPressure
BINARY is PathologicalOrganismalSurface Class
BINARY DisjointWith PathologicalOrganismalSurface CanonicalOrganismalSurface
BINARY is Pathologist Class
BINARY is PemetrexedCisplatinChemo Class
BINARY SubClassOf PemetrexedCisplatinChemo Chemotherapy
BINARY is PeripheralBloodStemCellSample Class
BINARY SubClassOf PeripheralBloodStemCellSample StemCellSample
BINARY is Pharmacotherapy Class
BINARY is PosteriorRenalSegment Class
BINARY is PrimaryClinicalStudy Class
BINARY SubClassOf PrimaryClinicalStudy ClinicalStudy,
BINARY SubClassOf PrimaryClinicalStudy hasProtocol_some_PrimaryClinicalStudyProtocol
BINARY DisjointWith PrimaryClinicalStudy SecondaryClinicalStudy
BINARY is PrimaryClinicalStudyProtocol Class
BINARY SubClassOf PrimaryClinicalStudyProtocol ClinicalStudyProtocol
BINARY DisjointWith PrimaryClinicalStudyProtocol SecondaryClinicalStudyProtocol
BINARY is PrimaryTherapy Class
BINARY is R0 Class
BINARY DisjointWith R0 RX
BINARY DisjointWith R0 R2
BINARY is R1 Class
BINARY DisjointWith R1 RX
BINARY DisjointWith R1 R2
BINARY is R2 Class
BINARY SubClassOf R2 RClass
BINARY DisjointWith R2 RX
BINARY DisjointWith R2 R1
BINARY DisjointWith R2 R0
BINARY is RClass Class
BINARY is RX Class
BINARY SubClassOf RX RClass
BINARY DisjointWith RX R2
BINARY DisjointWith RX R1
BINARY DisjointWith RX R0
BINARY is Radicality Class
BINARY is ReconstructiveBreastSurgery Class
BINARY DisjointWith ReconstructiveBreastSurgery Mastectomy
BINARY is RecordingProcessStart Class
BINARY is ReferencePathologist Class
BINARY SubClassOf ReferencePathologist Pathologist
BINARY is RenalSegment Class
BINARY is Resection Class
BINARY is RightKidneyAnteriorInferiorRenalSegment Class
BINARY SubClassOf RightKidneyAnteriorInferiorRenalSegment AnteriorInferiorRenalSegment
BINARY DisjointWith RightKidneyAnteriorInferiorRenalSegment LeftKidneyAnteriorInferiorRenalSegment
BINARY is RightKidneyAnteriorSuperiorRenalSegment Class
BINARY SubClassOf RightKidneyAnteriorSuperiorRenalSegment AnteriorSuperiorRenalSegment
BINARY DisjointWith RightKidneyAnteriorSuperiorRenalSegment LeftKidneyAnteriorSuperiorRenalSegment
BINARY is RightKidneySuperiorSegment Class
BINARY SubClassOf RightKidneySuperiorSegment SuperiorRenalSegment
BINARY DisjointWith RightKidneySuperiorSegment LeftKidneySuperiorSegment
BINARY is SchirrousCarcinoma Class
BINARY SubClassOf SchirrousCarcinoma InvasiveDuctalCarcinoma
BINARY is Second Class
BINARY SubClassOf Second TemporalInterval,
BINARY is Literal hasIntegerValue_exactly_1_www.w3.org/2000/01/-schema#
BINARY DisjointWith Literal Year
BINARY DisjointWith Literal Week
BINARY DisjointWith Literal Month
BINARY DisjointWith Literal Minute
BINARY DisjointWith Literal Hour
BINARY DisjointWith Literal Day
BINARY is SecondCoccygealVertebra Class
BINARY SubClassOf SecondCoccygealVertebra CoccygealVertebra
BINARY is SecondLumbarVertebra Class
BINARY SubClassOf SecondLumbarVertebra LumarVertebra
BINARY is SecondThroracicVertebra Class
BINARY SubClassOf SecondThroracicVertebra ThoracicVertebra
BINARY is SecondaryClinicalStudy Class
BINARY DisjointWith SecondaryClinicalStudy PrimaryClinicalStudy
BINARY is SecondaryClinicalStudyProtocol Class
BINARY DisjointWith SecondaryClinicalStudyProtocol PrimaryClinicalStudyProtocol
BINARY is SegmentOfBrain Class
BINARY SubClassOf SegmentOfBrain SegmentOfNeuraxis
BINARY is SegmentOfHindbrain Class
BINARY SubClassOf SegmentOfHindbrain SegmentOfBrain
BINARY is SegmentOfNeuraxis Class
BINARY is SetOfCranialNerves Class
BINARY SubClassOf SetOfCranialNerves SetOfNeuralTreeOrgans,
BINARY SubClassOf SetOfCranialNerves hasPart_some_CranialNerve,
BINARY SubClassOf SetOfCranialNerves implements_min_0_Malfunction
BINARY is SetOfNeuralTreeOrgans Class
BINARY is SeventhThroracicVertebra Class
BINARY SubClassOf SeventhThroracicVertebra ThoracicVertebra
BINARY is SixthThroracicVertebra Class
BINARY SubClassOf SixthThroracicVertebra ThoracicVertebra
BINARY is Spleen Class
BINARY SubClassOf Spleen CorticomedullaryOrgan
BINARY is StandardPartialNephrectomy Class
BINARY SubClassOf StandardPartialNephrectomy PartialNephrectomy
BINARY is StartOfBloodPressureRecordingProcess Class
BINARY SubClassOf StartOfBloodPressureRecordingProcess StartOfPressureRecordingProcess
BINARY is StartOfDensityRecordingProcess Class
BINARY SubClassOf StartOfDensityRecordingProcess RecordingProcessStart
BINARY DisjointWith StartOfDensityRecordingProcess StartOfTemperatureRecordingProcess
BINARY DisjointWith StartOfDensityRecordingProcess StartOfPressureRecordingProcess
BINARY DisjointWith StartOfDensityRecordingProcess StartOfFrequencyRecordingProcess
BINARY is StartOfFrequencyRecordingProcess Class
BINARY SubClassOf StartOfFrequencyRecordingProcess RecordingProcessStart
BINARY DisjointWith StartOfFrequencyRecordingProcess StartOfTemperatureRecordingProcess
BINARY DisjointWith StartOfFrequencyRecordingProcess StartOfPressureRecordingProcess
BINARY DisjointWith StartOfFrequencyRecordingProcess StartOfDensityRecordingProcess
BINARY is StartOfPatientTemperatureRecordingProcess Class
BINARY SubClassOf StartOfPatientTemperatureRecordingProcess StartOfTemperatureRecordingProcess
BINARY is StartOfPressureRecordingProcess Class
BINARY SubClassOf StartOfPressureRecordingProcess RecordingProcessStart
BINARY DisjointWith StartOfPressureRecordingProcess StartOfTemperatureRecordingProcess
BINARY DisjointWith StartOfPressureRecordingProcess StartOfFrequencyRecordingProcess
BINARY DisjointWith StartOfPressureRecordingProcess StartOfDensityRecordingProcess
BINARY is StartOfRoomPressureRecordingProcess Class
BINARY SubClassOf StartOfRoomPressureRecordingProcess StartOfPressureRecordingProcess
BINARY is StartOfRoomTemperatureRecordingProcess Class
BINARY SubClassOf StartOfRoomTemperatureRecordingProcess StartOfTemperatureRecordingProcess
BINARY is StartOfSampleTemperatureRecordingProcess Class
BINARY SubClassOf StartOfSampleTemperatureRecordingProcess StartOfTemperatureRecordingProcess
BINARY is StartOfTemperatureRecordingProcess Class
BINARY SubClassOf StartOfTemperatureRecordingProcess RecordingProcessStart
BINARY DisjointWith StartOfTemperatureRecordingProcess StartOfPressureRecordingProcess
BINARY DisjointWith StartOfTemperatureRecordingProcess StartOfFrequencyRecordingProcess
BINARY DisjointWith StartOfTemperatureRecordingProcess StartOfDensityRecordingProcess
BINARY is StartOfTirePressureRecordingProcess Class
BINARY SubClassOf StartOfTirePressureRecordingProcess StartOfPressureRecordingProcess
BINARY is StemCellSample Class
BINARY is SubtotalTumorResection Class
BINARY SubClassOf SubtotalTumorResection TumorResection
BINARY is SuperiorRenalSegment Class
BINARY SubClassOf SuperiorRenalSegment RenalSegment
BINARY is SupportingTherapy Class
BINARY is SupportivePharmacotherapy Class
BINARY DisjointWith SupportivePharmacotherapy Chemotherapy
BINARY is Surgeon Class
BINARY is SystolicBloodPressure Class
BINARY SubClassOf SystolicBloodPressure BloodPressure
BINARY DisjointWith SystolicBloodPressure DiastolicBloodPressure
BINARY is T0 Class
BINARY SubClassOf T0 TClass
BINARY DisjointWith T0 TX
BINARY DisjointWith T0 T3
BINARY DisjointWith T0 T2
BINARY is T1 Class
BINARY is T1a Class
BINARY DisjointWith T1a T1mic
BINARY is T1b Class
BINARY DisjointWith T1b T1mic
BINARY is T1c Class
BINARY DisjointWith T1c T1mic
BINARY is T1mic Class
BINARY SubClassOf T1mic T1
BINARY DisjointWith T1mic T1c
BINARY DisjointWith T1mic T1b
BINARY DisjointWith T1mic T1a
BINARY is T2 Class
BINARY DisjointWith T2 T0
BINARY is T3 Class
BINARY DisjointWith T3 T0
BINARY is T4 Class
BINARY equiv T4 T4a_or_T4b_or_T4c_or_T4d
BINARY SubClassOf T4 TClass
BINARY is T4a Class
BINARY SubClassOf T4a T4
BINARY DisjointWith T4a T4d
BINARY DisjointWith T4a T4c
BINARY DisjointWith T4a T4b
BINARY is T4b Class
BINARY SubClassOf T4b T4
BINARY DisjointWith T4b T4d
BINARY DisjointWith T4b T4c
BINARY DisjointWith T4b T4a
BINARY is T4c Class
BINARY SubClassOf T4c T4
BINARY DisjointWith T4c T4d
BINARY DisjointWith T4c T4b
BINARY DisjointWith T4c T4a
BINARY is T4d Class
BINARY SubClassOf T4d T4
BINARY DisjointWith T4d T4c
BINARY DisjointWith T4d T4b
BINARY DisjointWith T4d T4a
BINARY is TACChemo Class
BINARY SubClassOf TACChemo Chemotherapy
