BINARY is boolean Datatype
BINARY InverseOf metastasisOf hasMetastasis
BINARY is neoplasticPartOf ObjectProperty
BINARY Domain neoplasticPartOf Neoplasm
BINARY Range neoplasticPartOf Organism
BINARY is regionalRecurrenceOf ObjectProperty
BINARY SubPropertyOf regionalRecurrenceOf relapseOf
BINARY is relapseOf ObjectProperty
BINARY Domain relapseOf MalignNeoplasm
BINARY Range relapseOf MalignNeoplasm
BINARY InverseOf relapseOf hasRelapse
BINARY is tumorClassOf ObjectProperty
BINARY InverseOf tumorClassOf hasTumorClass
BINARY is undergoes ObjectProperty
BINARY is locatedIn ObjectProperty
BINARY is partOf ObjectProperty
BINARY is operable DataProperty
BINARY Domain operable PathologicalFormation
BINARY Range operable boolean
BINARY is Adenoma Class
BINARY SubClassOf Adenoma BenignNeoplasm
BINARY is BenignNeoplasm Class
BINARY SubClassOf BenignNeoplasm Neoplasm,
BINARY SubClassOf BenignNeoplasm hasMalignancy_value_NoMalignancy,
BINARY is Thing hasMetastasis_exactly_0_www.w3.org/2002/07/#
BINARY DisjointWith Thing SemiMalignNeoplasm
BINARY DisjointWith Thing MalignNeoplasm
BINARY is CanonicalMaterialOrganismalIndependentContinuant Class
BINARY SubClassOf CanonicalMaterialOrganismalIndependentContinuant MaterialOrganismalIndependentContinuant
BINARY is Carcinoma Class
BINARY SubClassOf Carcinoma MalignNeoplasm
BINARY is Circumference Class
BINARY is CysticNephroma Class
BINARY SubClassOf CysticNephroma BenignNeoplasm
BINARY is Depth Class
BINARY is Diameter Class
BINARY is DysontogeneticTumor Class
BINARY SubClassOf DysontogeneticTumor MalignNeoplasm
BINARY is Dyspnea Class
BINARY DisjointWith Dyspnea Lesion
BINARY is Granuloma Class
BINARY SubClassOf Granuloma PathologicalFormation
BINARY DisjointWith Granuloma Thrombus
BINARY is HaematooncologicalTumor Class
BINARY SubClassOf HaematooncologicalTumor MalignNeoplasm
BINARY is Height Class
BINARY is Hernia Class
BINARY DisjointWith Hernia Lesion
BINARY is ImmaterialOrganismalIndependentContinuant Class
BINARY DisjointWith ImmaterialOrganismalIndependentContinuant MaterialOrganismalIndependentContinuant
BINARY is Infection Class
BINARY DisjointWith Infection Lesion
BINARY is Infiltration Class
BINARY DisjointWith Infiltration Lesion
BINARY is Intactness Class
BINARY is IntestinalLesion Class
BINARY SubClassOf IntestinalLesion Lesion
BINARY DisjointWith IntestinalLesion VascularLesion
BINARY DisjointWith IntestinalLesion SpleenLesion
BINARY DisjointWith IntestinalLesion LiverLesion
BINARY is Invagination Class
BINARY DisjointWith Invagination Lesion
BINARY is Length Class
BINARY is Lesion Class
BINARY SubClassOf Lesion PathologicalFormation
BINARY DisjointWith Lesion TumorDevelopment
BINARY DisjointWith Lesion PathologicalAdhesion
BINARY DisjointWith Lesion Obstruction
BINARY DisjointWith Lesion Necrosis
BINARY DisjointWith Lesion Metaplasia
BINARY DisjointWith Lesion Invagination
BINARY DisjointWith Lesion Infiltration
BINARY DisjointWith Lesion Infection
BINARY DisjointWith Lesion Hernia
BINARY DisjointWith Lesion Dyspnea
BINARY is LiverLesion Class
BINARY SubClassOf LiverLesion Lesion
BINARY DisjointWith LiverLesion VascularLesion
BINARY DisjointWith LiverLesion SpleenLesion
BINARY DisjointWith LiverLesion IntestinalLesion
BINARY is MalignNeoplasm Class
BINARY SubClassOf MalignNeoplasm Neoplasm,
BINARY SubClassOf MalignNeoplasm causes_some_Symptom,
BINARY SubClassOf MalignNeoplasm hasMalignancy_some_({HighMalignancy_,_IntermediateMalignancy_,_LowMalignancy}),
BINARY SubClassOf MalignNeoplasm relapseOf_only_MalignNeoplasm,
BINARY is Thing, distantRecurrenceOf_min_0_www.w3.org/2002/07/#
BINARY is Thing, hasDistantRecurrence_min_0_www.w3.org/2002/07/#
BINARY is Thing, hasLocalRecurrence_min_0_www.w3.org/2002/07/#
BINARY is Thing, hasRegionalRecurrence_min_0_www.w3.org/2002/07/#
BINARY is Thing, hasRelapse_min_0_www.w3.org/2002/07/#
BINARY is Thing, implements_min_0_SecondaryMalignTumor,
BINARY is Thing, localRecurrenceOf_min_0_www.w3.org/2002/07/#
BINARY is Thing, regionalRecurrenceOf_min_0_www.w3.org/2002/07/#
BINARY is Thing relapseOf_min_0_www.w3.org/2002/07/#
BINARY DisjointWith Thing SemiMalignNeoplasm
BINARY DisjointWith Thing BenignNeoplasm
BINARY is Malignancy Class
BINARY is MaterialOrganismalIndependentContinuant Class
BINARY SubClassOf MaterialOrganismalIndependentContinuant OrganismalIndependentContinuant,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasDepth_min_0_Depth,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasDiameter_min_0_Diameter,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasHeight_min_0_Height,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasLength_min_0_Length,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasMagnitude_min_0_Circumference,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasQuality_min_0_Volume,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasWeight_min_0_Weight,
BINARY SubClassOf MaterialOrganismalIndependentContinuant hasWidth_min_0_Width
BINARY DisjointWith MaterialOrganismalIndependentContinuant ImmaterialOrganismalIndependentContinuant
BINARY is MesoblasticNephroma Class
BINARY SubClassOf MesoblasticNephroma BenignNeoplasm
BINARY is Metaplasia Class
BINARY DisjointWith Metaplasia Lesion
BINARY is Metastasis Class
BINARY SubClassOf Metastasis MalignNeoplasm
BINARY is MixedTumor Class
BINARY SubClassOf MixedTumor MalignNeoplasm
BINARY is Necrosis Class
BINARY DisjointWith Necrosis Lesion
BINARY is Neoplasm Class
BINARY equiv Neoplasm BenignNeoplasm_or_MalignNeoplasm_or_SemiMalignNeoplasm
BINARY SubClassOf Neoplasm PathologicalFormation,
BINARY SubClassOf Neoplasm hasMalignancy_some_Malignancy,
BINARY SubClassOf Neoplasm hasMetastasis_min_0_Metastasis,
BINARY SubClassOf Neoplasm hasQuality_min_0_TumorClass,
BINARY SubClassOf Neoplasm hasQuality_min_0_TumorHomogeneity,
BINARY SubClassOf Neoplasm hasQuality_min_0_VitalityLevel,
BINARY SubClassOf Neoplasm implements_min_0_SecondaryTumor,
BINARY SubClassOf Neoplasm undergoes_min_0_TumorDevelopment,
BINARY SubClassOf Neoplasm undergoes_min_0_TumorResection,
BINARY SubClassOf Neoplasm hasQuality_exactly_1_TumorSituation
BINARY is Nephroblastomatosis Class
BINARY SubClassOf Nephroblastomatosis PathologicalFormation
BINARY is NeuroendocrineTumor Class
BINARY SubClassOf NeuroendocrineTumor MalignNeoplasm
BINARY is Obstruction Class
BINARY DisjointWith Obstruction Lesion
BINARY is Organism Class
BINARY is OrganismalIndependentContinuant Class
BINARY is PathologicalAdhesion Class
BINARY DisjointWith PathologicalAdhesion Lesion
BINARY is PathologicalFormation Class
BINARY SubClassOf PathologicalFormation MaterialOrganismalIndependentContinuant,
BINARY SubClassOf PathologicalFormation locatedIn_some_CanonicalMaterialOrganismalIndependentContinuant
BINARY is PrimaryTumor Class
BINARY SubClassOf PrimaryTumor MalignNeoplasm
BINARY is Sarcoma Class
BINARY SubClassOf Sarcoma MalignNeoplasm
BINARY is SecondaryMalignTumor Class
BINARY is SecondaryTumor Class
BINARY is SemiMalignNeoplasm Class
BINARY SubClassOf SemiMalignNeoplasm Neoplasm
BINARY DisjointWith SemiMalignNeoplasm MalignNeoplasm
BINARY DisjointWith SemiMalignNeoplasm BenignNeoplasm
BINARY is SpleenLesion Class
BINARY SubClassOf SpleenLesion Lesion
BINARY DisjointWith SpleenLesion VascularLesion
BINARY DisjointWith SpleenLesion LiverLesion
BINARY DisjointWith SpleenLesion IntestinalLesion
BINARY is SurgicalProcedure Class
BINARY is Symptom Class
BINARY is Thrombus Class
BINARY SubClassOf Thrombus PathologicalFormation
BINARY DisjointWith Thrombus Granuloma
BINARY is TumorCapsule Class
BINARY SubClassOf TumorCapsule PathologicalFormation,
BINARY SubClassOf TumorCapsule partOf_some_Neoplasm,
BINARY SubClassOf TumorCapsule hasQuality_min_0_Intactness
BINARY is TumorCell Class
BINARY SubClassOf TumorCell PathologicalFormation
BINARY is TumorClass Class
BINARY is TumorDevelopment Class
BINARY DisjointWith TumorDevelopment Lesion
BINARY is TumorHomogeneity Class
BINARY is TumorResection Class
BINARY is TumorSituation Class
BINARY is UrogenitalMalformation Class
BINARY SubClassOf UrogenitalMalformation PathologicalFormation
BINARY is VascularLesion Class
BINARY SubClassOf VascularLesion Lesion
BINARY DisjointWith VascularLesion SpleenLesion
BINARY DisjointWith VascularLesion LiverLesion
BINARY DisjointWith VascularLesion IntestinalLesion
BINARY is VitalityLevel Class
BINARY is Volume Class
BINARY is Weight Class
BINARY is Width Class
BINARY is www.w3.org/2002/07/# Class
BINARY is HighMalignancy Individual
BINARY is IntermediateMalignancy Individual
BINARY is LowMalignancy Individual
BINARY is NoMalignancy Individual
