BINARY is decimal Datatype
BINARY SubClassOf HP_0000388 SCDO_1110663_some_SCDO_1000146,
BINARY SubClassOf HP_0000388 SCDO_1110663_some_SCDO_1000149,
BINARY SubClassOf HP_0000388 SCDO_1110663_some_SCDO_1000151
BINARY is HP_0000478 Class
BINARY SubClassOf HP_0000478 HP_0000118
BINARY is HP_0000505 Class
BINARY SubClassOf HP_0000505 HP_0000478
BINARY is HP_0000707 Class
BINARY SubClassOf HP_0000707 HP_0000118
BINARY is HP_0000805 Class
BINARY SubClassOf HP_0000805 HP_0000079,
BINARY SubClassOf HP_0000805 SCDO_0000954
BINARY is HP_0000815 Class
BINARY is HP_0000818 Class
BINARY SubClassOf HP_0000818 HP_0000118
BINARY is HP_0000819 Class
BINARY SubClassOf HP_0000819 HP_0000818,
BINARY SubClassOf HP_0000819 HP_0011014,
BINARY SubClassOf HP_0000819 SCDO_0000267,
BINARY SubClassOf HP_0000819 SCDO_0000664_some_NCIT_C15900,
BINARY SubClassOf HP_0000819 SCDO_0000664_some_SCDO_0000497,
BINARY SubClassOf HP_0000819 SCDO_1110663_some_SCDO_1000150,
BINARY SubClassOf HP_0000819 SCDO_1110663_some_SCDO_1000152,
BINARY SubClassOf HP_0000819 SCDO_1110663_some_SCDO_1000154
BINARY is HP_0000820 Class
BINARY SubClassOf HP_0000820 HP_0000818
BINARY is HP_0000822 Class
BINARY is HP_0000823 Class
BINARY SubClassOf HP_0000823 HP_0000818,
BINARY SubClassOf HP_0000823 HP_0001507,
BINARY SubClassOf HP_0000823 SCDO_0000954
BINARY is HP_0000824 Class
BINARY SubClassOf HP_0000824 HP_0000818
BINARY is HP_0000828 Class
BINARY SubClassOf HP_0000828 HP_0000818
BINARY is HP_0000834 Class
BINARY SubClassOf HP_0000834 HP_0000818
BINARY is HP_0000842 Class
BINARY SubClassOf HP_0000842 HP_0000818
BINARY is HP_0000843 Class
BINARY is HP_0000855 Class
BINARY is HP_0000873 Class
BINARY SubClassOf HP_0000873 HP_0000818
BINARY is HP_0000924 Class
BINARY SubClassOf HP_0000924 HP_0000118
BINARY is HP_0000938 Class
BINARY SubClassOf HP_0000938 HP_0000924
BINARY is HP_0000939 Class
BINARY SubClassOf HP_0000939 HP_0000924
BINARY is HP_0000951 Class
BINARY SubClassOf HP_0000951 HP_0001574
BINARY is HP_0000952 Class
BINARY SubClassOf HP_0000952 SCDO_0000954
BINARY is HP_0000961 Class
BINARY is HP_0000962 Class
BINARY is HP_0000967 Class
BINARY is HP_0000969 Class
BINARY SubClassOf HP_0000969 SCDO_0002674
BINARY is HP_0000980 Class
BINARY is HP_0000999 Class
BINARY SubClassOf HP_0000999 HP_0002715
BINARY is HP_0001061 Class
BINARY is HP_0001081 Class
BINARY SubClassOf HP_0001081 HP_0025031
BINARY is HP_0001197 Class
BINARY SubClassOf HP_0001197 HP_0000118
BINARY is HP_0001260 Class
BINARY is HP_0001269 Class
BINARY is HP_0001271 Class
BINARY is HP_0001287 Class
BINARY SubClassOf HP_0001287 HP_0002715,
BINARY SubClassOf HP_0001287 IDO_0000586,
BINARY SubClassOf HP_0001287 SCDO_0000663_some_NCIT_C16809,
BINARY SubClassOf HP_0001287 SCDO_0000664_some_NCIT_C258,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000145,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000146,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000147,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000148,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000149,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000150,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000151,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000152,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000153,
BINARY SubClassOf HP_0001287 SCDO_1110663_some_SCDO_1000154
BINARY is HP_0001298 Class
BINARY is HP_0001342 Class
BINARY is HP_0001369 Class
BINARY SubClassOf HP_0001369 HP_0000924
BINARY is HP_0001370 Class
BINARY SubClassOf HP_0001370 HP_0002715
BINARY is HP_0001371 Class
BINARY SubClassOf HP_0001371 HP_0000924
BINARY is HP_0001382 Class
BINARY SubClassOf HP_0001382 HP_0000924
BINARY is HP_0001392 Class
BINARY SubClassOf HP_0001392 HP_0025031
BINARY is HP_0001394 Class
BINARY is HP_0001406 Class
BINARY is HP_0001507 Class
BINARY SubClassOf HP_0001507 HP_0000118
BINARY is HP_0001508 Class
BINARY SubClassOf HP_0001508 HP_0001507
BINARY is HP_0001511 Class
BINARY SubClassOf HP_0001511 HP_0001197,
BINARY SubClassOf HP_0001511 HP_0001507
BINARY is HP_0001513 Class
BINARY SubClassOf HP_0001513 HP_0001507
BINARY is HP_0001574 Class
BINARY SubClassOf HP_0001574 HP_0000118
BINARY is HP_0001622 Class
BINARY SubClassOf HP_0001622 HP_0001197
BINARY is HP_0001626 Class
BINARY SubClassOf HP_0001626 HP_0000118
BINARY is HP_0001635 Class
BINARY is HP_0001658 Class
BINARY is HP_0001743 Class
BINARY SubClassOf HP_0001743 HP_0002715,
BINARY SubClassOf HP_0001743 HP_0025031
BINARY is HP_0001744 Class
BINARY is HP_0001787 Class
BINARY SubClassOf HP_0001787 HP_0001197
BINARY is HP_0001789 Class
BINARY SubClassOf HP_0001789 HP_0001197
BINARY is HP_0001871 Class
BINARY SubClassOf HP_0001871 SCDO_1000820
BINARY is HP_0001873 Class
BINARY is HP_0001875 Class
BINARY is HP_0001878 Class
BINARY is HP_0001889 Class
BINARY is HP_0001896 Class
BINARY is HP_0001903 Class
BINARY is HP_0001909 Class
BINARY SubClassOf HP_0001909 OBI_1110053
BINARY is HP_0001919 Class
BINARY is HP_0001920 Class
BINARY is HP_0001953 Class
BINARY SubClassOf HP_0001953 HP_0000819
BINARY is HP_0001970 Class
BINARY is HP_0001974 Class
BINARY is HP_0001999 Class
BINARY SubClassOf HP_0001999 HP_0000271
BINARY is HP_0002007 Class
BINARY SubClassOf HP_0002007 HP_0000924
BINARY is HP_0002014 Class
BINARY SubClassOf HP_0002014 HP_0025031
BINARY is HP_0002019 Class
BINARY SubClassOf HP_0002019 HP_0025031
BINARY is HP_0002076 Class
BINARY is HP_0002086 Class
BINARY SubClassOf HP_0002086 HP_0000118
BINARY is HP_0002090 Class
BINARY SubClassOf HP_0002090 HP_0002086,
BINARY SubClassOf HP_0002090 HP_0002715
BINARY is HP_0002098 Class
BINARY SubClassOf HP_0002098 HP_0002086
BINARY is HP_0002138 Class
BINARY is HP_0002157 Class
BINARY is HP_0002164 Class
BINARY SubClassOf HP_0002164 HP_0001574
BINARY is HP_0002170 Class
BINARY is HP_0002204 Class
BINARY is HP_0002240 Class
BINARY is HP_0002341 Class
BINARY is HP_0002597 Class
BINARY SubClassOf HP_0002597 HP_0001626
BINARY is HP_0002650 Class
BINARY SubClassOf HP_0002650 HP_0000924
BINARY is HP_0002653 Class
BINARY is HP_0002659 Class
BINARY SubClassOf HP_0002659 HP_0000924
BINARY is HP_0002665 Class
BINARY SubClassOf HP_0002665 OBI_1110053
BINARY is HP_0002715 Class
BINARY SubClassOf HP_0002715 HP_0000118
BINARY is HP_0002725 Class
BINARY SubClassOf HP_0002725 SCDO_0000267,
BINARY SubClassOf HP_0002725 SCDO_0000663_some_CMO_0000364,
BINARY SubClassOf HP_0002725 SCDO_0000663_some_NCIT_C17241,
BINARY SubClassOf HP_0002725 SCDO_0000663_some_SCDO_0000217,
BINARY SubClassOf HP_0002725 SCDO_0000664_some_SCDO_0000057,
BINARY SubClassOf HP_0002725 SCDO_0000664_some_SCDO_0000709
BINARY is HP_0002808 Class
BINARY SubClassOf HP_0002808 HP_0000924
BINARY is HP_0002829 Class
BINARY is HP_0002870 Class
BINARY is HP_0002913 Class
BINARY SubClassOf HP_0002913 HP_0000079
BINARY is HP_0002955 Class
BINARY SubClassOf HP_0002955 IDO_0000586,
BINARY SubClassOf HP_0002955 SCDO_0000664_some_SCDO_1000020
BINARY is HP_0003110 Class
BINARY SubClassOf HP_0003110 HP_0000079,
BINARY SubClassOf HP_0003110 SCDO_0002674
BINARY is HP_0003158 Class
BINARY is HP_0003198 Class
BINARY SubClassOf HP_0003198 SCDO_1000268
BINARY is HP_0003265 Class
BINARY is HP_0003302 Class
BINARY SubClassOf HP_0003302 HP_0000924
BINARY is HP_0003394 Class
BINARY SubClassOf HP_0003394 SCDO_1000268
BINARY is HP_0003418 Class
BINARY is HP_0003457 Class
BINARY SubClassOf HP_0003457 SCDO_1000268
BINARY is HP_0003611 Class
BINARY is HP_0003641 Class
BINARY is HP_0004586 Class
BINARY SubClassOf HP_0004586 HP_0000924
BINARY is HP_0004727 Class
BINARY is HP_0004756 Class
BINARY is HP_0004870 Class
BINARY is HP_0005560 Class
BINARY SubClassOf HP_0005560 SCDO_1000060
BINARY is HP_0006689 Class
BINARY SubClassOf HP_0006689 NCIT_C2890
BINARY is HP_0007340 Class
BINARY SubClassOf HP_0007340 HP_0025142,
BINARY SubClassOf HP_0007340 SCDO_1000268
BINARY is HP_0007902 Class
BINARY SubClassOf HP_0007902 HP_0000478
BINARY is HP_0008404 Class
BINARY SubClassOf HP_0008404 HP_0001574
BINARY is HP_0008682 Class
BINARY SubClassOf HP_0008682 SCDO_1000000
BINARY is HP_0009045 Class
BINARY SubClassOf HP_0009045 SCDO_1000260
BINARY is HP_0009830 Class
BINARY is HP_0010628 Class
BINARY SubClassOf HP_0010628 HP_0000271
BINARY is HP_0010885 Class
BINARY SubClassOf HP_0010885 HP_0000924,
BINARY SubClassOf HP_0010885 SCDO_0000954
BINARY is HP_0011001 Class
BINARY SubClassOf HP_0011001 HP_0000924
BINARY is HP_0011007 Class
BINARY SubClassOf HP_0011007 NCIT_C43646
BINARY is HP_0011014 Class
BINARY SubClassOf HP_0011014 SCDO_0002674
BINARY is HP_0011025 Class
BINARY SubClassOf HP_0011025 HP_0001626
BINARY is HP_0011106 Class
BINARY is HP_0011856 Class
BINARY SubClassOf HP_0011856 SCDO_0000954
BINARY is HP_0011868 Class
BINARY is HP_0011886 Class
BINARY SubClassOf HP_0011886 HP_0000478
BINARY is HP_0011904 Class
BINARY is HP_0011950 Class
BINARY SubClassOf HP_0011950 HP_0002086
BINARY is HP_0011991 Class
BINARY SubClassOf HP_0011991 HP_0002715
BINARY is HP_0012203 Class
BINARY SubClassOf HP_0012203 NCIT_C3245
BINARY is HP_0012243 Class
BINARY SubClassOf HP_0012243 HP_0000078
BINARY is HP_0012282 Class
BINARY is HP_0012330 Class
BINARY is HP_0012379 Class
BINARY SubClassOf HP_0012379 SCDO_0002674
BINARY is HP_0012532 Class
BINARY SubClassOf HP_0012532 SCDO_0001334
BINARY is HP_0012574 Class
BINARY is HP_0012638 Class
BINARY SubClassOf HP_0012638 HP_0000707
BINARY is HP_0012639 Class
BINARY SubClassOf HP_0012639 HP_0000707
BINARY is HP_0012735 Class
BINARY SubClassOf HP_0012735 HP_0002086
BINARY is HP_0025031 Class
BINARY SubClassOf HP_0025031 HP_0000118
BINARY is HP_0025142 Class
BINARY SubClassOf HP_0025142 HP_0000118
BINARY is HP_0025636 Class
BINARY SubClassOf HP_0025636 HP_0000078
BINARY is HP_0030049 Class
BINARY SubClassOf HP_0030049 HP_0002715
BINARY is HP_0030127 Class
BINARY is HP_0030243 Class
BINARY is HP_0030680 Class
BINARY SubClassOf HP_0030680 HP_0001626
BINARY is HP_0032224 Class
BINARY SubClassOf HP_0032224 SCDO_0009884
BINARY is HP_0100601 Class
BINARY is HP_0100602 Class
BINARY SubClassOf HP_0100602 NCIT_C34941,
BINARY SubClassOf HP_0100602 SCDO_0000267,
BINARY SubClassOf HP_0100602 SCDO_1000371,
BINARY SubClassOf HP_0100602 SCDO_1110663_some_SCDO_1000146,
BINARY SubClassOf HP_0100602 SCDO_1110663_some_SCDO_1000152
BINARY is HP_0100614 Class
BINARY SubClassOf HP_0100614 HP_0002715,
BINARY SubClassOf HP_0100614 SCDO_1000268
BINARY is HP_0100749 Class
BINARY is HP_0100774 Class
BINARY SubClassOf HP_0100774 HP_0000924
BINARY is HP_0100806 Class
BINARY SubClassOf HP_0100806 HP_0002715,
BINARY SubClassOf HP_0100806 IDO_0000586,
BINARY SubClassOf HP_0100806 SCDO_0000663_some_SCDO_0000139,
BINARY SubClassOf HP_0100806 SCDO_0000664_some_IDO_0000560,
BINARY SubClassOf HP_0100806 SCDO_0000664_some_NCIT_C258,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000144,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000145,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000146,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000148,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000149,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000150,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000151,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000153,
BINARY SubClassOf HP_0100806 SCDO_1110663_some_SCDO_1000154
BINARY is HP_0200042 Class
BINARY SubClassOf HP_0200042 SCDO_0000954
BINARY is HP_0500015 Class
BINARY SubClassOf HP_0500015 HP_0001626
BINARY is HsapDv_0000000 Class
BINARY SubClassOf HsapDv_0000000 NCIT_C43646
BINARY is ICO_0000036 Class
BINARY SubClassOf ICO_0000036 SCDO_1000522
BINARY is ICO_0000157 Class
BINARY SubClassOf ICO_0000157 SCDO_0003712,
BINARY SubClassOf ICO_0000157 SCDO_0007087
BINARY is ICO_0000179 Class
BINARY SubClassOf ICO_0000179 SCDO_0007087
BINARY is ICO_0000228 Class
BINARY SubClassOf ICO_0000228 SCDO_0006339
BINARY is ICO_0000255 Class
BINARY SubClassOf ICO_0000255 SCDO_1000422
BINARY is ICO_0000293 Class
BINARY SubClassOf ICO_0000293 SCDO_1000406
BINARY is ICO_0000305 Class
BINARY SubClassOf ICO_0000305 SCDO_1000422
BINARY is IDOMAL_0000122 Class
BINARY is IDOMAL_50000026 Class
BINARY SubClassOf IDOMAL_50000026 SCDO_0001369,
BINARY SubClassOf IDOMAL_50000026 SCDO_1000015_some_NCIT_C26548
BINARY is IDO_0000515 Class
BINARY SubClassOf IDO_0000515 SCDO_0000122
BINARY is IDO_0000560 Class
BINARY SubClassOf IDO_0000560 CHEBI_23888,
BINARY SubClassOf IDO_0000560 SCDO_0001133,
BINARY SubClassOf IDO_0000560 SCDO_1000018_some_HP_0000388,
BINARY SubClassOf IDO_0000560 SCDO_1000018_some_HP_0006689,
BINARY SubClassOf IDO_0000560 SCDO_1000018_some_HP_0008404,
BINARY SubClassOf IDO_0000560 SCDO_1000018_some_HP_0012203,
BINARY SubClassOf IDO_0000560 SCDO_1000018_some_HP_0030049,
BINARY SubClassOf IDO_0000560 SCDO_1000018_some_HP_0100806
BINARY is IDO_0000586 Class
BINARY SubClassOf IDO_0000586 DOID_4,
BINARY SubClassOf IDO_0000586 SCDO_1110663_some_SCDO_1000144,
BINARY SubClassOf IDO_0000586 SCDO_1110663_some_SCDO_1000145,
