BINARY is FOBI_00422 ObjectProperty
BINARY SubClassOf fobi.#FOBI FOBI_040081
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040058
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040028
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040081
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040081
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040028
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040028
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040037
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040080
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040037
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040088
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040076
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040060
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040060
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040037
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040102
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040102
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040037
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is 050222, fobi.#FOBI
BINARY is 050222, FOBI_00422_some_FOODON_00003024,
BINARY is 050222, FOBI_00422_some_FOODON_03310193,
BINARY is 050222, FOBI_00422_some_FOODON_03310357,
BINARY is 050222, FOBI_00422_some_FOODON_03310387
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040081
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040037
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040088
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040088
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040081
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040088
BINARY is fobi.#FOBI Class
BINARY SubClassOf fobi.#FOBI FOBI_040017
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is fobi.#FOBI Class
BINARY is CHEBI_1427 Class
BINARY SubClassOf CHEBI_1427 FOBI_040023,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_00001261,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_03301826,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf CHEBI_1427 FOBI_00422_some_FOODON_03310272
BINARY is CHEBI_15727 Class
BINARY SubClassOf CHEBI_15727 FOBI_040073
BINARY is CHEBI_15864 Class
BINARY SubClassOf CHEBI_15864 FOBI_040088
BINARY is CHEBI_15964 Class
BINARY SubClassOf CHEBI_15964 FOBI_040083
BINARY is CHEBI_16828 Class
BINARY SubClassOf CHEBI_16828 FOBI_040078
BINARY is CHEBI_17385 Class
BINARY SubClassOf CHEBI_17385 FOBI_040023,
BINARY SubClassOf CHEBI_17385 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf CHEBI_17385 FOBI_00422_some_FOODON_00001006,
BINARY SubClassOf CHEBI_17385 FOBI_00422_some_FOODON_00001256,
BINARY SubClassOf CHEBI_17385 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf CHEBI_17385 FOBI_00422_some_FOODON_00001274,
BINARY SubClassOf CHEBI_17385 FOBI_00422_some_FOODON_03301415,
BINARY SubClassOf CHEBI_17385 FOBI_00422_some_FOODON_03306632
BINARY is CHEBI_17445 Class
BINARY SubClassOf CHEBI_17445 FOBI_040080
BINARY is CHEBI_18048 Class
BINARY SubClassOf CHEBI_18048 FOBI_040072
BINARY is CHEBI_18101 Class
BINARY SubClassOf CHEBI_18101 FOBI_040096
BINARY is CHEBI_18112 Class
BINARY SubClassOf CHEBI_18112 FOBI_040070
BINARY is CHEBI_18123 Class
BINARY SubClassOf CHEBI_18123 FOBI_040010,
BINARY SubClassOf CHEBI_18123 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf CHEBI_18123 FOBI_00422_some_FOODON_00001264
BINARY is CHEBI_18323 Class
BINARY SubClassOf CHEBI_18323 FOBI_040073
BINARY is CHEBI_18346 Class
BINARY SubClassOf CHEBI_18346 FOBI_040081
BINARY is CHEBI_18388 Class
BINARY SubClassOf CHEBI_18388 FOBI_040088
BINARY is CHEBI_1904 Class
BINARY SubClassOf CHEBI_1904 FOBI_040058
BINARY is CHEBI_1905 Class
BINARY SubClassOf CHEBI_1905 FOBI_040017,
BINARY SubClassOf CHEBI_1905 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf CHEBI_1905 FOBI_00422_some_FOODON_00001261
BINARY is CHEBI_25998 Class
BINARY SubClassOf CHEBI_25998 FOBI_040023,
BINARY SubClassOf CHEBI_25998 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf CHEBI_25998 FOBI_00422_some_FOODON_00001006,
BINARY SubClassOf CHEBI_25998 FOBI_00422_some_FOODON_00001256,
BINARY SubClassOf CHEBI_25998 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf CHEBI_25998 FOBI_00422_some_FOODON_00001274,
BINARY SubClassOf CHEBI_25998 FOBI_00422_some_FOODON_03301415,
BINARY SubClassOf CHEBI_25998 FOBI_00422_some_FOODON_03306632
BINARY is CHEBI_27432 Class
BINARY SubClassOf CHEBI_27432 FOBI_040077
BINARY is CHEBI_27881 Class
BINARY SubClassOf CHEBI_27881 FOBI_040028,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03301240,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03301283,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03301299,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03301619,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03301705,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03301722,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03303222,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03306867,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03307240,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03310272,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03310273,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03310351,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03310641,
BINARY SubClassOf CHEBI_27881 FOBI_00422_some_FOODON_03311604
BINARY is CHEBI_28591 Class
BINARY SubClassOf CHEBI_28591 FOBI_040081
BINARY is CHEBI_30769 Class
BINARY SubClassOf CHEBI_30769 FOBI_040094
BINARY is CHEBI_32111 Class
BINARY SubClassOf CHEBI_32111 FOBI_040031,
BINARY SubClassOf CHEBI_32111 FOBI_00422_some_FOODON_03310547
BINARY is CHEBI_32798 Class
BINARY SubClassOf CHEBI_32798 FOBI_040077
BINARY is CHEBI_32980 Class
BINARY SubClassOf CHEBI_32980 FOBI_040023,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_00001261,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_03301826,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf CHEBI_32980 FOBI_00422_some_FOODON_03310272
BINARY is CHEBI_36002 Class
BINARY SubClassOf CHEBI_36002 FOBI_040028,
BINARY SubClassOf CHEBI_36002 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf CHEBI_36002 FOBI_00422_some_FOODON_03310272
BINARY is CHEBI_43355 Class
BINARY SubClassOf CHEBI_43355 FOBI_040057
BINARY is CHEBI_4582 Class
BINARY SubClassOf CHEBI_4582 FOBI_040028,
BINARY SubClassOf CHEBI_4582 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf CHEBI_4582 FOBI_00422_some_FOODON_03310272
BINARY is CHEBI_48400 Class
BINARY SubClassOf CHEBI_48400 FOBI_040023,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_00001261,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_03301826,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf CHEBI_48400 FOBI_00422_some_FOODON_03310272
BINARY is CHEBI_545959 Class
BINARY SubClassOf CHEBI_545959 FOBI_040081
BINARY is CHEBI_63558 Class
BINARY SubClassOf CHEBI_63558 FOBI_040072
BINARY is CHEBI_63559 Class
BINARY SubClassOf CHEBI_63559 FOBI_040072
BINARY is CHEBI_6650 Class
BINARY SubClassOf CHEBI_6650 FOBI_040063
BINARY is CHEBI_66682 Class
BINARY SubClassOf CHEBI_66682 FOBI_040095
BINARY is CHEBI_75632 Class
BINARY SubClassOf CHEBI_75632 FOBI_040110
BINARY is CHEBI_81556 Class
BINARY SubClassOf CHEBI_81556 FOBI_040079
BINARY is CHEBI_8198 Class
BINARY SubClassOf CHEBI_8198 FOBI_040071
BINARY is CHEBI_84038 Class
BINARY SubClassOf CHEBI_84038 FOBI_040028,
BINARY SubClassOf CHEBI_84038 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf CHEBI_84038 FOBI_00422_some_FOODON_03310272
BINARY is CHEBI_84039 Class
BINARY SubClassOf CHEBI_84039 FOBI_040071
BINARY is CHEBI_84040 Class
BINARY SubClassOf CHEBI_84040 FOBI_040028,
BINARY SubClassOf CHEBI_84040 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf CHEBI_84040 FOBI_00422_some_FOODON_03310272
BINARY is CHEBI_90 Class
BINARY is FOBI_0001 Class
BINARY is FOBI_0125 Class
BINARY is FOBI_0145 Class
BINARY is FOBI_01501 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is FOBI_030331 Class
BINARY SubClassOf FOBI_030331 FOBI_040076
BINARY is FOBI_030350 Class
BINARY SubClassOf FOBI_030350 FOBI_040076
BINARY is FOBI_030353 Class
BINARY SubClassOf FOBI_030353 FOBI_040076
BINARY is FOBI_030366 Class
BINARY SubClassOf FOBI_030366 FOBI_040076
BINARY is FOBI_030391 Class
BINARY SubClassOf FOBI_030391 FOBI_040097
BINARY is FOBI_030419 Class
BINARY SubClassOf FOBI_030419 FOBI_040023,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_00001261,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_03301826,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030419 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030425 Class
BINARY SubClassOf FOBI_030425 FOBI_040023,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_00001261,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_03301826,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030425 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030426 Class
BINARY SubClassOf FOBI_030426 FOBI_040023,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_00001261,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_03301826,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030426 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030431 Class
BINARY SubClassOf FOBI_030431 FOBI_040023,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOBI_0145,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_00001139,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_00001151,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_00001261,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_00001264,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_03301826,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030431 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030437 Class
BINARY SubClassOf FOBI_030437 FOBI_040081
BINARY is FOBI_030438 Class
BINARY SubClassOf FOBI_030438 FOBI_040081
BINARY is FOBI_030492 Class
BINARY SubClassOf FOBI_030492 FOBI_040090
BINARY is FOBI_030493 Class
BINARY SubClassOf FOBI_030493 FOBI_040021,
BINARY SubClassOf FOBI_030493 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf FOBI_030493 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf FOBI_030493 FOBI_00422_some_FOODON_00002473,
BINARY SubClassOf FOBI_030493 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030493 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030493 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030494 Class
BINARY SubClassOf FOBI_030494 FOBI_040021,
BINARY SubClassOf FOBI_030494 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf FOBI_030494 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf FOBI_030494 FOBI_00422_some_FOODON_00002473,
BINARY SubClassOf FOBI_030494 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030494 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030494 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030501 Class
BINARY SubClassOf FOBI_030501 FOBI_040043,
BINARY SubClassOf FOBI_030501 FOBI_00422_some_FOODON_00001138,
BINARY SubClassOf FOBI_030501 FOBI_00422_some_FOODON_00001215,
BINARY SubClassOf FOBI_030501 FOBI_00422_some_FOODON_00002473,
BINARY SubClassOf FOBI_030501 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030501 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030501 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030511 Class
BINARY SubClassOf FOBI_030511 FOBI_040081
BINARY is FOBI_030526 Class
BINARY SubClassOf FOBI_030526 FOBI_040058
BINARY is FOBI_030527 Class
BINARY SubClassOf FOBI_030527 FOBI_040017,
BINARY SubClassOf FOBI_030527 FOBI_00422_some_FOODON_00001057,
BINARY SubClassOf FOBI_030527 FOBI_00422_some_FOODON_00001261
BINARY is FOBI_030531 Class
BINARY SubClassOf FOBI_030531 FOBI_040060
BINARY is FOBI_030532 Class
BINARY SubClassOf FOBI_030532 FOBI_040060
BINARY is FOBI_030533 Class
BINARY SubClassOf FOBI_030533 FOBI_040060
BINARY is FOBI_030534 Class
BINARY SubClassOf FOBI_030534 FOBI_040060
BINARY is FOBI_030535 Class
BINARY SubClassOf FOBI_030535 FOBI_040060
BINARY is FOBI_030538 Class
BINARY SubClassOf FOBI_030538 FOBI_040060
BINARY is FOBI_030539 Class
BINARY SubClassOf FOBI_030539 FOBI_040060
BINARY is FOBI_030540 Class
BINARY SubClassOf FOBI_030540 FOBI_040060
BINARY is FOBI_030541 Class
BINARY SubClassOf FOBI_030541 FOBI_040060
BINARY is FOBI_030542 Class
BINARY SubClassOf FOBI_030542 FOBI_040060
BINARY is FOBI_030545 Class
BINARY SubClassOf FOBI_030545 FOBI_040060
BINARY is FOBI_030548 Class
BINARY SubClassOf FOBI_030548 FOBI_040060
BINARY is FOBI_030567 Class
BINARY SubClassOf FOBI_030567 FOBI_040088
BINARY is FOBI_030570 Class
BINARY SubClassOf FOBI_030570 FOBI_040017,
BINARY SubClassOf FOBI_030570 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030570 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030570 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030573 Class
BINARY SubClassOf FOBI_030573 FOBI_040017,
BINARY SubClassOf FOBI_030573 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030573 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030573 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030575 Class
BINARY SubClassOf FOBI_030575 FOBI_040017,
BINARY SubClassOf FOBI_030575 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030575 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030575 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030576 Class
BINARY SubClassOf FOBI_030576 FOBI_040017,
BINARY SubClassOf FOBI_030576 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030576 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030576 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030578 Class
BINARY SubClassOf FOBI_030578 FOBI_040017,
BINARY SubClassOf FOBI_030578 FOBI_00422_some_FOODON_03306632,
BINARY SubClassOf FOBI_030578 FOBI_00422_some_FOODON_03306893,
BINARY SubClassOf FOBI_030578 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030587 Class
BINARY SubClassOf FOBI_030587 FOBI_040081
BINARY is FOBI_030592 Class
BINARY SubClassOf FOBI_030592 FOBI_040071
BINARY is FOBI_030593 Class
BINARY SubClassOf FOBI_030593 FOBI_040071
BINARY is FOBI_030594 Class
BINARY SubClassOf FOBI_030594 FOBI_040071
BINARY is FOBI_030595 Class
BINARY SubClassOf FOBI_030595 FOBI_040071
BINARY is FOBI_030597 Class
BINARY SubClassOf FOBI_030597 FOBI_040028,
BINARY SubClassOf FOBI_030597 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf FOBI_030597 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030598 Class
BINARY SubClassOf FOBI_030598 FOBI_040028,
BINARY SubClassOf FOBI_030598 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf FOBI_030598 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030599 Class
BINARY SubClassOf FOBI_030599 FOBI_040028,
BINARY SubClassOf FOBI_030599 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf FOBI_030599 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030602 Class
BINARY SubClassOf FOBI_030602 FOBI_040071
BINARY is FOBI_030604 Class
BINARY SubClassOf FOBI_030604 FOBI_040028,
BINARY SubClassOf FOBI_030604 FOBI_00422_some_FOODON_03301123,
BINARY SubClassOf FOBI_030604 FOBI_00422_some_FOODON_03310272
BINARY is FOBI_030606 Class
BINARY SubClassOf FOBI_030606 FOBI_040071
BINARY is FOBI_030607 Class
BINARY SubClassOf FOBI_030607 FOBI_040071
BINARY is FOBI_030608 Class
BINARY SubClassOf FOBI_030608 FOBI_040071
BINARY is FOBI_030609 Class
BINARY SubClassOf FOBI_030609 FOBI_040071
BINARY is FOBI_030617 Class
BINARY SubClassOf FOBI_030617 FOBI_040079
BINARY is FOBI_030622 Class
BINARY SubClassOf FOBI_030622 FOBI_040026,
BINARY SubClassOf FOBI_030622 FOBI_00422_some_FOODON_00001006
BINARY is FOBI_030624 Class
BINARY SubClassOf FOBI_030624 FOBI_040016,
BINARY SubClassOf FOBI_030624 FOBI_00422_some_FOODON_03310547
BINARY is FOBI_030639 Class
BINARY SubClassOf FOBI_030639 FOBI_040039,
BINARY SubClassOf FOBI_030639 FOBI_00422_some_FOODON_00001169
BINARY is FOBI_030644 Class
BINARY SubClassOf FOBI_030644 FOBI_040039,
BINARY SubClassOf FOBI_030644 FOBI_00422_some_FOODON_00001169
BINARY is FOBI_030681 Class
BINARY SubClassOf FOBI_030681 FOBI_040040,
