BINARY is double Datatype
BINARY is CHEBI_101853 Class
BINARY is CHEBI_102524 Class
BINARY is CHEBI_10607 Class
BINARY is CHEBI_10650 Class
BINARY is CHEBI_107736 Class
BINARY is CHEBI_114786 Class
BINARY is CHEBI_116735 Class
BINARY is CHEBI_119486 Class
BINARY is CHEBI_119915 Class
BINARY is CHEBI_12777 Class
BINARY is CHEBI_132106 Class
BINARY is CHEBI_133326 Class
BINARY is CHEBI_133354 Class
BINARY is CHEBI_134760 Class
BINARY is CHEBI_134765 Class
BINARY is CHEBI_134779 Class
BINARY is CHEBI_134788 Class
BINARY is CHEBI_134813 Class
BINARY is CHEBI_134841 Class
BINARY is CHEBI_134898 Class
BINARY is CHEBI_134929 Class
BINARY is CHEBI_134966 Class
BINARY is CHEBI_135047 Class
BINARY is CHEBI_135062 Class
BINARY is CHEBI_135082 Class
BINARY is CHEBI_135182 Class
BINARY is CHEBI_135205 Class
BINARY is CHEBI_135209 Class
BINARY is CHEBI_135222 Class
BINARY is CHEBI_135231 Class
BINARY is CHEBI_135244 Class
BINARY is CHEBI_135276 Class
BINARY is CHEBI_135292 Class
BINARY is CHEBI_135339 Class
BINARY is CHEBI_135361 Class
BINARY is CHEBI_135443 Class
BINARY is CHEBI_135479 Class
BINARY is CHEBI_135492 Class
BINARY is CHEBI_135499 Class
BINARY is CHEBI_135525 Class
BINARY is CHEBI_135533 Class
BINARY is CHEBI_135538 Class
BINARY is CHEBI_135573 Class
BINARY is CHEBI_135574 Class
BINARY is CHEBI_135576 Class
BINARY is CHEBI_135590 Class
BINARY is CHEBI_135627 Class
BINARY is CHEBI_135652 Class
BINARY is CHEBI_135720 Class
BINARY is CHEBI_135737 Class
BINARY is CHEBI_135816 Class
BINARY is CHEBI_135832 Class
BINARY is CHEBI_135925 Class
BINARY is CHEBI_135935 Class
BINARY is CHEBI_136012 Class
BINARY is CHEBI_136014 Class
BINARY is CHEBI_138856 Class
BINARY is CHEBI_140503 Class
BINARY is CHEBI_140618 Class
BINARY is CHEBI_140628 Class
BINARY is CHEBI_142290 Class
BINARY is CHEBI_143266 Class
BINARY is CHEBI_145232 Class
BINARY is CHEBI_145698 Class
BINARY is CHEBI_145791 Class
BINARY is CHEBI_146188 Class
BINARY is CHEBI_149226 Class
BINARY is CHEBI_15347 Class
BINARY is CHEBI_15354 Class
BINARY is CHEBI_15356 Class
BINARY is CHEBI_15365 Class
BINARY is CHEBI_15366 Class
BINARY is CHEBI_15377 Class
BINARY is CHEBI_15384 Class
BINARY is CHEBI_15407 Class
BINARY is CHEBI_15428 Class
BINARY is CHEBI_15440 Class
BINARY is CHEBI_15443 Class
BINARY is CHEBI_15551 Class
BINARY is CHEBI_15611 Class
BINARY is CHEBI_15640 Class
BINARY is CHEBI_156496 Class
BINARY is CHEBI_15741 Class
BINARY is CHEBI_15765 Class
BINARY is CHEBI_15854 Class
BINARY is CHEBI_15882 Class
BINARY is CHEBI_15940 Class
BINARY is CHEBI_15956 Class
BINARY is CHEBI_16109 Class
BINARY is CHEBI_16113 Class
BINARY is CHEBI_16125 Class
BINARY is CHEBI_16134 Class
BINARY is CHEBI_16199 Class
BINARY is CHEBI_16236 Class
BINARY is CHEBI_16243 Class
BINARY is CHEBI_16336 Class
BINARY is CHEBI_16436 Class
BINARY is CHEBI_16454 Class
BINARY is CHEBI_16586 Class
BINARY is CHEBI_16684 Class
BINARY is CHEBI_166975 Class
BINARY is CHEBI_16704 Class
BINARY is CHEBI_16709 Class
BINARY is CHEBI_16714 Class
BINARY is CHEBI_16794 Class
BINARY is CHEBI_16796 Class
BINARY is CHEBI_16811 Class
BINARY is CHEBI_168398 Class
BINARY is CHEBI_16842 Class
BINARY is CHEBI_168426 Class
BINARY is CHEBI_16914 Class
BINARY is CHEBI_16997 Class
BINARY is CHEBI_17015 Class
BINARY is CHEBI_17020 Class
BINARY is CHEBI_17051 Class
BINARY is CHEBI_17076 Class
BINARY is CHEBI_17151 Class
BINARY is CHEBI_17154 Class
BINARY is CHEBI_17231 Class
BINARY is CHEBI_17234 Class
BINARY is CHEBI_17246 Class
BINARY is CHEBI_17303 Class
BINARY is CHEBI_17309 Class
BINARY is CHEBI_174175 Class
BINARY is CHEBI_17439 Class
BINARY is CHEBI_17447 Class
BINARY is CHEBI_17486 Class
BINARY is CHEBI_17548 Class
BINARY is CHEBI_17579 Class
BINARY is CHEBI_17580 Class
BINARY is CHEBI_17650 Class
BINARY is CHEBI_17698 Class
BINARY is CHEBI_17716 Class
BINARY is CHEBI_17750 Class
BINARY is CHEBI_17754 Class
BINARY is CHEBI_17790 Class
BINARY is CHEBI_17824 Class
BINARY is CHEBI_178256 Class
BINARY is CHEBI_17833 Class
BINARY is CHEBI_17883 Class
BINARY is CHEBI_179285 Class
BINARY is CHEBI_17987 Class
BINARY is CHEBI_17992 Class
BINARY is CHEBI_18067 Class
BINARY is CHEBI_18145 Class
BINARY is CHEBI_18186 Class
BINARY is CHEBI_181906 Class
BINARY is CHEBI_18257 Class
BINARY is CHEBI_18258 Class
BINARY is CHEBI_183394 Class
BINARY is CHEBI_18346 Class
BINARY is CHEBI_183688 Class
BINARY is CHEBI_18408 Class
BINARY is CHEBI_184756 Class
BINARY is CHEBI_186221 Class
BINARY is CHEBI_190296 Class
BINARY is CHEBI_190513 Class
BINARY is CHEBI_190605 Class
BINARY is CHEBI_22198 Class
BINARY is CHEBI_22652 Class
BINARY is CHEBI_23359 Class
BINARY is CHEBI_23414 Class
BINARY is CHEBI_2379 Class
BINARY is CHEBI_23943 Class
BINARY is CHEBI_23965 Class
BINARY is CHEBI_24848 Class
BINARY is CHEBI_24859 Class
BINARY is CHEBI_25017 Class
BINARY is CHEBI_25094 Class
BINARY is CHEBI_25140 Class
BINARY is CHEBI_25555 Class
BINARY is CHEBI_26078 Class
BINARY is CHEBI_2611 Class
BINARY is CHEBI_261649 Class
BINARY is CHEBI_26216 Class
BINARY is CHEBI_2639 Class
BINARY is CHEBI_2659 Class
BINARY is CHEBI_2663 Class
BINARY is CHEBI_2668 Class
BINARY is CHEBI_26709 Class
BINARY is CHEBI_26710 Class
BINARY is CHEBI_2673 Class
BINARY is CHEBI_2676 Class
BINARY is CHEBI_2679 Class
BINARY is CHEBI_26833 Class
BINARY is CHEBI_26849 Class
BINARY is CHEBI_26948 Class
BINARY is CHEBI_27266 Class
BINARY is CHEBI_27306 Class
BINARY is CHEBI_27363 Class
BINARY is CHEBI_27373 Class
BINARY is CHEBI_27446 Class
BINARY is CHEBI_27470 Class
BINARY is CHEBI_27478 Class
BINARY is CHEBI_27547 Class
BINARY is CHEBI_27569 Class
BINARY is CHEBI_27570 Class
BINARY is CHEBI_27573 Class
BINARY is CHEBI_27607 Class
BINARY is CHEBI_27701 Class
BINARY is CHEBI_27732 Class
BINARY is CHEBI_27750 Class
BINARY is CHEBI_27777 Class
BINARY is CHEBI_27836 Class
BINARY is CHEBI_27897 Class
BINARY is CHEBI_27902 Class
BINARY is CHEBI_27961 Class
BINARY is CHEBI_28044 Class
BINARY is CHEBI_28077 Class
BINARY is CHEBI_28115 Class
BINARY is CHEBI_28177 Class
BINARY is CHEBI_28241 Class
BINARY is CHEBI_28262 Class
BINARY is CHEBI_28300 Class
BINARY is CHEBI_28487 Class
BINARY is CHEBI_28527 Class
BINARY is CHEBI_28544 Class
BINARY is CHEBI_28591 Class
BINARY is CHEBI_28593 Class
BINARY is CHEBI_28600 Class
BINARY is CHEBI_28619 Class
BINARY is CHEBI_28621 Class
BINARY is CHEBI_28689 Class
BINARY is CHEBI_28741 Class
BINARY is CHEBI_2877 Class
BINARY is CHEBI_28775 Class
BINARY is CHEBI_28787 Class
BINARY is CHEBI_28794 Class
BINARY is CHEBI_28819 Class
BINARY is CHEBI_28830 Class
BINARY is CHEBI_28838 Class
BINARY is CHEBI_28885 Class
BINARY is CHEBI_28918 Class
BINARY is CHEBI_28934 Class
BINARY is CHEBI_28940 Class
BINARY is CHEBI_2896 Class
BINARY is CHEBI_28971 Class
BINARY is CHEBI_291342 Class
BINARY is CHEBI_29377 Class
BINARY is CHEBI_29708 Class
BINARY is CHEBI_2972 Class
BINARY is CHEBI_29864 Class
BINARY is CHEBI_29987 Class
BINARY is CHEBI_30069 Class
BINARY is CHEBI_3011 Class
BINARY is CHEBI_3013 Class
BINARY is CHEBI_30178 Class
BINARY is CHEBI_30187 Class
BINARY is CHEBI_30245 Class
BINARY is CHEBI_30251 Class
BINARY is CHEBI_30313 Class
BINARY is CHEBI_30362 Class
BINARY is CHEBI_30363 Class
BINARY is CHEBI_3044 Class
BINARY is CHEBI_30563 Class
BINARY is CHEBI_30618 Class
BINARY is CHEBI_30659 Class
BINARY is CHEBI_30660 Class
BINARY is CHEBI_30769 Class
BINARY is CHEBI_30911 Class
BINARY is CHEBI_31000 Class
BINARY is CHEBI_31186 Class
BINARY is CHEBI_31206 Class
BINARY is CHEBI_31225 Class
BINARY is CHEBI_31236 Class
BINARY is CHEBI_31252 Class
BINARY is CHEBI_3127 Class
BINARY is CHEBI_31302 Class
BINARY is CHEBI_31306 Class
BINARY is CHEBI_31336 Class
BINARY is CHEBI_31403 Class
BINARY is CHEBI_31425 Class
BINARY is CHEBI_31426 Class
BINARY is CHEBI_31431 Class
BINARY is CHEBI_31536 Class
BINARY is CHEBI_31607 Class
BINARY is CHEBI_31608 Class
BINARY is CHEBI_31765 Class
BINARY is CHEBI_31793 Class
BINARY is CHEBI_31794 Class
BINARY is CHEBI_31809 Class
BINARY is CHEBI_3181 Class
BINARY is CHEBI_3183 Class
BINARY is CHEBI_31832 Class
BINARY is CHEBI_31835 Class
BINARY is CHEBI_31837 Class
BINARY is CHEBI_31902 Class
BINARY is CHEBI_32026 Class
BINARY is CHEBI_32027 Class
BINARY is CHEBI_32029 Class
BINARY is CHEBI_32032 Class
BINARY is CHEBI_32035 Class
BINARY is CHEBI_32058 Class
BINARY is CHEBI_32063 Class
BINARY is CHEBI_32065 Class
BINARY is CHEBI_32111 Class
BINARY is CHEBI_32114 Class
BINARY is CHEBI_32139 Class
BINARY is CHEBI_32145 Class
BINARY is CHEBI_32149 Class
BINARY is CHEBI_32150 Class
BINARY is CHEBI_32154 Class
BINARY is CHEBI_32159 Class
BINARY is CHEBI_32168 Class
BINARY is CHEBI_32178 Class
BINARY is CHEBI_3219 Class
BINARY is CHEBI_32192 Class
BINARY is CHEBI_32215 Class
BINARY is CHEBI_32234 Class
BINARY is CHEBI_32278 Class
BINARY is CHEBI_3228 Class
BINARY is CHEBI_32391 Class
BINARY is CHEBI_32588 Class
BINARY is CHEBI_32879 Class
BINARY is CHEBI_32954 Class
BINARY is CHEBI_3309 Class
BINARY is CHEBI_3311 Class
BINARY is CHEBI_33118 Class
BINARY is CHEBI_3312 Class
BINARY is CHEBI_33130 Class
BINARY is CHEBI_33234 Class
BINARY is CHEBI_3374 Class
BINARY is CHEBI_3380 Class
BINARY is CHEBI_3387 Class
BINARY is CHEBI_3395 Class
BINARY is CHEBI_3398 Class
BINARY is CHEBI_3419 Class
BINARY is CHEBI_34247 Class
BINARY is CHEBI_3435 Class
BINARY is CHEBI_34665 Class
BINARY is CHEBI_34683 Class
BINARY is CHEBI_34687 Class
BINARY is CHEBI_34706 Class
BINARY is CHEBI_34711 Class
BINARY is CHEBI_34772 Class
BINARY is CHEBI_3478 Class
BINARY is CHEBI_34853 Class
BINARY is CHEBI_34914 Class
BINARY is CHEBI_34918 Class
BINARY is CHEBI_34975 Class
BINARY is CHEBI_35019 Class
BINARY is CHEBI_35149 Class
BINARY is CHEBI_35176 Class
BINARY is CHEBI_3559 Class
BINARY is CHEBI_35677 Class
BINARY is CHEBI_35720 Class
BINARY is CHEBI_3611 Class
BINARY is CHEBI_36234 Class
BINARY is CHEBI_3640 Class
BINARY is CHEBI_3642 Class
BINARY is CHEBI_3654 Class
BINARY is CHEBI_3655 Class
BINARY is CHEBI_36560 Class
BINARY is CHEBI_36773 Class
BINARY is CHEBI_36791 Class
BINARY is CHEBI_36796 Class
BINARY is CHEBI_3682 Class
BINARY is CHEBI_3699 Class
BINARY is CHEBI_3716 Class
BINARY is CHEBI_3738 Class
BINARY is CHEBI_37397 Class
BINARY is CHEBI_3749 Class
BINARY is CHEBI_37585 Class
BINARY is CHEBI_37586 Class
BINARY is CHEBI_3764 Class
BINARY is CHEBI_3766 Class
BINARY is CHEBI_37808 Class
BINARY is CHEBI_37830 Class
BINARY is CHEBI_37924 Class
BINARY is CHEBI_38940 Class
BINARY is CHEBI_391960 Class
BINARY is CHEBI_39211 Class
BINARY is CHEBI_39462 Class
BINARY is CHEBI_39548 Class
BINARY is CHEBI_3988 Class
BINARY is CHEBI_3994 Class
BINARY is CHEBI_40050 Class
BINARY is CHEBI_40237 Class
BINARY is CHEBI_4031 Class
BINARY is CHEBI_40572 Class
BINARY is CHEBI_40585 Class
BINARY is CHEBI_41237 Class
BINARY is CHEBI_41308 Class
BINARY is CHEBI_41423 Class
BINARY is CHEBI_41879 Class
BINARY is CHEBI_41922 Class
BINARY is CHEBI_42191 Class
BINARY is CHEBI_42797 Class
BINARY is CHEBI_42944 Class
BINARY is CHEBI_43755 Class
BINARY is CHEBI_4464 Class
BINARY is CHEBI_4469 Class
BINARY is CHEBI_4470 Class
BINARY is CHEBI_4495 Class
BINARY is CHEBI_44976 Class
BINARY is CHEBI_4514 Class
BINARY is CHEBI_45213 Class
BINARY is CHEBI_45267 Class
BINARY is CHEBI_45285 Class
BINARY is CHEBI_4530 Class
BINARY is CHEBI_45367 Class
BINARY is CHEBI_4562 Class
BINARY is CHEBI_45783 Class
BINARY is CHEBI_45951 Class
BINARY is CHEBI_4604 Class
BINARY is CHEBI_46195 Class
BINARY is CHEBI_46245 Class
BINARY is CHEBI_4631 Class
BINARY is CHEBI_4636 Class
BINARY is CHEBI_4653 Class
BINARY is CHEBI_4657 Class
BINARY is CHEBI_4659 Class
BINARY is CHEBI_46631 Class
BINARY is CHEBI_46726 Class
BINARY is CHEBI_46788 Class
BINARY is CHEBI_46793 Class
BINARY is CHEBI_472657 Class
BINARY is CHEBI_47381 Class
BINARY is CHEBI_473990 Class
BINARY is CHEBI_47426 Class
BINARY is CHEBI_47499 Class
BINARY is CHEBI_4754 Class
BINARY is CHEBI_47612 Class
BINARY is CHEBI_47780 Class
BINARY is CHEBI_47781 Class
BINARY is CHEBI_47782 Class
BINARY is CHEBI_4784 Class
BINARY is CHEBI_47856 Class
BINARY is CHEBI_4798 Class
BINARY is CHEBI_4814 Class
BINARY is CHEBI_48140 Class
BINARY is CHEBI_48236 Class
BINARY is CHEBI_48390 Class
BINARY is CHEBI_48408 Class
BINARY is CHEBI_48416 Class
BINARY is CHEBI_48574 Class
BINARY is CHEBI_487869 Class
BINARY is CHEBI_48923 Class
BINARY is CHEBI_48981 Class
BINARY is CHEBI_49000 Class
BINARY is CHEBI_4903 Class
BINARY is CHEBI_4907 Class
BINARY is CHEBI_490877 Class
BINARY is CHEBI_495055 Class
BINARY is CHEBI_49575 Class
BINARY is CHEBI_499361 Class
BINARY is CHEBI_49976 Class
BINARY is CHEBI_5001 Class
BINARY is CHEBI_5004 Class
BINARY is CHEBI_50122 Class
BINARY is CHEBI_50217 Class
BINARY is CHEBI_50369 Class
BINARY is CHEBI_50673 Class
BINARY is CHEBI_50694 Class
BINARY is CHEBI_50742 Class
BINARY is CHEBI_50785 Class
BINARY is CHEBI_50819 Class
BINARY is CHEBI_50821 Class
BINARY is CHEBI_50841 Class
BINARY is CHEBI_50845 Class
BINARY is CHEBI_5118 Class
BINARY is CHEBI_5120 Class
BINARY is CHEBI_51209 Class
BINARY is CHEBI_51805 Class
BINARY is CHEBI_5195 Class
BINARY is CHEBI_52010 Class
BINARY is CHEBI_52053 Class
BINARY is CHEBI_52071 Class
BINARY is CHEBI_52357 Class
BINARY is CHEBI_52683 Class
BINARY is CHEBI_5291 Class
BINARY is CHEBI_52993 Class
BINARY is CHEBI_53248 Class
BINARY is CHEBI_53258 Class
BINARY is CHEBI_53325 Class
BINARY is CHEBI_534 Class
BINARY is CHEBI_53423 Class
BINARY is CHEBI_53424 Class
BINARY is CHEBI_53425 Class
BINARY is CHEBI_53426 Class
BINARY is CHEBI_53448 Class
BINARY is CHEBI_53700 Class
BINARY is CHEBI_5383 Class
BINARY is CHEBI_5384 Class
BINARY is CHEBI_5417 Class
BINARY is CHEBI_5439 Class
BINARY is CHEBI_5441 Class
BINARY is CHEBI_55365 Class
BINARY is CHEBI_5551 Class
BINARY is CHEBI_5613 Class
BINARY is CHEBI_5706 Class
BINARY is CHEBI_5747 Class
BINARY is CHEBI_5775 Class
BINARY is CHEBI_5778 Class
BINARY is CHEBI_5779 Class
BINARY is CHEBI_5790 Class
BINARY is CHEBI_5801 Class
BINARY is CHEBI_5818 Class
BINARY is CHEBI_5855 Class
BINARY is CHEBI_59118 Class
BINARY is CHEBI_5950 Class
BINARY is CHEBI_59590 Class
BINARY is CHEBI_59788 Class
BINARY is CHEBI_59909 Class
BINARY is CHEBI_59912 Class
BINARY is CHEBI_59919 Class
BINARY is CHEBI_59925 Class
BINARY is CHEBI_6005 Class
BINARY is CHEBI_601027 Class
BINARY is CHEBI_6030 Class
BINARY is CHEBI_60424 Class
BINARY is CHEBI_6043 Class
BINARY is CHEBI_6060 Class
BINARY is CHEBI_6061 Class
BINARY is CHEBI_6078 Class
BINARY is CHEBI_61000 Class
BINARY is CHEBI_6123 Class
BINARY is CHEBI_6128 Class
BINARY is CHEBI_61330 Class
BINARY is CHEBI_61468 Class
BINARY is CHEBI_61995 Class
BINARY is CHEBI_62964 Class
BINARY is CHEBI_62968 Class
BINARY is CHEBI_62995 Class
BINARY is CHEBI_6339 Class
BINARY is CHEBI_63554 Class
BINARY is CHEBI_63577 Class
BINARY is CHEBI_63589 Class
BINARY is CHEBI_63610 Class
BINARY is CHEBI_63613 Class
BINARY is CHEBI_63619 Class
BINARY is CHEBI_63622 Class
BINARY is CHEBI_63627 Class
BINARY is CHEBI_63631 Class
BINARY is CHEBI_63638 Class
BINARY is CHEBI_6367 Class
BINARY is CHEBI_63717 Class
BINARY is CHEBI_6402 Class
BINARY is CHEBI_64187 Class
BINARY is CHEBI_64275 Class
BINARY is CHEBI_64312 Class
BINARY is CHEBI_64356 Class
BINARY is CHEBI_6437 Class
BINARY is CHEBI_6443 Class
BINARY is CHEBI_64455 Class
BINARY is CHEBI_64733 Class
BINARY is CHEBI_64746 Class
BINARY is CHEBI_6504 Class
BINARY is CHEBI_65242 Class
BINARY is CHEBI_6538 Class
BINARY is CHEBI_6636 Class
BINARY is CHEBI_6640 Class
BINARY is CHEBI_66876 Class
BINARY is CHEBI_66910 Class
BINARY is CHEBI_6709 Class
BINARY is CHEBI_6715 Class
BINARY is CHEBI_6758 Class
BINARY is CHEBI_6761 Class
BINARY is CHEBI_6762 Class
BINARY is CHEBI_6784 Class
BINARY is CHEBI_6801 Class
BINARY is CHEBI_6809 Class
BINARY is CHEBI_6821 Class
BINARY is CHEBI_6824 Class
BINARY is CHEBI_68428 Class
BINARY is CHEBI_68551 Class
BINARY is CHEBI_6872 Class
BINARY is CHEBI_68850 Class
BINARY is CHEBI_6887 Class
BINARY is CHEBI_6897 Class
BINARY is CHEBI_6904 Class
BINARY is CHEBI_69081 Class
BINARY is CHEBI_6909 Class
BINARY is CHEBI_6916 Class
BINARY is CHEBI_6920 Class
BINARY is CHEBI_6923 Class
BINARY is CHEBI_69438 Class
BINARY is CHEBI_6965 Class
BINARY is CHEBI_70839 Class
BINARY is CHEBI_71013 Class
BINARY is CHEBI_71157 Class
BINARY is CHEBI_71272 Class
BINARY is CHEBI_71416 Class
BINARY is CHEBI_72289 Class
BINARY is CHEBI_72291 Class
BINARY is CHEBI_7470 Class
BINARY is CHEBI_7476 Class
BINARY is CHEBI_7478 Class
BINARY is CHEBI_74978 Class
BINARY is CHEBI_7507 Class
BINARY is CHEBI_75211 Class
BINARY is CHEBI_75247 Class
BINARY is CHEBI_75323 Class
BINARY is CHEBI_7550 Class
BINARY is CHEBI_75626 Class
BINARY is CHEBI_75627 Class
BINARY is CHEBI_7565 Class
BINARY is CHEBI_75782 Class
BINARY is CHEBI_75832 Class
BINARY is CHEBI_75955 Class
BINARY is CHEBI_7601 Class
BINARY is CHEBI_76164 Class
BINARY is CHEBI_7627 Class
BINARY is CHEBI_76359 Class
BINARY is CHEBI_77032 Class
BINARY is CHEBI_7731 Class
BINARY is CHEBI_77417 Class
BINARY is CHEBI_77635 Class
BINARY is CHEBI_7772 Class
BINARY is CHEBI_7773 Class
BINARY is CHEBI_77868 Class
BINARY is CHEBI_7789 Class
BINARY is CHEBI_78060 Class
BINARY is CHEBI_7852 Class
BINARY is CHEBI_78604 Class
BINARY is CHEBI_7865 Class
BINARY is CHEBI_78665 Class
BINARY is CHEBI_78667 Class
BINARY is CHEBI_7868 Class
BINARY is CHEBI_78870 Class
BINARY is CHEBI_7916 Class
BINARY is CHEBI_7922 Class
BINARY is CHEBI_7931 Class
BINARY is CHEBI_7936 Class
BINARY is CHEBI_7954 Class
BINARY is CHEBI_7983 Class
BINARY is CHEBI_8049 Class
BINARY is CHEBI_8059 Class
BINARY is CHEBI_8069 Class
BINARY is CHEBI_8080 Class
BINARY is CHEBI_8093 Class
BINARY is CHEBI_8104 Class
BINARY is CHEBI_8107 Class
BINARY is CHEBI_81862 Class
BINARY is CHEBI_81908 Class
BINARY is CHEBI_8214 Class
BINARY is CHEBI_8249 Class
BINARY is CHEBI_82557 Class
BINARY is CHEBI_82865 Class
BINARY is CHEBI_8309 Class
BINARY is CHEBI_83161 Class
BINARY is CHEBI_83168 Class
BINARY is CHEBI_8346 Class
BINARY is CHEBI_8356 Class
BINARY is CHEBI_8357 Class
BINARY is CHEBI_83629 Class
BINARY is CHEBI_8378 Class
BINARY is CHEBI_8382 Class
BINARY is CHEBI_84115 Class
BINARY is CHEBI_84116 Class
BINARY is CHEBI_8428 Class
BINARY is CHEBI_8430 Class
BINARY is CHEBI_8435 Class
BINARY is CHEBI_8448 Class
BINARY is CHEBI_8452 Class
BINARY is CHEBI_8461 Class
BINARY is CHEBI_84883 Class
BINARY is CHEBI_8497 Class
BINARY is CHEBI_8499 Class
BINARY is CHEBI_85146 Class
BINARY is CHEBI_85537 Class
BINARY is CHEBI_8597 Class
BINARY is CHEBI_86477 Class
BINARY is CHEBI_8654 Class
BINARY is CHEBI_8665 Class
BINARY is CHEBI_8707 Class
BINARY is CHEBI_8716 Class
BINARY is CHEBI_87184 Class
BINARY is CHEBI_87192 Class
BINARY is CHEBI_87681 Class
BINARY is CHEBI_8774 Class
BINARY is CHEBI_88173 Class
BINARY is CHEBI_88542 Class
BINARY is CHEBI_8869 Class
BINARY is CHEBI_8871 Class
BINARY is CHEBI_8872 Class
BINARY is CHEBI_8888 Class
BINARY is CHEBI_9014 Class
BINARY is CHEBI_90184 Class
BINARY is CHEBI_91090 Class
BINARY is CHEBI_9123 Class
