BINARY is encodes ObjectProperty
BINARY SubClassOf DPA1_0104 encodes_some_DPA1_0104_Chain
BINARY is DPA1_0104_Chain Class
BINARY is DPA1_0105 Class
BINARY SubClassOf DPA1_0105 HLA-DPA1,
BINARY SubClassOf DPA1_0105 encodes_some_DPA1_0105_Chain
BINARY is DPA1_0105_Chain Class
BINARY is DPA1_0106 Class
BINARY SubClassOf DPA1_0106 HLA-DPA1,
BINARY SubClassOf DPA1_0106 encodes_some_DPA1_0106_Chain
BINARY is DPA1_010601 Class
BINARY SubClassOf DPA1_010601 DPA1_0106
BINARY is DPA1_010602 Class
BINARY SubClassOf DPA1_010602 DPA1_0106
BINARY is DPA1_0106_Chain Class
BINARY is DPA1_0107 Class
BINARY SubClassOf DPA1_0107 HLA-DPA1,
BINARY SubClassOf DPA1_0107 encodes_some_DPA1_0107_Chain
BINARY is DPA1_0107_Chain Class
BINARY is DPA1_0108 Class
BINARY SubClassOf DPA1_0108 HLA-DPA1,
BINARY SubClassOf DPA1_0108 encodes_some_DPA1_0108_Chain
BINARY is DPA1_0108_Chain Class
BINARY is DPA1_0109 Class
BINARY SubClassOf DPA1_0109 HLA-DPA1,
BINARY SubClassOf DPA1_0109 encodes_some_DPA1_0109_Chain
BINARY is DPA1_0109_Chain Class
BINARY is DPA1_0110 Class
BINARY SubClassOf DPA1_0110 HLA-DPA1,
BINARY SubClassOf DPA1_0110 encodes_some_DPA1_0110_Chain
BINARY is DPA1_0110_Chain Class
BINARY is DPA1_0201 Class
BINARY SubClassOf DPA1_0201 HLA-DPA1,
BINARY SubClassOf DPA1_0201 encodes_some_DPA1_0201_Chain
BINARY is DPA1_020101 Class
BINARY SubClassOf DPA1_020101 DPA1_0201
BINARY is DPA1_020102 Class
BINARY SubClassOf DPA1_020102 DPA1_0201
BINARY is DPA1_020103 Class
BINARY SubClassOf DPA1_020103 DPA1_0201
BINARY is DPA1_020104 Class
BINARY SubClassOf DPA1_020104 DPA1_0201
BINARY is DPA1_020105 Class
BINARY SubClassOf DPA1_020105 DPA1_0201
BINARY is DPA1_020106 Class
BINARY SubClassOf DPA1_020106 DPA1_0201
BINARY is DPA1_0201_Chain Class
BINARY is DPA1_0202 Class
BINARY SubClassOf DPA1_0202 HLA-DPA1,
BINARY SubClassOf DPA1_0202 encodes_some_DPA1_0202_Chain
BINARY is DPA1_020201 Class
BINARY SubClassOf DPA1_020201 DPA1_0202
BINARY is DPA1_020202 Class
BINARY SubClassOf DPA1_020202 DPA1_0202
BINARY is DPA1_020203 Class
BINARY SubClassOf DPA1_020203 DPA1_0202
BINARY is DPA1_0202_Chain Class
BINARY is DPA1_0203 Class
BINARY SubClassOf DPA1_0203 HLA-DPA1,
BINARY SubClassOf DPA1_0203 encodes_some_DPA1_0203_Chain
BINARY is DPA1_0203_Chain Class
BINARY is DPA1_0204 Class
BINARY SubClassOf DPA1_0204 HLA-DPA1,
BINARY SubClassOf DPA1_0204 encodes_some_DPA1_0204_Chain
BINARY is DPA1_0204_Chain Class
BINARY is DPA1_0301 Class
BINARY SubClassOf DPA1_0301 HLA-DPA1,
BINARY SubClassOf DPA1_0301 encodes_some_DPA1_0301_Chain
BINARY is DPA1_0301_Chain Class
BINARY is DPA1_0302 Class
BINARY SubClassOf DPA1_0302 HLA-DPA1,
BINARY SubClassOf DPA1_0302 encodes_some_DPA1_0302_Chain
BINARY is DPA1_0302_Chain Class
BINARY is DPA1_0303 Class
BINARY SubClassOf DPA1_0303 HLA-DPA1,
BINARY SubClassOf DPA1_0303 encodes_some_DPA1_0303_Chain
BINARY is DPA1_0303_Chain Class
BINARY is DPA1_0401 Class
BINARY SubClassOf DPA1_0401 HLA-DPA1,
BINARY SubClassOf DPA1_0401 encodes_some_DPA1_0401_Chain
BINARY is DPA1_0401_Chain Class
BINARY is DPB1_0101 Class
BINARY SubClassOf DPB1_0101 HLA-DPB1,
BINARY SubClassOf DPB1_0101 encodes_some_DPB1_0101_Chain
BINARY is DPB1_010101 Class
BINARY SubClassOf DPB1_010101 DPB1_0101
BINARY is DPB1_010102 Class
BINARY SubClassOf DPB1_010102 DPB1_0101
BINARY is DPB1_010103 Class
BINARY SubClassOf DPB1_010103 DPB1_0101
BINARY is DPB1_0101_Chain Class
BINARY is DPB1_0102 Class
BINARY SubClassOf DPB1_0102 HLA-DPB1,
BINARY SubClassOf DPB1_0102 encodes_some_DPB1_0102_Chain
BINARY is DPB1_0102_Chain Class
BINARY is DPB1_0201 Class
BINARY SubClassOf DPB1_0201 HLA-DPB1,
BINARY SubClassOf DPB1_0201 encodes_some_DPB1_0201_Chain
BINARY is DPB1_020102 Class
BINARY SubClassOf DPB1_020102 DPB1_0201
BINARY is DPB1_020103 Class
BINARY SubClassOf DPB1_020103 DPB1_0201
BINARY is DPB1_020104 Class
BINARY SubClassOf DPB1_020104 DPB1_0201
BINARY is DPB1_020105 Class
BINARY SubClassOf DPB1_020105 DPB1_0201
BINARY is DPB1_020106 Class
BINARY SubClassOf DPB1_020106 DPB1_0201
BINARY is DPB1_020107 Class
BINARY SubClassOf DPB1_020107 DPB1_0201
BINARY is DPB1_0201_Chain Class
BINARY is DPB1_0202 Class
BINARY SubClassOf DPB1_0202 HLA-DPB1,
BINARY SubClassOf DPB1_0202 encodes_some_DPB1_0202_Chain
BINARY is DPB1_0202_Chain Class
BINARY is DPB1_0203 Class
BINARY SubClassOf DPB1_0203 HLA-DPB1,
BINARY SubClassOf DPB1_0203 encodes_some_DPB1_0203_Chain
BINARY is DPB1_0203_Chain Class
BINARY is DPB1_0301 Class
BINARY SubClassOf DPB1_0301 HLA-DPB1,
BINARY SubClassOf DPB1_0301 encodes_some_DPB1_0301_Chain
BINARY is DPB1_030101 Class
BINARY SubClassOf DPB1_030101 DPB1_0301
BINARY is DPB1_030102 Class
BINARY SubClassOf DPB1_030102 DPB1_0301
BINARY is DPB1_0301_Chain Class
BINARY is DPB1_0302 Class
BINARY SubClassOf DPB1_0302 HLA-DPB1,
BINARY SubClassOf DPB1_0302 encodes_some_DPB1_0302_Chain
BINARY is DPB1_0302_Chain Class
BINARY is DPB1_0401 Class
BINARY SubClassOf DPB1_0401 HLA-DPB1,
BINARY SubClassOf DPB1_0401 encodes_some_DPB1_0401_Chain
BINARY is DPB1_040101 Class
BINARY SubClassOf DPB1_040101 DPB1_0401
BINARY is DPB1_040102 Class
BINARY SubClassOf DPB1_040102 DPB1_0401
BINARY is DPB1_0401_Chain Class
BINARY is DPB1_0402 Class
BINARY SubClassOf DPB1_0402 HLA-DPB1,
BINARY SubClassOf DPB1_0402 encodes_some_DPB1_0402_Chain
BINARY is DPB1_0402_Chain Class
BINARY is DPB1_0403 Class
BINARY SubClassOf DPB1_0403 HLA-DPB1,
BINARY SubClassOf DPB1_0403 encodes_some_DPB1_0403_Chain
BINARY is DPB1_0403_Chain Class
BINARY is DPB1_0501 Class
BINARY SubClassOf DPB1_0501 HLA-DPB1,
BINARY SubClassOf DPB1_0501 encodes_some_DPB1_0501_Chain
BINARY is DPB1_050101 Class
BINARY SubClassOf DPB1_050101 DPB1_0501
BINARY is DPB1_050102 Class
BINARY SubClassOf DPB1_050102 DPB1_0501
BINARY is DPB1_0501_Chain Class
BINARY is DPB1_0502 Class
BINARY SubClassOf DPB1_0502 HLA-DPB1,
BINARY SubClassOf DPB1_0502 encodes_some_DPB1_0502_Chain
BINARY is DPB1_0502_Chain Class
BINARY is DPB1_0601 Class
BINARY SubClassOf DPB1_0601 HLA-DPB1,
BINARY SubClassOf DPB1_0601 encodes_some_DPB1_0601_Chain
BINARY is DPB1_0601_Chain Class
BINARY is DPB1_0602 Class
BINARY SubClassOf DPB1_0602 HLA-DPB1,
BINARY SubClassOf DPB1_0602 encodes_some_DPB1_0602_Chain
BINARY is DPB1_0602_Chain Class
BINARY is DPB1_0801 Class
BINARY SubClassOf DPB1_0801 HLA-DPB1,
BINARY SubClassOf DPB1_0801 encodes_some_DPB1_0801_Chain
BINARY is DPB1_0801_Chain Class
BINARY is DPB1_0802 Class
BINARY SubClassOf DPB1_0802 HLA-DPB1,
BINARY SubClassOf DPB1_0802 encodes_some_DPB1_0802_Chain
BINARY is DPB1_0802_Chain Class
BINARY is DPB1_0901 Class
BINARY SubClassOf DPB1_0901 HLA-DPB1,
BINARY SubClassOf DPB1_0901 encodes_some_DPB1_0901_Chain
BINARY is DPB1_0901_Chain Class
BINARY is DPB1_0902 Class
BINARY SubClassOf DPB1_0902 HLA-DPB1,
BINARY SubClassOf DPB1_0902 encodes_some_DPB1_0902_Chain
BINARY is DPB1_0902_Chain Class
BINARY is DPB1_1001 Class
BINARY SubClassOf DPB1_1001 HLA-DPB1,
BINARY SubClassOf DPB1_1001 encodes_some_DPB1_1001_Chain
BINARY is DPB1_1001_Chain Class
BINARY is DPB1_1002 Class
BINARY SubClassOf DPB1_1002 HLA-DPB1,
BINARY SubClassOf DPB1_1002 encodes_some_DPB1_1002_Chain
BINARY is DPB1_1002_Chain Class
BINARY is DPB1_1101 Class
BINARY SubClassOf DPB1_1101 HLA-DPB1,
BINARY SubClassOf DPB1_1101 encodes_some_DPB1_1101_Chain
BINARY is DPB1_110101 Class
BINARY SubClassOf DPB1_110101 DPB1_1101
BINARY is DPB1_110102 Class
BINARY SubClassOf DPB1_110102 DPB1_1101
BINARY is DPB1_1101_Chain Class
BINARY is DPB1_1102 Class
BINARY SubClassOf DPB1_1102 HLA-DPB1,
BINARY SubClassOf DPB1_1102 encodes_some_DPB1_1102_Chain
BINARY is DPB1_1102_Chain Class
BINARY is DPB1_1301 Class
BINARY SubClassOf DPB1_1301 HLA-DPB1,
BINARY SubClassOf DPB1_1301 encodes_some_DPB1_1301_Chain
BINARY is DPB1_1301_Chain Class
BINARY is DPB1_1302 Class
BINARY SubClassOf DPB1_1302 HLA-DPB1,
BINARY SubClassOf DPB1_1302 encodes_some_DPB1_1302_Chain
BINARY is DPB1_1302_Chain Class
BINARY is DPB1_1401 Class
BINARY SubClassOf DPB1_1401 HLA-DPB1,
BINARY SubClassOf DPB1_1401 encodes_some_DPB1_1401_Chain
BINARY is DPB1_1401_Chain Class
BINARY is DPB1_1402 Class
BINARY SubClassOf DPB1_1402 HLA-DPB1,
BINARY SubClassOf DPB1_1402 encodes_some_DPB1_1402_Chain
BINARY is DPB1_1402_Chain Class
BINARY is DPB1_1501 Class
BINARY SubClassOf DPB1_1501 HLA-DPB1,
BINARY SubClassOf DPB1_1501 encodes_some_DPB1_1501_Chain
BINARY is DPB1_1501_Chain Class
BINARY is DPB1_1502 Class
BINARY SubClassOf DPB1_1502 HLA-DPB1,
BINARY SubClassOf DPB1_1502 encodes_some_DPB1_1502_Chain
BINARY is DPB1_1502_Chain Class
BINARY is DPB1_1601 Class
BINARY SubClassOf DPB1_1601 HLA-DPB1,
BINARY SubClassOf DPB1_1601 encodes_some_DPB1_1601_Chain
BINARY is DPB1_1601_Chain Class
BINARY is DPB1_1602 Class
BINARY SubClassOf DPB1_1602 HLA-DPB1,
BINARY SubClassOf DPB1_1602 encodes_some_DPB1_1602_Chain
BINARY is DPB1_1602_Chain Class
BINARY is DPB1_1701 Class
BINARY SubClassOf DPB1_1701 HLA-DPB1,
BINARY SubClassOf DPB1_1701 encodes_some_DPB1_1701_Chain
BINARY is DPB1_1701_Chain Class
BINARY is DPB1_1702 Class
BINARY SubClassOf DPB1_1702 HLA-DPB1,
BINARY SubClassOf DPB1_1702 encodes_some_DPB1_1702_Chain
BINARY is DPB1_1702_Chain Class
BINARY is DPB1_1801 Class
BINARY SubClassOf DPB1_1801 HLA-DPB1,
BINARY SubClassOf DPB1_1801 encodes_some_DPB1_1801_Chain
BINARY is DPB1_1801_Chain Class
BINARY is DPB1_1802 Class
BINARY SubClassOf DPB1_1802 HLA-DPB1,
BINARY SubClassOf DPB1_1802 encodes_some_DPB1_1802_Chain
BINARY is DPB1_1802_Chain Class
BINARY is DPB1_1901 Class
BINARY SubClassOf DPB1_1901 HLA-DPB1,
BINARY SubClassOf DPB1_1901 encodes_some_DPB1_1901_Chain
BINARY is DPB1_1901_Chain Class
BINARY is DPB1_1902 Class
BINARY SubClassOf DPB1_1902 HLA-DPB1,
BINARY SubClassOf DPB1_1902 encodes_some_DPB1_1902_Chain
BINARY is DPB1_1902_Chain Class
BINARY is DPB1_2001 Class
BINARY SubClassOf DPB1_2001 HLA-DPB1,
BINARY SubClassOf DPB1_2001 encodes_some_DPB1_2001_Chain
BINARY is DPB1_200101 Class
BINARY SubClassOf DPB1_200101 DPB1_2001
BINARY is DPB1_200102 Class
BINARY SubClassOf DPB1_200102 DPB1_2001
BINARY is DPB1_2001_Chain Class
BINARY is DPB1_2002 Class
BINARY SubClassOf DPB1_2002 HLA-DPB1,
BINARY SubClassOf DPB1_2002 encodes_some_DPB1_2002_Chain
BINARY is DPB1_2002_Chain Class
BINARY is DPB1_2101 Class
BINARY SubClassOf DPB1_2101 HLA-DPB1,
BINARY SubClassOf DPB1_2101 encodes_some_DPB1_2101_Chain
BINARY is DPB1_2101_Chain Class
BINARY is DPB1_2102 Class
BINARY SubClassOf DPB1_2102 HLA-DPB1,
BINARY SubClassOf DPB1_2102 encodes_some_DPB1_2102_Chain
BINARY is DPB1_2102_Chain Class
BINARY is DPB1_2201 Class
BINARY SubClassOf DPB1_2201 HLA-DPB1,
BINARY SubClassOf DPB1_2201 encodes_some_DPB1_2201_Chain
BINARY is DPB1_2201_Chain Class
BINARY is DPB1_2202 Class
BINARY SubClassOf DPB1_2202 HLA-DPB1,
BINARY SubClassOf DPB1_2202 encodes_some_DPB1_2202_Chain
BINARY is DPB1_2202_Chain Class
BINARY is DPB1_2301 Class
BINARY SubClassOf DPB1_2301 HLA-DPB1,
BINARY SubClassOf DPB1_2301 encodes_some_DPB1_2301_Chain
BINARY is DPB1_2301_Chain Class
BINARY is DPB1_2401 Class
BINARY SubClassOf DPB1_2401 HLA-DPB1,
BINARY SubClassOf DPB1_2401 encodes_some_DPB1_2401_Chain
BINARY is DPB1_2401_Chain Class
BINARY is DPB1_2402 Class
BINARY SubClassOf DPB1_2402 HLA-DPB1,
BINARY SubClassOf DPB1_2402 encodes_some_DPB1_2402_Chain
BINARY is DPB1_2402_Chain Class
BINARY is DPB1_2501 Class
BINARY SubClassOf DPB1_2501 HLA-DPB1,
BINARY SubClassOf DPB1_2501 encodes_some_DPB1_2501_Chain
BINARY is DPB1_2501_Chain Class
BINARY is DPB1_2502 Class
BINARY SubClassOf DPB1_2502 HLA-DPB1,
BINARY SubClassOf DPB1_2502 encodes_some_DPB1_2502_Chain
BINARY is DPB1_2502_Chain Class
BINARY is DPB1_2601 Class
BINARY SubClassOf DPB1_2601 HLA-DPB1,
BINARY SubClassOf DPB1_2601 encodes_some_DPB1_2601_Chain
BINARY is DPB1_260101 Class
BINARY SubClassOf DPB1_260101 DPB1_2601
BINARY is DPB1_260102 Class
BINARY SubClassOf DPB1_260102 DPB1_2601
BINARY is DPB1_2601_Chain Class
BINARY is DPB1_2602 Class
BINARY SubClassOf DPB1_2602 HLA-DPB1,
BINARY SubClassOf DPB1_2602 encodes_some_DPB1_2602_Chain
BINARY is DPB1_2602_Chain Class
BINARY is DPB1_2701 Class
BINARY SubClassOf DPB1_2701 HLA-DPB1,
BINARY SubClassOf DPB1_2701 encodes_some_DPB1_2701_Chain
BINARY is DPB1_2701_Chain Class
BINARY is DPB1_2801 Class
BINARY SubClassOf DPB1_2801 HLA-DPB1,
BINARY SubClassOf DPB1_2801 encodes_some_DPB1_2801_Chain
BINARY is DPB1_2801_Chain Class
BINARY is DPB1_2901 Class
BINARY SubClassOf DPB1_2901 HLA-DPB1,
BINARY SubClassOf DPB1_2901 encodes_some_DPB1_2901_Chain
BINARY is DPB1_2901_Chain Class
BINARY is DPB1_3001 Class
BINARY SubClassOf DPB1_3001 HLA-DPB1,
BINARY SubClassOf DPB1_3001 encodes_some_DPB1_3001_Chain
BINARY is DPB1_3001_Chain Class
BINARY is DPB1_3101 Class
BINARY SubClassOf DPB1_3101 HLA-DPB1,
BINARY SubClassOf DPB1_3101 encodes_some_DPB1_3101_Chain
BINARY is DPB1_3101_Chain Class
BINARY is DPB1_3201 Class
BINARY SubClassOf DPB1_3201 HLA-DPB1,
BINARY SubClassOf DPB1_3201 encodes_some_DPB1_3201_Chain
BINARY is DPB1_3201_Chain Class
BINARY is DPB1_3301 Class
BINARY SubClassOf DPB1_3301 HLA-DPB1,
BINARY SubClassOf DPB1_3301 encodes_some_DPB1_3301_Chain
BINARY is DPB1_3301_Chain Class
BINARY is DPB1_3401 Class
BINARY SubClassOf DPB1_3401 HLA-DPB1,
BINARY SubClassOf DPB1_3401 encodes_some_DPB1_3401_Chain
BINARY is DPB1_3401_Chain Class
BINARY is DPB1_3501 Class
BINARY SubClassOf DPB1_3501 HLA-DPB1,
BINARY SubClassOf DPB1_3501 encodes_some_DPB1_3501_Chain
BINARY is DPB1_3501_Chain Class
BINARY is DPB1_3601 Class
BINARY SubClassOf DPB1_3601 HLA-DPB1,
BINARY SubClassOf DPB1_3601 encodes_some_DPB1_3601_Chain
BINARY is DPB1_3601_Chain Class
BINARY is DPB1_3701 Class
BINARY SubClassOf DPB1_3701 HLA-DPB1,
BINARY SubClassOf DPB1_3701 encodes_some_DPB1_3701_Chain
BINARY is DPB1_3701_Chain Class
BINARY is DPB1_3801 Class
BINARY SubClassOf DPB1_3801 HLA-DPB1,
BINARY SubClassOf DPB1_3801 encodes_some_DPB1_3801_Chain
BINARY is DPB1_3801_Chain Class
BINARY is DPB1_3901 Class
BINARY SubClassOf DPB1_3901 HLA-DPB1,
BINARY SubClassOf DPB1_3901 encodes_some_DPB1_3901_Chain
BINARY is DPB1_3901_Chain Class
BINARY DisjointWith DPB1_3901_Chain DQB1_02_Chain
BINARY is DPB1_4001 Class
BINARY SubClassOf DPB1_4001 HLA-DPB1,
BINARY SubClassOf DPB1_4001 encodes_some_DPB1_4001_Chain
BINARY is DPB1_4001_Chain Class
BINARY is DPB1_4101 Class
BINARY SubClassOf DPB1_4101 HLA-DPB1,
BINARY SubClassOf DPB1_4101 encodes_some_DPB1_4101_Chain
BINARY is DPB1_410101 Class
BINARY SubClassOf DPB1_410101 DPB1_4101
BINARY is DPB1_410102 Class
BINARY SubClassOf DPB1_410102 DPB1_4101
BINARY is DPB1_4101_Chain Class
BINARY is DPB1_4401 Class
BINARY SubClassOf DPB1_4401 HLA-DPB1,
BINARY SubClassOf DPB1_4401 encodes_some_DPB1_4401_Chain
BINARY is DPB1_4401_Chain Class
BINARY is DPB1_4501 Class
BINARY SubClassOf DPB1_4501 HLA-DPB1,
BINARY SubClassOf DPB1_4501 encodes_some_DPB1_4501_Chain
BINARY is DPB1_4501_Chain Class
BINARY is DPB1_4601 Class
BINARY SubClassOf DPB1_4601 HLA-DPB1,
BINARY SubClassOf DPB1_4601 encodes_some_DPB1_4601_Chain
BINARY is DPB1_4601_Chain Class
BINARY is DPB1_4701 Class
BINARY SubClassOf DPB1_4701 HLA-DPB1,
BINARY SubClassOf DPB1_4701 encodes_some_DPB1_4701_Chain
BINARY is DPB1_4701_Chain Class
BINARY is DPB1_4801 Class
BINARY SubClassOf DPB1_4801 HLA-DPB1,
BINARY SubClassOf DPB1_4801 encodes_some_DPB1_4801_Chain
BINARY is DPB1_4801_Chain Class
BINARY is DPB1_4901 Class
BINARY SubClassOf DPB1_4901 HLA-DPB1,
BINARY SubClassOf DPB1_4901 encodes_some_DPB1_4901_Chain
BINARY is DPB1_4901_Chain Class
BINARY is DPB1_5001 Class
BINARY SubClassOf DPB1_5001 HLA-DPB1,
BINARY SubClassOf DPB1_5001 encodes_some_DPB1_5001_Chain
BINARY is DPB1_5001_Chain Class
BINARY is DPB1_5101 Class
BINARY SubClassOf DPB1_5101 HLA-DPB1,
BINARY SubClassOf DPB1_5101 encodes_some_DPB1_5101_Chain
BINARY is DPB1_5101_Chain Class
BINARY is DPB1_5201 Class
BINARY SubClassOf DPB1_5201 HLA-DPB1,
BINARY SubClassOf DPB1_5201 encodes_some_DPB1_5201_Chain
BINARY is DPB1_5201_Chain Class
BINARY is DPB1_5301 Class
BINARY SubClassOf DPB1_5301 HLA-DPB1,
BINARY SubClassOf DPB1_5301 encodes_some_DPB1_5301_Chain
BINARY is DPB1_5301_Chain Class
BINARY is DPB1_5401 Class
BINARY SubClassOf DPB1_5401 HLA-DPB1,
BINARY SubClassOf DPB1_5401 encodes_some_DPB1_5401_Chain
BINARY is DPB1_5401_Chain Class
BINARY is DPB1_5501 Class
BINARY SubClassOf DPB1_5501 HLA-DPB1,
BINARY SubClassOf DPB1_5501 encodes_some_DPB1_5501_Chain
BINARY is DPB1_5501_Chain Class
BINARY is DPB1_5601 Class
BINARY SubClassOf DPB1_5601 HLA-DPB1,
BINARY SubClassOf DPB1_5601 encodes_some_DPB1_5601_Chain
BINARY is DPB1_5601_Chain Class
BINARY is DPB1_5701 Class
BINARY SubClassOf DPB1_5701 HLA-DPB1,
BINARY SubClassOf DPB1_5701 encodes_some_DPB1_5701_Chain
BINARY is DPB1_5701_Chain Class
BINARY is DPB1_5801 Class
BINARY SubClassOf DPB1_5801 HLA-DPB1,
BINARY SubClassOf DPB1_5801 encodes_some_DPB1_5801_Chain
BINARY is DPB1_5801_Chain Class
BINARY is DPB1_5901 Class
BINARY SubClassOf DPB1_5901 HLA-DPB1,
BINARY SubClassOf DPB1_5901 encodes_some_DPB1_5901_Chain
BINARY is DPB1_5901_Chain Class
BINARY is DPB1_6001 Class
BINARY SubClassOf DPB1_6001 HLA-DPB1,
BINARY SubClassOf DPB1_6001 encodes_some_DPB1_6001_Chain
BINARY is DPB1_6001_Chain Class
BINARY is DPB1_6201 Class
BINARY SubClassOf DPB1_6201 HLA-DPB1,
BINARY SubClassOf DPB1_6201 encodes_some_DPB1_6201_Chain
BINARY is DPB1_6201_Chain Class
BINARY is DPB1_6301 Class
BINARY SubClassOf DPB1_6301 HLA-DPB1,
BINARY SubClassOf DPB1_6301 encodes_some_DPB1_6301_Chain
BINARY is DPB1_6301_Chain Class
BINARY is DPB1_6501 Class
BINARY SubClassOf DPB1_6501 HLA-DPB1,
BINARY SubClassOf DPB1_6501 encodes_some_DPB1_6501_Chain
BINARY is DPB1_6501_Chain Class
BINARY is DPB1_6601 Class
BINARY SubClassOf DPB1_6601 HLA-DPB1,
BINARY SubClassOf DPB1_6601 encodes_some_DPB1_6601_Chain
BINARY is DPB1_6601_Chain Class
BINARY is DPB1_6701 Class
BINARY SubClassOf DPB1_6701 HLA-DPB1,
BINARY SubClassOf DPB1_6701 encodes_some_DPB1_6701_Chain
BINARY is DPB1_6701_Chain Class
BINARY is DPB1_6801 Class
BINARY SubClassOf DPB1_6801 HLA-DPB1,
BINARY SubClassOf DPB1_6801 encodes_some_DPB1_6801_Chain
BINARY is DPB1_6801_Chain Class
BINARY is DPB1_6901 Class
BINARY SubClassOf DPB1_6901 HLA-DPB1,
BINARY SubClassOf DPB1_6901 encodes_some_DPB1_6901_Chain
BINARY is DPB1_6901_Chain Class
BINARY is DPB1_7001 Class
BINARY SubClassOf DPB1_7001 HLA-DPB1,
BINARY SubClassOf DPB1_7001 encodes_some_DPB1_7001_Chain
BINARY is DPB1_7001_Chain Class
BINARY is DPB1_7101 Class
BINARY SubClassOf DPB1_7101 HLA-DPB1,
BINARY SubClassOf DPB1_7101 encodes_some_DPB1_7101_Chain
BINARY is DPB1_7101_Chain Class
BINARY is DPB1_7201 Class
BINARY SubClassOf DPB1_7201 HLA-DPB1,
BINARY SubClassOf DPB1_7201 encodes_some_DPB1_7201_Chain
BINARY is DPB1_7201_Chain Class
BINARY is DPB1_7301 Class
BINARY SubClassOf DPB1_7301 HLA-DPB1,
BINARY SubClassOf DPB1_7301 encodes_some_DPB1_7301_Chain
BINARY is DPB1_7301_Chain Class
BINARY is DPB1_7401 Class
BINARY SubClassOf DPB1_7401 HLA-DPB1,
BINARY SubClassOf DPB1_7401 encodes_some_DPB1_7401_Chain
BINARY is DPB1_7401_Chain Class
BINARY is DPB1_7501 Class
BINARY SubClassOf DPB1_7501 HLA-DPB1,
BINARY SubClassOf DPB1_7501 encodes_some_DPB1_7501_Chain
BINARY is DPB1_7501_Chain Class
BINARY is DPB1_7601 Class
BINARY SubClassOf DPB1_7601 HLA-DPB1,
BINARY SubClassOf DPB1_7601 encodes_some_DPB1_7601_Chain
BINARY is DPB1_7601_Chain Class
BINARY is DPB1_7701 Class
BINARY SubClassOf DPB1_7701 HLA-DPB1,
BINARY SubClassOf DPB1_7701 encodes_some_DPB1_7701_Chain
BINARY is DPB1_7701_Chain Class
BINARY is DPB1_7801 Class
BINARY SubClassOf DPB1_7801 HLA-DPB1,
BINARY SubClassOf DPB1_7801 encodes_some_DPB1_7801_Chain
BINARY is DPB1_7801_Chain Class
BINARY is DPB1_7901 Class
BINARY SubClassOf DPB1_7901 HLA-DPB1,
