BINARY is dateTime Datatype
BINARY equiv medical-problem etiologic-agent_or_pathological-disposition_or_pathological-process_or_(representedBy_some_sign-recording)_or_(representedBy_some_symptom-recording)
BINARY SubClassOf medical-problem Entity
BINARY is medical-therapy Class
BINARY SubClassOf medical-therapy therapeutic-act
BINARY is medication Class
BINARY SubClassOf medication pharmacological-substance
BINARY is morphologic-alteration Class
BINARY SubClassOf morphologic-alteration biological-process
BINARY is organism Class
BINARY SubClassOf organism Object
BINARY DisjointWith organism pharmacological-substance
BINARY DisjointWith organism medical-device
BINARY DisjointWith organism deoxyribonucleic-acid-structure
BINARY DisjointWith organism computer-system
BINARY DisjointWith organism anatomical-structure
BINARY is organismal-continuant Class
BINARY equiv organismal-continuant anatomical-structure_or_extra-organismal-continuant_or_immaterial-anatomical-continuant_or_material-pathological-entity_or_organism
BINARY SubClassOf organismal-continuant Continuant
BINARY is organismal-process-aggregate Class
BINARY SubClassOf organismal-process-aggregate ProcessAggregate
BINARY is pathogen Class
BINARY equiv pathogen etiologic-agent_and_organism
BINARY SubClassOf pathogen etiologic-agent,
BINARY SubClassOf pathogen organism
BINARY is pathological-disposition Class
BINARY SubClassOf pathological-disposition Disposition,
BINARY is participates_in_some (isConsequenceOf_some_etiologic-agent)_or_(www.obofoundry.org/ro/ro.#
BINARY is has_participant_some_etiologic-agent))), (biological-process_and_(www.obofoundry.org/ro/ro.#
BINARY is agent_in_some www.obofoundry.org/ro/ro.#
BINARY is has_part_some_morphologic-alteration)), (pathological-process_and_(www.obofoundry.org/ro/ro.#
BINARY is located_in_only_patient www.obofoundry.org/ro/ro.#
BINARY DisjointWith located_in_only_patient physiological-disposition
BINARY is pathological-process Class
BINARY SubClassOf pathological-process biological-process
BINARY is pathological-role Class
BINARY SubClassOf pathological-role Role
BINARY is patient Class
BINARY SubClassOf patient person
BINARY is patient-record Class
BINARY SubClassOf patient-record clinical-artifact
BINARY DisjointWith patient-record symptom-recording
BINARY is patient-role Class
BINARY SubClassOf patient-role Role
BINARY is person Class
BINARY SubClassOf person organism
BINARY is pharmacological-substance Class
BINARY SubClassOf pharmacological-substance Object
BINARY DisjointWith pharmacological-substance organism
BINARY DisjointWith pharmacological-substance medical-device
BINARY DisjointWith pharmacological-substance deoxyribonucleic-acid-structure
BINARY DisjointWith pharmacological-substance computer-system
BINARY DisjointWith pharmacological-substance anatomical-structure
BINARY is physical-anatomical-entity Class
BINARY equiv physical-anatomical-entity Continuant_and_(anatomical-structure_or_immaterial-anatomical-continuant)
BINARY SubClassOf physical-anatomical-entity Continuant
BINARY is physician Class
BINARY SubClassOf physician person
BINARY is physiological-disposition Class
BINARY SubClassOf physiological-disposition Disposition
BINARY DisjointWith physiological-disposition pathological-disposition
BINARY is physiological-process Class
BINARY SubClassOf physiological-process biological-process
BINARY is physiological-role Class
BINARY SubClassOf physiological-role Role
BINARY is procedure Class
BINARY SubClassOf procedure clinical-act
BINARY is recorded-clinical-situation Class
BINARY SubClassOf recorded-clinical-situation clinical-artifact
BINARY DisjointWith recorded-clinical-situation symptom-recording
BINARY is representational-artifact Class
BINARY SubClassOf representational-artifact GenericallyDependentContinuant
BINARY is self-examination Class
BINARY SubClassOf self-examination ProcessualEntity,
BINARY is has_agent_some_patient www.obofoundry.org/ro/ro.#
BINARY is sequela Class
BINARY equiv sequela bodily-feature_and_(isConsequenceOf_some_pathological-process)
BINARY SubClassOf sequela bodily-feature
BINARY DisjointWith sequela vital-sign
BINARY is sign-recording Class
BINARY is state Class
BINARY SubClassOf state DependentContinuant
BINARY DisjointWith state immaterial-pathological-continuant
BINARY DisjointWith state immaterial-anatomical-continuant
BINARY is substance-administration Class
BINARY SubClassOf substance-administration medical-therapy,
BINARY is has_participant_some_medication www.obofoundry.org/ro/ro.#
BINARY is symptom-recording Class
BINARY SubClassOf symptom-recording clinical-artifact,
BINARY SubClassOf symptom-recording composedBy_some_patient,
BINARY SubClassOf symptom-recording outputOf_some
BINARY SubClassOf symptom-recording (medical-history-screening-act_or_self-examination),
BINARY SubClassOf symptom-recording representationOf_some_bodily-feature
BINARY DisjointWith symptom-recording recorded-clinical-situation
BINARY DisjointWith symptom-recording patient-record
BINARY DisjointWith symptom-recording clinical-finding
BINARY is therapeutic-act Class
BINARY SubClassOf therapeutic-act clinical-act
BINARY is therapeutic-procedure Class
BINARY SubClassOf therapeutic-procedure therapeutic-act,
BINARY SubClassOf therapeutic-procedure hasMethod_some_SurgicalMethod
BINARY is vital-sign Class
BINARY SubClassOf vital-sign bodily-feature
BINARY DisjointWith vital-sign sequela
BINARY is Entity Class
BINARY equiv Entity Continuant_or_Occurrent
BINARY is Thing www.w3.org/2002/07/#
BINARY is Continuant Class
BINARY SubClassOf Continuant Entity
BINARY is DependentContinuant Class
BINARY equiv DependentContinuant GenericallyDependentContinuant_or_SpecificallyDependentContinuant
BINARY SubClassOf DependentContinuant Continuant
BINARY DisjointWith DependentContinuant SpatialRegion
BINARY DisjointWith DependentContinuant IndependentContinuant
BINARY is Disposition Class
BINARY SubClassOf Disposition RealizableEntity
BINARY DisjointWith Disposition Role
BINARY DisjointWith Disposition Function
BINARY is FiatObjectPart Class
BINARY SubClassOf FiatObjectPart MaterialEntity
BINARY DisjointWith FiatObjectPart Site
BINARY DisjointWith FiatObjectPart ObjectBoundary
BINARY is Function Class
BINARY SubClassOf Function RealizableEntity
BINARY DisjointWith Function Role
BINARY DisjointWith Function Disposition
BINARY is GenericallyDependentContinuant Class
BINARY SubClassOf GenericallyDependentContinuant DependentContinuant
BINARY DisjointWith GenericallyDependentContinuant SpecificallyDependentContinuant
BINARY is IndependentContinuant Class
BINARY equiv IndependentContinuant MaterialEntity_or_ObjectBoundary_or_Site
BINARY SubClassOf IndependentContinuant Continuant
BINARY DisjointWith IndependentContinuant SpatialRegion
BINARY DisjointWith IndependentContinuant DependentContinuant
BINARY is MaterialEntity Class
BINARY equiv MaterialEntity FiatObjectPart_or_Object_or_ObjectAggregate
BINARY SubClassOf MaterialEntity IndependentContinuant
BINARY DisjointWith MaterialEntity Site
BINARY DisjointWith MaterialEntity ObjectBoundary
BINARY is Object Class
BINARY SubClassOf Object MaterialEntity
BINARY DisjointWith Object Site
BINARY DisjointWith Object ObjectBoundary
BINARY is ObjectAggregate Class
BINARY SubClassOf ObjectAggregate MaterialEntity
BINARY DisjointWith ObjectAggregate Site
BINARY DisjointWith ObjectAggregate ObjectBoundary
BINARY is ObjectBoundary Class
BINARY SubClassOf ObjectBoundary IndependentContinuant
BINARY DisjointWith ObjectBoundary Site
BINARY DisjointWith ObjectBoundary ObjectAggregate
BINARY DisjointWith ObjectBoundary Object
BINARY DisjointWith ObjectBoundary MaterialEntity
BINARY DisjointWith ObjectBoundary FiatObjectPart
BINARY is OneDimensionalRegion Class
BINARY SubClassOf OneDimensionalRegion SpatialRegion
BINARY DisjointWith OneDimensionalRegion ZeroDimensionalRegion
BINARY DisjointWith OneDimensionalRegion TwoDimensionalRegion
BINARY DisjointWith OneDimensionalRegion ThreeDimensionalRegion
BINARY is Quality Class
BINARY SubClassOf Quality SpecificallyDependentContinuant
BINARY is RealizableEntity Class
BINARY SubClassOf RealizableEntity SpecificallyDependentContinuant
BINARY is Role Class
BINARY SubClassOf Role RealizableEntity
BINARY DisjointWith Role Function
BINARY DisjointWith Role Disposition
BINARY is Site Class
BINARY SubClassOf Site IndependentContinuant
BINARY DisjointWith Site ObjectBoundary
BINARY DisjointWith Site ObjectAggregate
BINARY DisjointWith Site Object
BINARY DisjointWith Site MaterialEntity
BINARY DisjointWith Site FiatObjectPart
BINARY is SpatialRegion Class
BINARY equiv SpatialRegion OneDimensionalRegion_or_ThreeDimensionalRegion_or_TwoDimensionalRegion_or_ZeroDimensionalRegion
BINARY SubClassOf SpatialRegion Continuant
BINARY DisjointWith SpatialRegion IndependentContinuant
BINARY DisjointWith SpatialRegion DependentContinuant
BINARY is SpecificallyDependentContinuant Class
BINARY equiv SpecificallyDependentContinuant Quality_or_RealizableEntity
BINARY SubClassOf SpecificallyDependentContinuant DependentContinuant
BINARY DisjointWith SpecificallyDependentContinuant GenericallyDependentContinuant
BINARY is ThreeDimensionalRegion Class
BINARY SubClassOf ThreeDimensionalRegion SpatialRegion
BINARY DisjointWith ThreeDimensionalRegion ZeroDimensionalRegion
BINARY DisjointWith ThreeDimensionalRegion TwoDimensionalRegion
BINARY DisjointWith ThreeDimensionalRegion OneDimensionalRegion
BINARY is TwoDimensionalRegion Class
BINARY SubClassOf TwoDimensionalRegion SpatialRegion
BINARY DisjointWith TwoDimensionalRegion ZeroDimensionalRegion
BINARY DisjointWith TwoDimensionalRegion ThreeDimensionalRegion
BINARY DisjointWith TwoDimensionalRegion OneDimensionalRegion
BINARY is ZeroDimensionalRegion Class
BINARY SubClassOf ZeroDimensionalRegion SpatialRegion
BINARY DisjointWith ZeroDimensionalRegion TwoDimensionalRegion
BINARY DisjointWith ZeroDimensionalRegion ThreeDimensionalRegion
BINARY DisjointWith ZeroDimensionalRegion OneDimensionalRegion
BINARY is ConnectedSpatiotemporalRegion Class
BINARY equiv ConnectedSpatiotemporalRegion SpatiotemporalInstant_or_SpatiotemporalInterval
BINARY SubClassOf ConnectedSpatiotemporalRegion SpatiotemporalRegion
BINARY DisjointWith ConnectedSpatiotemporalRegion ScatteredSpatiotemporalRegion
BINARY is ConnectedTemporalRegion Class
BINARY equiv ConnectedTemporalRegion TemporalInstant_or_TemporalInterval
BINARY SubClassOf ConnectedTemporalRegion TemporalRegion
BINARY DisjointWith ConnectedTemporalRegion ScatteredTemporalRegion
BINARY is FiatProcessPart Class
BINARY SubClassOf FiatProcessPart ProcessualEntity
BINARY DisjointWith FiatProcessPart ProcessualContext
BINARY DisjointWith FiatProcessPart ProcessBoundary
BINARY DisjointWith FiatProcessPart ProcessAggregate
BINARY DisjointWith FiatProcessPart Process
BINARY is Occurrent Class
BINARY SubClassOf Occurrent Entity
BINARY is Process Class
BINARY SubClassOf Process ProcessualEntity
BINARY DisjointWith Process ProcessualContext
BINARY DisjointWith Process ProcessBoundary
BINARY DisjointWith Process ProcessAggregate
BINARY DisjointWith Process FiatProcessPart
BINARY is ProcessAggregate Class
BINARY SubClassOf ProcessAggregate ProcessualEntity
BINARY DisjointWith ProcessAggregate ProcessualContext
BINARY DisjointWith ProcessAggregate ProcessBoundary
BINARY DisjointWith ProcessAggregate Process
BINARY DisjointWith ProcessAggregate FiatProcessPart
BINARY is ProcessBoundary Class
BINARY SubClassOf ProcessBoundary ProcessualEntity
BINARY DisjointWith ProcessBoundary ProcessualContext
BINARY DisjointWith ProcessBoundary ProcessAggregate
BINARY DisjointWith ProcessBoundary Process
BINARY DisjointWith ProcessBoundary FiatProcessPart
BINARY is ProcessualContext Class
BINARY SubClassOf ProcessualContext ProcessualEntity
BINARY DisjointWith ProcessualContext ProcessBoundary
BINARY DisjointWith ProcessualContext ProcessAggregate
BINARY DisjointWith ProcessualContext Process
BINARY DisjointWith ProcessualContext FiatProcessPart
BINARY is ProcessualEntity Class
BINARY equiv ProcessualEntity FiatProcessPart_or_Process_or_ProcessAggregate_or_ProcessBoundary_or_ProcessualContext
BINARY SubClassOf ProcessualEntity Occurrent
BINARY DisjointWith ProcessualEntity TemporalRegion
BINARY DisjointWith ProcessualEntity SpatiotemporalRegion
BINARY is ScatteredSpatiotemporalRegion Class
BINARY SubClassOf ScatteredSpatiotemporalRegion SpatiotemporalRegion
BINARY DisjointWith ScatteredSpatiotemporalRegion ConnectedSpatiotemporalRegion
BINARY is ScatteredTemporalRegion Class
BINARY SubClassOf ScatteredTemporalRegion TemporalRegion
BINARY DisjointWith ScatteredTemporalRegion ConnectedTemporalRegion
BINARY is SpatiotemporalInstant Class
BINARY SubClassOf SpatiotemporalInstant ConnectedSpatiotemporalRegion
BINARY is SpatiotemporalInterval Class
BINARY SubClassOf SpatiotemporalInterval ConnectedSpatiotemporalRegion
BINARY is SpatiotemporalRegion Class
BINARY equiv SpatiotemporalRegion ConnectedSpatiotemporalRegion_or_ScatteredSpatiotemporalRegion
BINARY SubClassOf SpatiotemporalRegion Occurrent
BINARY DisjointWith SpatiotemporalRegion TemporalRegion
BINARY DisjointWith SpatiotemporalRegion ProcessualEntity
BINARY is TemporalInstant Class
BINARY SubClassOf TemporalInstant ConnectedTemporalRegion
BINARY is TemporalInterval Class
BINARY SubClassOf TemporalInterval ConnectedTemporalRegion
BINARY is TemporalRegion Class
BINARY equiv TemporalRegion ConnectedTemporalRegion_or_ScatteredTemporalRegion
BINARY SubClassOf TemporalRegion Occurrent
BINARY DisjointWith TemporalRegion SpatiotemporalRegion
BINARY DisjointWith TemporalRegion ProcessualEntity
BINARY is www.w3.org/2002/07/# Class
