BINARY is BFO_0000050 ObjectProperty
BINARY SubClassOf Orphanet_100001 BFO_0000050_some_Orphanet_100002
BINARY is Orphanet_100002 Class
BINARY SubClassOf Orphanet_100002 Orphanet_377788,
BINARY SubClassOf Orphanet_100002 Orphanet_557493,
BINARY SubClassOf Orphanet_100002 BFO_0000050_some_Orphanet_85102
BINARY is Orphanet_100003 Class
BINARY SubClassOf Orphanet_100003 Orphanet_377788,
BINARY SubClassOf Orphanet_100003 Orphanet_557493,
BINARY SubClassOf Orphanet_100003 BFO_0000050_some_Orphanet_85102
BINARY is Orphanet_100006 Class
BINARY SubClassOf Orphanet_100006 Orphanet_557494,
BINARY SubClassOf Orphanet_100006 BFO_0000050_some_Orphanet_85458
BINARY is Orphanet_100008 Class
BINARY SubClassOf Orphanet_100008 Orphanet_557494,
BINARY SubClassOf Orphanet_100008 BFO_0000050_some_Orphanet_85458
BINARY is Orphanet_100011 Class
BINARY SubClassOf Orphanet_100011 Orphanet_377789,
BINARY SubClassOf Orphanet_100011 Orphanet_557493,
BINARY SubClassOf Orphanet_100011 BFO_0000050_some_Orphanet_86823
BINARY is Orphanet_100012 Class
BINARY SubClassOf Orphanet_100012 Orphanet_377789,
BINARY SubClassOf Orphanet_100012 Orphanet_557493,
BINARY SubClassOf Orphanet_100012 BFO_0000050_some_Orphanet_86823
BINARY is Orphanet_100013 Class
BINARY SubClassOf Orphanet_100013 Orphanet_377789,
BINARY SubClassOf Orphanet_100013 Orphanet_557493,
BINARY SubClassOf Orphanet_100013 BFO_0000050_some_Orphanet_86823
BINARY is Orphanet_100014 Class
BINARY SubClassOf Orphanet_100014 Orphanet_377789,
BINARY SubClassOf Orphanet_100014 Orphanet_557493,
BINARY SubClassOf Orphanet_100014 BFO_0000050_some_Orphanet_86823
BINARY is Orphanet_100015 Class
BINARY SubClassOf Orphanet_100015 Orphanet_377789,
BINARY SubClassOf Orphanet_100015 Orphanet_557493,
BINARY SubClassOf Orphanet_100015 BFO_0000050_some_Orphanet_86823
BINARY is Orphanet_100016 Class
BINARY SubClassOf Orphanet_100016 Orphanet_377789,
BINARY SubClassOf Orphanet_100016 Orphanet_557493,
BINARY SubClassOf Orphanet_100016 BFO_0000050_some_Orphanet_86823
BINARY is Orphanet_100019 Class
BINARY SubClassOf Orphanet_100019 Orphanet_557494,
BINARY SubClassOf Orphanet_100019 BFO_0000050_some_Orphanet_86839
BINARY is Orphanet_100020 Class
BINARY SubClassOf Orphanet_100020 Orphanet_557494,
BINARY SubClassOf Orphanet_100020 BFO_0000050_some_Orphanet_86839
BINARY is Orphanet_100021 Class
BINARY SubClassOf Orphanet_100021 Orphanet_557494,
BINARY SubClassOf Orphanet_100021 BFO_0000050_some_Orphanet_86855
BINARY is Orphanet_100022 Class
BINARY SubClassOf Orphanet_100022 Orphanet_557494,
BINARY SubClassOf Orphanet_100022 BFO_0000050_some_Orphanet_86855
BINARY is Orphanet_100024 Class
BINARY SubClassOf Orphanet_100024 Orphanet_557494,
BINARY SubClassOf Orphanet_100024 BFO_0000050_some_Orphanet_86864
BINARY is Orphanet_100025 Class
BINARY SubClassOf Orphanet_100025 Orphanet_557494,
BINARY SubClassOf Orphanet_100025 BFO_0000050_some_Orphanet_86864
BINARY is Orphanet_100026 Class
BINARY SubClassOf Orphanet_100026 Orphanet_557494,
BINARY SubClassOf Orphanet_100026 BFO_0000050_some_Orphanet_86864
BINARY is Orphanet_100031 Class
BINARY SubClassOf Orphanet_100031 Orphanet_557494,
BINARY SubClassOf Orphanet_100031 BFO_0000050_some_Orphanet_88661
BINARY is Orphanet_100032 Class
BINARY SubClassOf Orphanet_100032 Orphanet_557494,
BINARY SubClassOf Orphanet_100032 BFO_0000050_some_Orphanet_88661
BINARY is Orphanet_100033 Class
BINARY SubClassOf Orphanet_100033 Orphanet_557494,
BINARY SubClassOf Orphanet_100033 BFO_0000050_some_Orphanet_88661
BINARY is Orphanet_100034 Class
BINARY SubClassOf Orphanet_100034 Orphanet_557494,
BINARY SubClassOf Orphanet_100034 BFO_0000050_some_Orphanet_88661
BINARY is Orphanet_100035 Class
BINARY SubClassOf Orphanet_100035 Orphanet_377788,
BINARY SubClassOf Orphanet_100035 Orphanet_557493,
BINARY SubClassOf Orphanet_100035 BFO_0000050_some_Orphanet_306636
BINARY is Orphanet_100043 Class
BINARY SubClassOf Orphanet_100043 Orphanet_377788,
BINARY SubClassOf Orphanet_100043 Orphanet_557493,
BINARY SubClassOf Orphanet_100043 BFO_0000050_some_Orphanet_90114
BINARY is Orphanet_100044 Class
BINARY SubClassOf Orphanet_100044 Orphanet_377788,
BINARY SubClassOf Orphanet_100044 Orphanet_557493,
BINARY SubClassOf Orphanet_100044 BFO_0000050_some_Orphanet_90114
BINARY is Orphanet_100045 Class
BINARY SubClassOf Orphanet_100045 Orphanet_377788,
BINARY SubClassOf Orphanet_100045 Orphanet_557493,
BINARY SubClassOf Orphanet_100045 BFO_0000050_some_Orphanet_90114
BINARY is Orphanet_100046 Class
BINARY SubClassOf Orphanet_100046 Orphanet_377788,
BINARY SubClassOf Orphanet_100046 Orphanet_557493,
BINARY SubClassOf Orphanet_100046 BFO_0000050_some_Orphanet_90114
BINARY is Orphanet_100047 Class
BINARY SubClassOf Orphanet_100047 Orphanet_377791,
BINARY SubClassOf Orphanet_100047 Orphanet_557493,
BINARY SubClassOf Orphanet_100047 BFO_0000050_some_Orphanet_91357
BINARY is Orphanet_100048 Class
BINARY SubClassOf Orphanet_100048 Orphanet_377791,
BINARY SubClassOf Orphanet_100048 Orphanet_557493,
BINARY SubClassOf Orphanet_100048 BFO_0000050_some_Orphanet_91357
BINARY is Orphanet_100049 Class
BINARY SubClassOf Orphanet_100049 Orphanet_264670,
BINARY SubClassOf Orphanet_100049 Orphanet_264992,
BINARY SubClassOf Orphanet_100049 Orphanet_557492
BINARY is Orphanet_100050 Class
BINARY SubClassOf Orphanet_100050 Orphanet_557494,
BINARY SubClassOf Orphanet_100050 BFO_0000050_some_Orphanet_528623
BINARY is Orphanet_100051 Class
BINARY SubClassOf Orphanet_100051 Orphanet_557494,
BINARY SubClassOf Orphanet_100051 BFO_0000050_some_Orphanet_528623
BINARY is Orphanet_100054 Class
BINARY SubClassOf Orphanet_100054 Orphanet_557494,
BINARY SubClassOf Orphanet_100054 BFO_0000050_some_Orphanet_528647
BINARY is Orphanet_100055 Class
BINARY SubClassOf Orphanet_100055 Orphanet_557494,
BINARY SubClassOf Orphanet_100055 BFO_0000050_some_Orphanet_528663
BINARY is Orphanet_100056 Class
BINARY SubClassOf Orphanet_100056 Orphanet_557494,
BINARY SubClassOf Orphanet_100056 BFO_0000050_some_Orphanet_528663
BINARY is Orphanet_100057 Class
BINARY SubClassOf Orphanet_100057 Orphanet_377788,
BINARY SubClassOf Orphanet_100057 Orphanet_557493,
BINARY SubClassOf Orphanet_100057 BFO_0000050_some_Orphanet_91385
BINARY is Orphanet_100067 Class
BINARY SubClassOf Orphanet_100067 Orphanet_557494,
BINARY SubClassOf Orphanet_100067 BFO_0000050_some_Orphanet_95409
BINARY is Orphanet_100069 Class
BINARY SubClassOf Orphanet_100069 Orphanet_377788,
BINARY SubClassOf Orphanet_100069 Orphanet_557493,
BINARY SubClassOf Orphanet_100069 BFO_0000050_some_Orphanet_282,
BINARY SubClassOf Orphanet_100069 BFO_0000050_some_Orphanet_95432
BINARY is Orphanet_100070 Class
BINARY SubClassOf Orphanet_100070 Orphanet_377788,
BINARY SubClassOf Orphanet_100070 Orphanet_557493,
BINARY SubClassOf Orphanet_100070 BFO_0000050_some_Orphanet_282,
BINARY SubClassOf Orphanet_100070 BFO_0000050_some_Orphanet_306708,
BINARY SubClassOf Orphanet_100070 BFO_0000050_some_Orphanet_95432
BINARY is Orphanet_100071 Class
BINARY SubClassOf Orphanet_100071 Orphanet_377789,
BINARY SubClassOf Orphanet_100071 Orphanet_557493,
BINARY SubClassOf Orphanet_100071 BFO_0000050_some_Orphanet_98131
BINARY is Orphanet_100073 Class
BINARY SubClassOf Orphanet_100073 Orphanet_557494,
BINARY SubClassOf Orphanet_100073 BFO_0000050_some_Orphanet_182086,
BINARY SubClassOf Orphanet_100073 BFO_0000050_some_Orphanet_97330
BINARY is Orphanet_100075 Class
BINARY SubClassOf Orphanet_100075 Orphanet_377788,
BINARY SubClassOf Orphanet_100075 Orphanet_557493,
BINARY SubClassOf Orphanet_100075 BFO_0000050_some_Orphanet_481508,
BINARY SubClassOf Orphanet_100075 BFO_0000050_some_Orphanet_63443
BINARY is Orphanet_100076 Class
BINARY SubClassOf Orphanet_100076 Orphanet_423975,
BINARY SubClassOf Orphanet_100076 Orphanet_557492
BINARY is Orphanet_100077 Class
BINARY SubClassOf Orphanet_100077 Orphanet_423975,
BINARY SubClassOf Orphanet_100077 Orphanet_557492
BINARY is Orphanet_100078 Class
BINARY SubClassOf Orphanet_100078 Orphanet_377788,
BINARY SubClassOf Orphanet_100078 Orphanet_557493,
BINARY SubClassOf Orphanet_100078 BFO_0000050_some_Orphanet_423975
BINARY is Orphanet_100079 Class
BINARY SubClassOf Orphanet_100079 Orphanet_377788,
BINARY SubClassOf Orphanet_100079 Orphanet_557493,
BINARY SubClassOf Orphanet_100079 BFO_0000050_some_Orphanet_423982,
BINARY SubClassOf Orphanet_100079 BFO_0000050_some_Orphanet_481508
BINARY is Orphanet_100080 Class
BINARY SubClassOf Orphanet_100080 Orphanet_377788,
BINARY SubClassOf Orphanet_100080 Orphanet_557493,
BINARY SubClassOf Orphanet_100080 BFO_0000050_some_Orphanet_423991,
BINARY SubClassOf Orphanet_100080 BFO_0000050_some_Orphanet_481508
BINARY is Orphanet_100081 Class
BINARY SubClassOf Orphanet_100081 Orphanet_377788,
BINARY SubClassOf Orphanet_100081 Orphanet_557493,
BINARY SubClassOf Orphanet_100081 BFO_0000050_some_Orphanet_423998,
BINARY SubClassOf Orphanet_100081 BFO_0000050_some_Orphanet_481508
BINARY is Orphanet_100082 Class
BINARY SubClassOf Orphanet_100082 Orphanet_377788,
BINARY SubClassOf Orphanet_100082 Orphanet_557493,
BINARY SubClassOf Orphanet_100082 BFO_0000050_some_Orphanet_424010,
BINARY SubClassOf Orphanet_100082 BFO_0000050_some_Orphanet_481508
BINARY is Orphanet_100083 Class
BINARY SubClassOf Orphanet_100083 Orphanet_377788,
BINARY SubClassOf Orphanet_100083 Orphanet_557493,
BINARY SubClassOf Orphanet_100083 BFO_0000050_some_Orphanet_100101,
BINARY SubClassOf Orphanet_100083 BFO_0000050_some_Orphanet_98061
BINARY is Orphanet_100084 Class
BINARY SubClassOf Orphanet_100084 Orphanet_377788,
BINARY SubClassOf Orphanet_100084 Orphanet_557493,
BINARY SubClassOf Orphanet_100084 BFO_0000050_some_Orphanet_100101,
BINARY SubClassOf Orphanet_100084 BFO_0000050_some_Orphanet_98061
BINARY is Orphanet_100085 Class
BINARY SubClassOf Orphanet_100085 Orphanet_377788,
BINARY SubClassOf Orphanet_100085 Orphanet_557493,
BINARY SubClassOf Orphanet_100085 BFO_0000050_some_Orphanet_100101,
BINARY SubClassOf Orphanet_100085 BFO_0000050_some_Orphanet_424933
BINARY is Orphanet_100086 Class
BINARY SubClassOf Orphanet_100086 Orphanet_377788,
BINARY SubClassOf Orphanet_100086 Orphanet_557493,
BINARY SubClassOf Orphanet_100086 BFO_0000050_some_Orphanet_100101,
BINARY SubClassOf Orphanet_100086 BFO_0000050_some_Orphanet_306633
BINARY is Orphanet_100087 Class
BINARY SubClassOf Orphanet_100087 Orphanet_101955,
BINARY SubClassOf Orphanet_100087 Orphanet_182130,
BINARY SubClassOf Orphanet_100087 Orphanet_557492
BINARY is Orphanet_100088 Class
BINARY SubClassOf Orphanet_100088 Orphanet_100087,
BINARY SubClassOf Orphanet_100088 Orphanet_557492
BINARY is Orphanet_100090 Class
BINARY SubClassOf Orphanet_100090 Orphanet_182130,
BINARY SubClassOf Orphanet_100090 Orphanet_557492,
BINARY SubClassOf Orphanet_100090 Orphanet_68415
BINARY is Orphanet_100091 Class
BINARY SubClassOf Orphanet_100091 Orphanet_101954,
BINARY SubClassOf Orphanet_100091 Orphanet_182130,
BINARY SubClassOf Orphanet_100091 Orphanet_557492
BINARY is Orphanet_100092 Class
BINARY SubClassOf Orphanet_100092 Orphanet_557492,
BINARY SubClassOf Orphanet_100092 Orphanet_877
BINARY is Orphanet_100093 Class
BINARY SubClassOf Orphanet_100093 Orphanet_377792,
BINARY SubClassOf Orphanet_100093 Orphanet_557493,
BINARY SubClassOf Orphanet_100093 BFO_0000050_some_Orphanet_877
BINARY is Orphanet_100094 Class
BINARY SubClassOf Orphanet_100094 Orphanet_101956,
BINARY SubClassOf Orphanet_100094 Orphanet_182130,
BINARY SubClassOf Orphanet_100094 Orphanet_183643,
BINARY SubClassOf Orphanet_100094 Orphanet_271847,
BINARY SubClassOf Orphanet_100094 Orphanet_557492
BINARY is Orphanet_1001 Class
BINARY SubClassOf Orphanet_1001 Orphanet_377789,
BINARY SubClassOf Orphanet_1001 Orphanet_557493,
BINARY SubClassOf Orphanet_1001 BFO_0000050_some_Orphanet_102283,
BINARY SubClassOf Orphanet_1001 BFO_0000050_some_Orphanet_262010,
BINARY SubClassOf Orphanet_1001 BFO_0000050_some_Orphanet_498454,
BINARY SubClassOf Orphanet_1001 BFO_0000050_some_Orphanet_611327
BINARY is Orphanet_100100 Class
BINARY SubClassOf Orphanet_100100 Orphanet_557492,
BINARY SubClassOf Orphanet_100100 Orphanet_98057
BINARY is Orphanet_100101 Class
BINARY SubClassOf Orphanet_100101 Orphanet_557492,
BINARY SubClassOf Orphanet_100101 Orphanet_877
BINARY is Orphanet_1003 Class
BINARY SubClassOf Orphanet_1003 Orphanet_377789,
BINARY SubClassOf Orphanet_1003 Orphanet_557493,
BINARY SubClassOf Orphanet_1003 BFO_0000050_some_Orphanet_183481,
BINARY SubClassOf Orphanet_1003 BFO_0000050_some_Orphanet_294959,
BINARY SubClassOf Orphanet_1003 BFO_0000050_some_Orphanet_79380
BINARY is Orphanet_1005 Class
BINARY SubClassOf Orphanet_1005 Orphanet_377789,
BINARY SubClassOf Orphanet_1005 Orphanet_557493,
BINARY SubClassOf Orphanet_1005 BFO_0000050_some_Orphanet_102283,
BINARY SubClassOf Orphanet_1005 BFO_0000050_some_Orphanet_611327,
BINARY SubClassOf Orphanet_1005 BFO_0000050_some_Orphanet_79373
BINARY is Orphanet_1006 Class
BINARY SubClassOf Orphanet_1006 Orphanet_377788,
BINARY SubClassOf Orphanet_1006 Orphanet_557493,
BINARY SubClassOf Orphanet_1006 BFO_0000050_some_Orphanet_331244,
BINARY SubClassOf Orphanet_1006 BFO_0000050_some_Orphanet_79364
BINARY is Orphanet_1008 Class
BINARY SubClassOf Orphanet_1008 Orphanet_377788,
BINARY SubClassOf Orphanet_1008 Orphanet_557493,
BINARY SubClassOf Orphanet_1008 BFO_0000050_some_Orphanet_481771,
BINARY SubClassOf Orphanet_1008 BFO_0000050_some_Orphanet_611314,
BINARY SubClassOf Orphanet_1008 BFO_0000050_some_Orphanet_79364
BINARY is Orphanet_100924 Class
BINARY SubClassOf Orphanet_100924 Orphanet_377788,
BINARY SubClassOf Orphanet_100924 Orphanet_557493,
BINARY SubClassOf Orphanet_100924 BFO_0000050_some_Orphanet_95157
BINARY is Orphanet_100973 Class
BINARY SubClassOf Orphanet_100973 Orphanet_377788,
BINARY SubClassOf Orphanet_100973 Orphanet_557493,
BINARY SubClassOf Orphanet_100973 BFO_0000050_some_Orphanet_611314
BINARY is Orphanet_100974 Class
BINARY SubClassOf Orphanet_100974 Orphanet_377788,
BINARY SubClassOf Orphanet_100974 Orphanet_557493,
BINARY SubClassOf Orphanet_100974 BFO_0000050_some_Orphanet_98053
BINARY is Orphanet_100976 Class
BINARY SubClassOf Orphanet_100976 Orphanet_377788,
BINARY SubClassOf Orphanet_100976 Orphanet_557493,
BINARY SubClassOf Orphanet_100976 BFO_0000050_some_Orphanet_281097
BINARY is Orphanet_100978 Class
BINARY SubClassOf Orphanet_100978 Orphanet_377789,
BINARY SubClassOf Orphanet_100978 Orphanet_557493,
BINARY SubClassOf Orphanet_100978 BFO_0000050_some_Orphanet_139393
BINARY is Orphanet_100979 Class
BINARY SubClassOf Orphanet_100979 Orphanet_102013,
BINARY SubClassOf Orphanet_100979 Orphanet_557492
BINARY is Orphanet_100980 Class
BINARY SubClassOf Orphanet_100980 Orphanet_102012,
BINARY SubClassOf Orphanet_100980 Orphanet_557492
BINARY is Orphanet_100981 Class
BINARY SubClassOf Orphanet_100981 Orphanet_102013,
BINARY SubClassOf Orphanet_100981 Orphanet_557492
BINARY is Orphanet_100982 Class
BINARY SubClassOf Orphanet_100982 Orphanet_102012,
BINARY SubClassOf Orphanet_100982 Orphanet_557492
BINARY is Orphanet_100984 Class
BINARY SubClassOf Orphanet_100984 Orphanet_377788,
BINARY SubClassOf Orphanet_100984 Orphanet_557493,
BINARY SubClassOf Orphanet_100984 BFO_0000050_some_Orphanet_320342
BINARY is Orphanet_100985 Class
BINARY SubClassOf Orphanet_100985 Orphanet_377788,
BINARY SubClassOf Orphanet_100985 Orphanet_557493,
BINARY SubClassOf Orphanet_100985 BFO_0000050_some_Orphanet_320342
BINARY is Orphanet_100986 Class
BINARY SubClassOf Orphanet_100986 Orphanet_377788,
BINARY SubClassOf Orphanet_100986 Orphanet_557493,
BINARY SubClassOf Orphanet_100986 BFO_0000050_some_Orphanet_320346
BINARY is Orphanet_100988 Class
BINARY SubClassOf Orphanet_100988 Orphanet_377788,
BINARY SubClassOf Orphanet_100988 Orphanet_557493,
BINARY SubClassOf Orphanet_100988 BFO_0000050_some_Orphanet_320342
BINARY is Orphanet_100989 Class
BINARY SubClassOf Orphanet_100989 Orphanet_377788,
BINARY SubClassOf Orphanet_100989 Orphanet_557493,
BINARY SubClassOf Orphanet_100989 BFO_0000050_some_Orphanet_320342
BINARY is Orphanet_100991 Class
BINARY SubClassOf Orphanet_100991 Orphanet_377788,
BINARY SubClassOf Orphanet_100991 Orphanet_557493,
BINARY SubClassOf Orphanet_100991 BFO_0000050_some_Orphanet_320342,
BINARY SubClassOf Orphanet_100991 BFO_0000050_some_Orphanet_611314
BINARY is Orphanet_100993 Class
BINARY SubClassOf Orphanet_100993 Orphanet_377788,
BINARY SubClassOf Orphanet_100993 Orphanet_557493,
BINARY SubClassOf Orphanet_100993 BFO_0000050_some_Orphanet_100980
BINARY is Orphanet_100994 Class
BINARY SubClassOf Orphanet_100994 Orphanet_377788,
BINARY SubClassOf Orphanet_100994 Orphanet_557493,
BINARY SubClassOf Orphanet_100994 BFO_0000050_some_Orphanet_320342
BINARY is Orphanet_100995 Class
BINARY SubClassOf Orphanet_100995 Orphanet_377788,
BINARY SubClassOf Orphanet_100995 Orphanet_557493,
BINARY SubClassOf Orphanet_100995 BFO_0000050_some_Orphanet_320346
BINARY is Orphanet_100996 Class
BINARY SubClassOf Orphanet_100996 Orphanet_377788,
BINARY SubClassOf Orphanet_100996 Orphanet_557493,
BINARY SubClassOf Orphanet_100996 BFO_0000050_some_Orphanet_100981,
BINARY SubClassOf Orphanet_100996 BFO_0000050_some_Orphanet_611314
BINARY is Orphanet_100997 Class
BINARY SubClassOf Orphanet_100997 Orphanet_377788,
BINARY SubClassOf Orphanet_100997 Orphanet_557493,
BINARY SubClassOf Orphanet_100997 BFO_0000050_some_Orphanet_320350
BINARY is Orphanet_100998 Class
BINARY SubClassOf Orphanet_100998 Orphanet_377788,
BINARY SubClassOf Orphanet_100998 Orphanet_557493,
BINARY SubClassOf Orphanet_100998 BFO_0000050_some_Orphanet_100979,
BINARY SubClassOf Orphanet_100998 BFO_0000050_some_Orphanet_140465
BINARY is Orphanet_100999 Class
BINARY SubClassOf Orphanet_100999 Orphanet_377788,
BINARY SubClassOf Orphanet_100999 Orphanet_557493,
BINARY SubClassOf Orphanet_100999 BFO_0000050_some_Orphanet_100980
BINARY is Orphanet_101 Class
BINARY SubClassOf Orphanet_101 Orphanet_377788,
BINARY SubClassOf Orphanet_101 Orphanet_557493,
BINARY SubClassOf Orphanet_101 BFO_0000050_some_Orphanet_158266,
BINARY SubClassOf Orphanet_101 BFO_0000050_some_Orphanet_94149
BINARY is Orphanet_1010 Class
BINARY SubClassOf Orphanet_1010 Orphanet_377788,
BINARY SubClassOf Orphanet_1010 Orphanet_557493,
BINARY SubClassOf Orphanet_1010 BFO_0000050_some_Orphanet_79373,
BINARY SubClassOf Orphanet_1010 BFO_0000050_some_Orphanet_98352
BINARY is Orphanet_101000 Class
BINARY SubClassOf Orphanet_101000 Orphanet_377788,
BINARY SubClassOf Orphanet_101000 Orphanet_557493,
BINARY SubClassOf Orphanet_101000 BFO_0000050_some_Orphanet_100981,
BINARY SubClassOf Orphanet_101000 BFO_0000050_some_Orphanet_611314
BINARY is Orphanet_101001 Class
BINARY SubClassOf Orphanet_101001 Orphanet_377788,
BINARY SubClassOf Orphanet_101001 Orphanet_557493,
BINARY SubClassOf Orphanet_101001 BFO_0000050_some_Orphanet_100981
BINARY is Orphanet_101003 Class
BINARY SubClassOf Orphanet_101003 Orphanet_377788,
BINARY SubClassOf Orphanet_101003 Orphanet_557493,
BINARY SubClassOf Orphanet_101003 BFO_0000050_some_Orphanet_100981
BINARY is Orphanet_101004 Class
BINARY SubClassOf Orphanet_101004 Orphanet_377788,
BINARY SubClassOf Orphanet_101004 Orphanet_557493,
BINARY SubClassOf Orphanet_101004 BFO_0000050_some_Orphanet_100982
BINARY is Orphanet_101005 Class
BINARY SubClassOf Orphanet_101005 Orphanet_377788,
BINARY SubClassOf Orphanet_101005 Orphanet_557493,
BINARY SubClassOf Orphanet_101005 BFO_0000050_some_Orphanet_100981
BINARY is Orphanet_101006 Class
BINARY SubClassOf Orphanet_101006 Orphanet_377788,
BINARY SubClassOf Orphanet_101006 Orphanet_557493,
BINARY SubClassOf Orphanet_101006 BFO_0000050_some_Orphanet_100981,
BINARY SubClassOf Orphanet_101006 BFO_0000050_some_Orphanet_611314
BINARY is Orphanet_101007 Class
BINARY SubClassOf Orphanet_101007 Orphanet_377788,
BINARY SubClassOf Orphanet_101007 Orphanet_557493,
BINARY SubClassOf Orphanet_101007 BFO_0000050_some_Orphanet_320346
BINARY is Orphanet_101008 Class
BINARY SubClassOf Orphanet_101008 Orphanet_377788,
BINARY SubClassOf Orphanet_101008 Orphanet_557493,
BINARY SubClassOf Orphanet_101008 BFO_0000050_some_Orphanet_100982
BINARY is Orphanet_101009 Class
BINARY SubClassOf Orphanet_101009 Orphanet_377788,
BINARY SubClassOf Orphanet_101009 Orphanet_557493,
BINARY SubClassOf Orphanet_101009 BFO_0000050_some_Orphanet_100979
BINARY is Orphanet_101010 Class
BINARY SubClassOf Orphanet_101010 Orphanet_377788,
BINARY SubClassOf Orphanet_101010 Orphanet_557493,
BINARY SubClassOf Orphanet_101010 BFO_0000050_some_Orphanet_320342,
BINARY SubClassOf Orphanet_101010 BFO_0000050_some_Orphanet_320346
BINARY is Orphanet_101011 Class
BINARY SubClassOf Orphanet_101011 Orphanet_377788,
BINARY SubClassOf Orphanet_101011 Orphanet_557493,
BINARY SubClassOf Orphanet_101011 BFO_0000050_some_Orphanet_320342
BINARY is Orphanet_101016 Class
BINARY SubClassOf Orphanet_101016 Orphanet_377788,
BINARY SubClassOf Orphanet_101016 Orphanet_557493,
BINARY SubClassOf Orphanet_101016 BFO_0000050_some_Orphanet_768
BINARY is Orphanet_101023 Class
BINARY SubClassOf Orphanet_101023 Orphanet_377791,
BINARY SubClassOf Orphanet_101023 Orphanet_557493,
BINARY SubClassOf Orphanet_101023 BFO_0000050_some_Orphanet_2014
BINARY is Orphanet_101028 Class
BINARY SubClassOf Orphanet_101028 Orphanet_377788,
BINARY SubClassOf Orphanet_101028 Orphanet_557493,
BINARY SubClassOf Orphanet_101028 BFO_0000050_some_Orphanet_79186
BINARY is Orphanet_101029 Class
BINARY SubClassOf Orphanet_101029 Orphanet_557494,
BINARY SubClassOf Orphanet_101029 BFO_0000050_some_Orphanet_2149
BINARY is Orphanet_101030 Class
BINARY SubClassOf Orphanet_101030 Orphanet_557494,
BINARY SubClassOf Orphanet_101030 BFO_0000050_some_Orphanet_2149
BINARY is Orphanet_101039 Class
BINARY SubClassOf Orphanet_101039 Orphanet_377788,
BINARY SubClassOf Orphanet_101039 Orphanet_557493,
BINARY SubClassOf Orphanet_101039 BFO_0000050_some_Orphanet_2076
BINARY is Orphanet_101041 Class
BINARY SubClassOf Orphanet_101041 Orphanet_557494,
BINARY SubClassOf Orphanet_101041 BFO_0000050_some_Orphanet_335
BINARY is Orphanet_101043 Class
BINARY SubClassOf Orphanet_101043 Orphanet_557494,
BINARY SubClassOf Orphanet_101043 BFO_0000050_some_Orphanet_3093
BINARY is Orphanet_101046 Class
BINARY SubClassOf Orphanet_101046 Orphanet_377788,
BINARY SubClassOf Orphanet_101046 Orphanet_557493,
BINARY SubClassOf Orphanet_101046 BFO_0000050_some_Orphanet_309
BINARY is Orphanet_101049 Class
BINARY SubClassOf Orphanet_101049 Orphanet_557494,
BINARY SubClassOf Orphanet_101049 BFO_0000050_some_Orphanet_405
BINARY is Orphanet_101050 Class
BINARY SubClassOf Orphanet_101050 Orphanet_557494,
BINARY SubClassOf Orphanet_101050 BFO_0000050_some_Orphanet_405
BINARY is Orphanet_101063 Class
BINARY SubClassOf Orphanet_101063 Orphanet_377791,
