BINARY is anyURI Datatype
BINARY SubClassOf T4FS_0000657 T4FS_0000581_some_T4FS_0000393
BINARY is T4FS_0000658 Class
BINARY SubClassOf T4FS_0000658 T4FS_0000586,
BINARY SubClassOf T4FS_0000658 T4FS_0000581_some_T4FS_0000393
BINARY is T4FS_0000659 Class
BINARY SubClassOf T4FS_0000659 T4FS_0000586,
BINARY SubClassOf T4FS_0000659 T4FS_0000581_some_T4FS_0000512
BINARY is T4FS_0000660 Class
BINARY SubClassOf T4FS_0000660 T4FS_0000586
BINARY is www.w3.org/2002/07/# Class
