double is Datatype.
CHEBI 16796 is Class.
CHEBI 16811 is Class.
CHEBI 168398 is Class.
CHEBI 16842 is Class.
CHEBI 168426 is Class.
CHEBI 16914 is Class.
CHEBI 16997 is Class.
CHEBI 17015 is Class.
CHEBI 17020 is Class.
CHEBI 17026 is Class.
CHEBI 17045 is Class.
CHEBI 17076 is Class.
CHEBI 17151 is Class.
CHEBI 17154 is Class.
CHEBI 17231 is Class.
CHEBI 17234 is Class.
CHEBI 17246 is Class.
CHEBI 17252 is Class.
CHEBI 17303 is Class.
CHEBI 17306 is Class.
CHEBI 17309 is Class.
CHEBI 17347 is Class.
CHEBI 174175 is Class.
CHEBI 17439 is Class.
CHEBI 17447 is Class.
CHEBI 174690 is Class.
CHEBI 17486 is Class.
CHEBI 17548 is Class.
CHEBI 17553 is Class.
CHEBI 17579 is Class.
CHEBI 17580 is Class.
CHEBI 17594 is Class.
CHEBI 176233 is Class.
CHEBI 17650 is Class.
CHEBI 17716 is Class.
CHEBI 17750 is Class.
CHEBI 17754 is Class.
CHEBI 177562 is Class.
CHEBI 17790 is Class.
CHEBI 17822 is Class.
CHEBI 17823 is Class.
CHEBI 17824 is Class.
CHEBI 178256 is Class.
CHEBI 17836 is Class.
CHEBI 17883 is Class.
CHEBI 17987 is Class.
CHEBI 17992 is Class.
CHEBI 18067 is Class.
CHEBI 18145 is Class.
CHEBI 18186 is Class.
CHEBI 181906 is Class.
CHEBI 18212 is Class.
CHEBI 18219 is Class.
CHEBI 18243 is Class.
CHEBI 18257 is Class.
CHEBI 18258 is Class.
CHEBI 18293 is Class.
CHEBI 18295 is Class.
CHEBI 18303 is Class.
CHEBI 183394 is Class.
CHEBI 18346 is Class.
CHEBI 18358 is Class.
CHEBI 183688 is Class.
CHEBI 183837 is Class.
CHEBI 18408 is Class.
CHEBI 184449 is Class.
CHEBI 189044 is Class.
CHEBI 190296 is Class.
CHEBI 190513 is Class.
CHEBI 190605 is Class.
CHEBI 194186 is Class.
CHEBI 195250 is Class.
CHEBI 2038 is Class.
CHEBI 205919 is Class.
CHEBI 22652 is Class.
CHEBI 229236 is Class.
CHEBI 229860 is Class.
CHEBI 23359 is Class.
CHEBI 23414 is Class.
CHEBI 23872 is Class.
CHEBI 23965 is Class.
CHEBI 2453 is Class.
CHEBI 247956 is Class.
CHEBI 24848 is Class.
CHEBI 24859 is Class.
CHEBI 24898 is Class.
CHEBI 24996 is Class.
CHEBI 2500 is Class.
CHEBI 25017 is Class.
CHEBI 25094 is Class.
CHEBI 25140 is Class.
CHEBI 25555 is Class.
CHEBI 2566 is Class.
CHEBI 25805 is Class.
CHEBI 26078 is Class.
CHEBI 26125 is Class.
CHEBI 261649 is Class.
CHEBI 2618 is Class.
CHEBI 26271 is Class.
CHEBI 2637 is Class.
CHEBI 2639 is Class.
CHEBI 26580 is Class.
CHEBI 2659 is Class.
CHEBI 26642 is Class.
CHEBI 2665 is Class.
CHEBI 2666 is Class.
CHEBI 2668 is Class.
CHEBI 26709 is Class.
CHEBI 26710 is Class.
CHEBI 2673 is Class.
CHEBI 2675 is Class.
CHEBI 2676 is Class.
CHEBI 2679 is Class.
CHEBI 26833 is Class.
CHEBI 26836 is Class.
CHEBI 26849 is Class.
CHEBI 26948 is Class.
CHEBI 26986 is Class.
CHEBI 27013 is Class.
CHEBI 27082 is Class.
CHEBI 27266 is Class.
CHEBI 27300 is Class.
CHEBI 27306 is Class.
CHEBI 27363 is Class.
CHEBI 27373 is Class.
CHEBI 27436 is Class.
CHEBI 27446 is Class.
CHEBI 27470 is Class.
CHEBI 27478 is Class.
CHEBI 27547 is Class.
CHEBI 27570 is Class.
CHEBI 27607 is Class.
CHEBI 27690 is Class.
CHEBI 27701 is Class.
CHEBI 27732 is Class.
CHEBI 27750 is Class.
CHEBI 27777 is Class.
CHEBI 27779 is Class.
CHEBI 27810 is Class.
CHEBI 27897 is Class.
CHEBI 27902 is Class.
CHEBI 27958 is Class.
CHEBI 27974 is Class.
CHEBI 28001 is Class.
CHEBI 28044 is Class.
CHEBI 28077 is Class.
CHEBI 28115 is Class.
CHEBI 28125 is Class.
CHEBI 28177 is Class.
CHEBI 28241 is Class.
CHEBI 28243 is Class.
CHEBI 28262 is Class.
CHEBI 28300 is Class.
CHEBI 28384 is Class.
CHEBI 28462 is Class.
CHEBI 28487 is Class.
CHEBI 28527 is Class.
CHEBI 28544 is Class.
CHEBI 28593 is Class.
CHEBI 28619 is Class.
CHEBI 28621 is Class.
CHEBI 28674 is Class.
CHEBI 28689 is Class.
CHEBI 28741 is Class.
CHEBI 28748 is Class.
CHEBI 28757 is Class.
CHEBI 2877 is Class.
CHEBI 28775 is Class.
CHEBI 28787 is Class.
CHEBI 28821 is Class.
CHEBI 28830 is Class.
CHEBI 28838 is Class.
CHEBI 28876 is Class.
CHEBI 28885 is Class.
CHEBI 28887 is Class.
CHEBI 28918 is Class.
CHEBI 28934 is Class.
CHEBI 28940 is Class.
CHEBI 28966 is Class.
CHEBI 28971 is Class.
CHEBI 29016 is Class.
CHEBI 2904 is Class.
CHEBI 29222 is Class.
CHEBI 2948 is Class.
CHEBI 2955 is Class.
CHEBI 2968 is Class.
CHEBI 29708 is Class.
CHEBI 2972 is Class.
CHEBI 29864 is Class.
CHEBI 29987 is Class.
CHEBI 3011 is Class.
CHEBI 30114 is Class.
CHEBI 3013 is Class.
CHEBI 30187 is Class.
CHEBI 30217 is Class.
CHEBI 30251 is Class.
CHEBI 3032 is Class.
CHEBI 30363 is Class.
CHEBI 30563 is Class.
CHEBI 30618 is Class.
CHEBI 30660 is Class.
CHEBI 30769 is Class.
CHEBI 3077 is Class.
CHEBI 30823 is Class.
CHEBI 3090 is Class.
CHEBI 30911 is Class.
CHEBI 31000 is Class.
CHEBI 31186 is Class.
CHEBI 31206 is Class.
CHEBI 31225 is Class.
CHEBI 31236 is Class.
CHEBI 3127 is Class.
CHEBI 31286 is Class.
CHEBI 31292 is Class.
CHEBI 31302 is Class.
CHEBI 3133 is Class.
CHEBI 31336 is Class.
CHEBI 31344 is Class.
CHEBI 31346 is Class.
CHEBI 31386 is Class.
CHEBI 31403 is Class.
CHEBI 31530 is Class.
CHEBI 31531 is Class.
CHEBI 31536 is Class.
CHEBI 31563 is Class.
CHEBI 31597 is Class.
CHEBI 31607 is Class.
CHEBI 31608 is Class.
CHEBI 31625 is Class.
CHEBI 31663 is Class.
CHEBI 31701 is Class.
CHEBI 31711 is Class.
CHEBI 31793 is Class.
CHEBI 31794 is Class.
CHEBI 31795 is Class.
CHEBI 31797 is Class.
CHEBI 31809 is Class.
CHEBI 3183 is Class.
CHEBI 31832 is Class.
CHEBI 31835 is Class.
CHEBI 31897 is Class.
CHEBI 31902 is Class.
CHEBI 31905 is Class.
CHEBI 32003 is Class.
CHEBI 32010 is Class.
CHEBI 32015 is Class.
CHEBI 32020 is Class.
CHEBI 32026 is Class.
CHEBI 32027 is Class.
CHEBI 32034 is Class.
CHEBI 32035 is Class.
CHEBI 32063 is Class.
CHEBI 32070 is Class.
CHEBI 32076 is Class.
CHEBI 32111 is Class.
CHEBI 32114 is Class.
CHEBI 32130 is Class.
CHEBI 32139 is Class.
CHEBI 32145 is Class.
CHEBI 32149 is Class.
CHEBI 3215 is Class.
CHEBI 32154 is Class.
CHEBI 32159 is Class.
CHEBI 32161 is Class.
CHEBI 32178 is Class.
CHEBI 3219 is Class.
CHEBI 32215 is Class.
CHEBI 3223 is Class.
CHEBI 32234 is Class.
CHEBI 32256 is Class.
CHEBI 32260 is Class.
CHEBI 3228 is Class.
CHEBI 32316 is Class.
CHEBI 32588 is Class.
CHEBI 32599 is Class.
CHEBI 32687 is Class.
CHEBI 32879 is Class.
CHEBI 32888 is Class.
CHEBI 32914 is Class.
CHEBI 32954 is Class.
CHEBI 3309 is Class.
CHEBI 3310 is Class.
CHEBI 3311 is Class.
CHEBI 33118 is Class.
CHEBI 3312 is Class.
CHEBI 33130 is Class.
CHEBI 33234 is Class.
CHEBI 33708 is Class.
CHEBI 3374 is Class.
CHEBI 3387 is Class.
CHEBI 3395 is Class.
CHEBI 3398 is Class.
CHEBI 34056 is Class.
CHEBI 3419 is Class.
CHEBI 34247 is Class.
CHEBI 34288 is Class.
CHEBI 34393 is Class.
CHEBI 34683 is Class.
CHEBI 34698 is Class.
CHEBI 34706 is Class.
CHEBI 3478 is Class.
CHEBI 34840 is Class.
CHEBI 34888 is Class.
CHEBI 3491 is Class.
CHEBI 34910 is Class.
CHEBI 34914 is Class.
CHEBI 34918 is Class.
CHEBI 3508 is Class.
CHEBI 35149 is Class.
CHEBI 3515 is Class.
CHEBI 35176 is Class.
CHEBI 3534 is Class.
CHEBI 35702 is Class.
CHEBI 35720 is Class.
CHEBI 35780 is Class.
CHEBI 3611 is Class.
CHEBI 3614 is Class.
CHEBI 3619 is Class.
CHEBI 3638 is Class.
CHEBI 3640 is Class.
CHEBI 3642 is Class.
CHEBI 3647 is Class.
CHEBI 3650 is Class.
CHEBI 3654 is Class.
CHEBI 36560 is Class.
CHEBI 367163 is Class.
CHEBI 36796 is Class.
CHEBI 3698 is Class.
CHEBI 3699 is Class.
CHEBI 3723 is Class.
CHEBI 37397 is Class.
CHEBI 3745 is Class.
CHEBI 3750 is Class.
CHEBI 37510 is Class.
CHEBI 3756 is Class.
CHEBI 37585 is Class.
CHEBI 37586 is Class.
CHEBI 3764 is Class.
CHEBI 3766 is Class.
CHEBI 37867 is Class.
CHEBI 37924 is Class.
CHEBI 383703 is Class.
CHEBI 38722 is Class.
CHEBI 39112 is Class.
CHEBI 39211 is Class.
CHEBI 39462 is Class.
CHEBI 39465 is Class.
CHEBI 39548 is Class.
CHEBI 3996 is Class.
CHEBI 4027 is Class.
CHEBI 40303 is Class.
CHEBI 4046 is Class.
CHEBI 40572 is Class.
CHEBI 41237 is Class.
CHEBI 41462 is Class.
CHEBI 41774 is Class.
CHEBI 41872 is Class.
CHEBI 41879 is Class.
CHEBI 41922 is Class.
CHEBI 41977 is Class.
CHEBI 42191 is Class.
CHEBI 42797 is Class.
CHEBI 42944 is Class.
CHEBI 4388 is Class.
CHEBI 44185 is Class.
CHEBI 44241 is Class.
CHEBI 44423 is Class.
CHEBI 44445 is Class.
CHEBI 4464 is Class.
CHEBI 4469 is Class.
CHEBI 4470 is Class.
CHEBI 44932 is Class.
CHEBI 4514 is Class.
CHEBI 45213 is Class.
CHEBI 45267 is Class.
CHEBI 453011 is Class.
CHEBI 4551 is Class.
CHEBI 45571 is Class.
CHEBI 45863 is Class.
CHEBI 45924 is Class.
CHEBI 45951 is Class.
CHEBI 4604 is Class.
CHEBI 46081 is Class.
CHEBI 46195 is Class.
CHEBI 46245 is Class.
CHEBI 46295 is Class.
CHEBI 4631 is Class.
CHEBI 46345 is Class.
CHEBI 4636 is Class.
CHEBI 46631 is Class.
CHEBI 46645 is Class.
CHEBI 46726 is Class.
CHEBI 46793 is Class.
CHEBI 46859 is Class.
CHEBI 4710 is Class.
CHEBI 4712 is Class.
CHEBI 4724 is Class.
CHEBI 472657 is Class.
CHEBI 4728 is Class.
CHEBI 47381 is Class.
CHEBI 474180 is Class.
CHEBI 47426 is Class.
CHEBI 47499 is Class.
CHEBI 4753 is Class.
CHEBI 47781 is Class.
CHEBI 4784 is Class.
CHEBI 47898 is Class.
CHEBI 48107 is Class.
CHEBI 48235 is Class.
CHEBI 48236 is Class.
CHEBI 48339 is Class.
CHEBI 48416 is Class.
CHEBI 48432 is Class.
CHEBI 48538 is Class.
CHEBI 48574 is Class.
CHEBI 48669 is Class.
CHEBI 4873 is Class.
CHEBI 4877 is Class.
CHEBI 487869 is Class.
CHEBI 48814 is Class.
CHEBI 4882 is Class.
CHEBI 4884 is Class.
CHEBI 48844 is Class.
CHEBI 4887 is Class.
CHEBI 48923 is Class.
CHEBI 48981 is Class.
CHEBI 49000 is Class.
CHEBI 4902 is Class.
CHEBI 4903 is Class.
CHEBI 4904 is Class.
CHEBI 49040 is Class.
CHEBI 490877 is Class.
CHEBI 4909 is Class.
CHEBI 49575 is Class.
CHEBI 49662 is Class.
CHEBI 4974 is Class.
CHEBI 4975 is Class.
CHEBI 49976 is Class.
CHEBI 5001 is Class.
CHEBI 5002 is Class.
CHEBI 50047 is Class.
CHEBI 50122 is Class.
CHEBI 50369 is Class.
CHEBI 50438 is Class.
CHEBI 5050 is Class.
CHEBI 50659 is Class.
CHEBI 50673 is Class.
CHEBI 50693 is Class.
CHEBI 50694 is Class.
CHEBI 50730 is Class.
CHEBI 50815 is Class.
CHEBI 50819 is Class.
CHEBI 50820 is Class.
CHEBI 50821 is Class.
CHEBI 50838 is Class.
CHEBI 50841 is Class.
CHEBI 50845 is Class.
CHEBI 5098 is Class.
CHEBI 51032 is Class.
CHEBI 5108 is Class.
CHEBI 5109 is Class.
CHEBI 5118 is Class.
CHEBI 51209 is Class.
CHEBI 5121 is Class.
CHEBI 5123 is Class.
CHEBI 5127 is Class.
CHEBI 5128 is Class.
CHEBI 5132 is Class.
CHEBI 51380 is Class.
CHEBI 51805 is Class.
CHEBI 52010 is Class.
CHEBI 52071 is Class.
CHEBI 521033 is Class.
CHEBI 52172 is Class.
CHEBI 52683 is Class.
CHEBI 5280 is Class.
CHEBI 5291 is Class.
CHEBI 5296 is Class.
CHEBI 53248 is Class.
CHEBI 53258 is Class.
CHEBI 53279 is Class.
CHEBI 53289 is Class.
CHEBI 53325 is Class.
CHEBI 53351 is Class.
CHEBI 53352 is Class.
CHEBI 534 is Class.
CHEBI 53423 is Class.
CHEBI 53424 is Class.
CHEBI 53425 is Class.
CHEBI 53426 is Class.
CHEBI 53579 is Class.
CHEBI 53700 is Class.
CHEBI 53775 is Class.
CHEBI 5383 is Class.
CHEBI 5391 is Class.
CHEBI 5417 is Class.
CHEBI 5520 is Class.
CHEBI 5523 is Class.
CHEBI 55365 is Class.
CHEBI 5543 is Class.
CHEBI 554446 is Class.
CHEBI 5551 is Class.
CHEBI 5557 is Class.
CHEBI 5603 is Class.
CHEBI 5613 is Class.
CHEBI 5615 is Class.
CHEBI 5707 is Class.
CHEBI 5739 is Class.
CHEBI 5747 is Class.
CHEBI 575568 is Class.
CHEBI 57589 is Class.
CHEBI 5775 is Class.
CHEBI 5778 is Class.
CHEBI 5779 is Class.
CHEBI 5790 is Class.
CHEBI 5818 is Class.
CHEBI 58187 is Class.
CHEBI 584020 is Class.
CHEBI 5855 is Class.
CHEBI 5864 is Class.
CHEBI 59033 is Class.
CHEBI 59118 is Class.
CHEBI 59173 is Class.
CHEBI 59269 is Class.
CHEBI 59582 is Class.
CHEBI 5959 is Class.
CHEBI 59590 is Class.
CHEBI 59594 is Class.
CHEBI 59607 is Class.
CHEBI 59773 is Class.
CHEBI 59809 is Class.
CHEBI 59912 is Class.
CHEBI 600103 is Class.
CHEBI 6030 is Class.
CHEBI 6043 is Class.
CHEBI 6060 is Class.
CHEBI 6061 is Class.
CHEBI 60652 is Class.
CHEBI 6073 is Class.
CHEBI 6078 is Class.
CHEBI 60802 is Class.
CHEBI 61000 is Class.
CHEBI 61057 is Class.
CHEBI 61058 is Class.
CHEBI 6129 is Class.
CHEBI 6133 is Class.
CHEBI 61330 is Class.
CHEBI 61397 is Class.
CHEBI 61468 is Class.
CHEBI 6149 is Class.
CHEBI 61995 is Class.
CHEBI 62968 is Class.
CHEBI 62984 is Class.
CHEBI 62995 is Class.
CHEBI 63036 is Class.
CHEBI 6343 is Class.
CHEBI 63554 is Class.
CHEBI 63580 is Class.
CHEBI 63581 is Class.
CHEBI 6359 is Class.
CHEBI 63598 is Class.
CHEBI 63608 is Class.
CHEBI 63616 is Class.
CHEBI 63622 is Class.
CHEBI 63629 is Class.
CHEBI 63630 is Class.
CHEBI 63631 is Class.
CHEBI 6367 is Class.
CHEBI 63791 is Class.
CHEBI 63845 is Class.
CHEBI 64022 is Class.
CHEBI 64045 is Class.
CHEBI 64187 is Class.
CHEBI 6427 is Class.
CHEBI 64275 is Class.
CHEBI 64276 is Class.
CHEBI 64310 is Class.
CHEBI 64312 is Class.
CHEBI 64318 is Class.
CHEBI 64354 is Class.
CHEBI 6437 is Class.
CHEBI 64455 is Class.
CHEBI 6456 is Class.
CHEBI 64746 is Class.
CHEBI 6504 is Class.
CHEBI 6532 is Class.
CHEBI 6538 is Class.
CHEBI 6636 is Class.
CHEBI 6640 is Class.
CHEBI 6650 is Class.
CHEBI 66889 is Class.
CHEBI 66901 is Class.
CHEBI 6702 is Class.
CHEBI 6709 is Class.
CHEBI 6715 is Class.
CHEBI 6741 is Class.
CHEBI 6754 is Class.
CHEBI 6761 is Class.
CHEBI 6762 is Class.
CHEBI 6784 is Class.
CHEBI 6792 is Class.
CHEBI 6801 is Class.
CHEBI 6807 is Class.
CHEBI 6809 is Class.
CHEBI 681850 is Class.
CHEBI 6824 is Class.
CHEBI 6838 is Class.
CHEBI 68428 is Class.
CHEBI 6847 is Class.
CHEBI 68478 is Class.
CHEBI 68554 is Class.
CHEBI 68558 is Class.
CHEBI 68575 is Class.
CHEBI 68579 is Class.
CHEBI 68584 is Class.
CHEBI 68606 is Class.
CHEBI 6872 is Class.
CHEBI 6887 is Class.
CHEBI 6888 is Class.
CHEBI 6904 is Class.
CHEBI 6909 is Class.
CHEBI 691037 is Class.
CHEBI 6920 is Class.
CHEBI 6923 is Class.
CHEBI 6931 is Class.
CHEBI 6942 is Class.
CHEBI 6960 is Class.
CHEBI 70707 is Class.
CHEBI 70735 is Class.
CHEBI 71321 is Class.
CHEBI 71941 is Class.
CHEBI 72291 is Class.
CHEBI 7307 is Class.
CHEBI 73237 is Class.
CHEBI 73468 is Class.
CHEBI 73504 is Class.
CHEBI 74274 is Class.
CHEBI 74460 is Class.
CHEBI 74500 is Class.
CHEBI 74537 is Class.
CHEBI 7454 is Class.
CHEBI 7459 is Class.
CHEBI 7465 is Class.
CHEBI 7470 is Class.
CHEBI 7476 is Class.
CHEBI 7488 is Class.
CHEBI 7507 is Class.
CHEBI 75179 is Class.
CHEBI 75211 is Class.
CHEBI 75584 is Class.
CHEBI 7565 is Class.
CHEBI 7575 is Class.
CHEBI 7577 is Class.
CHEBI 75832 is Class.
CHEBI 7601 is Class.
CHEBI 76010 is Class.
CHEBI 76119 is Class.
CHEBI 76136 is Class.
CHEBI 76200 is Class.
CHEBI 76252 is Class.
CHEBI 76258 is Class.
CHEBI 76263 is Class.
CHEBI 7627 is Class.
CHEBI 7630 is Class.
CHEBI 76359 is Class.
CHEBI 7640 is Class.
CHEBI 76978 is Class.
CHEBI 77032 is Class.
CHEBI 77095 is Class.
CHEBI 7726 is Class.
CHEBI 7772 is Class.
CHEBI 77868 is Class.
CHEBI 7789 is Class.
CHEBI 78060 is Class.
CHEBI 7809 is Class.
CHEBI 7820 is Class.
CHEBI 7822 is Class.
CHEBI 7823 is Class.
CHEBI 7824 is Class.
CHEBI 78277 is Class.
CHEBI 78310 is Class.
CHEBI 7852 is Class.
CHEBI 78540 is Class.
CHEBI 78604 is Class.
CHEBI 7862 is Class.
CHEBI 7903 is Class.
CHEBI 7916 is Class.
CHEBI 7936 is Class.
CHEBI 79395 is Class.
CHEBI 7982 is Class.
CHEBI 7983 is Class.
CHEBI 7986 is Class.
CHEBI 8050 is Class.
CHEBI 8064 is Class.
CHEBI 8065 is Class.
CHEBI 8069 is Class.
CHEBI 8077 is Class.
CHEBI 8080 is Class.
CHEBI 8093 is Class.
CHEBI 8104 is Class.
CHEBI 8107 is Class.
CHEBI 81862 is Class.
CHEBI 81908 is Class.
CHEBI 8214 is Class.
CHEBI 8228 is Class.
CHEBI 8232 is Class.
CHEBI 82365 is Class.
CHEBI 82405 is Class.
CHEBI 8249 is Class.
CHEBI 82941 is Class.
CHEBI 82960 is Class.
CHEBI 82975 is Class.
CHEBI 82977 is Class.
CHEBI 82978 is Class.
CHEBI 8327 is Class.
CHEBI 8346 is Class.
CHEBI 8347 is Class.
CHEBI 83527 is Class.
CHEBI 8354 is Class.
CHEBI 8357 is Class.
CHEBI 83629 is Class.
CHEBI 8364 is Class.
CHEBI 8378 is Class.
CHEBI 8382 is Class.
CHEBI 84116 is Class.
CHEBI 8412 is Class.
CHEBI 84254 is Class.
CHEBI 8426 is Class.
CHEBI 84262 is Class.
CHEBI 8448 is Class.
CHEBI 8452 is Class.
CHEBI 8455 is Class.
CHEBI 8459 is Class.
CHEBI 8461 is Class.
CHEBI 84940 is Class.
CHEBI 8497 is Class.
CHEBI 8499 is Class.
CHEBI 85010 is Class.
CHEBI 85083 is Class.
CHEBI 85146 is Class.
CHEBI 85260 is Class.
CHEBI 85265 is Class.
CHEBI 85537 is Class.
CHEBI 85662 is Class.
CHEBI 86364 is Class.
CHEBI 8654 is Class.
CHEBI 87192 is Class.
CHEBI 87209 is Class.
CHEBI 8746 is Class.
CHEBI 88014 is Class.
CHEBI 8805 is Class.
CHEBI 88542 is Class.
CHEBI 8863 is Class.
CHEBI 8869 is Class.
CHEBI 8874 is Class.
CHEBI 8888 is Class.
CHEBI 89642 is Class.
CHEBI 90184 is Class.
CHEBI 9073 is Class.
CHEBI 90930 is Class.
CHEBI 90933 is Class.
CHEBI 90951 is Class.
CHEBI 90953 is Class.
CHEBI 9139 is Class.
CHEBI 9147 is Class.
CHEBI 9150 is Class.
CHEBI 91656 is Class.
CHEBI 91817 is Class.
CHEBI 9241 is Class.
CHEBI 9249 is Class.
CHEBI 92675 is Class.
CHEBI 92875 is Class.
CHEBI 9313 is Class.
CHEBI 9332 is Class.
CHEBI 9334 is Class.
CHEBI 9337 is Class.
CHEBI 9349 is Class.
CHEBI 9352 is Class.
CHEBI 9405 is Class.
CHEBI 94314 is Class.
CHEBI 94449 is Class.
CHEBI 94484 is Class.
CHEBI 9449 is Class.
CHEBI 94563 is Class.
CHEBI 94677 is Class.
CHEBI 9468 is Class.
CHEBI 9546 is Class.
CHEBI 9587 is Class.
CHEBI 9611 is Class.
CHEBI 9620 is Class.
CHEBI 9622 is Class.
CHEBI 9648 is Class.
CHEBI 9649 is Class.
CHEBI 9661 is Class.
CHEBI 9667 is Class.
CHEBI 9671 is Class.
CHEBI 9679 is Class.
CHEBI 9720 is Class.
CHEBI 9725 is Class.
CHEBI 9754 is Class.
CHEBI 9927 is Class.
CHEBI 9943 is Class.
CHEBI 9948 is Class.
CHEBI 9985 is Class.
DRON 00000022 is Class.
DRON 00000028 is Class.
DRON 00000029 is Class.
DRON 00000504 is Class.
DRON 00000505 is Class.
DRON 00000508 is Class.
DRON 00000511 is Class.
DRON 00000902 is Class.
DRON 00000907 is Class.
DRON 00001101 is Class.
DRON 00001108 is Class.
DRON 00001118 is Class.
DRON 00001131 is Class.
DRON 00001140 is Class.
DRON 00001141 is Class.
DRON 00001141 SubClassOf DRON 00001140.
DRON 00001502 is Class.
DRON 00001505 is Class.
DRON 00011010 is Class.
DRON 00011125 is Class.
DRON 00011249 is Class.
DRON 00011492 is Class.
DRON 00011544 is Class.
DRON 00011553 is Class.
DRON 00011660 is Class.
DRON 00012069 is Class.
DRON 00012134 is Class.
DRON 00012174 is Class.
DRON 00012179 is Class.
DRON 00012181 is Class.
DRON 00012232 is Class.
DRON 00012281 is Class.
DRON 00012326 is Class.
DRON 00012598 is Class.
DRON 00012871 is Class.
DRON 00012953 is Class.
DRON 00012957 is Class.
DRON 00012982 is Class.
DRON 00012988 is Class.
DRON 00013002 is Class.
DRON 00013035 is Class.
