is(BFO_0000051,ObjectProperty):1.0
is(OMIT_0002242,Class):1.0
is(OMIT_0002285,Class):1.0
SubClassOf(OMIT_0002285,OMIT_0013829):1.0
is(OMIT_0002287,Class):1.0
is(OMIT_0002321,Class):1.0
SubClassOf(OMIT_0002321,OMIT_0002356):1.0
is(OMIT_0002340,Class):1.0
SubClassOf(OMIT_0002340,OMIT_0016176):1.0
is(OMIT_0002356,Class):1.0
SubClassOf(OMIT_0002356,OMIT_0002359,):1.0
SubClassOf(OMIT_0002356,OMIT_0027020):1.0
is(OMIT_0002359,Class):1.0
is(OMIT_0002437,Class):1.0
SubClassOf(OMIT_0002437,OMIT_0005951,):1.0
SubClassOf(OMIT_0002437,OMIT_0019657):1.0
is(OMIT_0002440,Class):1.0
SubClassOf(OMIT_0002440,OMIT_0014410):1.0
is(OMIT_0002452,Class):1.0
SubClassOf(OMIT_0002452,OMIT_0014371):1.0
is(OMIT_0002462,Class):1.0
is(OMIT_0002466,Class):1.0
is(OMIT_0002483,Class):1.0
is(OMIT_0002492,Class):1.0
SubClassOf(OMIT_0002492,OMIT_0007149):1.0
is(OMIT_0002499,Class):1.0
SubClassOf(OMIT_0002499,OMIT_0008166):1.0
is(OMIT_0002513,Class):1.0
SubClassOf(OMIT_0002513,OMIT_0014258):1.0
is(OMIT_0002518,Class):1.0
SubClassOf(OMIT_0002518,OMIT_0015997):1.0
is(OMIT_0002531,Class):1.0
is(OMIT_0002544,Class):1.0
is(OMIT_0002552,Class):1.0
SubClassOf(OMIT_0002552,OMIT_0002123):1.0
is(OMIT_0002558,Class):1.0
is(OMIT_0002562,Class):1.0
SubClassOf(OMIT_0002562,OMIT_0010179):1.0
is(OMIT_0002564,Class):1.0
SubClassOf(OMIT_0002564,OMIT_0019661):1.0
is(OMIT_0002581,Class):1.0
SubClassOf(OMIT_0002581,OMIT_0011982):1.0
is(OMIT_0002596,Class):1.0
is(OMIT_0002597,Class):1.0
is(OMIT_0002628,Class):1.0
SubClassOf(OMIT_0002628,OMIT_0014379):1.0
is(OMIT_0002640,Class):1.0
SubClassOf(OMIT_0002640,OMIT_0010799):1.0
is(OMIT_0002655,Class):1.0
is(OMIT_0002659,Class):1.0
SubClassOf(OMIT_0002659,OMIT_0011424):1.0
is(OMIT_0002667,Class):1.0
is(OMIT_0002693,Class):1.0
SubClassOf(OMIT_0002693,OMIT_0007239):1.0
is(OMIT_0002710,Class):1.0
SubClassOf(OMIT_0002710,OMIT_0014529):1.0
is(OMIT_0002716,Class):1.0
is(OMIT_0002720,Class):1.0
is(OMIT_0002734,Class):1.0
SubClassOf(OMIT_0002734,OMIT_0003076,):1.0
SubClassOf(OMIT_0002734,OMIT_0013111,):1.0
SubClassOf(OMIT_0002734,OMIT_0013416,):1.0
SubClassOf(OMIT_0002734,OMIT_0015248):1.0
is(OMIT_0002749,Class):1.0
is(OMIT_0002793,Class):1.0
SubClassOf(OMIT_0002793,OMIT_0012770):1.0
is(OMIT_0002795,Class):1.0
is(OMIT_0002806,Class):1.0
is(OMIT_0002814,Class):1.0
is(OMIT_0002818,Class):1.0
SubClassOf(OMIT_0002818,OMIT_0018882):1.0
is(OMIT_0002826,Class):1.0
is(OMIT_0002830,Class):1.0
SubClassOf(OMIT_0002830,OMIT_0021379):1.0
is(OMIT_0002839,Class):1.0
SubClassOf(OMIT_0002839,OMIT_0014302):1.0
is(OMIT_0002856,Class):1.0
SubClassOf(OMIT_0002856,OMIT_0014056):1.0
is(OMIT_0002857,Class):1.0
is(OMIT_0002859,Class):1.0
is(OMIT_0002861,Class):1.0
SubClassOf(OMIT_0002861,OMIT_0004361):1.0
is(OMIT_0002862,Class):1.0
SubClassOf(OMIT_0002862,OMIT_0014056):1.0
is(OMIT_0002866,Class):1.0
SubClassOf(OMIT_0002866,OMIT_0002826):1.0
is(OMIT_0002878,Class):1.0
SubClassOf(OMIT_0002878,OMIT_0014134):1.0
is(OMIT_0002890,Class):1.0
SubClassOf(OMIT_0002890,OMIT_0001006):1.0
is(OMIT_0002893,Class):1.0
SubClassOf(OMIT_0002893,OMIT_0001006):1.0
is(OMIT_0002895,Class):1.0
is(OMIT_0002916,Class):1.0
is(OMIT_0002934,Class):1.0
is(OMIT_0002939,Class):1.0
SubClassOf(OMIT_0002939,OMIT_0014318):1.0
is(OMIT_0002946,Class):1.0
SubClassOf(OMIT_0002946,OMIT_0014318):1.0
is(OMIT_0002972,Class):1.0
SubClassOf(OMIT_0002972,OMIT_0011982):1.0
is(OMIT_0002992,Class):1.0
is(OMIT_0002995,Class):1.0
SubClassOf(OMIT_0002995,OMIT_0002597):1.0
is(OMIT_0003006,Class):1.0
SubClassOf(OMIT_0003006,OMIT_0014056):1.0
is(OMIT_0003024,Class):1.0
is(OMIT_0003026,Class):1.0
SubClassOf(OMIT_0003026,OMIT_0014371):1.0
is(OMIT_0003035,Class):1.0
is(OMIT_0003047,Class):1.0
is(OMIT_0003055,Class):1.0
SubClassOf(OMIT_0003055,OMIT_0015686):1.0
is(OMIT_0003061,Class):1.0
SubClassOf(OMIT_0003061,OMIT_0013796):1.0
is(OMIT_0003067,Class):1.0
SubClassOf(OMIT_0003067,OMIT_0004867,):1.0
SubClassOf(OMIT_0003067,OMIT_0005222,):1.0
SubClassOf(OMIT_0003067,OMIT_0013933,):1.0
SubClassOf(OMIT_0003067,OMIT_0014379):1.0
is(OMIT_0003068,Class):1.0
SubClassOf(OMIT_0003068,OMIT_0003067):1.0
is(OMIT_0003070,Class):1.0
SubClassOf(OMIT_0003070,OMIT_0014529):1.0
is(OMIT_0003073,Class):1.0
SubClassOf(OMIT_0003073,OMIT_0025634):1.0
is(OMIT_0003076,Class):1.0
is(OMIT_0003081,Class):1.0
is(OMIT_0003134,Class):1.0
is(OMIT_0003160,Class):1.0
is(OMIT_0003170,Class):1.0
is(OMIT_0003213,Class):1.0
is(OMIT_0003238,Class):1.0
SubClassOf(OMIT_0003238,OMIT_0002242,):1.0
SubClassOf(OMIT_0003238,OMIT_0003245):1.0
is(OMIT_0003245,Class):1.0
is(OMIT_0003265,Class):1.0
SubClassOf(OMIT_0003265,OMIT_0011567):1.0
is(OMIT_0003270,Class):1.0
SubClassOf(OMIT_0003270,OMIT_0014056):1.0
is(OMIT_0003283,Class):1.0
is(OMIT_0003285,Class):1.0
SubClassOf(OMIT_0003285,OMIT_0003283):1.0
is(OMIT_0003286,Class):1.0
is(OMIT_0003299,Class):1.0
is(OMIT_0003354,Class):1.0
SubClassOf(OMIT_0003354,OMIT_0014376):1.0
is(OMIT_0003384,Class):1.0
SubClassOf(OMIT_0003384,OMIT_0013796):1.0
is(OMIT_0003385,Class):1.0
SubClassOf(OMIT_0003385,OMIT_0014318):1.0
is(OMIT_0003388,Class):1.0
SubClassOf(OMIT_0003388,OMIT_0007498):1.0
is(OMIT_0003392,Class):1.0
is(OMIT_0003393,Class):1.0
SubClassOf(OMIT_0003393,OMIT_0013234):1.0
is(OMIT_0003408,Class):1.0
is(OMIT_0003438,Class):1.0
SubClassOf(OMIT_0003438,OMIT_0011982):1.0
is(OMIT_0003475,Class):1.0
SubClassOf(OMIT_0003475,OMIT_0014302):1.0
is(OMIT_0003480,Class):1.0
is(OMIT_0003481,Class):1.0
SubClassOf(OMIT_0003481,OMIT_0015997):1.0
is(OMIT_0003504,Class):1.0
SubClassOf(OMIT_0003504,OMIT_0012925):1.0
is(OMIT_0003509,Class):1.0
is(OMIT_0003536,Class):1.0
SubClassOf(OMIT_0003536,OMIT_0014365):1.0
is(OMIT_0003544,Class):1.0
SubClassOf(OMIT_0003544,OMIT_0011982):1.0
is(OMIT_0003557,Class):1.0
SubClassOf(OMIT_0003557,OMIT_0012744):1.0
is(OMIT_0003577,Class):1.0
is(OMIT_0003578,Class):1.0
SubClassOf(OMIT_0003578,OMIT_0010017,):1.0
SubClassOf(OMIT_0003578,OMIT_0016158):1.0
is(OMIT_0003583,Class):1.0
SubClassOf(OMIT_0003583,OMIT_0014311):1.0
is(OMIT_0003586,Class):1.0
SubClassOf(OMIT_0003586,OMIT_0006939):1.0
is(OMIT_0003613,Class):1.0
is(OMIT_0003614,Class):1.0
SubClassOf(OMIT_0003614,OMIT_0003613):1.0
is(OMIT_0003626,Class):1.0
SubClassOf(OMIT_0003626,OMIT_0018539):1.0
is(OMIT_0003629,Class):1.0
SubClassOf(OMIT_0003629,OMIT_0018539):1.0
is(OMIT_0003633,Class):1.0
is(OMIT_0003650,Class):1.0
SubClassOf(OMIT_0003650,OMIT_0006336):1.0
is(OMIT_0003661,Class):1.0
is(OMIT_0003673,Class):1.0
SubClassOf(OMIT_0003673,OMIT_0003890):1.0
is(OMIT_0003674,Class):1.0
SubClassOf(OMIT_0003674,OMIT_0003673):1.0
is(OMIT_0003682,Class):1.0
SubClassOf(OMIT_0003682,OMIT_0013015):1.0
is(OMIT_0003685,Class):1.0
is(OMIT_0003701,Class):1.0
SubClassOf(OMIT_0003701,OMIT_0014373,):1.0
SubClassOf(OMIT_0003701,OMIT_0014384):1.0
is(OMIT_0003719,Class):1.0
SubClassOf(OMIT_0003719,OMIT_0025687):1.0
is(OMIT_0003727,Class):1.0
is(OMIT_0003739,Class):1.0
SubClassOf(OMIT_0003739,OMIT_0026999):1.0
is(OMIT_0003749,Class):1.0
is(OMIT_0003755,Class):1.0
SubClassOf(OMIT_0003755,OMIT_0026105):1.0
is(OMIT_0003769,Class):1.0
is(OMIT_0003779,Class):1.0
SubClassOf(OMIT_0003779,OMIT_0003794):1.0
is(OMIT_0003791,Class):1.0
SubClassOf(OMIT_0003791,OMIT_0020867):1.0
is(OMIT_0003793,Class):1.0
SubClassOf(OMIT_0003793,OMIT_0003794):1.0
is(OMIT_0003794,Class):1.0
SubClassOf(OMIT_0003794,OMIT_0009207,):1.0
SubClassOf(OMIT_0003794,OMIT_0026403):1.0
is(OMIT_0003796,Class):1.0
SubClassOf(OMIT_0003796,OMIT_0016153,):1.0
SubClassOf(OMIT_0003796,OMIT_0023154):1.0
is(OMIT_0003798,Class):1.0
SubClassOf(OMIT_0003798,OMIT_0004870):1.0
is(OMIT_0003806,Class):1.0
is(OMIT_0003821,Class):1.0
is(OMIT_0003823,Class):1.0
is(OMIT_0003865,Class):1.0
SubClassOf(OMIT_0003865,OMIT_0002544):1.0
is(OMIT_0003869,Class):1.0
is(OMIT_0003870,Class):1.0
SubClassOf(OMIT_0003870,OMIT_0019645):1.0
is(OMIT_0003873,Class):1.0
is(OMIT_0003877,Class):1.0
SubClassOf(OMIT_0003877,OMIT_0009920):1.0
is(OMIT_0003886,Class):1.0
SubClassOf(OMIT_0003886,OMIT_0002123,):1.0
SubClassOf(OMIT_0003886,OMIT_0019645):1.0
is(OMIT_0003890,Class):1.0
is(OMIT_0003893,Class):1.0
SubClassOf(OMIT_0003893,OMIT_0008668):1.0
is(OMIT_0003894,Class):1.0
SubClassOf(OMIT_0003894,OMIT_0003893):1.0
is(OMIT_0003902,Class):1.0
SubClassOf(OMIT_0003902,OMIT_0010179):1.0
is(OMIT_0003916,Class):1.0
is(OMIT_0003937,Class):1.0
SubClassOf(OMIT_0003937,OMIT_0004895):1.0
is(OMIT_0003944,Class):1.0
SubClassOf(OMIT_0003944,OMIT_0015686):1.0
is(OMIT_0003958,Class):1.0
SubClassOf(OMIT_0003958,OMIT_0003794):1.0
is(OMIT_0004007,Class):1.0
SubClassOf(OMIT_0004007,OMIT_0005438):1.0
is(OMIT_0004009,Class):1.0
SubClassOf(OMIT_0004009,OMIT_0009396):1.0
is(OMIT_0004022,Class):1.0
SubClassOf(OMIT_0004022,OMIT_0007149):1.0
is(OMIT_0004024,Class):1.0
SubClassOf(OMIT_0004024,OMIT_0014318):1.0
is(OMIT_0004025,Class):1.0
is(OMIT_0004038,Class):1.0
SubClassOf(OMIT_0004038,OMIT_0014134):1.0
is(OMIT_0004057,Class):1.0
is(OMIT_0004073,Class):1.0
SubClassOf(OMIT_0004073,OMIT_0014318):1.0
is(OMIT_0004088,Class):1.0
SubClassOf(OMIT_0004088,OMIT_0002123):1.0
is(OMIT_0004089,Class):1.0
SubClassOf(OMIT_0004089,OMIT_0002123):1.0
is(OMIT_0004118,Class):1.0
SubClassOf(OMIT_0004118,OMIT_0018129):1.0
is(OMIT_0004155,Class):1.0
is(OMIT_0004258,Class):1.0
SubClassOf(OMIT_0004258,OMIT_0003865):1.0
is(OMIT_0004261,Class):1.0
SubClassOf(OMIT_0004261,OMIT_0014386,):1.0
SubClassOf(OMIT_0004261,OMIT_0023759):1.0
is(OMIT_0004317,Class):1.0
SubClassOf(OMIT_0004317,OMIT_0014318):1.0
is(OMIT_0004333,Class):1.0
is(OMIT_0004361,Class):1.0
SubClassOf(OMIT_0004361,OMIT_0008861):1.0
is(OMIT_0004362,Class):1.0
SubClassOf(OMIT_0004362,OMIT_0004361):1.0
is(OMIT_0004363,Class):1.0
SubClassOf(OMIT_0004363,OMIT_0004361):1.0
is(OMIT_0004370,Class):1.0
SubClassOf(OMIT_0004370,OMIT_0005312,):1.0
SubClassOf(OMIT_0004370,OMIT_0006448,):1.0
SubClassOf(OMIT_0004370,OMIT_0006606):1.0
is(OMIT_0004372,Class):1.0
SubClassOf(OMIT_0004372,OMIT_0007011,):1.0
SubClassOf(OMIT_0004372,OMIT_0013240,):1.0
SubClassOf(OMIT_0004372,OMIT_0022996):1.0
is(OMIT_0004373,Class):1.0
SubClassOf(OMIT_0004373,OMIT_0008565):1.0
is(OMIT_0004378,Class):1.0
SubClassOf(OMIT_0004378,OMIT_0013813,):1.0
SubClassOf(OMIT_0004378,OMIT_0013814):1.0
is(OMIT_0004379,Class):1.0
SubClassOf(OMIT_0004379,OMIT_0002992,):1.0
SubClassOf(OMIT_0004379,OMIT_0021427):1.0
is(OMIT_0004380,Class):1.0
SubClassOf(OMIT_0004380,OMIT_0006777):1.0
is(OMIT_0004392,Class):1.0
SubClassOf(OMIT_0004392,OMIT_0014371):1.0
is(OMIT_0004404,Class):1.0
SubClassOf(OMIT_0004404,OMIT_0004545):1.0
is(OMIT_0004405,Class):1.0
SubClassOf(OMIT_0004405,OMIT_0014376):1.0
is(OMIT_0004429,Class):1.0
SubClassOf(OMIT_0004429,OMIT_0015997):1.0
is(OMIT_0004436,Class):1.0
SubClassOf(OMIT_0004436,OMIT_0014378):1.0
is(OMIT_0004440,Class):1.0
is(OMIT_0004461,Class):1.0
is(OMIT_0004464,Class):1.0
SubClassOf(OMIT_0004464,OMIT_0004461,):1.0
SubClassOf(OMIT_0004464,OMIT_0009670):1.0
is(OMIT_0004473,Class):1.0
is(OMIT_0004477,Class):1.0
SubClassOf(OMIT_0004477,OMIT_0004473):1.0
is(OMIT_0004482,Class):1.0
SubClassOf(OMIT_0004482,OMIT_0004477):1.0
is(OMIT_0004485,Class):1.0
SubClassOf(OMIT_0004485,OMIT_0004477):1.0
is(OMIT_0004487,Class):1.0
SubClassOf(OMIT_0004487,OMIT_0004477):1.0
is(OMIT_0004516,Class):1.0
SubClassOf(OMIT_0004516,OMIT_0014699):1.0
is(OMIT_0004534,Class):1.0
is(OMIT_0004545,Class):1.0
is(OMIT_0004603,Class):1.0
SubClassOf(OMIT_0004603,OMIT_0013807):1.0
is(OMIT_0004606,Class):1.0
SubClassOf(OMIT_0004606,OMIT_0001791):1.0
is(OMIT_0004636,Class):1.0
is(OMIT_0004648,Class):1.0
SubClassOf(OMIT_0004648,OMIT_0012241,):1.0
SubClassOf(OMIT_0004648,OMIT_0015882):1.0
is(OMIT_0004653,Class):1.0
is(OMIT_0004654,Class):1.0
SubClassOf(OMIT_0004654,OMIT_0004653):1.0
is(OMIT_0004657,Class):1.0
is(OMIT_0004658,Class):1.0
is(OMIT_0004665,Class):1.0
is(OMIT_0004695,Class):1.0
SubClassOf(OMIT_0004695,OMIT_0019645):1.0
is(OMIT_0004700,Class):1.0
SubClassOf(OMIT_0004700,OMIT_0014699):1.0
is(OMIT_0004713,Class):1.0
SubClassOf(OMIT_0004713,OMIT_0013829):1.0
is(OMIT_0004744,Class):1.0
SubClassOf(OMIT_0004744,OMIT_0026105):1.0
is(OMIT_0004756,Class):1.0
SubClassOf(OMIT_0004756,OMIT_0014378):1.0
is(OMIT_0004766,Class):1.0
SubClassOf(OMIT_0004766,OMIT_0003727,):1.0
SubClassOf(OMIT_0004766,OMIT_0022698):1.0
is(OMIT_0004767,Class):1.0
SubClassOf(OMIT_0004767,OMIT_0014379):1.0
is(OMIT_0004776,Class):1.0
is(OMIT_0004793,Class):1.0
SubClassOf(OMIT_0004793,OMIT_0004847):1.0
is(OMIT_0004820,Class):1.0
SubClassOf(OMIT_0004820,OMIT_0014134):1.0
is(OMIT_0004828,Class):1.0
SubClassOf(OMIT_0004828,OMIT_0014308):1.0
is(OMIT_0004831,Class):1.0
SubClassOf(OMIT_0004831,OMIT_0014309):1.0
is(OMIT_0004844,Class):1.0
SubClassOf(OMIT_0004844,OMIT_0014385):1.0
is(OMIT_0004845,Class):1.0
SubClassOf(OMIT_0004845,OMIT_0011036):1.0
is(OMIT_0004847,Class):1.0
is(OMIT_0004867,Class):1.0
is(OMIT_0004870,Class):1.0
is(OMIT_0004878,Class):1.0
SubClassOf(OMIT_0004878,OMIT_0020880):1.0
is(OMIT_0004892,Class):1.0
SubClassOf(OMIT_0004892,OMIT_0011036,):1.0
SubClassOf(OMIT_0004892,OMIT_0014374):1.0
is(OMIT_0004895,Class):1.0
is(OMIT_0004899,Class):1.0
SubClassOf(OMIT_0004899,OMIT_0012925):1.0
is(OMIT_0004902,Class):1.0
SubClassOf(OMIT_0004902,OMIT_0014319):1.0
is(OMIT_0004905,Class):1.0
SubClassOf(OMIT_0004905,OMIT_0014319):1.0
is(OMIT_0004908,Class):1.0
is(OMIT_0004929,Class):1.0
SubClassOf(OMIT_0004929,OMIT_0014379):1.0
is(OMIT_0004940,Class):1.0
SubClassOf(OMIT_0004940,OMIT_0014699):1.0
is(OMIT_0004952,Class):1.0
SubClassOf(OMIT_0004952,OMIT_0017464):1.0
is(OMIT_0004989,Class):1.0
SubClassOf(OMIT_0004989,OMIT_0013829):1.0
is(OMIT_0004993,Class):1.0
SubClassOf(OMIT_0004993,OMIT_0019645):1.0
is(OMIT_0005035,Class):1.0
SubClassOf(OMIT_0005035,OMIT_0019887):1.0
is(OMIT_0005042,Class):1.0
is(OMIT_0005055,Class):1.0
is(OMIT_0005090,Class):1.0
is(OMIT_0005160,Class):1.0
SubClassOf(OMIT_0005160,OMIT_0014579):1.0
is(OMIT_0005177,Class):1.0
