is(double,Datatype):1.0
is(CHEBI_135581,Class):1.0
is(CHEBI_135590,Class):1.0
is(CHEBI_135611,Class):1.0
is(CHEBI_135612,Class):1.0
is(CHEBI_135616,Class):1.0
is(CHEBI_135738,Class):1.0
is(CHEBI_135740,Class):1.0
is(CHEBI_135760,Class):1.0
is(CHEBI_135791,Class):1.0
is(CHEBI_135885,Class):1.0
is(CHEBI_135930,Class):1.0
is(CHEBI_135933,Class):1.0
is(CHEBI_135934,Class):1.0
is(CHEBI_135935,Class):1.0
is(CHEBI_135939,Class):1.0
is(CHEBI_135976,Class):1.0
is(CHEBI_136014,Class):1.0
is(CHEBI_137881,Class):1.0
is(CHEBI_140503,Class):1.0
is(CHEBI_140618,Class):1.0
is(CHEBI_141517,Class):1.0
is(CHEBI_143266,Class):1.0
is(CHEBI_144421,Class):1.0
is(CHEBI_145232,Class):1.0
is(CHEBI_145374,Class):1.0
is(CHEBI_145701,Class):1.0
is(CHEBI_145791,Class):1.0
is(CHEBI_146185,Class):1.0
is(CHEBI_149226,Class):1.0
is(CHEBI_150326,Class):1.0
is(CHEBI_15347,Class):1.0
is(CHEBI_15354,Class):1.0
is(CHEBI_15356,Class):1.0
is(CHEBI_15365,Class):1.0
is(CHEBI_15366,Class):1.0
is(CHEBI_15367,Class):1.0
is(CHEBI_15377,Class):1.0
is(CHEBI_15407,Class):1.0
is(CHEBI_15409,Class):1.0
is(CHEBI_15428,Class):1.0
is(CHEBI_15443,Class):1.0
is(CHEBI_15544,Class):1.0
is(CHEBI_15640,Class):1.0
is(CHEBI_156496,Class):1.0
is(CHEBI_15676,Class):1.0
is(CHEBI_15741,Class):1.0
is(CHEBI_15765,Class):1.0
is(CHEBI_15854,Class):1.0
is(CHEBI_15882,Class):1.0
is(CHEBI_15891,Class):1.0
is(CHEBI_15940,Class):1.0
is(CHEBI_15956,Class):1.0
is(CHEBI_16000,Class):1.0
is(CHEBI_16010,Class):1.0
is(CHEBI_16113,Class):1.0
is(CHEBI_16125,Class):1.0
is(CHEBI_16134,Class):1.0
is(CHEBI_16150,Class):1.0
is(CHEBI_16163,Class):1.0
is(CHEBI_161680,Class):1.0
is(CHEBI_16189,Class):1.0
is(CHEBI_16199,Class):1.0
is(CHEBI_16236,Class):1.0
is(CHEBI_16240,Class):1.0
is(CHEBI_16347,Class):1.0
is(CHEBI_164200,Class):1.0
is(CHEBI_16436,Class):1.0
is(CHEBI_16449,Class):1.0
is(CHEBI_16454,Class):1.0
is(CHEBI_16464,Class):1.0
is(CHEBI_16480,Class):1.0
is(CHEBI_16526,Class):1.0
is(CHEBI_16684,Class):1.0
is(CHEBI_166975,Class):1.0
is(CHEBI_16709,Class):1.0
is(CHEBI_16714,Class):1.0
is(CHEBI_167574,Class):1.0
is(CHEBI_167626,Class):1.0
is(CHEBI_16794,Class):1.0
is(CHEBI_16796,Class):1.0
is(CHEBI_16811,Class):1.0
is(CHEBI_168398,Class):1.0
is(CHEBI_16842,Class):1.0
is(CHEBI_168426,Class):1.0
is(CHEBI_16856,Class):1.0
is(CHEBI_169105,Class):1.0
is(CHEBI_16914,Class):1.0
is(CHEBI_169371,Class):1.0
is(CHEBI_16997,Class):1.0
is(CHEBI_17015,Class):1.0
is(CHEBI_17020,Class):1.0
is(CHEBI_17026,Class):1.0
is(CHEBI_17045,Class):1.0
is(CHEBI_17051,Class):1.0
is(CHEBI_17076,Class):1.0
is(CHEBI_17141,Class):1.0
is(CHEBI_17151,Class):1.0
is(CHEBI_17154,Class):1.0
is(CHEBI_17169,Class):1.0
is(CHEBI_17231,Class):1.0
is(CHEBI_17234,Class):1.0
is(CHEBI_17246,Class):1.0
is(CHEBI_17303,Class):1.0
is(CHEBI_17309,Class):1.0
is(CHEBI_17310,Class):1.0
is(CHEBI_17347,Class):1.0
is(CHEBI_17401,Class):1.0
is(CHEBI_174175,Class):1.0
is(CHEBI_17439,Class):1.0
is(CHEBI_17486,Class):1.0
is(CHEBI_17548,Class):1.0
is(CHEBI_17579,Class):1.0
is(CHEBI_175901,Class):1.0
is(CHEBI_17650,Class):1.0
is(CHEBI_17698,Class):1.0
is(CHEBI_17716,Class):1.0
is(CHEBI_17750,Class):1.0
is(CHEBI_17754,Class):1.0
is(CHEBI_177849,Class):1.0
is(CHEBI_177857,Class):1.0
is(CHEBI_17814,Class):1.0
is(CHEBI_178199,Class):1.0
is(CHEBI_17822,Class):1.0
is(CHEBI_17824,Class):1.0
is(CHEBI_178256,Class):1.0
is(CHEBI_17883,Class):1.0
is(CHEBI_17933,Class):1.0
is(CHEBI_17976,Class):1.0
is(CHEBI_17987,Class):1.0
is(CHEBI_17992,Class):1.0
is(CHEBI_17996,Class):1.0
is(CHEBI_18067,Class):1.0
is(CHEBI_18145,Class):1.0
is(CHEBI_18186,Class):1.0
is(CHEBI_181906,Class):1.0
is(CHEBI_18208,Class):1.0
is(CHEBI_18211,Class):1.0
is(CHEBI_18212,Class):1.0
is(CHEBI_18243,Class):1.0
is(CHEBI_18246,Class):1.0
is(CHEBI_18258,Class):1.0
is(CHEBI_183394,Class):1.0
is(CHEBI_18346,Class):1.0
is(CHEBI_183688,Class):1.0
is(CHEBI_183811,Class):1.0
is(CHEBI_183823,Class):1.0
is(CHEBI_18408,Class):1.0
is(CHEBI_184756,Class):1.0
is(CHEBI_186221,Class):1.0
is(CHEBI_18723,Class):1.0
is(CHEBI_188559,Class):1.0
is(CHEBI_189044,Class):1.0
is(CHEBI_189104,Class):1.0
is(CHEBI_189897,Class):1.0
is(CHEBI_190296,Class):1.0
is(CHEBI_190513,Class):1.0
is(CHEBI_194186,Class):1.0
is(CHEBI_195250,Class):1.0
is(CHEBI_195409,Class):1.0
is(CHEBI_196955,Class):1.0
is(CHEBI_22198,Class):1.0
is(CHEBI_22652,Class):1.0
is(CHEBI_229657,Class):1.0
is(CHEBI_229860,Class):1.0
is(CHEBI_230550,Class):1.0
is(CHEBI_23123,Class):1.0
is(CHEBI_231601,Class):1.0
is(CHEBI_23414,Class):1.0
is(CHEBI_23614,Class):1.0
is(CHEBI_23943,Class):1.0
is(CHEBI_23965,Class):1.0
is(CHEBI_24267,Class):1.0
is(CHEBI_2453,Class):1.0
is(CHEBI_247956,Class):1.0
is(CHEBI_24848,Class):1.0
is(CHEBI_24859,Class):1.0
is(CHEBI_24898,Class):1.0
is(CHEBI_24996,Class):1.0
is(CHEBI_25017,Class):1.0
is(CHEBI_2509,Class):1.0
is(CHEBI_25094,Class):1.0
is(CHEBI_25107,Class):1.0
is(CHEBI_25140,Class):1.0
is(CHEBI_251408,Class):1.0
is(CHEBI_2524,Class):1.0
is(CHEBI_25399,Class):1.0
is(CHEBI_2549,Class):1.0
is(CHEBI_25555,Class):1.0
is(CHEBI_2569,Class):1.0
is(CHEBI_25805,Class):1.0
is(CHEBI_26078,Class):1.0
is(CHEBI_26271,Class):1.0
is(CHEBI_2639,Class):1.0
is(CHEBI_2659,Class):1.0
is(CHEBI_26642,Class):1.0
is(CHEBI_2666,Class):1.0
is(CHEBI_2668,Class):1.0
is(CHEBI_26709,Class):1.0
is(CHEBI_26710,Class):1.0
is(CHEBI_2673,Class):1.0
is(CHEBI_2674,Class):1.0
is(CHEBI_2675,Class):1.0
is(CHEBI_2676,Class):1.0
is(CHEBI_2679,Class):1.0
is(CHEBI_26833,Class):1.0
is(CHEBI_26849,Class):1.0
is(CHEBI_26948,Class):1.0
is(CHEBI_26986,Class):1.0
is(CHEBI_27013,Class):1.0
is(CHEBI_27266,Class):1.0
is(CHEBI_27300,Class):1.0
is(CHEBI_27306,Class):1.0
is(CHEBI_27363,Class):1.0
is(CHEBI_27373,Class):1.0
is(CHEBI_27375,Class):1.0
is(CHEBI_27446,Class):1.0
is(CHEBI_27455,Class):1.0
is(CHEBI_27470,Class):1.0
is(CHEBI_27547,Class):1.0
is(CHEBI_27560,Class):1.0
is(CHEBI_27570,Class):1.0
is(CHEBI_27573,Class):1.0
is(CHEBI_27585,Class):1.0
is(CHEBI_27607,Class):1.0
is(CHEBI_27690,Class):1.0
is(CHEBI_27732,Class):1.0
is(CHEBI_27750,Class):1.0
is(CHEBI_27779,Class):1.0
is(CHEBI_27786,Class):1.0
is(CHEBI_27810,Class):1.0
is(CHEBI_27897,Class):1.0
is(CHEBI_27902,Class):1.0
is(CHEBI_27961,Class):1.0
is(CHEBI_27974,Class):1.0
is(CHEBI_28001,Class):1.0
is(CHEBI_28017,Class):1.0
is(CHEBI_28044,Class):1.0
is(CHEBI_28077,Class):1.0
is(CHEBI_28115,Class):1.0
is(CHEBI_28171,Class):1.0
is(CHEBI_28177,Class):1.0
is(CHEBI_28241,Class):1.0
is(CHEBI_28243,Class):1.0
is(CHEBI_28262,Class):1.0
is(CHEBI_28300,Class):1.0
is(CHEBI_28384,Class):1.0
is(CHEBI_28445,Class):1.0
is(CHEBI_28487,Class):1.0
is(CHEBI_28527,Class):1.0
is(CHEBI_28544,Class):1.0
is(CHEBI_28568,Class):1.0
is(CHEBI_28593,Class):1.0
is(CHEBI_28621,Class):1.0
is(CHEBI_28623,Class):1.0
is(CHEBI_28674,Class):1.0
is(CHEBI_28685,Class):1.0
is(CHEBI_28741,Class):1.0
is(CHEBI_28747,Class):1.0
is(CHEBI_28757,Class):1.0
is(CHEBI_2877,Class):1.0
is(CHEBI_28775,Class):1.0
is(CHEBI_28787,Class):1.0
is(CHEBI_28794,Class):1.0
is(CHEBI_28821,Class):1.0
is(CHEBI_28824,Class):1.0
is(CHEBI_28838,Class):1.0
is(CHEBI_28864,Class):1.0
is(CHEBI_28885,Class):1.0
is(CHEBI_28901,Class):1.0
is(CHEBI_28915,Class):1.0
is(CHEBI_28918,Class):1.0
is(CHEBI_28925,Class):1.0
is(CHEBI_28934,Class):1.0
is(CHEBI_28940,Class):1.0
is(CHEBI_2896,Class):1.0
is(CHEBI_28971,Class):1.0
is(CHEBI_28984,Class):1.0
is(CHEBI_29016,Class):1.0
is(CHEBI_29031,Class):1.0
is(CHEBI_2904,Class):1.0
is(CHEBI_291902,Class):1.0
is(CHEBI_29228,Class):1.0
is(CHEBI_29377,Class):1.0
is(CHEBI_29708,Class):1.0
is(CHEBI_2972,Class):1.0
is(CHEBI_29805,Class):1.0
is(CHEBI_29806,Class):1.0
is(CHEBI_29864,Class):1.0
is(CHEBI_29987,Class):1.0
is(CHEBI_3011,Class):1.0
is(CHEBI_3013,Class):1.0
is(CHEBI_30187,Class):1.0
is(CHEBI_30217,Class):1.0
is(CHEBI_30251,Class):1.0
is(CHEBI_30347,Class):1.0
is(CHEBI_30363,Class):1.0
is(CHEBI_3044,Class):1.0
is(CHEBI_30563,Class):1.0
is(CHEBI_30618,Class):1.0
is(CHEBI_30659,Class):1.0
is(CHEBI_30660,Class):1.0
is(CHEBI_30751,Class):1.0
is(CHEBI_30753,Class):1.0
is(CHEBI_30768,Class):1.0
is(CHEBI_30769,Class):1.0
is(CHEBI_3077,Class):1.0
is(CHEBI_30832,Class):1.0
is(CHEBI_30911,Class):1.0
is(CHEBI_31162,Class):1.0
is(CHEBI_31174,Class):1.0
is(CHEBI_31176,Class):1.0
is(CHEBI_31186,Class):1.0
is(CHEBI_31199,Class):1.0
is(CHEBI_31206,Class):1.0
is(CHEBI_31236,Class):1.0
is(CHEBI_31292,Class):1.0
is(CHEBI_31306,Class):1.0
is(CHEBI_31346,Class):1.0
is(CHEBI_31403,Class):1.0
is(CHEBI_31413,Class):1.0
is(CHEBI_31439,Class):1.0
is(CHEBI_31516,Class):1.0
is(CHEBI_31530,Class):1.0
is(CHEBI_31536,Class):1.0
is(CHEBI_31584,Class):1.0
is(CHEBI_31607,Class):1.0
is(CHEBI_31608,Class):1.0
is(CHEBI_31614,Class):1.0
is(CHEBI_31625,Class):1.0
is(CHEBI_31765,Class):1.0
is(CHEBI_31793,Class):1.0
is(CHEBI_31794,Class):1.0
is(CHEBI_3181,Class):1.0
is(CHEBI_3183,Class):1.0
is(CHEBI_31832,Class):1.0
is(CHEBI_31835,Class):1.0
is(CHEBI_31837,Class):1.0
is(CHEBI_31861,Class):1.0
is(CHEBI_31902,Class):1.0
is(CHEBI_32010,Class):1.0
is(CHEBI_32020,Class):1.0
is(CHEBI_32026,Class):1.0
is(CHEBI_32027,Class):1.0
is(CHEBI_32030,Class):1.0
is(CHEBI_32032,Class):1.0
is(CHEBI_32034,Class):1.0
is(CHEBI_32035,Class):1.0
is(CHEBI_3205,Class):1.0
is(CHEBI_32063,Class):1.0
is(CHEBI_32066,Class):1.0
is(CHEBI_32076,Class):1.0
is(CHEBI_32111,Class):1.0
is(CHEBI_32114,Class):1.0
is(CHEBI_32130,Class):1.0
is(CHEBI_32139,Class):1.0
is(CHEBI_32145,Class):1.0
is(CHEBI_32149,Class):1.0
is(CHEBI_32150,Class):1.0
is(CHEBI_32154,Class):1.0
is(CHEBI_32159,Class):1.0
is(CHEBI_3216,Class):1.0
is(CHEBI_32161,Class):1.0
is(CHEBI_32178,Class):1.0
is(CHEBI_32223,Class):1.0
is(CHEBI_3223,Class):1.0
is(CHEBI_32234,Class):1.0
is(CHEBI_32243,Class):1.0
is(CHEBI_32256,Class):1.0
is(CHEBI_3228,Class):1.0
is(CHEBI_3231,Class):1.0
is(CHEBI_32499,Class):1.0
is(CHEBI_32588,Class):1.0
is(CHEBI_32596,Class):1.0
is(CHEBI_32599,Class):1.0
is(CHEBI_32687,Class):1.0
is(CHEBI_32879,Class):1.0
is(CHEBI_32914,Class):1.0
is(CHEBI_32954,Class):1.0
is(CHEBI_3309,Class):1.0
is(CHEBI_3310,Class):1.0
is(CHEBI_3311,Class):1.0
is(CHEBI_33118,Class):1.0
is(CHEBI_3312,Class):1.0
is(CHEBI_33130,Class):1.0
is(CHEBI_33234,Class):1.0
is(CHEBI_33301,Class):1.0
is(CHEBI_33697,Class):1.0
is(CHEBI_3374,Class):1.0
is(CHEBI_3380,Class):1.0
is(CHEBI_3387,Class):1.0
is(CHEBI_3393,Class):1.0
is(CHEBI_3395,Class):1.0
is(CHEBI_3398,Class):1.0
is(CHEBI_34056,Class):1.0
is(CHEBI_34123,Class):1.0
is(CHEBI_34247,Class):1.0
is(CHEBI_3437,Class):1.0
is(CHEBI_34393,Class):1.0
is(CHEBI_3441,Class):1.0
is(CHEBI_34665,Class):1.0
is(CHEBI_34683,Class):1.0
is(CHEBI_34698,Class):1.0
is(CHEBI_34706,Class):1.0
is(CHEBI_34772,Class):1.0
is(CHEBI_34911,Class):1.0
is(CHEBI_34914,Class):1.0
is(CHEBI_34975,Class):1.0
is(CHEBI_35018,Class):1.0
is(CHEBI_3510,Class):1.0
is(CHEBI_35149,Class):1.0
is(CHEBI_3515,Class):1.0
is(CHEBI_35176,Class):1.0
is(CHEBI_3534,Class):1.0
is(CHEBI_3561,Class):1.0
is(CHEBI_3565,Class):1.0
is(CHEBI_35677,Class):1.0
is(CHEBI_35702,Class):1.0
is(CHEBI_35812,Class):1.0
is(CHEBI_3611,Class):1.0
is(CHEBI_3614,Class):1.0
is(CHEBI_3619,Class):1.0
is(CHEBI_36234,Class):1.0
is(CHEBI_3636,Class):1.0
is(CHEBI_3638,Class):1.0
is(CHEBI_3640,Class):1.0
is(CHEBI_364453,Class):1.0
is(CHEBI_3647,Class):1.0
is(CHEBI_3650,Class):1.0
is(CHEBI_3651,Class):1.0
is(CHEBI_3654,Class):1.0
is(CHEBI_36560,Class):1.0
is(CHEBI_36592,Class):1.0
is(CHEBI_367163,Class):1.0
is(CHEBI_36796,Class):1.0
is(CHEBI_3682,Class):1.0
is(CHEBI_3698,Class):1.0
is(CHEBI_3699,Class):1.0
is(CHEBI_3716,Class):1.0
is(CHEBI_3720,Class):1.0
is(CHEBI_3723,Class):1.0
is(CHEBI_3738,Class):1.0
is(CHEBI_37397,Class):1.0
is(CHEBI_37510,Class):1.0
is(CHEBI_37585,Class):1.0
is(CHEBI_37586,Class):1.0
is(CHEBI_3764,Class):1.0
is(CHEBI_3766,Class):1.0
is(CHEBI_37808,Class):1.0
is(CHEBI_37867,Class):1.0
is(CHEBI_39098,Class):1.0
is(CHEBI_39211,Class):1.0
is(CHEBI_39384,Class):1.0
is(CHEBI_39462,Class):1.0
is(CHEBI_39465,Class):1.0
is(CHEBI_39501,Class):1.0
is(CHEBI_39548,Class):1.0
is(CHEBI_40050,Class):1.0
is(CHEBI_4024,Class):1.0
is(CHEBI_40279,Class):1.0
is(CHEBI_40303,Class):1.0
is(CHEBI_4031,Class):1.0
is(CHEBI_4046,Class):1.0
is(CHEBI_40572,Class):1.0
is(CHEBI_41060,Class):1.0
is(CHEBI_41237,Class):1.0
is(CHEBI_41423,Class):1.0
is(CHEBI_41872,Class):1.0
is(CHEBI_41879,Class):1.0
is(CHEBI_42191,Class):1.0
is(CHEBI_4317,Class):1.0
is(CHEBI_43755,Class):1.0
is(CHEBI_44185,Class):1.0
is(CHEBI_4450,Class):1.0
is(CHEBI_4453,Class):1.0
is(CHEBI_4464,Class):1.0
is(CHEBI_4469,Class):1.0
is(CHEBI_4470,Class):1.0
is(CHEBI_4489,Class):1.0
is(CHEBI_44915,Class):1.0
is(CHEBI_44932,Class):1.0
is(CHEBI_4518,Class):1.0
is(CHEBI_45267,Class):1.0
is(CHEBI_4530,Class):1.0
is(CHEBI_453011,Class):1.0
is(CHEBI_4562,Class):1.0
is(CHEBI_45630,Class):1.0
is(CHEBI_45783,Class):1.0
is(CHEBI_45895,Class):1.0
is(CHEBI_4591,Class):1.0
is(CHEBI_45924,Class):1.0
is(CHEBI_45951,Class):1.0
is(CHEBI_45980,Class):1.0
is(CHEBI_4604,Class):1.0
is(CHEBI_46195,Class):1.0
is(CHEBI_46245,Class):1.0
is(CHEBI_4631,Class):1.0
is(CHEBI_4636,Class):1.0
is(CHEBI_4653,Class):1.0
is(CHEBI_4657,Class):1.0
is(CHEBI_46631,Class):1.0
is(CHEBI_46726,Class):1.0
is(CHEBI_46793,Class):1.0
is(CHEBI_46859,Class):1.0
is(CHEBI_46961,Class):1.0
is(CHEBI_4706,Class):1.0
is(CHEBI_4710,Class):1.0
is(CHEBI_4724,Class):1.0
is(CHEBI_472657,Class):1.0
is(CHEBI_47381,Class):1.0
is(CHEBI_47426,Class):1.0
is(CHEBI_4754,Class):1.0
is(CHEBI_47657,Class):1.0
is(CHEBI_47781,Class):1.0
is(CHEBI_48107,Class):1.0
is(CHEBI_4814,Class):1.0
is(CHEBI_48140,Class):1.0
is(CHEBI_48213,Class):1.0
is(CHEBI_48233,Class):1.0
is(CHEBI_48236,Class):1.0
is(CHEBI_48390,Class):1.0
is(CHEBI_48549,Class):1.0
is(CHEBI_48574,Class):1.0
is(CHEBI_4877,Class):1.0
is(CHEBI_487869,Class):1.0
is(CHEBI_48923,Class):1.0
is(CHEBI_4903,Class):1.0
is(CHEBI_49040,Class):1.0
is(CHEBI_4909,Class):1.0
is(CHEBI_495055,Class):1.0
is(CHEBI_49566,Class):1.0
is(CHEBI_49575,Class):1.0
is(CHEBI_49662,Class):1.0
is(CHEBI_4975,Class):1.0
is(CHEBI_49976,Class):1.0
is(CHEBI_5001,Class):1.0
is(CHEBI_50122,Class):1.0
is(CHEBI_50172,Class):1.0
is(CHEBI_50217,Class):1.0
is(CHEBI_50225,Class):1.0
is(CHEBI_50275,Class):1.0
is(CHEBI_50378,Class):1.0
is(CHEBI_5050,Class):1.0
is(CHEBI_50580,Class):1.0
is(CHEBI_50694,Class):1.0
is(CHEBI_50729,Class):1.0
is(CHEBI_50730,Class):1.0
is(CHEBI_50742,Class):1.0
is(CHEBI_50785,Class):1.0
is(CHEBI_50815,Class):1.0
is(CHEBI_50819,Class):1.0
is(CHEBI_50821,Class):1.0
is(CHEBI_50841,Class):1.0
is(CHEBI_50845,Class):1.0
is(CHEBI_50868,Class):1.0
is(CHEBI_50924,Class):1.0
is(CHEBI_5108,Class):1.0
is(CHEBI_51141,Class):1.0
is(CHEBI_51164,Class):1.0
is(CHEBI_5118,Class):1.0
is(CHEBI_51209,Class):1.0
is(CHEBI_5121,Class):1.0
is(CHEBI_5123,Class):1.0
is(CHEBI_51230,Class):1.0
is(CHEBI_51364,Class):1.0
is(CHEBI_5138,Class):1.0
is(CHEBI_51380,Class):1.0
is(CHEBI_5165,Class):1.0
is(CHEBI_51805,Class):1.0
is(CHEBI_5195,Class):1.0
is(CHEBI_52010,Class):1.0
is(CHEBI_52053,Class):1.0
is(CHEBI_52683,Class):1.0
is(CHEBI_52717,Class):1.0
is(CHEBI_5291,Class):1.0
is(CHEBI_52993,Class):1.0
is(CHEBI_53001,Class):1.0
is(CHEBI_53248,Class):1.0
is(CHEBI_53258,Class):1.0
is(CHEBI_53279,Class):1.0
is(CHEBI_53351,Class):1.0
is(CHEBI_534,Class):1.0
is(CHEBI_53424,Class):1.0
is(CHEBI_53425,Class):1.0
is(CHEBI_53426,Class):1.0
is(CHEBI_53448,Class):1.0
is(CHEBI_53471,Class):1.0
is(CHEBI_53700,Class):1.0
is(CHEBI_53775,Class):1.0
is(CHEBI_5383,Class):1.0
is(CHEBI_5417,Class):1.0
is(CHEBI_5530,Class):1.0
is(CHEBI_55346,Class):1.0
is(CHEBI_553473,Class):1.0
is(CHEBI_5537,Class):1.0
is(CHEBI_554446,Class):1.0
is(CHEBI_5551,Class):1.0
is(CHEBI_5553,Class):1.0
is(CHEBI_5613,Class):1.0
is(CHEBI_5747,Class):1.0
is(CHEBI_57589,Class):1.0
is(CHEBI_5778,Class):1.0
is(CHEBI_5779,Class):1.0
is(CHEBI_5790,Class):1.0
is(CHEBI_5792,Class):1.0
is(CHEBI_5818,Class):1.0
is(CHEBI_5855,Class):1.0
is(CHEBI_5864,Class):1.0
is(CHEBI_59033,Class):1.0
is(CHEBI_59040,Class):1.0
is(CHEBI_59177,Class):1.0
is(CHEBI_59269,Class):1.0
is(CHEBI_5937,Class):1.0
is(CHEBI_5950,Class):1.0
is(CHEBI_5951,Class):1.0
is(CHEBI_59732,Class):1.0
is(CHEBI_59809,Class):1.0
is(CHEBI_6005,Class):1.0
is(CHEBI_6030,Class):1.0
is(CHEBI_60424,Class):1.0
is(CHEBI_6060,Class):1.0
is(CHEBI_6061,Class):1.0
is(CHEBI_60654,Class):1.0
is(CHEBI_6067,Class):1.0
is(CHEBI_6076,Class):1.0
is(CHEBI_60802,Class):1.0
is(CHEBI_61000,Class):1.0
is(CHEBI_61057,Class):1.0
is(CHEBI_61058,Class):1.0
is(CHEBI_6128,Class):1.0
is(CHEBI_61468,Class):1.0
is(CHEBI_6149,Class):1.0
is(CHEBI_61995,Class):1.0
is(CHEBI_62968,Class):1.0
is(CHEBI_62984,Class):1.0
is(CHEBI_62995,Class):1.0
is(CHEBI_63036,Class):1.0
is(CHEBI_6343,Class):1.0
is(CHEBI_63554,Class):1.0
is(CHEBI_63577,Class):1.0
is(CHEBI_63580,Class):1.0
is(CHEBI_63581,Class):1.0
is(CHEBI_63599,Class):1.0
is(CHEBI_63611,Class):1.0
is(CHEBI_63616,Class):1.0
is(CHEBI_63620,Class):1.0
is(CHEBI_63628,Class):1.0
is(CHEBI_63632,Class):1.0
is(CHEBI_63638,Class):1.0
is(CHEBI_6367,Class):1.0
is(CHEBI_63717,Class):1.0
is(CHEBI_63845,Class):1.0
is(CHEBI_64187,Class):1.0
is(CHEBI_64275,Class):1.0
is(CHEBI_64276,Class):1.0
is(CHEBI_64318,Class):1.0
is(CHEBI_6432,Class):1.0
is(CHEBI_64355,Class):1.0
is(CHEBI_6441,Class):1.0
is(CHEBI_6443,Class):1.0
is(CHEBI_6456,Class):1.0
is(CHEBI_64736,Class):1.0
is(CHEBI_64746,Class):1.0
is(CHEBI_6504,Class):1.0
is(CHEBI_65173,Class):1.0
is(CHEBI_6532,Class):1.0
is(CHEBI_65353,Class):1.0
is(CHEBI_6538,Class):1.0
is(CHEBI_6636,Class):1.0
is(CHEBI_6650,Class):1.0
is(CHEBI_66889,Class):1.0
is(CHEBI_66919,Class):1.0
is(CHEBI_66964,Class):1.0
is(CHEBI_6704,Class):1.0
is(CHEBI_6709,Class):1.0
is(CHEBI_67121,Class):1.0
is(CHEBI_6722,Class):1.0
is(CHEBI_6741,Class):1.0
is(CHEBI_6754,Class):1.0
is(CHEBI_6761,Class):1.0
is(CHEBI_6762,Class):1.0
is(CHEBI_6775,Class):1.0
is(CHEBI_6797,Class):1.0
is(CHEBI_6801,Class):1.0
is(CHEBI_6807,Class):1.0
is(CHEBI_6809,Class):1.0
is(CHEBI_6824,Class):1.0
is(CHEBI_6838,Class):1.0
is(CHEBI_68428,Class):1.0
is(CHEBI_68554,Class):1.0
is(CHEBI_68610,Class):1.0
is(CHEBI_6874,Class):1.0
is(CHEBI_6887,Class):1.0
is(CHEBI_6904,Class):1.0
is(CHEBI_6916,Class):1.0
is(CHEBI_6923,Class):1.0
is(CHEBI_6931,Class):1.0
is(CHEBI_6950,Class):1.0
is(CHEBI_6965,Class):1.0
is(CHEBI_6970,Class):1.0
is(CHEBI_7025,Class):1.0
is(CHEBI_70708,Class):1.0
is(CHEBI_7071,Class):1.0
is(CHEBI_70746,Class):1.0
is(CHEBI_70976,Class):1.0
is(CHEBI_71193,Class):1.0
is(CHEBI_71272,Class):1.0
is(CHEBI_71321,Class):1.0
is(CHEBI_71940,Class):1.0
is(CHEBI_72291,Class):1.0
