is(www.w3.org/2000/01/-schema#,Datatype):1.0
is(ns.com/foaf/0.1/,DataProperty):1.0
is(Person,ns.com/foaf/0.1/):1.0
is(Literal,www.w3.org/2000/01/-schema#):1.0
is(ns.com/foaf/0.1/,DataProperty):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(Literal,www.w3.org/2000/01/-schema#):1.0
is(ns.com/foaf/0.1/,DataProperty):1.0
is(Person,ns.com/foaf/0.1/):1.0
is(Literal,www.w3.org/2000/01/-schema#):1.0
is(ns.com/foaf/0.1/,DataProperty):1.0
is(Document,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,DataProperty):1.0
is(Agent,ns.com/foaf/0.1/):1.0
is(Literal,www.w3.org/2000/01/-schema#):1.0
is(ns.com/foaf/0.1/,DataProperty):1.0
is(Person,ns.com/foaf/0.1/):1.0
is(Literal,www.w3.org/2000/01/-schema#):1.0
is(ns.com/foaf/0.1/,DataProperty):1.0
is(Agent,Class):1.0
is(Agent,ns.com/foaf/0.1/):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(CreativeWork,Class):1.0
is(Document,ns.com/foaf/0.1/):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(ImageObject,Class):1.0
is(Image,ns.com/foaf/0.1/):1.0
SubClassOf(Image,CreativeWork,):1.0
is(Document,ns.com/foaf/0.1/):1.0
is(Person,Class):1.0
is(Person,ns.com/foaf/0.1/):1.0
SubClassOf(Person,Agent,):1.0
SubClassOf(Person,SpatialThing,):1.0
is(Agent,ns.com/foaf/0.1/):1.0
is(Person,Class):1.0
is(Person,ns.com/foaf/0.1/):1.0
SubClassOf(Person,Agent,):1.0
SubClassOf(Person,SpatialThing,):1.0
is(Agent,ns.com/foaf/0.1/):1.0
is(www.w3.org/2002/07/#,Class):1.0
is(SpatialThing,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(ns.com/foaf/0.1/,Class):1.0
EquivalentTo(ns.com/foaf/0.1/,Agent):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(ns.com/foaf/0.1/,Class):1.0
EquivalentTo(ns.com/foaf/0.1/,CreativeWork):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(Organization, ns.com/foaf/0.1/,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
SubClassOf(ns.com/foaf/0.1/,Agent,):1.0
is(Agent,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
EquivalentTo(ns.com/foaf/0.1/,ImageObject):1.0
SubClassOf(ns.com/foaf/0.1/,CreativeWork,):1.0
is(Document,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(ns.com/foaf/0.1/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(ns.com/foaf/0.1/,Class):1.0
is(OnlineAccount,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
is(OnlineAccount,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
is(OnlineAccount,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
SubClassOf(ns.com/foaf/0.1/,Agent,):1.0
is(Agent,ns.com/foaf/0.1/):1.0
is(Document, ns.com/foaf/0.1/,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
EquivalentTo(ns.com/foaf/0.1/,Person,):1.0
EquivalentTo(ns.com/foaf/0.1/,Person):1.0
SubClassOf(ns.com/foaf/0.1/,Agent,):1.0
SubClassOf(ns.com/foaf/0.1/,SpatialThing,):1.0
is(Agent,ns.com/foaf/0.1/):1.0
is(Organization, ns.com/foaf/0.1/,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
SubClassOf(ns.com/foaf/0.1/,CreativeWork,):1.0
is(Document,ns.com/foaf/0.1/):1.0
is(ns.com/foaf/0.1/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(Document, ns.com/foaf/0.1/,ns.com/foaf/0.1/):1.0
