is(BFO_0000050,ObjectProperty):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(pathways,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-folder,Class):1.0
is(all_pathways_and_groups,<agi-folder):1.0
is(<agi-group,Class):1.0
is(m,<agi-folder):1.0
is(<agi-group,Class):1.0
is(m,<agi-folder):1.0
is(<agi-group,Class):1.0
is(p,,<agi-folder):1.0
is((under_review)_metabolic_templates_by_kingdom,<agi-folder):1.0
is(<agi-group,Class):1.0
is(follicular_lymphoma,,<agi-folder):1.0
is(g,<agi-folder):1.0
is(<agi-group,Class):1.0
is(i,<agi-folder):1.0
is(<agi-group,Class):1.0
is(a,<agi-folder):1.0
is(<agi-group,Class):1.0
is(c,<agi-folder):1.0
is(<agi-group,Class):1.0
is(c,,<agi-folder):1.0
is((under_review)_covid19,<agi-folder):1.0
is(<agi-group,Class):1.0
is(b-cell_acute_lymphoblastic_leukemia,,<agi-folder):1.0
is(p,<agi-folder):1.0
is(<agi-group,Class):1.0
is(i,<agi-folder):1.0
is(<agi-group,Class):1.0
is(m,<agi-folder):1.0
is(<agi-group,Class):1.0
is(diffuse_large-b-cell_lymphoma,,<agi-folder):1.0
is(g,<agi-folder):1.0
is(<agi-group,Class):1.0
is(diffuse_large-b-cell_lymphoma,,<agi-folder):1.0
is(g,<agi-folder):1.0
is(<agi-group,Class):1.0
is(v,<agi-folder):1.0
is(<agi-group,Class):1.0
is(c,<agi-folder):1.0
is(<agi-group,Class):1.0
is(t,<agi-folder):1.0
is(<agi-group,Class):1.0
is(diffuse_large-b-cell_lymphoma,,<agi-folder):1.0
is(g,<agi-folder):1.0
is(<agi-group,Class):1.0
is(a,,<agi-folder):1.0
is((under_review)_metabolic_templates_by_kingdom,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(asthma,,<agi-folder):1.0
is(3,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(b,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,,<agi-folder):1.0
is(toll-like_receptors_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(k,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(v,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is(erythropoietin_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(beta-arrestin-mediated_receptors_signaling,,<agi-folder):1.0
is(g,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,,<agi-folder):1.0
is((under_review)_covid19,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,,<agi-folder):1.0
is(plant_hormone_biosynthesis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(o,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,,<agi-folder):1.0
is((under_review)_neuromuscular_disorders,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(w,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,,<agi-folder):1.0
is((under_review)_covid19,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,,<agi-folder):1.0
is(huntington_disease,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(corneal_stroma_remodeling,,<agi-folder):1.0
is(i,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(r,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,,<agi-folder):1.0
is(tgfa-egfr_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is(egfr_(erbb)_family,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(corneal_hydration,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,,<agi-folder):1.0
is((under_review)_tumor-associated_neutrophils,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is(fgfr_family,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(b,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(l,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is(fgf_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(metabolic_cycles,,<agi-folder):1.0
is(p,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(hyperthyroidism,,<agi-folder):1.0
is(2,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,,<agi-folder):1.0
is(neurotrophins-ntrk1_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(r,,<agi-folder):1.0
is(rett_syndrome,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(adp_ribosyl_cyclase_receptors_(cd_molecules),<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(diabetic_neuropathy,,<agi-folder):1.0
is(1,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(metabolic_cycles,,<agi-folder):1.0
is(t,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(photosynthesis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(cellulose_fiber_biosythesis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(osteoarthritis,,<agi-folder):1.0
is(2,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,,<agi-folder):1.0
is(interleukin_receptors/,agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is((under_review)_hallmarks_of_cancer_(11),<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,,<agi-folder):1.0
is(plant_hormone_biosynthesis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(3,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,,<agi-folder):1.0
is((under_review)_epithelial_to_mesenchymal_transition,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,,<agi-folder):1.0
is(neurotrophins-ntrk1_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,,<agi-folder):1.0
is(receptor_tyrosine_kinases_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is(egfr_(erbb)_family,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is(fgf_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(o,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,,<agi-folder):1.0
is(peptide_gpcrs_ligands,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(v,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(1,,<agi-folder):1.0
is(migraine,_familial_hemiplegic,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,,<agi-folder):1.0
is((under_review)_covid19,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(v,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,,<agi-folder):1.0
is(nucleotide-like_gpcrs_ligands,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,,<agi-folder):1.0
is(interleukins_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is(egfr_(erbb)_family,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is((under_review)_covid19,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is(receptor_tyrosine_kinases_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(l,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(g,,<agi-folder):1.0
is(growth_hormones_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is((under_review)_insulin_resistance,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,,<agi-folder):1.0
is(tnf_receptor_superfamily_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(2,,<agi-folder):1.0
is(sclerosis,_amyotrophic_lateral,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,,<agi-folder):1.0
is((under_review)_covid19,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(otitis_media,,<agi-folder):1.0
is(2,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(chemokines_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,,<agi-folder):1.0
is(c-type_lectin/selectin_receptors_(cd_molecules),<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(v,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,,<agi-folder):1.0
is(muscular_dystrophy,_facioscapulohumeral,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,,<agi-folder):1.0
is(protein_tyrosine_phosphatase_receptors,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(asthma,,<agi-folder):1.0
is(1,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(amine_gpcrs_ligand,,<agi-folder):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,,<agi-folder):1.0
is(interleukin_receptors/,agi-folder):1.0
is(toll-like_receptors_(cd_molecules),<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(lipid_metabolism,,<agi-folder):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,,<agi-folder):1.0
is(receptors_kinases/serine/,agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is((under_review)_insulin_resistance,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(v,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(chemokines_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(tnf_receptor_superfamily_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(l,,<agi-folder):1.0
is(plant_lipid_biosynthesis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(hemicellulose_biosythesis,,<agi-folder):1.0
is(x,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,,<agi-folder):1.0
is(panic_disorder,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(colony_stimulating_factors_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is(fgf_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is(fgf_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,,<agi-folder):1.0
is(receptors_kinases/serine/,agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,,<agi-folder):1.0
is(phenylketonuria,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(r,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is(integrin_receptors,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is(receptor_kinases/,agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,,<agi-folder):1.0
is((under_review)_covid19,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(cd86_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is(ereg-egfr_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(cardiomyopathy_hypertrophic,,<agi-folder):1.0
is(2,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,,<agi-folder):1.0
is(panic_disorder,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,,<agi-folder):1.0
is((under_review)_hallmarks_of_cancer_(12),<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,,<agi-folder):1.0
is(panic_disorder,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,,<agi-folder):1.0
is(interleukins_expression_biomarkers,,<agi-folder):1.0
is(toll-like_receptors_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,,<agi-folder):1.0
is(igf-igfr1_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(p,,<agi-folder):1.0
is(proteins_tover,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(e,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(b,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,,<agi-folder):1.0
is(fgf_expression_biomarkers,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,,<agi-folder):1.0
is((under_review)_hallmarks_of_cancer_(11),<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(r,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(z,,<agi-folder):1.0
is((under_review)_neuromuscular_disorders,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(u,,<agi-folder):1.0
is(usher_syndrome,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,,<agi-folder):1.0
is(hpv_infection_and_cancer,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(b,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(h,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,,<agi-folder):1.0
is((under_review)_fibrosis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(d,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(diabetes_mellitus_type_1,,<agi-folder):1.0
is(t,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,,<agi-folder):1.0
is((under_review)_ataxis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(c,,<agi-folder):1.0
is(hypothyroidism_congenital,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(v,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(w,,<agi-folder):1.0
is(wiskott-aldrich_syndrome,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(i,,<agi-folder):1.0
is(interleukin_receptors/,agi-folder):1.0
is(<agi-pathway,Class):1.0
is(g,,<agi-folder):1.0
is(plant_lipid_biosynthesis,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(f,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(n,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(m,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(s,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(a,<agi-folder):1.0
is(<agi-pathway,Class):1.0
is(t,,<agi-folder):1.0
