is(integer,Datatype):1.0
DisjointWith(BFO_0000182,BFO_0000144):1.0
is(IAO_0000102,Class):1.0
SubClassOf(IAO_0000102,IAO_8000006):1.0
is(IAO_0000120,Class):1.0
is(IAO_0000122,Class):1.0
is(IAO_0000123,Class):1.0
is(IAO_0000124,Class):1.0
is(IAO_0000225,Class):1.0
EquivalentTo(IAO_0000225,{IAO_0000103 , IAO_0000226 , IAO_0000227 , IAO_0000228 , IAO_0000229 , OMO_0001000}):1.0
SubClassOf(IAO_0000225,IAO_0000102):1.0
DisjointWith(IAO_0000225,OMO_0001000}):1.0
DisjointWith(IAO_0000225,IAO_0000229):1.0
DisjointWith(IAO_0000225,IAO_0000228):1.0
DisjointWith(IAO_0000225,IAO_0000227):1.0
DisjointWith(IAO_0000225,IAO_0000226):1.0
DisjointWith(IAO_0000225,{IAO_0000103):1.0
is(IAO_8000000,Class):1.0
SubClassOf(IAO_8000000,IAO_0000102):1.0
is(IAO_8000001,Class):1.0
SubClassOf(IAO_8000001,IAO_8000000):1.0
is(IAO_8000002,Class):1.0
SubClassOf(IAO_8000002,IAO_8000000):1.0
is(IAO_8000003,Class):1.0
SubClassOf(IAO_8000003,IAO_8000000):1.0
is(IAO_8000004,Class):1.0
SubClassOf(IAO_8000004,IAO_8000000):1.0
is(IAO_8000006,Class):1.0
SubClassOf(IAO_8000006,IAO_8000000):1.0
is(IAO_8000007,Class):1.0
SubClassOf(IAO_8000007,IAO_8000006):1.0
is(IAO_8000008,Class):1.0
SubClassOf(IAO_8000008,IAO_8000006):1.0
is(IAO_8000013,Class):1.0
SubClassOf(IAO_8000013,IAO_8000000):1.0
is(IAO_8000014,Class):1.0
SubClassOf(IAO_8000014,IAO_8000000):1.0
is(IAO_8000015,Class):1.0
SubClassOf(IAO_8000015,IAO_8000014):1.0
is(IAO_8000017,Class):1.0
is(IAO_8000018,Class):1.0
SubClassOf(IAO_8000018,IAO_8000017):1.0
is(OCCO_00000001,Class):1.0
is(OCCO_00000003,Class):1.0
SubClassOf(OCCO_00000003,OCCO_00000011):1.0
is(OCCO_00000004,Class):1.0
SubClassOf(OCCO_00000004,OCCO_00000011):1.0
is(OCCO_00000011,Class):1.0
SubClassOf(OCCO_00000011,BFO_0000016):1.0
is(OCCO_00000013,Class):1.0
SubClassOf(OCCO_00000013,BFO_0000015):1.0
is(OCCO_00000020,Class):1.0
SubClassOf(OCCO_00000020,OCCO_00000003):1.0
is(OCCO_00000021,Class):1.0
SubClassOf(OCCO_00000021,OCCO_00000003):1.0
is(OCCO_00000022,Class):1.0
SubClassOf(OCCO_00000022,OCCO_00000003):1.0
is(OCCO_00000023,Class):1.0
SubClassOf(OCCO_00000023,OCCO_00000003):1.0
is(OCCO_00000024,Class):1.0
SubClassOf(OCCO_00000024,OCCO_00000003):1.0
is(OCCO_00000025,Class):1.0
SubClassOf(OCCO_00000025,OCCO_00000003):1.0
is(OCCO_00000026,Class):1.0
SubClassOf(OCCO_00000026,OCCO_00000003):1.0
is(OCCO_00000027,Class):1.0
SubClassOf(OCCO_00000027,OCCO_00000003):1.0
is(OCCO_00000028,Class):1.0
SubClassOf(OCCO_00000028,OCCO_00000003):1.0
is(OCCO_00000029,Class):1.0
SubClassOf(OCCO_00000029,OCCO_00000003):1.0
is(OCCO_00000030,Class):1.0
SubClassOf(OCCO_00000030,OCCO_00000003):1.0
is(OCCO_00000031,Class):1.0
SubClassOf(OCCO_00000031,OCCO_00000003):1.0
is(OCCO_00000032,Class):1.0
SubClassOf(OCCO_00000032,OCCO_00000003):1.0
is(OCCO_00000033,Class):1.0
SubClassOf(OCCO_00000033,OCCO_00000003):1.0
is(OCCO_00000034,Class):1.0
SubClassOf(OCCO_00000034,OCCO_00000003):1.0
is(OCCO_00000035,Class):1.0
SubClassOf(OCCO_00000035,OCCO_00000003):1.0
is(OCCO_00000036,Class):1.0
SubClassOf(OCCO_00000036,OCCO_00000003):1.0
is(OCCO_00000037,Class):1.0
SubClassOf(OCCO_00000037,OCCO_00000003):1.0
is(OCCO_00000038,Class):1.0
SubClassOf(OCCO_00000038,OCCO_00000003):1.0
is(OCCO_00000039,Class):1.0
SubClassOf(OCCO_00000039,OCCO_00000003):1.0
is(OCCO_00000040,Class):1.0
SubClassOf(OCCO_00000040,OCCO_00000003):1.0
is(OCCO_00000041,Class):1.0
SubClassOf(OCCO_00000041,OCCO_00000003):1.0
is(OCCO_00000042,Class):1.0
SubClassOf(OCCO_00000042,OCCO_00000003):1.0
is(OCCO_00000043,Class):1.0
SubClassOf(OCCO_00000043,OCCO_00000003):1.0
is(OCCO_00000044,Class):1.0
SubClassOf(OCCO_00000044,OCCO_00000003):1.0
is(OCCO_00000045,Class):1.0
SubClassOf(OCCO_00000045,OCCO_00000003):1.0
is(OCCO_00000046,Class):1.0
SubClassOf(OCCO_00000046,OCCO_00000003):1.0
is(OCCO_00000047,Class):1.0
SubClassOf(OCCO_00000047,OCCO_00000003):1.0
is(OCCO_00000048,Class):1.0
SubClassOf(OCCO_00000048,OCCO_00000003):1.0
is(OCCO_00000049,Class):1.0
SubClassOf(OCCO_00000049,OCCO_00000003):1.0
is(OCCO_00000050,Class):1.0
SubClassOf(OCCO_00000050,OCCO_00000003):1.0
is(OCCO_00000051,Class):1.0
SubClassOf(OCCO_00000051,OCCO_00000003):1.0
is(OCCO_00000052,Class):1.0
SubClassOf(OCCO_00000052,OCCO_00000003):1.0
is(OCCO_00000053,Class):1.0
SubClassOf(OCCO_00000053,OCCO_00000003):1.0
is(OCCO_00000054,Class):1.0
SubClassOf(OCCO_00000054,OCCO_00000003):1.0
is(OCCO_00000059,Class):1.0
SubClassOf(OCCO_00000059,BFO_0000016):1.0
is(OCCO_00000060,Class):1.0
SubClassOf(OCCO_00000060,OCCO_00000004):1.0
is(OCCO_00000061,Class):1.0
SubClassOf(OCCO_00000061,OCCO_00000004):1.0
is(OCCO_00000062,Class):1.0
SubClassOf(OCCO_00000062,OCCO_00000004):1.0
is(OCCO_00000063,Class):1.0
SubClassOf(OCCO_00000063,OCCO_00000004):1.0
is(OCCO_00000064,Class):1.0
SubClassOf(OCCO_00000064,OCCO_00000004):1.0
is(OCCO_00000065,Class):1.0
SubClassOf(OCCO_00000065,OCCO_00000004):1.0
is(OCCO_00000066,Class):1.0
SubClassOf(OCCO_00000066,OCCO_00000004):1.0
is(OCCO_00000067,Class):1.0
SubClassOf(OCCO_00000067,OCCO_00000004):1.0
is(OCCO_00000068,Class):1.0
SubClassOf(OCCO_00000068,OCCO_00000004):1.0
is(OCCO_00000069,Class):1.0
SubClassOf(OCCO_00000069,OCCO_00000004):1.0
is(OCCO_00000070,Class):1.0
SubClassOf(OCCO_00000070,OCCO_00000004):1.0
is(OCCO_00000071,Class):1.0
SubClassOf(OCCO_00000071,OCCO_00000004):1.0
is(OCCO_00000072,Class):1.0
SubClassOf(OCCO_00000072,OCCO_00000004):1.0
is(OCCO_00000073,Class):1.0
SubClassOf(OCCO_00000073,OCCO_00000004):1.0
is(OCCO_00000074,Class):1.0
SubClassOf(OCCO_00000074,OCCO_00000004):1.0
is(OCCO_00000075,Class):1.0
SubClassOf(OCCO_00000075,OCCO_00000004):1.0
is(OCCO_00000076,Class):1.0
SubClassOf(OCCO_00000076,OCCO_00000004):1.0
is(OCCO_00000077,Class):1.0
SubClassOf(OCCO_00000077,OCCO_00000004):1.0
is(OCCO_00000078,Class):1.0
SubClassOf(OCCO_00000078,OCCO_00000004):1.0
is(OCCO_00000079,Class):1.0
SubClassOf(OCCO_00000079,OCCO_00000004):1.0
is(OCCO_00000080,Class):1.0
SubClassOf(OCCO_00000080,OCCO_00000004):1.0
is(OCCO_00000081,Class):1.0
SubClassOf(OCCO_00000081,OCCO_00000004):1.0
is(OCCO_00000082,Class):1.0
SubClassOf(OCCO_00000082,OCCO_00000004):1.0
is(OCCO_00000083,Class):1.0
SubClassOf(OCCO_00000083,OCCO_00000004):1.0
is(OCCO_00000084,Class):1.0
SubClassOf(OCCO_00000084,OCCO_00000004):1.0
is(OCCO_00000085,Class):1.0
SubClassOf(OCCO_00000085,OCCO_00000004):1.0
is(OCCO_00000086,Class):1.0
SubClassOf(OCCO_00000086,OCCO_00000004):1.0
is(OCCO_00000087,Class):1.0
SubClassOf(OCCO_00000087,OCCO_00000004):1.0
is(OCCO_00000088,Class):1.0
SubClassOf(OCCO_00000088,OCCO_00000004):1.0
DisjointWith(OCCO_00000088,OCCO_27403200):1.0
is(OCCO_00000089,Class):1.0
SubClassOf(OCCO_00000089,OCCO_00000004):1.0
is(OCCO_00000090,Class):1.0
SubClassOf(OCCO_00000090,OCCO_00000004):1.0
is(OCCO_00000091,Class):1.0
SubClassOf(OCCO_00000091,OCCO_00000004):1.0
is(OCCO_00000092,Class):1.0
SubClassOf(OCCO_00000092,OCCO_00000004):1.0
is(OCCO_00000093,Class):1.0
SubClassOf(OCCO_00000093,OCCO_00000004):1.0
is(OCCO_00000094,Class):1.0
SubClassOf(OCCO_00000094,OCCO_00000004):1.0
is(OCCO_00000095,Class):1.0
SubClassOf(OCCO_00000095,OCCO_00000004):1.0
is(OCCO_00000096,Class):1.0
SubClassOf(OCCO_00000096,OCCO_00000004):1.0
is(OCCO_00000097,Class):1.0
SubClassOf(OCCO_00000097,OCCO_00000004):1.0
is(OCCO_00000098,Class):1.0
SubClassOf(OCCO_00000098,OCCO_00000004):1.0
is(OCCO_00000099,Class):1.0
SubClassOf(OCCO_00000099,OCCO_00000004):1.0
is(OCCO_00000100,Class):1.0
SubClassOf(OCCO_00000100,OCCO_00000004):1.0
is(OCCO_00000101,Class):1.0
SubClassOf(OCCO_00000101,OCCO_00000004):1.0
is(OCCO_00000102,Class):1.0
SubClassOf(OCCO_00000102,OCCO_00000004):1.0
is(OCCO_00000103,Class):1.0
SubClassOf(OCCO_00000103,OCCO_00000004):1.0
is(OCCO_00000104,Class):1.0
SubClassOf(OCCO_00000104,OCCO_00000004):1.0
is(OCCO_00000105,Class):1.0
SubClassOf(OCCO_00000105,OCCO_00000004):1.0
is(OCCO_00000106,Class):1.0
SubClassOf(OCCO_00000106,OCCO_00000004):1.0
is(OCCO_00000107,Class):1.0
SubClassOf(OCCO_00000107,OCCO_00000004):1.0
is(OCCO_00000108,Class):1.0
SubClassOf(OCCO_00000108,OCCO_00000004):1.0
is(OCCO_00000109,Class):1.0
SubClassOf(OCCO_00000109,OCCO_00000004):1.0
is(OCCO_00000110,Class):1.0
SubClassOf(OCCO_00000110,OCCO_00000004):1.0
is(OCCO_00000111,Class):1.0
SubClassOf(OCCO_00000111,OCCO_00000004):1.0
is(OCCO_00000112,Class):1.0
SubClassOf(OCCO_00000112,OCCO_00000013):1.0
is(OCCO_00000113,Class):1.0
SubClassOf(OCCO_00000113,OCCO_00000013):1.0
is(OCCO_11201000,Class):1.0
is(OCCO_11201100,Class):1.0
SubClassOf(OCCO_11201100,OCCO_11201000,):1.0
SubClassOf(OCCO_11201100,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11201100,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11201100,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_11201100,OCCO_00000009 some OCCO_00000100,):1.0
SubClassOf(OCCO_11201100,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11201100,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11201100,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11201100,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11201100,OCCO_00000010 some OCCO_00000047,):1.0
SubClassOf(OCCO_11201100,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11201100,OCCO_00000010 some OCCO_00000052,):1.0
SubClassOf(OCCO_11201100,OCCO_00000010 some OCCO_00000054,):1.0
SubClassOf(OCCO_11201100,OCCO_00000006 value 4):1.0
is(OCCO_11301000,Class):1.0
is(OCCO_11301200,Class):1.0
SubClassOf(OCCO_11301200,OCCO_11301000,):1.0
SubClassOf(OCCO_11301200,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11301200,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11301200,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_11301200,OCCO_00000009 some OCCO_00000100,):1.0
SubClassOf(OCCO_11301200,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11301200,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11301200,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11301200,OCCO_00000010 some OCCO_00000023,):1.0
SubClassOf(OCCO_11301200,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11301200,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11301200,OCCO_00000010 some OCCO_00000052,):1.0
SubClassOf(OCCO_11301200,OCCO_00000010 some OCCO_00000054,):1.0
SubClassOf(OCCO_11301200,OCCO_00000006 value 3):1.0
is(OCCO_11305000,Class):1.0
is(OCCO_11305100,Class):1.0
SubClassOf(OCCO_11305100,OCCO_11305000,):1.0
SubClassOf(OCCO_11305100,OCCO_00000009 some OCCO_00000064,):1.0
SubClassOf(OCCO_11305100,OCCO_00000009 some OCCO_00000079,):1.0
SubClassOf(OCCO_11305100,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11305100,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11305100,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11305100,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11305100,OCCO_00000010 some OCCO_00000023,):1.0
SubClassOf(OCCO_11305100,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_11305100,OCCO_00000010 some OCCO_00000035,):1.0
SubClassOf(OCCO_11305100,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11305100,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11305100,OCCO_00000010 some OCCO_00000052,):1.0
SubClassOf(OCCO_11305100,OCCO_00000006 value 4):1.0
is(OCCO_11307000,Class):1.0
is(OCCO_11307100,Class):1.0
SubClassOf(OCCO_11307100,OCCO_11307000,):1.0
SubClassOf(OCCO_11307100,OCCO_00000006 value 4):1.0
is(OCCO_11313000,Class):1.0
is(OCCO_11313100,Class):1.0
SubClassOf(OCCO_11313100,OCCO_11313000,):1.0
SubClassOf(OCCO_11313100,OCCO_00000009 some OCCO_00000073,):1.0
SubClassOf(OCCO_11313100,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11313100,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11313100,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_11313100,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11313100,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11313100,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11313100,OCCO_00000010 some OCCO_00000023,):1.0
SubClassOf(OCCO_11313100,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_11313100,OCCO_00000010 some OCCO_00000028,):1.0
SubClassOf(OCCO_11313100,OCCO_00000010 some OCCO_00000030,):1.0
SubClassOf(OCCO_11313100,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11313100,OCCO_00000006 value 4):1.0
is(OCCO_11901000,Class):1.0
is(OCCO_11901300,Class):1.0
SubClassOf(OCCO_11901300,OCCO_11901000,):1.0
SubClassOf(OCCO_11901300,OCCO_00000006 value 4):1.0
is(OCCO_11903000,Class):1.0
is(OCCO_11903100,Class):1.0
SubClassOf(OCCO_11903100,OCCO_11903000,):1.0
SubClassOf(OCCO_11903100,OCCO_00000006 value 4):1.0
is(OCCO_11903200,Class):1.0
SubClassOf(OCCO_11903200,OCCO_11903000,):1.0
SubClassOf(OCCO_11903200,OCCO_00000006 value 5):1.0
is(OCCO_11903300,Class):1.0
SubClassOf(OCCO_11903300,OCCO_11903000,):1.0
SubClassOf(OCCO_11903300,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11903300,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11903300,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_11903300,OCCO_00000009 some OCCO_00000100,):1.0
SubClassOf(OCCO_11903300,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11903300,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11903300,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11903300,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_11903300,OCCO_00000010 some OCCO_00000035,):1.0
SubClassOf(OCCO_11903300,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11903300,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11903300,OCCO_00000010 some OCCO_00000054,):1.0
SubClassOf(OCCO_11903300,OCCO_00000006 value 5):1.0
is(OCCO_11904000,Class):1.0
is(OCCO_11904100,Class):1.0
SubClassOf(OCCO_11904100,OCCO_11904000,):1.0
SubClassOf(OCCO_11904100,OCCO_00000009 some OCCO_00000064,):1.0
SubClassOf(OCCO_11904100,OCCO_00000009 some OCCO_00000078,):1.0
SubClassOf(OCCO_11904100,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11904100,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11904100,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11904100,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11904100,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11904100,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_11904100,OCCO_00000010 some OCCO_00000029,):1.0
SubClassOf(OCCO_11904100,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11904100,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11904100,OCCO_00000010 some OCCO_00000052,):1.0
SubClassOf(OCCO_11904100,OCCO_00000006 value 5):1.0
is(OCCO_11907000,Class):1.0
is(OCCO_11907200,Class):1.0
SubClassOf(OCCO_11907200,OCCO_11907000,):1.0
SubClassOf(OCCO_11907200,OCCO_00000006 value 4):1.0
is(OCCO_11911000,Class):1.0
is(OCCO_11911100,Class):1.0
SubClassOf(OCCO_11911100,OCCO_11911000,):1.0
SubClassOf(OCCO_11911100,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11911100,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11911100,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11911100,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_11911100,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11911100,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11911100,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_11911100,OCCO_00000010 some OCCO_00000029,):1.0
SubClassOf(OCCO_11911100,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11911100,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11911100,OCCO_00000010 some OCCO_00000052,):1.0
SubClassOf(OCCO_11911100,OCCO_00000010 some OCCO_00000054,):1.0
SubClassOf(OCCO_11911100,OCCO_00000006 value 4):1.0
is(OCCO_11912000,Class):1.0
is(OCCO_11912102,Class):1.0
SubClassOf(OCCO_11912102,OCCO_11912000,):1.0
SubClassOf(OCCO_11912102,OCCO_00000009 some OCCO_00000064,):1.0
SubClassOf(OCCO_11912102,OCCO_00000009 some OCCO_00000078,):1.0
SubClassOf(OCCO_11912102,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11912102,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11912102,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11912102,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11912102,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11912102,OCCO_00000010 some OCCO_00000022,):1.0
SubClassOf(OCCO_11912102,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11912102,OCCO_00000010 some OCCO_00000049,):1.0
SubClassOf(OCCO_11912102,OCCO_00000010 some OCCO_00000050,):1.0
SubClassOf(OCCO_11912102,OCCO_00000010 some OCCO_00000054,):1.0
SubClassOf(OCCO_11912102,OCCO_00000006 value 4):1.0
is(OCCO_11914000,Class):1.0
is(OCCO_11914100,Class):1.0
SubClassOf(OCCO_11914100,OCCO_11914000,):1.0
SubClassOf(OCCO_11914100,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11914100,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11914100,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11914100,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_11914100,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11914100,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11914100,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11914100,OCCO_00000010 some OCCO_00000023,):1.0
SubClassOf(OCCO_11914100,OCCO_00000010 some OCCO_00000036,):1.0
SubClassOf(OCCO_11914100,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11914100,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11914100,OCCO_00000010 some OCCO_00000054,):1.0
SubClassOf(OCCO_11914100,OCCO_00000006 value 4):1.0
is(OCCO_11917000,Class):1.0
is(OCCO_11917100,Class):1.0
SubClassOf(OCCO_11917100,OCCO_11917000,):1.0
SubClassOf(OCCO_11917100,OCCO_00000006 value 3):1.0
is(OCCO_11919000,Class):1.0
is(OCCO_11919902,Class):1.0
SubClassOf(OCCO_11919902,OCCO_11919000,):1.0
SubClassOf(OCCO_11919902,OCCO_00000009 some OCCO_00000064,):1.0
SubClassOf(OCCO_11919902,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11919902,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11919902,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11919902,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11919902,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_11919902,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11919902,OCCO_00000010 some OCCO_00000023,):1.0
SubClassOf(OCCO_11919902,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_11919902,OCCO_00000010 some OCCO_00000035,):1.0
SubClassOf(OCCO_11919902,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11919902,OCCO_00000010 some OCCO_00000054,):1.0
SubClassOf(OCCO_11919902,OCCO_00000006 value 4):1.0
is(OCCO_11919909,Class):1.0
SubClassOf(OCCO_11919909,OCCO_11919000,):1.0
SubClassOf(OCCO_11919909,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_11919909,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_11919909,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_11919909,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_11919909,OCCO_00000009 some OCCO_00000100,):1.0
SubClassOf(OCCO_11919909,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_11919909,OCCO_00000010 some OCCO_00000021,):1.0
SubClassOf(OCCO_11919909,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_11919909,OCCO_00000010 some OCCO_00000035,):1.0
SubClassOf(OCCO_11919909,OCCO_00000010 some OCCO_00000043,):1.0
SubClassOf(OCCO_11919909,OCCO_00000010 some OCCO_00000047,):1.0
SubClassOf(OCCO_11919909,OCCO_00000010 some OCCO_00000048,):1.0
SubClassOf(OCCO_11919909,OCCO_00000006 value 3):1.0
is(OCCO_13104000,Class):1.0
is(OCCO_13104107,Class):1.0
SubClassOf(OCCO_13104107,OCCO_13104000,):1.0
SubClassOf(OCCO_13104107,OCCO_00000009 some OCCO_00000087,):1.0
SubClassOf(OCCO_13104107,OCCO_00000009 some OCCO_00000088,):1.0
SubClassOf(OCCO_13104107,OCCO_00000009 some OCCO_00000092,):1.0
SubClassOf(OCCO_13104107,OCCO_00000009 some OCCO_00000099,):1.0
SubClassOf(OCCO_13104107,OCCO_00000009 some OCCO_00000110,):1.0
SubClassOf(OCCO_13104107,OCCO_00000009 some OCCO_00000111,):1.0
SubClassOf(OCCO_13104107,OCCO_00000010 some OCCO_00000024,):1.0
SubClassOf(OCCO_13104107,OCCO_00000010 some OCCO_00000029,):1.0
