is(double,Datatype):1.0
is(CHEBI_135590,Class):1.0
is(CHEBI_135611,Class):1.0
is(CHEBI_135652,Class):1.0
is(CHEBI_135729,Class):1.0
is(CHEBI_135885,Class):1.0
is(CHEBI_135893,Class):1.0
is(CHEBI_135922,Class):1.0
is(CHEBI_135925,Class):1.0
is(CHEBI_135931,Class):1.0
is(CHEBI_135933,Class):1.0
is(CHEBI_135934,Class):1.0
is(CHEBI_135939,Class):1.0
is(CHEBI_136014,Class):1.0
is(CHEBI_137426,Class):1.0
is(CHEBI_137881,Class):1.0
is(CHEBI_138856,Class):1.0
is(CHEBI_140503,Class):1.0
is(CHEBI_140618,Class):1.0
is(CHEBI_141517,Class):1.0
is(CHEBI_145232,Class):1.0
is(CHEBI_149226,Class):1.0
is(CHEBI_149601,Class):1.0
is(CHEBI_150326,Class):1.0
is(CHEBI_15347,Class):1.0
is(CHEBI_15354,Class):1.0
is(CHEBI_15356,Class):1.0
is(CHEBI_15365,Class):1.0
is(CHEBI_15366,Class):1.0
is(CHEBI_15367,Class):1.0
is(CHEBI_15377,Class):1.0
is(CHEBI_15407,Class):1.0
is(CHEBI_15409,Class):1.0
is(CHEBI_15428,Class):1.0
is(CHEBI_15440,Class):1.0
is(CHEBI_15443,Class):1.0
is(CHEBI_15640,Class):1.0
is(CHEBI_156496,Class):1.0
is(CHEBI_15676,Class):1.0
is(CHEBI_15741,Class):1.0
is(CHEBI_15765,Class):1.0
is(CHEBI_15854,Class):1.0
is(CHEBI_15882,Class):1.0
is(CHEBI_15940,Class):1.0
is(CHEBI_15956,Class):1.0
is(CHEBI_16010,Class):1.0
is(CHEBI_16016,Class):1.0
is(CHEBI_16113,Class):1.0
is(CHEBI_16125,Class):1.0
is(CHEBI_16134,Class):1.0
is(CHEBI_16150,Class):1.0
is(CHEBI_16199,Class):1.0
is(CHEBI_16204,Class):1.0
is(CHEBI_16236,Class):1.0
is(CHEBI_16240,Class):1.0
is(CHEBI_16336,Class):1.0
is(CHEBI_164200,Class):1.0
is(CHEBI_16436,Class):1.0
is(CHEBI_16449,Class):1.0
is(CHEBI_16454,Class):1.0
is(CHEBI_165211,Class):1.0
is(CHEBI_16526,Class):1.0
is(CHEBI_16581,Class):1.0
is(CHEBI_16586,Class):1.0
is(CHEBI_16684,Class):1.0
is(CHEBI_166975,Class):1.0
is(CHEBI_16709,Class):1.0
is(CHEBI_16714,Class):1.0
is(CHEBI_167626,Class):1.0
is(CHEBI_16794,Class):1.0
is(CHEBI_16796,Class):1.0
is(CHEBI_16811,Class):1.0
is(CHEBI_168398,Class):1.0
is(CHEBI_16842,Class):1.0
is(CHEBI_168426,Class):1.0
is(CHEBI_16914,Class):1.0
is(CHEBI_16997,Class):1.0
is(CHEBI_17015,Class):1.0
is(CHEBI_17020,Class):1.0
is(CHEBI_17026,Class):1.0
is(CHEBI_17113,Class):1.0
is(CHEBI_17151,Class):1.0
is(CHEBI_17154,Class):1.0
is(CHEBI_17231,Class):1.0
is(CHEBI_17234,Class):1.0
is(CHEBI_17245,Class):1.0
is(CHEBI_17246,Class):1.0
is(CHEBI_17263,Class):1.0
is(CHEBI_17303,Class):1.0
is(CHEBI_17306,Class):1.0
is(CHEBI_17309,Class):1.0
is(CHEBI_17347,Class):1.0
is(CHEBI_174175,Class):1.0
is(CHEBI_17439,Class):1.0
is(CHEBI_17447,Class):1.0
is(CHEBI_17486,Class):1.0
is(CHEBI_17548,Class):1.0
is(CHEBI_17549,Class):1.0
is(CHEBI_17579,Class):1.0
is(CHEBI_17580,Class):1.0
is(CHEBI_17594,Class):1.0
is(CHEBI_17650,Class):1.0
is(CHEBI_17698,Class):1.0
is(CHEBI_17716,Class):1.0
is(CHEBI_17750,Class):1.0
is(CHEBI_17754,Class):1.0
is(CHEBI_177605,Class):1.0
is(CHEBI_17822,Class):1.0
is(CHEBI_17824,Class):1.0
is(CHEBI_17833,Class):1.0
is(CHEBI_17883,Class):1.0
is(CHEBI_17987,Class):1.0
is(CHEBI_17992,Class):1.0
is(CHEBI_18145,Class):1.0
is(CHEBI_18186,Class):1.0
is(CHEBI_181906,Class):1.0
is(CHEBI_18208,Class):1.0
is(CHEBI_18222,Class):1.0
is(CHEBI_18246,Class):1.0
is(CHEBI_18258,Class):1.0
is(CHEBI_18293,Class):1.0
is(CHEBI_18305,Class):1.0
is(CHEBI_183394,Class):1.0
is(CHEBI_18346,Class):1.0
is(CHEBI_18358,Class):1.0
is(CHEBI_18408,Class):1.0
is(CHEBI_184449,Class):1.0
is(CHEBI_186221,Class):1.0
is(CHEBI_190296,Class):1.0
is(CHEBI_190513,Class):1.0
is(CHEBI_190523,Class):1.0
is(CHEBI_192617,Class):1.0
is(CHEBI_194186,Class):1.0
is(CHEBI_195250,Class):1.0
is(CHEBI_195558,Class):1.0
is(CHEBI_204734,Class):1.0
is(CHEBI_204928,Class):1.0
is(CHEBI_205919,Class):1.0
is(CHEBI_22652,Class):1.0
is(CHEBI_22909,Class):1.0
is(CHEBI_229225,Class):1.0
is(CHEBI_229233,Class):1.0
is(CHEBI_231601,Class):1.0
is(CHEBI_23316,Class):1.0
is(CHEBI_23414,Class):1.0
is(CHEBI_23965,Class):1.0
is(CHEBI_24848,Class):1.0
is(CHEBI_24859,Class):1.0
is(CHEBI_24898,Class):1.0
is(CHEBI_24996,Class):1.0
is(CHEBI_25017,Class):1.0
is(CHEBI_25094,Class):1.0
is(CHEBI_25140,Class):1.0
is(CHEBI_251408,Class):1.0
is(CHEBI_2549,Class):1.0
is(CHEBI_25555,Class):1.0
is(CHEBI_2566,Class):1.0
is(CHEBI_25805,Class):1.0
is(CHEBI_26078,Class):1.0
is(CHEBI_261649,Class):1.0
is(CHEBI_2618,Class):1.0
is(CHEBI_2627,Class):1.0
is(CHEBI_26271,Class):1.0
is(CHEBI_2659,Class):1.0
is(CHEBI_2663,Class):1.0
is(CHEBI_26642,Class):1.0
is(CHEBI_2666,Class):1.0
is(CHEBI_2668,Class):1.0
is(CHEBI_26709,Class):1.0
is(CHEBI_26710,Class):1.0
is(CHEBI_2673,Class):1.0
is(CHEBI_2676,Class):1.0
is(CHEBI_2679,Class):1.0
is(CHEBI_2682,Class):1.0
is(CHEBI_26833,Class):1.0
is(CHEBI_26836,Class):1.0
is(CHEBI_26849,Class):1.0
is(CHEBI_26948,Class):1.0
is(CHEBI_26977,Class):1.0
is(CHEBI_26986,Class):1.0
is(CHEBI_27013,Class):1.0
is(CHEBI_271436,Class):1.0
is(CHEBI_2716,Class):1.0
is(CHEBI_27266,Class):1.0
is(CHEBI_27306,Class):1.0
is(CHEBI_27363,Class):1.0
is(CHEBI_27373,Class):1.0
is(CHEBI_27407,Class):1.0
is(CHEBI_27436,Class):1.0
is(CHEBI_27446,Class):1.0
is(CHEBI_27455,Class):1.0
is(CHEBI_27470,Class):1.0
is(CHEBI_27570,Class):1.0
is(CHEBI_27573,Class):1.0
is(CHEBI_27607,Class):1.0
is(CHEBI_27732,Class):1.0
is(CHEBI_27750,Class):1.0
is(CHEBI_27777,Class):1.0
is(CHEBI_27796,Class):1.0
is(CHEBI_27810,Class):1.0
is(CHEBI_27881,Class):1.0
is(CHEBI_27897,Class):1.0
is(CHEBI_27902,Class):1.0
is(CHEBI_27953,Class):1.0
is(CHEBI_27958,Class):1.0
is(CHEBI_27961,Class):1.0
is(CHEBI_27999,Class):1.0
is(CHEBI_28017,Class):1.0
is(CHEBI_28032,Class):1.0
is(CHEBI_28044,Class):1.0
is(CHEBI_28177,Class):1.0
is(CHEBI_28241,Class):1.0
is(CHEBI_28445,Class):1.0
is(CHEBI_28487,Class):1.0
is(CHEBI_28527,Class):1.0
is(CHEBI_28591,Class):1.0
is(CHEBI_28600,Class):1.0
is(CHEBI_28621,Class):1.0
is(CHEBI_28674,Class):1.0
is(CHEBI_28689,Class):1.0
is(CHEBI_28741,Class):1.0
is(CHEBI_28757,Class):1.0
is(CHEBI_2877,Class):1.0
is(CHEBI_28787,Class):1.0
is(CHEBI_28794,Class):1.0
is(CHEBI_28837,Class):1.0
is(CHEBI_28838,Class):1.0
is(CHEBI_28864,Class):1.0
is(CHEBI_28885,Class):1.0
is(CHEBI_28918,Class):1.0
is(CHEBI_28934,Class):1.0
is(CHEBI_28938,Class):1.0
is(CHEBI_28940,Class):1.0
is(CHEBI_2896,Class):1.0
is(CHEBI_28971,Class):1.0
is(CHEBI_29007,Class):1.0
is(CHEBI_29016,Class):1.0
is(CHEBI_291342,Class):1.0
is(CHEBI_29222,Class):1.0
is(CHEBI_29377,Class):1.0
is(CHEBI_2948,Class):1.0
is(CHEBI_2955,Class):1.0
is(CHEBI_29673,Class):1.0
is(CHEBI_29708,Class):1.0
is(CHEBI_2972,Class):1.0
is(CHEBI_29805,Class):1.0
is(CHEBI_29864,Class):1.0
is(CHEBI_29987,Class):1.0
is(CHEBI_3001,Class):1.0
is(CHEBI_30114,Class):1.0
is(CHEBI_3013,Class):1.0
is(CHEBI_30187,Class):1.0
is(CHEBI_30217,Class):1.0
is(CHEBI_30245,Class):1.0
is(CHEBI_30251,Class):1.0
is(CHEBI_30313,Class):1.0
is(CHEBI_3032,Class):1.0
is(CHEBI_30363,Class):1.0
is(CHEBI_3047,Class):1.0
is(CHEBI_30563,Class):1.0
is(CHEBI_30618,Class):1.0
is(CHEBI_30660,Class):1.0
is(CHEBI_30753,Class):1.0
is(CHEBI_30769,Class):1.0
is(CHEBI_3077,Class):1.0
is(CHEBI_30813,Class):1.0
is(CHEBI_3082,Class):1.0
is(CHEBI_30823,Class):1.0
is(CHEBI_30832,Class):1.0
is(CHEBI_30911,Class):1.0
is(CHEBI_31000,Class):1.0
is(CHEBI_31174,Class):1.0
is(CHEBI_31199,Class):1.0
is(CHEBI_31206,Class):1.0
is(CHEBI_31236,Class):1.0
is(CHEBI_3125,Class):1.0
is(CHEBI_3127,Class):1.0
is(CHEBI_31286,Class):1.0
is(CHEBI_31292,Class):1.0
is(CHEBI_31317,Class):1.0
is(CHEBI_31328,Class):1.0
is(CHEBI_31424,Class):1.0
is(CHEBI_31439,Class):1.0
is(CHEBI_31515,Class):1.0
is(CHEBI_31527,Class):1.0
is(CHEBI_31564,Class):1.0
is(CHEBI_31578,Class):1.0
is(CHEBI_31607,Class):1.0
is(CHEBI_31608,Class):1.0
is(CHEBI_31625,Class):1.0
is(CHEBI_31687,Class):1.0
is(CHEBI_31739,Class):1.0
is(CHEBI_31765,Class):1.0
is(CHEBI_31784,Class):1.0
is(CHEBI_31790,Class):1.0
is(CHEBI_31793,Class):1.0
is(CHEBI_31794,Class):1.0
is(CHEBI_31809,Class):1.0
is(CHEBI_3183,Class):1.0
is(CHEBI_31832,Class):1.0
is(CHEBI_31835,Class):1.0
is(CHEBI_31845,Class):1.0
is(CHEBI_31941,Class):1.0
is(CHEBI_31981,Class):1.0
is(CHEBI_32010,Class):1.0
is(CHEBI_32020,Class):1.0
is(CHEBI_32026,Class):1.0
is(CHEBI_32027,Class):1.0
is(CHEBI_32030,Class):1.0
is(CHEBI_32035,Class):1.0
is(CHEBI_3205,Class):1.0
is(CHEBI_32063,Class):1.0
is(CHEBI_3207,Class):1.0
is(CHEBI_32076,Class):1.0
is(CHEBI_32111,Class):1.0
is(CHEBI_32114,Class):1.0
is(CHEBI_3213,Class):1.0
is(CHEBI_32130,Class):1.0
is(CHEBI_32139,Class):1.0
is(CHEBI_32145,Class):1.0
is(CHEBI_32149,Class):1.0
is(CHEBI_3215,Class):1.0
is(CHEBI_32150,Class):1.0
is(CHEBI_32154,Class):1.0
is(CHEBI_32159,Class):1.0
is(CHEBI_3216,Class):1.0
is(CHEBI_32161,Class):1.0
is(CHEBI_32178,Class):1.0
is(CHEBI_32184,Class):1.0
is(CHEBI_32234,Class):1.0
is(CHEBI_32242,Class):1.0
is(CHEBI_32278,Class):1.0
is(CHEBI_3242,Class):1.0
is(CHEBI_32588,Class):1.0
is(CHEBI_32599,Class):1.0
is(CHEBI_32687,Class):1.0
is(CHEBI_32879,Class):1.0
is(CHEBI_32888,Class):1.0
is(CHEBI_32914,Class):1.0
is(CHEBI_32954,Class):1.0
is(CHEBI_3309,Class):1.0
is(CHEBI_3310,Class):1.0
is(CHEBI_3311,Class):1.0
is(CHEBI_33118,Class):1.0
is(CHEBI_3312,Class):1.0
is(CHEBI_33130,Class):1.0
is(CHEBI_33234,Class):1.0
is(CHEBI_3374,Class):1.0
is(CHEBI_3387,Class):1.0
is(CHEBI_3390,Class):1.0
is(CHEBI_3395,Class):1.0
is(CHEBI_3398,Class):1.0
is(CHEBI_34056,Class):1.0
is(CHEBI_34247,Class):1.0
is(CHEBI_3435,Class):1.0
is(CHEBI_3437,Class):1.0
is(CHEBI_34393,Class):1.0
is(CHEBI_34572,Class):1.0
is(CHEBI_34683,Class):1.0
is(CHEBI_34698,Class):1.0
is(CHEBI_34706,Class):1.0
is(CHEBI_34711,Class):1.0
is(CHEBI_34764,Class):1.0
is(CHEBI_3479,Class):1.0
is(CHEBI_34888,Class):1.0
is(CHEBI_3489,Class):1.0
is(CHEBI_34895,Class):1.0
is(CHEBI_34911,Class):1.0
is(CHEBI_34914,Class):1.0
is(CHEBI_34916,Class):1.0
is(CHEBI_34918,Class):1.0
is(CHEBI_34923,Class):1.0
is(CHEBI_34975,Class):1.0
is(CHEBI_35019,Class):1.0
is(CHEBI_3506,Class):1.0
is(CHEBI_35149,Class):1.0
is(CHEBI_35150,Class):1.0
is(CHEBI_35176,Class):1.0
is(CHEBI_3565,Class):1.0
is(CHEBI_35702,Class):1.0
is(CHEBI_35720,Class):1.0
is(CHEBI_35780,Class):1.0
is(CHEBI_35854,Class):1.0
is(CHEBI_3611,Class):1.0
is(CHEBI_3614,Class):1.0
is(CHEBI_36234,Class):1.0
is(CHEBI_3636,Class):1.0
is(CHEBI_3642,Class):1.0
is(CHEBI_364453,Class):1.0
is(CHEBI_36560,Class):1.0
is(CHEBI_367163,Class):1.0
is(CHEBI_36773,Class):1.0
is(CHEBI_36796,Class):1.0
is(CHEBI_3698,Class):1.0
is(CHEBI_3738,Class):1.0
is(CHEBI_3743,Class):1.0
is(CHEBI_3745,Class):1.0
is(CHEBI_37510,Class):1.0
is(CHEBI_3752,Class):1.0
is(CHEBI_37585,Class):1.0
is(CHEBI_37586,Class):1.0
is(CHEBI_3764,Class):1.0
is(CHEBI_37671,Class):1.0
is(CHEBI_37867,Class):1.0
is(CHEBI_37937,Class):1.0
is(CHEBI_3815,Class):1.0
is(CHEBI_383703,Class):1.0
is(CHEBI_39098,Class):1.0
is(CHEBI_39211,Class):1.0
is(CHEBI_39462,Class):1.0
is(CHEBI_39548,Class):1.0
is(CHEBI_39561,Class):1.0
is(CHEBI_3994,Class):1.0
is(CHEBI_40237,Class):1.0
is(CHEBI_40279,Class):1.0
is(CHEBI_4031,Class):1.0
is(CHEBI_40572,Class):1.0
is(CHEBI_40585,Class):1.0
is(CHEBI_41237,Class):1.0
is(CHEBI_41423,Class):1.0
is(CHEBI_41688,Class):1.0
is(CHEBI_41879,Class):1.0
is(CHEBI_421707,Class):1.0
is(CHEBI_42191,Class):1.0
is(CHEBI_42797,Class):1.0
is(CHEBI_4356,Class):1.0
is(CHEBI_43572,Class):1.0
is(CHEBI_43755,Class):1.0
is(CHEBI_4388,Class):1.0
is(CHEBI_44185,Class):1.0
is(CHEBI_44368,Class):1.0
is(CHEBI_4464,Class):1.0
is(CHEBI_4469,Class):1.0
is(CHEBI_4470,Class):1.0
is(CHEBI_4511,Class):1.0
is(CHEBI_4514,Class):1.0
is(CHEBI_45267,Class):1.0
is(CHEBI_453011,Class):1.0
is(CHEBI_4534,Class):1.0
is(CHEBI_45367,Class):1.0
is(CHEBI_45409,Class):1.0
is(CHEBI_45571,Class):1.0
is(CHEBI_4562,Class):1.0
is(CHEBI_45895,Class):1.0
is(CHEBI_45924,Class):1.0
is(CHEBI_45951,Class):1.0
is(CHEBI_45979,Class):1.0
is(CHEBI_4604,Class):1.0
is(CHEBI_46195,Class):1.0
is(CHEBI_46245,Class):1.0
is(CHEBI_46345,Class):1.0
is(CHEBI_4636,Class):1.0
is(CHEBI_4639,Class):1.0
is(CHEBI_4640,Class):1.0
is(CHEBI_465284,Class):1.0
is(CHEBI_4653,Class):1.0
is(CHEBI_46557,Class):1.0
is(CHEBI_46631,Class):1.0
is(CHEBI_46726,Class):1.0
is(CHEBI_46793,Class):1.0
is(CHEBI_46859,Class):1.0
is(CHEBI_46936,Class):1.0
is(CHEBI_4712,Class):1.0
is(CHEBI_4717,Class):1.0
is(CHEBI_4728,Class):1.0
is(CHEBI_47381,Class):1.0
is(CHEBI_474053,Class):1.0
is(CHEBI_47426,Class):1.0
is(CHEBI_47499,Class):1.0
is(CHEBI_4754,Class):1.0
is(CHEBI_47657,Class):1.0
is(CHEBI_4781,Class):1.0
is(CHEBI_47898,Class):1.0
is(CHEBI_4798,Class):1.0
is(CHEBI_480999,Class):1.0
is(CHEBI_4814,Class):1.0
is(CHEBI_48140,Class):1.0
is(CHEBI_4822,Class):1.0
is(CHEBI_48339,Class):1.0
is(CHEBI_48416,Class):1.0
is(CHEBI_48538,Class):1.0
is(CHEBI_48552,Class):1.0
is(CHEBI_4856,Class):1.0
is(CHEBI_48574,Class):1.0
is(CHEBI_48669,Class):1.0
is(CHEBI_487869,Class):1.0
is(CHEBI_48814,Class):1.0
is(CHEBI_48844,Class):1.0
is(CHEBI_48923,Class):1.0
is(CHEBI_48981,Class):1.0
is(CHEBI_49000,Class):1.0
is(CHEBI_4902,Class):1.0
is(CHEBI_4903,Class):1.0
is(CHEBI_4909,Class):1.0
is(CHEBI_4917,Class):1.0
is(CHEBI_495055,Class):1.0
is(CHEBI_49575,Class):1.0
is(CHEBI_49662,Class):1.0
is(CHEBI_499361,Class):1.0
is(CHEBI_49976,Class):1.0
is(CHEBI_5000,Class):1.0
is(CHEBI_5001,Class):1.0
is(CHEBI_50122,Class):1.0
is(CHEBI_50131,Class):1.0
is(CHEBI_50199,Class):1.0
is(CHEBI_50275,Class):1.0
is(CHEBI_50305,Class):1.0
is(CHEBI_50369,Class):1.0
is(CHEBI_50381,Class):1.0
is(CHEBI_5050,Class):1.0
is(CHEBI_50693,Class):1.0
is(CHEBI_50749,Class):1.0
is(CHEBI_50785,Class):1.0
is(CHEBI_50819,Class):1.0
is(CHEBI_50820,Class):1.0
is(CHEBI_50821,Class):1.0
is(CHEBI_50841,Class):1.0
is(CHEBI_50845,Class):1.0
is(CHEBI_50861,Class):1.0
is(CHEBI_50868,Class):1.0
is(CHEBI_5088,Class):1.0
is(CHEBI_5108,Class):1.0
is(CHEBI_5109,Class):1.0
is(CHEBI_5120,Class):1.0
is(CHEBI_51209,Class):1.0
is(CHEBI_5123,Class):1.0
is(CHEBI_5127,Class):1.0
is(CHEBI_5132,Class):1.0
is(CHEBI_5134,Class):1.0
is(CHEBI_51368,Class):1.0
is(CHEBI_5147,Class):1.0
is(CHEBI_5163,Class):1.0
is(CHEBI_51805,Class):1.0
is(CHEBI_52010,Class):1.0
is(CHEBI_52334,Class):1.0
is(CHEBI_52683,Class):1.0
is(CHEBI_52717,Class):1.0
is(CHEBI_5291,Class):1.0
is(CHEBI_53001,Class):1.0
is(CHEBI_53248,Class):1.0
is(CHEBI_53258,Class):1.0
is(CHEBI_53325,Class):1.0
is(CHEBI_534,Class):1.0
is(CHEBI_53424,Class):1.0
is(CHEBI_53425,Class):1.0
is(CHEBI_53426,Class):1.0
is(CHEBI_53700,Class):1.0
is(CHEBI_53760,Class):1.0
is(CHEBI_53775,Class):1.0
is(CHEBI_5383,Class):1.0
is(CHEBI_5417,Class):1.0
is(CHEBI_5441,Class):1.0
is(CHEBI_5520,Class):1.0
is(CHEBI_55365,Class):1.0
is(CHEBI_5551,Class):1.0
is(CHEBI_5558,Class):1.0
is(CHEBI_5613,Class):1.0
is(CHEBI_5693,Class):1.0
is(CHEBI_5747,Class):1.0
is(CHEBI_5775,Class):1.0
is(CHEBI_5778,Class):1.0
is(CHEBI_5779,Class):1.0
is(CHEBI_5790,Class):1.0
is(CHEBI_5855,Class):1.0
is(CHEBI_59033,Class):1.0
is(CHEBI_5937,Class):1.0
is(CHEBI_59477,Class):1.0
is(CHEBI_5958,Class):1.0
is(CHEBI_5959,Class):1.0
is(CHEBI_59590,Class):1.0
is(CHEBI_59607,Class):1.0
is(CHEBI_59732,Class):1.0
is(CHEBI_59809,Class):1.0
is(CHEBI_6030,Class):1.0
is(CHEBI_60424,Class):1.0
is(CHEBI_6043,Class):1.0
is(CHEBI_60654,Class):1.0
is(CHEBI_6073,Class):1.0
is(CHEBI_6078,Class):1.0
is(CHEBI_60802,Class):1.0
is(CHEBI_61000,Class):1.0
is(CHEBI_61057,Class):1.0
is(CHEBI_61058,Class):1.0
is(CHEBI_6128,Class):1.0
is(CHEBI_6129,Class):1.0
is(CHEBI_61468,Class):1.0
is(CHEBI_6149,Class):1.0
is(CHEBI_617099,Class):1.0
is(CHEBI_61995,Class):1.0
is(CHEBI_62968,Class):1.0
is(CHEBI_62984,Class):1.0
is(CHEBI_62995,Class):1.0
is(CHEBI_63018,Class):1.0
is(CHEBI_63036,Class):1.0
is(CHEBI_63041,Class):1.0
is(CHEBI_6339,Class):1.0
is(CHEBI_63554,Class):1.0
is(CHEBI_63577,Class):1.0
is(CHEBI_63580,Class):1.0
is(CHEBI_63589,Class):1.0
is(CHEBI_6359,Class):1.0
is(CHEBI_63598,Class):1.0
is(CHEBI_63618,Class):1.0
is(CHEBI_63619,Class):1.0
is(CHEBI_63627,Class):1.0
is(CHEBI_63631,Class):1.0
is(CHEBI_63633,Class):1.0
is(CHEBI_6367,Class):1.0
is(CHEBI_63717,Class):1.0
is(CHEBI_6375,Class):1.0
is(CHEBI_63845,Class):1.0
is(CHEBI_64022,Class):1.0
is(CHEBI_64198,Class):1.0
is(CHEBI_6427,Class):1.0
is(CHEBI_64275,Class):1.0
is(CHEBI_64318,Class):1.0
is(CHEBI_6432,Class):1.0
is(CHEBI_64355,Class):1.0
is(CHEBI_64356,Class):1.0
is(CHEBI_6437,Class):1.0
is(CHEBI_6443,Class):1.0
is(CHEBI_6456,Class):1.0
is(CHEBI_64733,Class):1.0
is(CHEBI_64746,Class):1.0
is(CHEBI_6504,Class):1.0
is(CHEBI_65347,Class):1.0
is(CHEBI_6538,Class):1.0
is(CHEBI_6541,Class):1.0
is(CHEBI_6636,Class):1.0
is(CHEBI_6640,Class):1.0
is(CHEBI_6650,Class):1.0
is(CHEBI_6651,Class):1.0
is(CHEBI_66889,Class):1.0
is(CHEBI_6704,Class):1.0
is(CHEBI_6709,Class):1.0
is(CHEBI_6746,Class):1.0
is(CHEBI_6754,Class):1.0
is(CHEBI_6761,Class):1.0
is(CHEBI_6762,Class):1.0
is(CHEBI_6763,Class):1.0
is(CHEBI_6784,Class):1.0
is(CHEBI_6792,Class):1.0
is(CHEBI_6801,Class):1.0
is(CHEBI_6805,Class):1.0
is(CHEBI_6807,Class):1.0
is(CHEBI_6810,Class):1.0
is(CHEBI_6820,Class):1.0
is(CHEBI_6824,Class):1.0
is(CHEBI_6838,Class):1.0
is(CHEBI_68428,Class):1.0
is(CHEBI_68561,Class):1.0
is(CHEBI_68575,Class):1.0
is(CHEBI_68610,Class):1.0
is(CHEBI_6872,Class):1.0
is(CHEBI_6874,Class):1.0
is(CHEBI_6887,Class):1.0
is(CHEBI_6888,Class):1.0
is(CHEBI_6904,Class):1.0
is(CHEBI_6909,Class):1.0
is(CHEBI_691037,Class):1.0
is(CHEBI_6923,Class):1.0
is(CHEBI_6942,Class):1.0
is(CHEBI_6970,Class):1.0
is(CHEBI_70718,Class):1.0
is(CHEBI_70976,Class):1.0
is(CHEBI_71157,Class):1.0
is(CHEBI_71321,Class):1.0
is(CHEBI_71416,Class):1.0
is(CHEBI_72323,Class):1.0
is(CHEBI_72564,Class):1.0
is(CHEBI_73504,Class):1.0
is(CHEBI_7444,Class):1.0
is(CHEBI_74460,Class):1.0
is(CHEBI_74619,Class):1.0
is(CHEBI_7470,Class):1.0
is(CHEBI_7476,Class):1.0
is(CHEBI_74768,Class):1.0
is(CHEBI_7478,Class):1.0
is(CHEBI_74789,Class):1.0
is(CHEBI_7488,Class):1.0
is(CHEBI_7507,Class):1.0
is(CHEBI_75211,Class):1.0
is(CHEBI_75247,Class):1.0
is(CHEBI_7550,Class):1.0
is(CHEBI_75584,Class):1.0
is(CHEBI_75627,Class):1.0
is(CHEBI_7565,Class):1.0
is(CHEBI_7577,Class):1.0
is(CHEBI_75832,Class):1.0
is(CHEBI_7596,Class):1.0
is(CHEBI_7601,Class):1.0
is(CHEBI_76010,Class):1.0
is(CHEBI_76200,Class):1.0
is(CHEBI_7627,Class):1.0
is(CHEBI_76359,Class):1.0
is(CHEBI_7660,Class):1.0
is(CHEBI_76978,Class):1.0
is(CHEBI_77032,Class):1.0
is(CHEBI_7726,Class):1.0
is(CHEBI_7735,Class):1.0
is(CHEBI_77417,Class):1.0
is(CHEBI_77635,Class):1.0
is(CHEBI_7772,Class):1.0
is(CHEBI_7773,Class):1.0
is(CHEBI_77788,Class):1.0
is(CHEBI_77868,Class):1.0
is(CHEBI_7825,Class):1.0
is(CHEBI_7852,Class):1.0
is(CHEBI_7856,Class):1.0
is(CHEBI_78604,Class):1.0
is(CHEBI_78757,Class):1.0
