is(date,Datatype):1.0
is(10092,Individual):1.0
is(10093,Individual):1.0
is(10095,Individual):1.0
is(10097,Individual):1.0
is(10098,Individual):1.0
is(10099,Individual):1.0
is(10100,Individual):1.0
is(10101,Individual):1.0
is(10102,Individual):1.0
is(10103,Individual):1.0
is(10104,Individual):1.0
is(10105,Individual):1.0
is(10106,Individual):1.0
is(10107,Individual):1.0
is(10108,Individual):1.0
is(10109,Individual):1.0
is(10110,Individual):1.0
is(10111,Individual):1.0
is(10112,Individual):1.0
is(10113,Individual):1.0
is(10114,Individual):1.0
is(10115,Individual):1.0
is(10116,Individual):1.0
is(10117,Individual):1.0
is(10118,Individual):1.0
is(10120,Individual):1.0
is(10121,Individual):1.0
is(10122,Individual):1.0
is(10123,Individual):1.0
is(10124,Individual):1.0
is(10125,Individual):1.0
is(10126,Individual):1.0
is(10127,Individual):1.0
is(10128,Individual):1.0
is(10129,Individual):1.0
is(10130,Individual):1.0
is(10131,Individual):1.0
is(10132,Individual):1.0
is(10133,Individual):1.0
is(10134,Individual):1.0
is(10135,Individual):1.0
is(10136,Individual):1.0
is(10137,Individual):1.0
is(10138,Individual):1.0
is(10139,Individual):1.0
is(10140,Individual):1.0
is(10141,Individual):1.0
is(10142,Individual):1.0
is(10143,Individual):1.0
is(10144,Individual):1.0
is(10145,Individual):1.0
is(10146,Individual):1.0
is(10147,Individual):1.0
is(10148,Individual):1.0
is(10149,Individual):1.0
is(10150,Individual):1.0
is(10151,Individual):1.0
is(10152,Individual):1.0
is(10153,Individual):1.0
is(10154,Individual):1.0
is(10155,Individual):1.0
is(10156,Individual):1.0
is(10157,Individual):1.0
is(10159,Individual):1.0
is(10160,Individual):1.0
is(10161,Individual):1.0
is(10162,Individual):1.0
is(10163,Individual):1.0
is(10164,Individual):1.0
is(10165,Individual):1.0
is(10166,Individual):1.0
is(10167,Individual):1.0
is(10168,Individual):1.0
is(10169,Individual):1.0
is(10184,Individual):1.0
is(10185,Individual):1.0
is(10186,Individual):1.0
is(10187,Individual):1.0
is(10188,Individual):1.0
is(10189,Individual):1.0
is(10190,Individual):1.0
is(10191,Individual):1.0
is(10192,Individual):1.0
is(10193,Individual):1.0
is(10194,Individual):1.0
is(10196,Individual):1.0
is(10198,Individual):1.0
is(10199,Individual):1.0
is(10200,Individual):1.0
is(10201,Individual):1.0
is(10202,Individual):1.0
is(10203,Individual):1.0
is(10204,Individual):1.0
is(10208,Individual):1.0
is(10209,Individual):1.0
is(10210,Individual):1.0
is(10211,Individual):1.0
is(10212,Individual):1.0
is(10213,Individual):1.0
is(10214,Individual):1.0
is(10215,Individual):1.0
is(10216,Individual):1.0
is(10217,Individual):1.0
is(10218,Individual):1.0
is(10219,Individual):1.0
is(10220,Individual):1.0
is(10221,Individual):1.0
is(10222,Individual):1.0
is(10223,Individual):1.0
is(10224,Individual):1.0
is(10225,Individual):1.0
is(10226,Individual):1.0
is(10227,Individual):1.0
is(10228,Individual):1.0
is(10229,Individual):1.0
is(10230,Individual):1.0
is(10231,Individual):1.0
is(10232,Individual):1.0
is(10233,Individual):1.0
is(10234,Individual):1.0
is(10235,Individual):1.0
is(10236,Individual):1.0
is(10237,Individual):1.0
is(10241,Individual):1.0
is(10242,Individual):1.0
is(10243,Individual):1.0
is(10244,Individual):1.0
is(10245,Individual):1.0
is(10246,Individual):1.0
is(10247,Individual):1.0
is(10248,Individual):1.0
is(10249,Individual):1.0
is(10250,Individual):1.0
is(10251,Individual):1.0
is(10252,Individual):1.0
is(10300,Individual):1.0
is(10301,Individual):1.0
is(10302,Individual):1.0
is(10303,Individual):1.0
is(10304,Individual):1.0
is(10305,Individual):1.0
is(10306,Individual):1.0
is(10307,Individual):1.0
is(10308,Individual):1.0
is(10309,Individual):1.0
is(10310,Individual):1.0
is(10312,Individual):1.0
is(10313,Individual):1.0
is(10314,Individual):1.0
is(10315,Individual):1.0
is(10316,Individual):1.0
Types(10316,Constraint):1.0
is(10317,Individual):1.0
is(10318,Individual):1.0
is(10319,Individual):1.0
is(10320,Individual):1.0
is(10321,Individual):1.0
is(10322,Individual):1.0
is(10323,Individual):1.0
is(10324,Individual):1.0
is(10325,Individual):1.0
is(10326,Individual):1.0
is(10327,Individual):1.0
is(10328,Individual):1.0
is(10329,Individual):1.0
is(10330,Individual):1.0
is(10331,Individual):1.0
is(10332,Individual):1.0
is(10333,Individual):1.0
is(10334,Individual):1.0
is(10335,Individual):1.0
is(10336,Individual):1.0
is(10337,Individual):1.0
is(10338,Individual):1.0
is(10339,Individual):1.0
is(10340,Individual):1.0
is(10341,Individual):1.0
is(10342,Individual):1.0
is(10343,Individual):1.0
is(10345,Individual):1.0
is(10346,Individual):1.0
is(10347,Individual):1.0
is(10348,Individual):1.0
is(10349,Individual):1.0
is(10351,Individual):1.0
is(10352,Individual):1.0
is(10353,Individual):1.0
is(10354,Individual):1.0
is(10355,Individual):1.0
is(10356,Individual):1.0
is(10357,Individual):1.0
is(10358,Individual):1.0
is(10360,Individual):1.0
is(10361,Individual):1.0
is(10362,Individual):1.0
is(10363,Individual):1.0
is(10364,Individual):1.0
is(10365,Individual):1.0
is(10366,Individual):1.0
is(10367,Individual):1.0
is(10368,Individual):1.0
is(10369,Individual):1.0
is(10370,Individual):1.0
is(10371,Individual):1.0
is(10372,Individual):1.0
is(10374,Individual):1.0
is(10375,Individual):1.0
is(10376,Individual):1.0
is(10377,Individual):1.0
is(10378,Individual):1.0
is(10379,Individual):1.0
is(10380,Individual):1.0
is(10381,Individual):1.0
is(10382,Individual):1.0
is(10383,Individual):1.0
is(10384,Individual):1.0
is(10385,Individual):1.0
is(10386,Individual):1.0
is(10387,Individual):1.0
is(10388,Individual):1.0
is(10389,Individual):1.0
is(10390,Individual):1.0
is(10391,Individual):1.0
is(10392,Individual):1.0
is(10393,Individual):1.0
is(10394,Individual):1.0
is(10396,Individual):1.0
is(10397,Individual):1.0
is(10398,Individual):1.0
is(10399,Individual):1.0
is(10,Individual):1.0
is(11,Individual):1.0
is(12,Individual):1.0
is(1320,Individual):1.0
is(13,Individual):1.0
is(15,Individual):1.0
is(17,Individual):1.0
is(18,Individual):1.0
is(19,Individual):1.0
is(1,Individual):1.0
is(20001,Individual):1.0
is(20002,Individual):1.0
is(20003,Individual):1.0
is(20004,Individual):1.0
is(20005,Individual):1.0
is(20006,Individual):1.0
is(20007,Individual):1.0
is(20008,Individual):1.0
is(20009,Individual):1.0
is(20010,Individual):1.0
is(20011,Individual):1.0
is(20012,Individual):1.0
is(20013,Individual):1.0
is(20014,Individual):1.0
is(20015,Individual):1.0
is(20016,Individual):1.0
is(20017,Individual):1.0
is(20018,Individual):1.0
is(20019,Individual):1.0
is(20020,Individual):1.0
is(20021,Individual):1.0
is(20022,Individual):1.0
is(20023,Individual):1.0
is(20024,Individual):1.0
is(20025,Individual):1.0
is(20026,Individual):1.0
is(20027,Individual):1.0
is(20028,Individual):1.0
is(20029,Individual):1.0
is(20030,Individual):1.0
is(20031,Individual):1.0
is(20032,Individual):1.0
is(20033,Individual):1.0
is(20034,Individual):1.0
is(20035,Individual):1.0
is(20036,Individual):1.0
is(20037,Individual):1.0
is(20038,Individual):1.0
is(20039,Individual):1.0
is(20040,Individual):1.0
is(20041,Individual):1.0
is(20042,Individual):1.0
is(20043,Individual):1.0
is(20044,Individual):1.0
is(20045,Individual):1.0
is(20046,Individual):1.0
is(20047,Individual):1.0
is(20048,Individual):1.0
is(20049,Individual):1.0
is(20050,Individual):1.0
is(20051,Individual):1.0
is(20052,Individual):1.0
is(20053,Individual):1.0
is(20054,Individual):1.0
is(20055,Individual):1.0
is(20056,Individual):1.0
is(20057,Individual):1.0
is(20058,Individual):1.0
is(20059,Individual):1.0
is(20060,Individual):1.0
is(20061,Individual):1.0
is(20062,Individual):1.0
is(20063,Individual):1.0
is(20064,Individual):1.0
is(20065,Individual):1.0
is(20066,Individual):1.0
is(20067,Individual):1.0
is(20068,Individual):1.0
is(20069,Individual):1.0
is(20070,Individual):1.0
is(20071,Individual):1.0
is(20072,Individual):1.0
is(20073,Individual):1.0
is(20074,Individual):1.0
is(20075,Individual):1.0
is(20076,Individual):1.0
is(20077,Individual):1.0
is(20078,Individual):1.0
is(20079,Individual):1.0
is(20080,Individual):1.0
is(20081,Individual):1.0
is(20082,Individual):1.0
is(20083,Individual):1.0
is(20084,Individual):1.0
is(20085,Individual):1.0
is(20086,Individual):1.0
is(20087,Individual):1.0
is(20088,Individual):1.0
is(20089,Individual):1.0
is(20090,Individual):1.0
is(20091,Individual):1.0
is(20092,Individual):1.0
is(20093,Individual):1.0
is(20094,Individual):1.0
is(20095,Individual):1.0
is(20096,Individual):1.0
is(20097,Individual):1.0
is(20098,Individual):1.0
is(20099,Individual):1.0
is(20100,Individual):1.0
is(20101,Individual):1.0
is(20102,Individual):1.0
is(20103,Individual):1.0
is(20104,Individual):1.0
is(20105,Individual):1.0
is(20106,Individual):1.0
is(20107,Individual):1.0
is(20108,Individual):1.0
is(20109,Individual):1.0
is(20110,Individual):1.0
is(20111,Individual):1.0
is(20112,Individual):1.0
is(20113,Individual):1.0
is(20114,Individual):1.0
is(20115,Individual):1.0
is(20116,Individual):1.0
is(20117,Individual):1.0
is(20118,Individual):1.0
is(20119,Individual):1.0
is(20120,Individual):1.0
is(20121,Individual):1.0
is(20122,Individual):1.0
is(20123,Individual):1.0
is(20124,Individual):1.0
is(20125,Individual):1.0
is(20126,Individual):1.0
is(20127,Individual):1.0
is(20128,Individual):1.0
is(20129,Individual):1.0
is(20130,Individual):1.0
is(20131,Individual):1.0
is(20132,Individual):1.0
is(20133,Individual):1.0
is(20134,Individual):1.0
is(20135,Individual):1.0
is(20136,Individual):1.0
is(20137,Individual):1.0
is(20138,Individual):1.0
is(20139,Individual):1.0
is(20140,Individual):1.0
is(20141,Individual):1.0
is(20142,Individual):1.0
is(20143,Individual):1.0
is(20144,Individual):1.0
is(20145,Individual):1.0
is(20146,Individual):1.0
is(20147,Individual):1.0
is(20148,Individual):1.0
is(20149,Individual):1.0
is(20150,Individual):1.0
is(20151,Individual):1.0
is(20152,Individual):1.0
is(20153,Individual):1.0
is(20154,Individual):1.0
is(20155,Individual):1.0
is(20156,Individual):1.0
is(20157,Individual):1.0
is(20158,Individual):1.0
is(20159,Individual):1.0
is(20160,Individual):1.0
is(20161,Individual):1.0
is(20162,Individual):1.0
is(20163,Individual):1.0
is(20164,Individual):1.0
is(20165,Individual):1.0
is(20166,Individual):1.0
is(20167,Individual):1.0
is(20168,Individual):1.0
is(20169,Individual):1.0
is(20170,Individual):1.0
is(20171,Individual):1.0
is(20172,Individual):1.0
is(20173,Individual):1.0
is(20174,Individual):1.0
is(20175,Individual):1.0
is(20176,Individual):1.0
is(20177,Individual):1.0
is(20178,Individual):1.0
is(20179,Individual):1.0
is(20180,Individual):1.0
is(20181,Individual):1.0
is(20182,Individual):1.0
is(20183,Individual):1.0
is(20184,Individual):1.0
is(20185,Individual):1.0
is(20186,Individual):1.0
is(20187,Individual):1.0
is(20188,Individual):1.0
is(20189,Individual):1.0
is(20190,Individual):1.0
is(20191,Individual):1.0
is(20192,Individual):1.0
is(20193,Individual):1.0
is(20194,Individual):1.0
is(20195,Individual):1.0
is(20196,Individual):1.0
is(20197,Individual):1.0
is(20198,Individual):1.0
is(20199,Individual):1.0
is(20200,Individual):1.0
is(20201,Individual):1.0
is(20202,Individual):1.0
is(20203,Individual):1.0
is(20204,Individual):1.0
is(20205,Individual):1.0
is(20206,Individual):1.0
is(20207,Individual):1.0
is(20208,Individual):1.0
is(20209,Individual):1.0
is(20210,Individual):1.0
is(20211,Individual):1.0
is(20212,Individual):1.0
is(20213,Individual):1.0
is(20214,Individual):1.0
is(20215,Individual):1.0
is(20216,Individual):1.0
is(20217,Individual):1.0
is(20218,Individual):1.0
is(20219,Individual):1.0
is(20220,Individual):1.0
is(20221,Individual):1.0
is(20222,Individual):1.0
is(20223,Individual):1.0
is(20224,Individual):1.0
is(20225,Individual):1.0
is(20226,Individual):1.0
is(20227,Individual):1.0
is(20228,Individual):1.0
is(20229,Individual):1.0
is(20230,Individual):1.0
is(20231,Individual):1.0
is(20232,Individual):1.0
is(20233,Individual):1.0
is(20234,Individual):1.0
is(20235,Individual):1.0
is(20236,Individual):1.0
is(20237,Individual):1.0
is(20238,Individual):1.0
is(20239,Individual):1.0
is(20240,Individual):1.0
is(20241,Individual):1.0
is(20242,Individual):1.0
is(20243,Individual):1.0
is(20244,Individual):1.0
is(20245,Individual):1.0
is(20246,Individual):1.0
is(20247,Individual):1.0
is(20248,Individual):1.0
is(20249,Individual):1.0
is(20250,Individual):1.0
is(20251,Individual):1.0
is(20252,Individual):1.0
is(20253,Individual):1.0
is(20254,Individual):1.0
is(20255,Individual):1.0
is(20256,Individual):1.0
is(20257,Individual):1.0
is(20258,Individual):1.0
is(20259,Individual):1.0
is(20260,Individual):1.0
is(20261,Individual):1.0
is(20262,Individual):1.0
is(20263,Individual):1.0
is(20264,Individual):1.0
is(20265,Individual):1.0
is(20266,Individual):1.0
is(20267,Individual):1.0
is(20268,Individual):1.0
is(20269,Individual):1.0
is(20270,Individual):1.0
is(20271,Individual):1.0
is(20272,Individual):1.0
is(20273,Individual):1.0
is(20274,Individual):1.0
is(20275,Individual):1.0
is(20276,Individual):1.0
is(20277,Individual):1.0
is(20278,Individual):1.0
is(20279,Individual):1.0
is(20280,Individual):1.0
is(20281,Individual):1.0
is(20282,Individual):1.0
is(20283,Individual):1.0
is(20284,Individual):1.0
is(20285,Individual):1.0
is(20286,Individual):1.0
is(20287,Individual):1.0
is(20288,Individual):1.0
is(20289,Individual):1.0
is(20290,Individual):1.0
is(20291,Individual):1.0
is(20292,Individual):1.0
is(20293,Individual):1.0
is(20294,Individual):1.0
is(20295,Individual):1.0
is(20296,Individual):1.0
is(20297,Individual):1.0
is(20298,Individual):1.0
is(20299,Individual):1.0
is(20300,Individual):1.0
is(20301,Individual):1.0
is(20302,Individual):1.0
is(20303,Individual):1.0
is(20304,Individual):1.0
is(20305,Individual):1.0
is(20306,Individual):1.0
is(20307,Individual):1.0
is(20308,Individual):1.0
is(20309,Individual):1.0
is(20310,Individual):1.0
is(20311,Individual):1.0
is(20312,Individual):1.0
is(20313,Individual):1.0
is(20314,Individual):1.0
is(20315,Individual):1.0
is(20316,Individual):1.0
is(20317,Individual):1.0
is(20318,Individual):1.0
is(20319,Individual):1.0
is(20320,Individual):1.0
is(20321,Individual):1.0
is(20322,Individual):1.0
is(20323,Individual):1.0
is(20324,Individual):1.0
is(20325,Individual):1.0
is(20326,Individual):1.0
is(20327,Individual):1.0
is(20328,Individual):1.0
is(20329,Individual):1.0
is(20330,Individual):1.0
is(20331,Individual):1.0
is(20332,Individual):1.0
is(20333,Individual):1.0
is(20334,Individual):1.0
is(20335,Individual):1.0
is(20336,Individual):1.0
is(20337,Individual):1.0
is(20338,Individual):1.0
is(20339,Individual):1.0
is(20340,Individual):1.0
is(20341,Individual):1.0
is(20342,Individual):1.0
is(20343,Individual):1.0
is(20344,Individual):1.0
is(20345,Individual):1.0
is(20346,Individual):1.0
is(20347,Individual):1.0
is(20348,Individual):1.0
is(20349,Individual):1.0
is(20350,Individual):1.0
is(20351,Individual):1.0
is(20352,Individual):1.0
is(20353,Individual):1.0
is(20354,Individual):1.0
is(20355,Individual):1.0
is(20356,Individual):1.0
is(20357,Individual):1.0
is(20358,Individual):1.0
is(20359,Individual):1.0
is(20360,Individual):1.0
is(20361,Individual):1.0
is(20362,Individual):1.0
is(20363,Individual):1.0
is(20364,Individual):1.0
is(20365,Individual):1.0
is(20366,Individual):1.0
is(20367,Individual):1.0
is(20373,Individual):1.0
is(20374,Individual):1.0
is(20375,Individual):1.0
is(20376,Individual):1.0
is(20377,Individual):1.0
is(20378,Individual):1.0
is(20379,Individual):1.0
is(20380,Individual):1.0
is(20381,Individual):1.0
is(20382,Individual):1.0
is(20383,Individual):1.0
is(20384,Individual):1.0
is(20385,Individual):1.0
is(20386,Individual):1.0
is(20387,Individual):1.0
is(20388,Individual):1.0
is(20389,Individual):1.0
is(20390,Individual):1.0
is(20391,Individual):1.0
is(20392,Individual):1.0
is(20393,Individual):1.0
is(20394,Individual):1.0
is(20395,Individual):1.0
is(20396,Individual):1.0
is(20397,Individual):1.0
is(20398,Individual):1.0
is(20399,Individual):1.0
is(20400,Individual):1.0
is(20401,Individual):1.0
is(20402,Individual):1.0
is(20403,Individual):1.0
is(20404,Individual):1.0
is(20405,Individual):1.0
is(20406,Individual):1.0
is(20407,Individual):1.0
is(20408,Individual):1.0
is(20409,Individual):1.0
is(20410,Individual):1.0
is(20411,Individual):1.0
is(20412,Individual):1.0
is(20413,Individual):1.0
is(20414,Individual):1.0
is(20451,Individual):1.0
is(20452,Individual):1.0
is(20454,Individual):1.0
is(20455,Individual):1.0
is(20456,Individual):1.0
is(20457,Individual):1.0
is(20458,Individual):1.0
is(20459,Individual):1.0
is(20460,Individual):1.0
is(20461,Individual):1.0
is(20462,Individual):1.0
is(20463,Individual):1.0
is(20465,Individual):1.0
is(20466,Individual):1.0
is(20467,Individual):1.0
is(20468,Individual):1.0
is(20469,Individual):1.0
is(20487,Individual):1.0
is(20488,Individual):1.0
is(20489,Individual):1.0
is(20490,Individual):1.0
is(20491,Individual):1.0
is(20492,Individual):1.0
is(20493,Individual):1.0
is(20494,Individual):1.0
is(20495,Individual):1.0
is(20496,Individual):1.0
is(20504,Individual):1.0
is(20505,Individual):1.0
is(20506,Individual):1.0
is(20507,Individual):1.0
is(20508,Individual):1.0
is(20509,Individual):1.0
is(20510,Individual):1.0
is(20511,Individual):1.0
is(20512,Individual):1.0
is(20513,Individual):1.0
is(20514,Individual):1.0
is(20515,Individual):1.0
is(20516,Individual):1.0
is(20517,Individual):1.0
is(20518,Individual):1.0
is(20519,Individual):1.0
is(20520,Individual):1.0
is(20521,Individual):1.0
is(20522,Individual):1.0
is(20523,Individual):1.0
is(20524,Individual):1.0
is(20525,Individual):1.0
is(20526,Individual):1.0
is(20527,Individual):1.0
is(20528,Individual):1.0
is(20529,Individual):1.0
is(20530,Individual):1.0
is(20531,Individual):1.0
is(20532,Individual):1.0
is(20533,Individual):1.0
is(20534,Individual):1.0
is(20535,Individual):1.0
is(20536,Individual):1.0
is(20537,Individual):1.0
is(20538,Individual):1.0
is(20539,Individual):1.0
is(20540,Individual):1.0
is(20541,Individual):1.0
is(20542,Individual):1.0
is(20543,Individual):1.0
is(20544,Individual):1.0
is(20545,Individual):1.0
is(20546,Individual):1.0
is(20547,Individual):1.0
is(20548,Individual):1.0
is(20549,Individual):1.0
is(20550,Individual):1.0
is(20551,Individual):1.0
is(20552,Individual):1.0
is(20553,Individual):1.0
is(20554,Individual):1.0
is(20555,Individual):1.0
is(20556,Individual):1.0
is(20557,Individual):1.0
is(20558,Individual):1.0
is(20559,Individual):1.0
is(20560,Individual):1.0
is(20561,Individual):1.0
is(20562,Individual):1.0
is(20563,Individual):1.0
is(20564,Individual):1.0
is(20565,Individual):1.0
is(20566,Individual):1.0
is(20567,Individual):1.0
is(20568,Individual):1.0
is(20569,Individual):1.0
is(20570,Individual):1.0
is(20571,Individual):1.0
is(20572,Individual):1.0
is(20573,Individual):1.0
is(20574,Individual):1.0
is(20575,Individual):1.0
is(20576,Individual):1.0
is(20577,Individual):1.0
is(20578,Individual):1.0
is(20579,Individual):1.0
is(20580,Individual):1.0
is(20581,Individual):1.0
is(20582,Individual):1.0
is(20583,Individual):1.0
is(20584,Individual):1.0
is(20585,Individual):1.0
is(20586,Individual):1.0
is(20587,Individual):1.0
is(20588,Individual):1.0
is(20589,Individual):1.0
is(20590,Individual):1.0
is(20591,Individual):1.0
is(20592,Individual):1.0
is(20593,Individual):1.0
is(20594,Individual):1.0
is(20595,Individual):1.0
is(20596,Individual):1.0
is(20597,Individual):1.0
is(20598,Individual):1.0
is(20599,Individual):1.0
is(20600,Individual):1.0
is(20601,Individual):1.0
is(20602,Individual):1.0
is(20603,Individual):1.0
is(20604,Individual):1.0
is(20605,Individual):1.0
is(20606,Individual):1.0
is(20607,Individual):1.0
is(20608,Individual):1.0
is(20609,Individual):1.0
is(20610,Individual):1.0
is(20611,Individual):1.0
is(20612,Individual):1.0
is(20613,Individual):1.0
is(20614,Individual):1.0
is(20615,Individual):1.0
is(20616,Individual):1.0
is(20617,Individual):1.0
is(20618,Individual):1.0
is(20619,Individual):1.0
is(20620,Individual):1.0
is(20621,Individual):1.0
is(20622,Individual):1.0
is(20623,Individual):1.0
is(20624,Individual):1.0
is(20625,Individual):1.0
is(20626,Individual):1.0
is(20627,Individual):1.0
is(20628,Individual):1.0
is(20629,Individual):1.0
is(20630,Individual):1.0
is(20631,Individual):1.0
is(20632,Individual):1.0
is(20633,Individual):1.0
is(20634,Individual):1.0
is(20635,Individual):1.0
is(20636,Individual):1.0
is(20637,Individual):1.0
Types(20637,NCBITaxon_40674):1.0
is(20638,Individual):1.0
is(20639,Individual):1.0
is(20640,Individual):1.0
is(20641,Individual):1.0
is(20642,Individual):1.0
is(20643,Individual):1.0
is(20644,Individual):1.0
is(20645,Individual):1.0
is(20646,Individual):1.0
is(20647,Individual):1.0
is(20648,Individual):1.0
is(20649,Individual):1.0
is(20650,Individual):1.0
is(20651,Individual):1.0
is(20652,Individual):1.0
is(20653,Individual):1.0
is(20654,Individual):1.0
is(20655,Individual):1.0
is(20656,Individual):1.0
is(20657,Individual):1.0
is(20658,Individual):1.0
is(20659,Individual):1.0
is(20660,Individual):1.0
is(20661,Individual):1.0
is(20662,Individual):1.0
is(20663,Individual):1.0
is(20664,Individual):1.0
is(20665,Individual):1.0
is(20666,Individual):1.0
is(20667,Individual):1.0
is(20668,Individual):1.0
is(20669,Individual):1.0
is(20670,Individual):1.0
is(20671,Individual):1.0
is(20672,Individual):1.0
is(20673,Individual):1.0
is(20674,Individual):1.0
is(20675,Individual):1.0
is(20676,Individual):1.0
is(20677,Individual):1.0
is(20678,Individual):1.0
is(20679,Individual):1.0
is(20680,Individual):1.0
is(20681,Individual):1.0
is(20682,Individual):1.0
is(20683,Individual):1.0
is(20684,Individual):1.0
is(20685,Individual):1.0
is(20686,Individual):1.0
is(20687,Individual):1.0
is(20688,Individual):1.0
is(20689,Individual):1.0
is(20690,Individual):1.0
is(20691,Individual):1.0
SameAs(20691,resource.Bryophytes,):1.0
SameAs(20691,resource.Moss,):1.0
SameAs(20691,resource.Mosses):1.0
is(20692,Individual):1.0
is(20693,Individual):1.0
is(20694,Individual):1.0
is(20695,Individual):1.0
is(20696,Individual):1.0
is(20697,Individual):1.0
is(20698,Individual):1.0
is(20699,Individual):1.0
is(20700,Individual):1.0
is(20701,Individual):1.0
is(20702,Individual):1.0
is(20703,Individual):1.0
is(20704,Individual):1.0
is(20705,Individual):1.0
is(20706,Individual):1.0
is(20707,Individual):1.0
is(20708,Individual):1.0
is(20709,Individual):1.0
is(20710,Individual):1.0
is(20711,Individual):1.0
is(20712,Individual):1.0
is(20713,Individual):1.0
is(20714,Individual):1.0
is(20715,Individual):1.0
is(20716,Individual):1.0
is(20717,Individual):1.0
is(20718,Individual):1.0
is(20719,Individual):1.0
is(20720,Individual):1.0
is(20721,Individual):1.0
is(20722,Individual):1.0
is(20723,Individual):1.0
is(20724,Individual):1.0
is(20725,Individual):1.0
is(20726,Individual):1.0
is(20727,Individual):1.0
is(20728,Individual):1.0
is(20729,Individual):1.0
is(20730,Individual):1.0
is(20731,Individual):1.0
is(20732,Individual):1.0
is(20733,Individual):1.0
is(20734,Individual):1.0
is(20735,Individual):1.0
is(20736,Individual):1.0
is(20737,Individual):1.0
is(20738,Individual):1.0
is(20739,Individual):1.0
is(20740,Individual):1.0
is(20741,Individual):1.0
is(20742,Individual):1.0
is(20743,Individual):1.0
is(20744,Individual):1.0
is(20745,Individual):1.0
is(20746,Individual):1.0
is(20747,Individual):1.0
is(20748,Individual):1.0
is(20749,Individual):1.0
is(20750,Individual):1.0
is(20751,Individual):1.0
is(20752,Individual):1.0
is(20753,Individual):1.0
is(20754,Individual):1.0
is(20755,Individual):1.0
is(20756,Individual):1.0
is(20757,Individual):1.0
is(20758,Individual):1.0
is(20759,Individual):1.0
is(20760,Individual):1.0
is(20761,Individual):1.0
is(20762,Individual):1.0
is(20763,Individual):1.0
is(20764,Individual):1.0
is(20765,Individual):1.0
is(20766,Individual):1.0
is(20767,Individual):1.0
is(20768,Individual):1.0
is(20769,Individual):1.0
is(20770,Individual):1.0
is(20771,Individual):1.0
is(20772,Individual):1.0
is(20773,Individual):1.0
is(20774,Individual):1.0
is(20775,Individual):1.0
is(20776,Individual):1.0
is(20777,Individual):1.0
is(20778,Individual):1.0
is(20779,Individual):1.0
is(20780,Individual):1.0
is(20781,Individual):1.0
is(20782,Individual):1.0
is(20783,Individual):1.0
is(20784,Individual):1.0
is(20785,Individual):1.0
is(20786,Individual):1.0
is(20787,Individual):1.0
is(20788,Individual):1.0
is(20789,Individual):1.0
is(20790,Individual):1.0
is(20791,Individual):1.0
is(20792,Individual):1.0
is(20793,Individual):1.0
is(20794,Individual):1.0
is(20795,Individual):1.0
is(20796,Individual):1.0
