is(double,Datatype):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(//www.wikidata.org/wiki/,Class):1.0
is(Thing,www.w3.org/2002/07/#):1.0
is(CHEBI_10023,Class):1.0
is(CHEBI_10110,Class):1.0
is(CHEBI_10112,Class):1.0
is(CHEBI_10125,Class):1.0
is(CHEBI_101278,Class):1.0
is(CHEBI_102265,Class):1.0
is(CHEBI_102524,Class):1.0
is(CHEBI_10607,Class):1.0
is(CHEBI_107736,Class):1.0
is(CHEBI_114786,Class):1.0
is(CHEBI_119486,Class):1.0
is(CHEBI_119915,Class):1.0
is(CHEBI_12777,Class):1.0
is(CHEBI_131389,Class):1.0
is(CHEBI_132106,Class):1.0
is(CHEBI_133326,Class):1.0
is(CHEBI_133354,Class):1.0
is(CHEBI_134750,Class):1.0
is(CHEBI_134751,Class):1.0
is(CHEBI_134760,Class):1.0
is(CHEBI_134806,Class):1.0
is(CHEBI_134813,Class):1.0
is(CHEBI_134913,Class):1.0
is(CHEBI_135047,Class):1.0
is(CHEBI_135053,Class):1.0
is(CHEBI_135082,Class):1.0
is(CHEBI_135086,Class):1.0
is(CHEBI_135091,Class):1.0
is(CHEBI_135276,Class):1.0
is(CHEBI_135278,Class):1.0
is(CHEBI_135285,Class):1.0
is(CHEBI_135292,Class):1.0
is(CHEBI_135361,Class):1.0
is(CHEBI_135433,Class):1.0
is(CHEBI_135443,Class):1.0
is(CHEBI_135528,Class):1.0
is(CHEBI_135538,Class):1.0
is(CHEBI_135560,Class):1.0
is(CHEBI_135590,Class):1.0
is(CHEBI_135600,Class):1.0
is(CHEBI_135652,Class):1.0
is(CHEBI_135655,Class):1.0
is(CHEBI_135726,Class):1.0
is(CHEBI_135811,Class):1.0
is(CHEBI_135839,Class):1.0
is(CHEBI_135929,Class):1.0
is(CHEBI_135935,Class):1.0
is(CHEBI_136014,Class):1.0
is(CHEBI_137881,Class):1.0
is(CHEBI_140618,Class):1.0
is(CHEBI_141517,Class):1.0
is(CHEBI_142290,Class):1.0
is(CHEBI_145232,Class):1.0
is(CHEBI_150326,Class):1.0
is(CHEBI_15347,Class):1.0
is(CHEBI_15354,Class):1.0
is(CHEBI_15365,Class):1.0
is(CHEBI_15366,Class):1.0
is(CHEBI_15377,Class):1.0
is(CHEBI_15407,Class):1.0
is(CHEBI_15409,Class):1.0
is(CHEBI_15428,Class):1.0
is(CHEBI_156496,Class):1.0
is(CHEBI_15676,Class):1.0
is(CHEBI_15758,Class):1.0
is(CHEBI_15765,Class):1.0
is(CHEBI_15854,Class):1.0
is(CHEBI_15882,Class):1.0
is(CHEBI_15940,Class):1.0
is(CHEBI_15956,Class):1.0
is(CHEBI_16113,Class):1.0
is(CHEBI_16118,Class):1.0
is(CHEBI_16125,Class):1.0
is(CHEBI_16134,Class):1.0
is(CHEBI_16150,Class):1.0
is(CHEBI_16163,Class):1.0
is(CHEBI_16199,Class):1.0
is(CHEBI_16236,Class):1.0
is(CHEBI_16240,Class):1.0
is(CHEBI_16335,Class):1.0
is(CHEBI_16347,Class):1.0
is(CHEBI_164200,Class):1.0
is(CHEBI_165211,Class):1.0
is(CHEBI_16581,Class):1.0
is(CHEBI_16684,Class):1.0
is(CHEBI_166975,Class):1.0
is(CHEBI_16709,Class):1.0
is(CHEBI_16714,Class):1.0
is(CHEBI_167626,Class):1.0
is(CHEBI_16794,Class):1.0
is(CHEBI_16796,Class):1.0
is(CHEBI_16811,Class):1.0
is(CHEBI_168398,Class):1.0
is(CHEBI_16842,Class):1.0
is(CHEBI_168426,Class):1.0
is(CHEBI_16856,Class):1.0
is(CHEBI_16914,Class):1.0
is(CHEBI_16997,Class):1.0
is(CHEBI_17015,Class):1.0
is(CHEBI_17020,Class):1.0
is(CHEBI_17151,Class):1.0
is(CHEBI_17154,Class):1.0
is(CHEBI_17231,Class):1.0
is(CHEBI_17234,Class):1.0
is(CHEBI_17246,Class):1.0
is(CHEBI_17303,Class):1.0
is(CHEBI_174175,Class):1.0
is(CHEBI_17439,Class):1.0
is(CHEBI_17447,Class):1.0
is(CHEBI_17486,Class):1.0
is(CHEBI_17548,Class):1.0
is(CHEBI_17579,Class):1.0
is(CHEBI_17650,Class):1.0
is(CHEBI_17716,Class):1.0
is(CHEBI_17750,Class):1.0
is(CHEBI_17754,Class):1.0
is(CHEBI_17790,Class):1.0
is(CHEBI_17821,Class):1.0
is(CHEBI_17824,Class):1.0
is(CHEBI_17883,Class):1.0
is(CHEBI_17976,Class):1.0
is(CHEBI_17987,Class):1.0
is(CHEBI_17992,Class):1.0
is(CHEBI_18067,Class):1.0
is(CHEBI_18145,Class):1.0
is(CHEBI_181906,Class):1.0
is(CHEBI_18258,Class):1.0
is(CHEBI_183394,Class):1.0
is(CHEBI_18346,Class):1.0
is(CHEBI_183688,Class):1.0
is(CHEBI_18723,Class):1.0
is(CHEBI_190294,Class):1.0
is(CHEBI_190296,Class):1.0
is(CHEBI_190513,Class):1.0
is(CHEBI_22198,Class):1.0
is(CHEBI_22652,Class):1.0
is(CHEBI_22660,Class):1.0
is(CHEBI_23414,Class):1.0
is(CHEBI_2376,Class):1.0
is(CHEBI_23965,Class):1.0
is(CHEBI_24848,Class):1.0
is(CHEBI_24859,Class):1.0
is(CHEBI_2509,Class):1.0
is(CHEBI_25094,Class):1.0
is(CHEBI_25140,Class):1.0
is(CHEBI_253342,Class):1.0
is(CHEBI_25555,Class):1.0
is(CHEBI_26078,Class):1.0
is(CHEBI_2611,Class):1.0
is(CHEBI_26125,Class):1.0
is(CHEBI_261649,Class):1.0
is(CHEBI_2639,Class):1.0
is(CHEBI_2659,Class):1.0
is(CHEBI_26642,Class):1.0
is(CHEBI_2666,Class):1.0
is(CHEBI_2668,Class):1.0
is(CHEBI_26710,Class):1.0
is(CHEBI_2676,Class):1.0
is(CHEBI_2679,Class):1.0
is(CHEBI_26849,Class):1.0
is(CHEBI_26876,Class):1.0
is(CHEBI_26948,Class):1.0
is(CHEBI_27306,Class):1.0
is(CHEBI_27363,Class):1.0
is(CHEBI_27373,Class):1.0
is(CHEBI_27436,Class):1.0
is(CHEBI_27446,Class):1.0
is(CHEBI_27470,Class):1.0
is(CHEBI_27560,Class):1.0
is(CHEBI_27570,Class):1.0
is(CHEBI_27607,Class):1.0
is(CHEBI_27690,Class):1.0
is(CHEBI_27732,Class):1.0
is(CHEBI_27779,Class):1.0
is(CHEBI_27902,Class):1.0
is(CHEBI_27961,Class):1.0
is(CHEBI_28017,Class):1.0
is(CHEBI_28044,Class):1.0
is(CHEBI_28054,Class):1.0
is(CHEBI_28077,Class):1.0
is(CHEBI_28115,Class):1.0
is(CHEBI_28177,Class):1.0
is(CHEBI_28241,Class):1.0
is(CHEBI_28368,Class):1.0
is(CHEBI_28384,Class):1.0
is(CHEBI_28487,Class):1.0
is(CHEBI_28544,Class):1.0
is(CHEBI_28593,Class):1.0
is(CHEBI_28621,Class):1.0
is(CHEBI_28741,Class):1.0
is(CHEBI_2877,Class):1.0
is(CHEBI_28775,Class):1.0
is(CHEBI_28787,Class):1.0
is(CHEBI_28837,Class):1.0
is(CHEBI_28838,Class):1.0
is(CHEBI_28885,Class):1.0
is(CHEBI_28887,Class):1.0
is(CHEBI_28934,Class):1.0
is(CHEBI_28940,Class):1.0
is(CHEBI_2896,Class):1.0
is(CHEBI_28971,Class):1.0
is(CHEBI_29016,Class):1.0
is(CHEBI_2904,Class):1.0
is(CHEBI_2922,Class):1.0
is(CHEBI_29377,Class):1.0
is(CHEBI_2948,Class):1.0
is(CHEBI_29708,Class):1.0
is(CHEBI_29806,Class):1.0
is(CHEBI_29864,Class):1.0
is(CHEBI_3011,Class):1.0
is(CHEBI_3013,Class):1.0
is(CHEBI_30178,Class):1.0
is(CHEBI_30187,Class):1.0
is(CHEBI_30245,Class):1.0
is(CHEBI_30251,Class):1.0
is(CHEBI_30363,Class):1.0
is(CHEBI_30441,Class):1.0
is(CHEBI_30563,Class):1.0
is(CHEBI_30566,Class):1.0
is(CHEBI_30618,Class):1.0
is(CHEBI_30660,Class):1.0
is(CHEBI_30753,Class):1.0
is(CHEBI_30768,Class):1.0
is(CHEBI_30769,Class):1.0
is(CHEBI_3077,Class):1.0
is(CHEBI_30879,Class):1.0
SubClassOf(CHEBI_30879,FOODON_00001579):1.0
is(CHEBI_30911,Class):1.0
is(CHEBI_31206,Class):1.0
is(CHEBI_31292,Class):1.0
is(CHEBI_31302,Class):1.0
is(CHEBI_31346,Class):1.0
is(CHEBI_31413,Class):1.0
is(CHEBI_31426,Class):1.0
is(CHEBI_31446,Class):1.0
is(CHEBI_31536,Class):1.0
is(CHEBI_31597,Class):1.0
is(CHEBI_31599,Class):1.0
is(CHEBI_31600,Class):1.0
is(CHEBI_31607,Class):1.0
is(CHEBI_31622,Class):1.0
is(CHEBI_31793,Class):1.0
is(CHEBI_31794,Class):1.0
is(CHEBI_3183,Class):1.0
is(CHEBI_31832,Class):1.0
is(CHEBI_31835,Class):1.0
is(CHEBI_31902,Class):1.0
is(CHEBI_31981,Class):1.0
is(CHEBI_32015,Class):1.0
is(CHEBI_32026,Class):1.0
is(CHEBI_32027,Class):1.0
is(CHEBI_32035,Class):1.0
is(CHEBI_32058,Class):1.0
is(CHEBI_32063,Class):1.0
is(CHEBI_3207,Class):1.0
is(CHEBI_32076,Class):1.0
is(CHEBI_32111,Class):1.0
is(CHEBI_32114,Class):1.0
is(CHEBI_32139,Class):1.0
is(CHEBI_32145,Class):1.0
is(CHEBI_32149,Class):1.0
is(CHEBI_32150,Class):1.0
is(CHEBI_32154,Class):1.0
is(CHEBI_32159,Class):1.0
is(CHEBI_32178,Class):1.0
is(CHEBI_3219,Class):1.0
is(CHEBI_3223,Class):1.0
is(CHEBI_32234,Class):1.0
is(CHEBI_32237,Class):1.0
is(CHEBI_32243,Class):1.0
is(CHEBI_3228,Class):1.0
is(CHEBI_32315,Class):1.0
is(CHEBI_32391,Class):1.0
is(CHEBI_32588,Class):1.0
is(CHEBI_32596,Class):1.0
is(CHEBI_32879,Class):1.0
is(CHEBI_32954,Class):1.0
is(CHEBI_3309,Class):1.0
is(CHEBI_3310,Class):1.0
is(CHEBI_3311,Class):1.0
is(CHEBI_33118,Class):1.0
is(CHEBI_3312,Class):1.0
is(CHEBI_33130,Class):1.0
is(CHEBI_33167,Class):1.0
is(CHEBI_33234,Class):1.0
is(CHEBI_3374,Class):1.0
is(CHEBI_3393,Class):1.0
is(CHEBI_3395,Class):1.0
is(CHEBI_33975,Class):1.0
is(CHEBI_3398,Class):1.0
is(CHEBI_34056,Class):1.0
is(CHEBI_3419,Class):1.0
is(CHEBI_34247,Class):1.0
is(CHEBI_3435,Class):1.0
is(CHEBI_34393,Class):1.0
is(CHEBI_3441,Class):1.0
is(CHEBI_34683,Class):1.0
is(CHEBI_34689,Class):1.0
is(CHEBI_34698,Class):1.0
is(CHEBI_34711,Class):1.0
is(CHEBI_3478,Class):1.0
is(CHEBI_34911,Class):1.0
is(CHEBI_34914,Class):1.0
is(CHEBI_34918,Class):1.0
is(CHEBI_34975,Class):1.0
is(CHEBI_35149,Class):1.0
is(CHEBI_35176,Class):1.0
is(CHEBI_3534,Class):1.0
is(CHEBI_35677,Class):1.0
is(CHEBI_35780,Class):1.0
is(CHEBI_35854,Class):1.0
is(CHEBI_3611,Class):1.0
is(CHEBI_3642,Class):1.0
is(CHEBI_364453,Class):1.0
is(CHEBI_3647,Class):1.0
is(CHEBI_3650,Class):1.0
is(CHEBI_3654,Class):1.0
is(CHEBI_3655,Class):1.0
is(CHEBI_36560,Class):1.0
is(CHEBI_367163,Class):1.0
is(CHEBI_36773,Class):1.0
is(CHEBI_36796,Class):1.0
is(CHEBI_3682,Class):1.0
is(CHEBI_3698,Class):1.0
is(CHEBI_3732,Class):1.0
is(CHEBI_37397,Class):1.0
is(CHEBI_3756,Class):1.0
is(CHEBI_37585,Class):1.0
is(CHEBI_37586,Class):1.0
is(CHEBI_3766,Class):1.0
is(CHEBI_37808,Class):1.0
is(CHEBI_37924,Class):1.0
is(CHEBI_38545,Class):1.0
is(CHEBI_39171,Class):1.0
is(CHEBI_39501,Class):1.0
is(CHEBI_39548,Class):1.0
is(CHEBI_3996,Class):1.0
is(CHEBI_40303,Class):1.0
is(CHEBI_40572,Class):1.0
is(CHEBI_41039,Class):1.0
is(CHEBI_41423,Class):1.0
is(CHEBI_41462,Class):1.0
is(CHEBI_41879,Class):1.0
is(CHEBI_41922,Class):1.0
is(CHEBI_42638,Class):1.0
is(CHEBI_42797,Class):1.0
is(CHEBI_42944,Class):1.0
is(CHEBI_4325,Class):1.0
is(CHEBI_4392,Class):1.0
is(CHEBI_44423,Class):1.0
is(CHEBI_4464,Class):1.0
is(CHEBI_4469,Class):1.0
is(CHEBI_4470,Class):1.0
is(CHEBI_4489,Class):1.0
is(CHEBI_44976,Class):1.0
is(CHEBI_4513,Class):1.0
is(CHEBI_4514,Class):1.0
is(CHEBI_45213,Class):1.0
is(CHEBI_45267,Class):1.0
is(CHEBI_45285,Class):1.0
is(CHEBI_4562,Class):1.0
is(CHEBI_45716,Class):1.0
is(CHEBI_45924,Class):1.0
is(CHEBI_45951,Class):1.0
is(CHEBI_45979,Class):1.0
is(CHEBI_4604,Class):1.0
is(CHEBI_46195,Class):1.0
is(CHEBI_46245,Class):1.0
is(CHEBI_4631,Class):1.0
is(CHEBI_4636,Class):1.0
is(CHEBI_4653,Class):1.0
is(CHEBI_4657,Class):1.0
is(CHEBI_46631,Class):1.0
is(CHEBI_46726,Class):1.0
is(CHEBI_46793,Class):1.0
is(CHEBI_4728,Class):1.0
is(CHEBI_47381,Class):1.0
is(CHEBI_47426,Class):1.0
is(CHEBI_47499,Class):1.0
is(CHEBI_47780,Class):1.0
is(CHEBI_47781,Class):1.0
is(CHEBI_4788,Class):1.0
is(CHEBI_4798,Class):1.0
is(CHEBI_48107,Class):1.0
is(CHEBI_4822,Class):1.0
is(CHEBI_48235,Class):1.0
is(CHEBI_48408,Class):1.0
is(CHEBI_48416,Class):1.0
is(CHEBI_48669,Class):1.0
is(CHEBI_4877,Class):1.0
is(CHEBI_48844,Class):1.0
is(CHEBI_48923,Class):1.0
is(CHEBI_48981,Class):1.0
is(CHEBI_49000,Class):1.0
is(CHEBI_4903,Class):1.0
is(CHEBI_4917,Class):1.0
is(CHEBI_49575,Class):1.0
is(CHEBI_49662,Class):1.0
is(CHEBI_4974,Class):1.0
is(CHEBI_4975,Class):1.0
is(CHEBI_5000,Class):1.0
is(CHEBI_5001,Class):1.0
is(CHEBI_50369,Class):1.0
is(CHEBI_50378,Class):1.0
is(CHEBI_50667,Class):1.0
is(CHEBI_50694,Class):1.0
is(CHEBI_50730,Class):1.0
is(CHEBI_50749,Class):1.0
is(CHEBI_50819,Class):1.0
is(CHEBI_50821,Class):1.0
is(CHEBI_50845,Class):1.0
is(CHEBI_50868,Class):1.0
is(CHEBI_50922,Class):1.0
is(CHEBI_5098,Class):1.0
is(CHEBI_51032,Class):1.0
is(CHEBI_51141,Class):1.0
is(CHEBI_5118,Class):1.0
is(CHEBI_51209,Class):1.0
is(CHEBI_51210,Class):1.0
is(CHEBI_5132,Class):1.0
is(CHEBI_51364,Class):1.0
is(CHEBI_51380,Class):1.0
is(CHEBI_51805,Class):1.0
is(CHEBI_518413,Class):1.0
is(CHEBI_51860,Class):1.0
is(CHEBI_52010,Class):1.0
is(CHEBI_52053,Class):1.0
is(CHEBI_52683,Class):1.0
is(CHEBI_5291,Class):1.0
is(CHEBI_5296,Class):1.0
is(CHEBI_53248,Class):1.0
is(CHEBI_53258,Class):1.0
is(CHEBI_534,Class):1.0
is(CHEBI_53424,Class):1.0
is(CHEBI_53425,Class):1.0
is(CHEBI_53426,Class):1.0
is(CHEBI_53448,Class):1.0
is(CHEBI_53700,Class):1.0
is(CHEBI_53760,Class):1.0
is(CHEBI_53775,Class):1.0
is(CHEBI_5383,Class):1.0
is(CHEBI_5417,Class):1.0
is(CHEBI_5441,Class):1.0
is(CHEBI_55365,Class):1.0
is(CHEBI_553827,Class):1.0
is(CHEBI_5551,Class):1.0
is(CHEBI_5775,Class):1.0
is(CHEBI_5778,Class):1.0
is(CHEBI_5779,Class):1.0
is(CHEBI_5818,Class):1.0
is(CHEBI_58187,Class):1.0
is(CHEBI_5855,Class):1.0
is(CHEBI_59033,Class):1.0
is(CHEBI_59269,Class):1.0
is(CHEBI_5959,Class):1.0
is(CHEBI_59590,Class):1.0
is(CHEBI_59788,Class):1.0
is(CHEBI_6030,Class):1.0
is(CHEBI_6060,Class):1.0
is(CHEBI_6061,Class):1.0
is(CHEBI_60654,Class):1.0
is(CHEBI_60720,Class):1.0
is(CHEBI_6078,Class):1.0
is(CHEBI_61000,Class):1.0
is(CHEBI_61058,Class):1.0
is(CHEBI_6128,Class):1.0
is(CHEBI_6129,Class):1.0
is(CHEBI_61330,Class):1.0
is(CHEBI_61468,Class):1.0
is(CHEBI_615597,Class):1.0
is(CHEBI_61995,Class):1.0
is(CHEBI_62070,Class):1.0
is(CHEBI_62823,Class):1.0
is(CHEBI_62968,Class):1.0
is(CHEBI_62984,Class):1.0
is(CHEBI_62995,Class):1.0
is(CHEBI_63018,Class):1.0
is(CHEBI_63036,Class):1.0
is(CHEBI_63051,Class):1.0
is(CHEBI_6343,Class):1.0
is(CHEBI_63554,Class):1.0
is(CHEBI_63577,Class):1.0
is(CHEBI_63598,Class):1.0
is(CHEBI_63617,Class):1.0
is(CHEBI_63618,Class):1.0
is(CHEBI_63621,Class):1.0
is(CHEBI_63627,Class):1.0
is(CHEBI_63631,Class):1.0
is(CHEBI_63634,Class):1.0
is(CHEBI_6367,Class):1.0
is(CHEBI_63717,Class):1.0
is(CHEBI_6375,Class):1.0
is(CHEBI_63845,Class):1.0
is(CHEBI_64045,Class):1.0
is(CHEBI_64275,Class):1.0
is(CHEBI_64276,Class):1.0
is(CHEBI_64310,Class):1.0
is(CHEBI_64354,Class):1.0
is(CHEBI_6444,Class):1.0
is(CHEBI_6456,Class):1.0
is(CHEBI_64736,Class):1.0
is(CHEBI_64746,Class):1.0
is(CHEBI_6520,Class):1.0
is(CHEBI_6532,Class):1.0
is(CHEBI_6538,Class):1.0
is(CHEBI_6636,Class):1.0
is(CHEBI_6640,Class):1.0
is(CHEBI_6650,Class):1.0
is(CHEBI_6704,Class):1.0
is(CHEBI_6709,Class):1.0
is(CHEBI_6712,Class):1.0
is(CHEBI_6761,Class):1.0
is(CHEBI_6762,Class):1.0
is(CHEBI_6775,Class):1.0
is(CHEBI_6784,Class):1.0
is(CHEBI_6801,Class):1.0
is(CHEBI_6824,Class):1.0
is(CHEBI_6832,Class):1.0
is(CHEBI_68428,Class):1.0
is(CHEBI_68540,Class):1.0
is(CHEBI_68551,Class):1.0
is(CHEBI_68621,Class):1.0
is(CHEBI_6872,Class):1.0
is(CHEBI_6874,Class):1.0
is(CHEBI_6887,Class):1.0
is(CHEBI_68889,Class):1.0
is(CHEBI_6904,Class):1.0
is(CHEBI_6909,Class):1.0
is(CHEBI_6916,Class):1.0
is(CHEBI_6950,Class):1.0
is(CHEBI_7009,Class):1.0
is(CHEBI_7025,Class):1.0
is(CHEBI_71253,Class):1.0
is(CHEBI_71321,Class):1.0
is(CHEBI_71416,Class):1.0
is(CHEBI_71941,Class):1.0
is(CHEBI_72317,Class):1.0
is(CHEBI_72564,Class):1.0
is(CHEBI_73504,Class):1.0
is(CHEBI_74460,Class):1.0
is(CHEBI_7476,Class):1.0
is(CHEBI_7494,Class):1.0
is(CHEBI_7496,Class):1.0
is(CHEBI_7507,Class):1.0
is(CHEBI_7553,Class):1.0
is(CHEBI_7565,Class):1.0
is(CHEBI_75832,Class):1.0
is(CHEBI_75955,Class):1.0
is(CHEBI_75984,Class):1.0
is(CHEBI_76269,Class):1.0
is(CHEBI_7627,Class):1.0
is(CHEBI_76359,Class):1.0
is(CHEBI_7640,Class):1.0
is(CHEBI_77032,Class):1.0
is(CHEBI_77635,Class):1.0
is(CHEBI_7772,Class):1.0
is(CHEBI_7773,Class):1.0
is(CHEBI_77775,Class):1.0
is(CHEBI_77868,Class):1.0
is(CHEBI_7789,Class):1.0
is(CHEBI_78060,Class):1.0
is(CHEBI_78074,Class):1.0
is(CHEBI_7809,Class):1.0
is(CHEBI_7852,Class):1.0
is(CHEBI_7856,Class):1.0
is(CHEBI_7865,Class):1.0
is(CHEBI_78667,Class):1.0
is(CHEBI_78870,Class):1.0
is(CHEBI_7916,Class):1.0
is(CHEBI_7930,Class):1.0
is(CHEBI_7936,Class):1.0
is(CHEBI_7983,Class):1.0
is(CHEBI_7986,Class):1.0
is(CHEBI_8028,Class):1.0
is(CHEBI_8059,Class):1.0
is(CHEBI_8069,Class):1.0
is(CHEBI_8080,Class):1.0
is(CHEBI_8093,Class):1.0
is(CHEBI_8104,Class):1.0
is(CHEBI_8107,Class):1.0
is(CHEBI_81862,Class):1.0
is(CHEBI_81908,Class):1.0
is(CHEBI_8228,Class):1.0
is(CHEBI_82365,Class):1.0
is(CHEBI_82465,Class):1.0
is(CHEBI_8247,Class):1.0
is(CHEBI_82482,Class):1.0
is(CHEBI_8249,Class):1.0
is(CHEBI_8255,Class):1.0
is(CHEBI_82661,Class):1.0
is(CHEBI_82941,Class):1.0
is(CHEBI_8309,Class):1.0
is(CHEBI_83161,Class):1.0
is(CHEBI_8346,Class):1.0
is(CHEBI_83629,Class):1.0
is(CHEBI_8364,Class):1.0
is(CHEBI_8405,Class):1.0
is(CHEBI_84116,Class):1.0
is(CHEBI_84262,Class):1.0
is(CHEBI_8428,Class):1.0
is(CHEBI_8435,Class):1.0
is(CHEBI_84500,Class):1.0
is(CHEBI_8499,Class):1.0
is(CHEBI_84997,Class):1.0
is(CHEBI_85146,Class):1.0
is(CHEBI_8654,Class):1.0
is(CHEBI_8673,Class):1.0
is(CHEBI_8687,Class):1.0
is(CHEBI_8694,Class):1.0
is(CHEBI_8707,Class):1.0
is(CHEBI_87192,Class):1.0
is(CHEBI_8776,Class):1.0
is(CHEBI_88316,Class):1.0
is(CHEBI_88542,Class):1.0
is(CHEBI_8869,Class):1.0
is(CHEBI_8871,Class):1.0
is(CHEBI_8888,Class):1.0
is(CHEBI_90184,Class):1.0
is(CHEBI_9073,Class):1.0
is(CHEBI_9144,Class):1.0
is(CHEBI_9147,Class):1.0
is(CHEBI_9150,Class):1.0
is(CHEBI_9241,Class):1.0
is(CHEBI_9313,Class):1.0
is(CHEBI_9321,Class):1.0
is(CHEBI_9329,Class):1.0
is(CHEBI_9331,Class):1.0
is(CHEBI_9334,Class):1.0
is(CHEBI_9336,Class):1.0
is(CHEBI_9349,Class):1.0
is(CHEBI_9398,Class):1.0
is(CHEBI_9405,Class):1.0
is(CHEBI_9434,Class):1.0
is(CHEBI_9435,Class):1.0
is(CHEBI_9449,Class):1.0
is(CHEBI_9453,Class):1.0
is(CHEBI_94621,Class):1.0
is(CHEBI_9648,Class):1.0
is(CHEBI_9654,Class):1.0
is(CHEBI_9661,Class):1.0
is(CHEBI_9671,Class):1.0
is(CHEBI_9679,Class):1.0
is(CHEBI_9711,Class):1.0
is(CHEBI_9725,Class):1.0
is(CHEBI_9754,Class):1.0
is(CHEBI_9927,Class):1.0
is(CHEBI_9948,Class):1.0
