string is Datatype
Unstructured_Knedge_Resource SubClassOf Information_Resource
Volume_Model_Scene_Data is Class
Volume_Model_Scene_Data SubClassOf Computational_Model
Wavelet_Transform is Class
Wavelet_Transform SubClassOf Spectral_Transform
XML_Data is Class
XML_Data SubClassOf Structured_File
XML_Database is Class
XML_Database SubClassOf Object_Database
Area_of_Research is Class
Bioinformatics is Class
Bioinformatics SubClassOf Area_of_Research
Computational_Biology is Class
Computational_Biology SubClassOf Area_of_Research
Pharmacokinetics_Pharmacodynamics is Class
Pharmacokinetics_Pharmacodynamics SubClassOf Area_of_Research
Biositemaps_Information_Model is Class
Thing is www.w3.org/2002/07/#
Resource_Description is Class
Resource_Description SubClassOf Biositemaps_Information_Model
Version_Information is Class
Version_Information SubClassOf Biositemaps_Information_Model
www.w3.org/2002/07/# is Class
