R(RO_0000053,is,ObjectProperty)
R(BFO_0000027,SubClassOf,BFO_0000040)
R(BFO_0000030,is,Class)
R(BFO_0000030,SubClassOf,BFO_0000040)
R(BFO_0000034,is,Class)
R(BFO_0000034,SubClassOf,BFO_0000016)
R(BFO_0000040,is,Class)
R(BFO_0000040,SubClassOf,BFO_0000004)
R(BFO_0000141,is,Class)
R(BFO_0000141,SubClassOf,BFO_0000004)
R(ENVO_00000000,is,Class)
R(ENVO_00000000,SubClassOf,ENVO_01000813)
R(ENVO_00000002,is,Class)
R(ENVO_00000002,SubClassOf,ENVO_00000000)
R(ENVO_00000010,is,Class)
R(ENVO_00000010,SubClassOf,ENVO_00000070)
R(ENVO_00000064,is,Class)
R(ENVO_00000064,SubClassOf,ENVO_01001272)
R(ENVO_00000070,is,Class)
R(ENVO_00000070,SubClassOf,BFO_0000040,)
R(ENVO_00000070,SubClassOf,ENVO_01000813,)
R(ENVO_00000070,SubClassOf,ENVO_01001813)
R(ENVO_00000106,is,Class)
R(ENVO_00000106,SubClassOf,ENVO_01001305)
R(ENVO_00000109,is,Class)
R(ENVO_00000109,SubClassOf,ENVO_01001305)
R(ENVO_00000191,is,Class)
R(ENVO_00000191,SubClassOf,ENVO_01000813,)
R(ENVO_00000191,SubClassOf,ENVO_01001784)
R(ENVO_00000469,is,Class)
R(ENVO_00000469,SubClassOf,ENVO_00000070,)
R(ENVO_00000469,SubClassOf,OMRSE_00000062)
R(ENVO_00000562,is,Class)
R(ENVO_00000562,SubClassOf,ENVO_00000002)
R(ENVO_00000856,is,Class)
R(ENVO_00000856,SubClassOf,ENVO_01000658)
R(ENVO_01000254,is,Class)
R(ENVO_01000254,SubClassOf,RO_0002577)
R(ENVO_01000313,is,Class)
R(ENVO_01000313,SubClassOf,ENVO_01000254)
R(ENVO_01000408,is,Class)
R(ENVO_01000408,SubClassOf,BFO_0000024)
R(ENVO_01000658,is,Class)
R(ENVO_01000658,SubClassOf,ENVO_01001829)
R(ENVO_01000772,is,Class)
R(ENVO_01000772,SubClassOf,ENVO_01001200)
R(ENVO_01000813,is,Class)
R(ENVO_01000813,SubClassOf,BFO_0000040)
R(ENVO_01001000,is,Class)
R(ENVO_01001000,SubClassOf,ENVO_01000254)
R(ENVO_01001002,is,Class)
R(ENVO_01001002,SubClassOf,ENVO_01000254,)
R(ENVO_01001002,SubClassOf,ENVO_01001000)
R(ENVO_01001055,is,Class)
R(ENVO_01001055,SubClassOf,ENVO_01001110)
R(ENVO_01001110,is,Class)
R(ENVO_01001110,SubClassOf,ENVO_01000254)
R(ENVO_01001199,is,Class)
R(ENVO_01001199,SubClassOf,ENVO_01000408,)
R(ENVO_01001199,SubClassOf,ENVO_01000813)
R(ENVO_01001200,is,Class)
R(ENVO_01001200,SubClassOf,ENVO_01001199)
R(ENVO_01001272,is,Class)
R(ENVO_01001272,SubClassOf,ENVO_00000010)
R(ENVO_01001305,is,Class)
R(ENVO_01001305,SubClassOf,ENVO_01001199)
R(ENVO_01001784,is,Class)
R(ENVO_01001784,SubClassOf,ENVO_01000813)
R(ENVO_01001813,is,Class)
R(ENVO_01001813,SubClassOf,BFO_0000040)
R(ENVO_01001828,is,Class)
R(ENVO_01001828,SubClassOf,ENVO_01000313,)
R(ENVO_01001828,SubClassOf,ENVO_01001110)
R(ENVO_01001829,is,Class)
R(ENVO_01001829,SubClassOf,ENVO_01000813,)
R(ENVO_01001829,SubClassOf,ENVO_01001002,)
R(ENVO_01001829,SubClassOf,ENVO_01001055,)
R(ENVO_01001829,SubClassOf,ENVO_01001828)
R(ENVO_01001884,is,Class)
R(ENVO_01001884,SubClassOf,ENVO_01001886)
R(ENVO_01001886,is,Class)
R(ENVO_01001886,SubClassOf,ENVO_00000191)
R(GAZ_00000448,is,Class)
R(GAZ_00000448,SubClassOf,BFO_0000006)
R(IAO_0000088,is,Class)
R(IAO_0000088,SubClassOf,IAO_0000310)
R(IAO_0000310,is,Class)
R(MFOEM_000075,is,Class)
R(MFOEM_000076,is,Class)
R(MFOEM_000076,SubClassOf,MFOEM_000075)
R(MF_0000016,is,Class)
R(MF_0000016,SubClassOf,OGMS_0000087)
R(OBI_0000245,is,Class)
R(OBI_0000245,SubClassOf,BFO_0000040)
R(OGMS_0000087,is,Class)
R(OGMS_0000087,SubClassOf,BFO_0000040)
R(OMRSE_00000061,is,Class)
R(OMRSE_00000061,SubClassOf,BFO_0000040)
R(OMRSE_00000062,is,Class)
R(OMRSE_00000062,SubClassOf,OMRSE_00000061)
R(OMRSE_00000063,is,Class)
R(OMRSE_00000063,SubClassOf,OMRSE_00000102)
R(OMRSE_00000064,is,Class)
R(OMRSE_00000064,SubClassOf,BCIO_026022,)
R(OMRSE_00000064,SubClassOf,OMRSE_00000062)
R(OMRSE_00000102,is,Class)
R(OMRSE_00000102,SubClassOf,OMRSE_00000062)
R(OMRSE_00000104,is,Class)
R(OMRSE_00000104,SubClassOf,OMRSE_00000102)
R(OMRSE_00000106,is,Class)
R(OMRSE_00000106,SubClassOf,OMRSE_00000102)
R(OMRSE_00000114,is,Class)
R(OMRSE_00000114,SubClassOf,OMRSE_00000102)
R(OMRSE_00000150,is,Class)
R(OMRSE_00000150,SubClassOf,OMRSE_00000102)
R(OMRSE_00000191,is,Class)
R(OMRSE_00000191,SubClassOf,OMRSE_00000062)
R(PDRO_0000074,is,Class)
R(PDRO_0000074,SubClassOf,OMRSE_00000102)
R(RO_0002577,is,Class)
R(RO_0002577,SubClassOf,BFO_0000040)
R(UBERON_0000061,is,Class)
R(UBERON_0000061,SubClassOf,UBERON_0000465)
R(UBERON_0000465,is,Class)
R(UBERON_0000465,SubClassOf,BFO_0000040,)
R(UBERON_0000465,SubClassOf,UBERON_0001062)
R(UBERON_0001062,is,Class)
R(UBERON_0001062,SubClassOf,BFO_0000004)
R(www.w3.org/2002/07/#,is,Class)
