R(has_prefix,is,ObjectProperty)
R(UO_0000329,EquivalentTo,UO_1000244 and (has_prefix some UO_0000293),)
R(UO_0000329,EquivalentTo,{UO_0000329})
R(UO_0000329,SubClassOf,UO_0000244,)
R(UO_0000329,SubClassOf,UO_1000244,)
R(UO_0000329,SubClassOf,has_prefix some UO_0000293)
R(UO_0000330,is,Class)
R(UO_0000330,EquivalentTo,UO_1000244 and (has_prefix some UO_0000292),)
R(UO_0000330,EquivalentTo,{UO_0000330})
R(UO_0000330,SubClassOf,UO_0000244,)
R(UO_0000330,SubClassOf,UO_1000244,)
R(UO_0000330,SubClassOf,has_prefix some UO_0000292)
R(UO_0010019,is,Class)
R(UO_0010021,is,Class)
R(UO_0010021,SubClassOf,UO_1010021)
R(UO_0010060,is,Class)
R(UO_0010060,EquivalentTo,{UO_0010060})
R(UO_0010060,SubClassOf,UO_1010060)
R(UO_1000062,is,Class)
R(UO_1000068,is,Class)
R(UO_1000088,is,Class)
R(UO_1000090,is,Class)
R(UO_1000116,is,Class)
R(UO_1000123,is,Class)
R(UO_1000133,is,Class)
R(UO_1000134,is,Class)
R(UO_1000136,is,Class)
R(UO_1000137,is,Class)
R(UO_1000153,is,Class)
R(UO_1000156,is,Class)
R(UO_1000158,is,Class)
R(UO_1000167,is,Class)
R(UO_1000168,is,Class)
R(UO_1000169,is,Class)
R(UO_1000170,is,Class)
R(UO_1000171,is,Class)
R(UO_1000172,is,Class)
R(UO_1000178,is,Class)
R(UO_1000188,is,Class)
R(UO_1000188,SubClassOf,UO_0000186)
R(UO_1000192,is,Class)
R(UO_1000193,is,Class)
R(UO_1000193,SubClassOf,UO_0000187)
R(UO_1000194,is,Class)
R(UO_1000194,SubClassOf,UO_0000187)
R(UO_1000196,is,Class)
R(UO_1000196,SubClassOf,UO_0000186)
R(UO_1000197,is,Class)
R(UO_1000203,is,Class)
R(UO_1000204,is,Class)
R(UO_1000210,is,Class)
R(UO_1000211,is,Class)
R(UO_1000216,is,Class)
R(UO_1000244,is,Class)
R(UO_1000269,is,Class)
R(UO_1000269,SubClassOf,UO_0000186)
R(UO_1010021,is,Class)
R(UO_1010021,SubClassOf,UO_0010019)
R(UO_1010060,is,Class)
R(www.w3.org/2002/07/#,is,Class)
R(UO_0000065,is,Individual)
R(UO_0000066,is,Individual)
R(UO_0000068,is,Individual)
R(UO_0000073,is,Individual)
R(UO_0000088,is,Individual)
R(UO_0000090,is,Individual)
R(UO_0000116,is,Individual)
R(UO_0000123,is,Individual)
R(UO_0000134,is,Individual)
R(UO_0000136,is,Individual)
R(UO_0000141,is,Individual)
R(UO_0000144,is,Individual)
R(UO_0000146,is,Individual)
R(UO_0000153,is,Individual)
R(UO_0000156,is,Individual)
R(UO_0000158,is,Individual)
R(UO_0000167,is,Individual)
R(UO_0000168,is,Individual)
R(UO_0000169,is,Individual)
R(UO_0000170,is,Individual)
R(UO_0000171,is,Individual)
R(UO_0000172,is,Individual)
R(UO_0000178,is,Individual)
R(UO_0000192,is,Individual)
R(UO_0000194,is,Individual)
R(UO_0000197,is,Individual)
R(UO_0000203,is,Individual)
R(UO_0000204,is,Individual)
R(UO_0000210,is,Individual)
R(UO_0000211,is,Individual)
R(UO_0000216,is,Individual)
R(UO_0000244,is,Individual)
R(UO_0000329,is,Individual)
R(UO_0000330,is,Individual)
R(UO_0010060,is,Individual)
