R(ECO_9000000,is,ObjectProperty)
R(ECO_0005025,is,Class)
R(ECO_0005536,is,Class)
R(ECO_0005536,SubClassOf,ECO_0000028)
R(ECO_0005557,is,Class)
R(ECO_0005557,SubClassOf,ECO_0000248)
R(ECO_0005561,is,Class)
R(ECO_0005561,SubClassOf,ECO_0000248)
R(ECO_0005623,is,Class)
R(ECO_0005623,SubClassOf,ECO_0000258)
R(ECO_0005625,is,Class)
R(ECO_0005625,SubClassOf,ECO_0000258)
R(ECO_0005650,is,Class)
R(ECO_0005650,SubClassOf,ECO_0000256)
R(ECO_0005658,is,Class)
R(ECO_0005658,SubClassOf,ECO_0005536)
R(ECO_0005659,is,Class)
R(ECO_0005659,SubClassOf,ECO_0000258,)
R(ECO_0005659,SubClassOf,ECO_0005536)
R(ECO_0005663,is,Class)
R(ECO_0005663,SubClassOf,ECO_0000258)
R(ECO_0005671,is,Class)
R(ECO_0006018,is,Class)
R(ECO_0006021,is,Class)
R(ECO_0006024,is,Class)
R(ECO_0006025,is,Class)
R(ECO_0006025,EquivalentTo,ECO_0006024 and (ECO_9000000 some ECO_0000218))
R(ECO_0006025,SubClassOf,ECO_0006021,)
R(ECO_0006025,SubClassOf,ECO_0006024)
R(ECO_0006057,is,Class)
R(ECO_0006057,SubClassOf,ECO_0000501)
R(ECO_0006144,is,Class)
R(ECO_0006146,is,Class)
R(ECO_0006146,SubClassOf,ECO_0006144)
R(ECO_0006154,is,Class)
R(ECO_0006156,is,Class)
R(ECO_0006156,SubClassOf,ECO_0000501)
R(ECO_0006158,is,Class)
R(ECO_0006160,is,Class)
R(ECO_0006160,EquivalentTo,ECO_0006154 and (ECO_9000000 some ECO_0000203))
R(ECO_0006160,SubClassOf,ECO_0006154,)
R(ECO_0006160,SubClassOf,ECO_0006158)
R(ECO_0006186,is,Class)
R(ECO_0006188,is,Class)
R(ECO_0006190,is,Class)
R(ECO_0006209,is,Class)
R(ECO_0006219,is,Class)
R(ECO_0006219,EquivalentTo,ECO_0006186 and (ECO_9000000 some ECO_0000203))
R(ECO_0006219,SubClassOf,ECO_0006186,)
R(ECO_0006219,SubClassOf,ECO_0007592)
R(ECO_0006223,is,Class)
R(ECO_0006223,EquivalentTo,ECO_0006188 and (ECO_9000000 some ECO_0000203))
R(ECO_0006223,SubClassOf,ECO_0005671,)
R(ECO_0006223,SubClassOf,ECO_0006188)
R(ECO_0006227,is,Class)
R(ECO_0006227,EquivalentTo,ECO_0006190 and (ECO_9000000 some ECO_0000203))
R(ECO_0006227,SubClassOf,ECO_0006190,)
R(ECO_0006227,SubClassOf,ECO_0006209)
R(ECO_0006395,is,Class)
R(ECO_0006397,is,Class)
R(ECO_0006397,EquivalentTo,ECO_0006395 and (ECO_9000000 some ECO_0000203))
R(ECO_0006397,SubClassOf,ECO_0006158,)
R(ECO_0006397,SubClassOf,ECO_0006395)
R(ECO_0007029,is,Class)
R(ECO_0007126,is,Class)
R(ECO_0007126,SubClassOf,ECO_0000223)
R(ECO_0007152,is,Class)
R(ECO_0007152,EquivalentTo,ECO_0000345 and (ECO_9000000 some ECO_0000218))
R(ECO_0007152,SubClassOf,ECO_0000247,)
R(ECO_0007152,SubClassOf,ECO_0000345)
R(ECO_0007194,is,Class)
R(ECO_0007194,EquivalentTo,ECO_0000027 and (ECO_9000000 some ECO_0000203))
R(ECO_0007194,SubClassOf,ECO_0000027,)
R(ECO_0007194,SubClassOf,ECO_0007824)
R(ECO_0007198,is,Class)
R(ECO_0007198,EquivalentTo,ECO_0000060 and (ECO_9000000 some ECO_0000203))
R(ECO_0007198,SubClassOf,ECO_0000060,)
R(ECO_0007198,SubClassOf,ECO_0007824)
R(ECO_0007200,is,Class)
R(ECO_0007200,EquivalentTo,ECO_0000063 and (ECO_9000000 some ECO_0000203))
R(ECO_0007200,SubClassOf,ECO_0000063,)
R(ECO_0007200,SubClassOf,ECO_0007824)
R(ECO_0007201,is,Class)
R(ECO_0007201,EquivalentTo,ECO_0000067 and (ECO_9000000 some ECO_0000203))
R(ECO_0007201,SubClassOf,ECO_0000067,)
R(ECO_0007201,SubClassOf,ECO_0007824)
R(ECO_0007202,is,Class)
R(ECO_0007202,EquivalentTo,ECO_0000071 and (ECO_9000000 some ECO_0000203))
R(ECO_0007202,SubClassOf,ECO_0000071,)
R(ECO_0007202,SubClassOf,ECO_0007824)
R(ECO_0007203,is,Class)
R(ECO_0007203,EquivalentTo,ECO_0000075 and (ECO_9000000 some ECO_0000203))
R(ECO_0007203,SubClassOf,ECO_0000075,)
R(ECO_0007203,SubClassOf,ECO_0007824)
R(ECO_0007230,is,Class)
R(ECO_0007230,SubClassOf,ECO_0000223)
R(ECO_0007256,is,Class)
R(ECO_0007256,SubClassOf,ECO_0000248)
R(ECO_0007257,is,Class)
R(ECO_0007257,EquivalentTo,ECO_0000355 and (ECO_9000000 some ECO_0000203))
R(ECO_0007257,SubClassOf,ECO_0000355,)
R(ECO_0007257,SubClassOf,ECO_0007826)
R(ECO_0007297,is,Class)
R(ECO_0007297,SubClassOf,ECO_0000501)
R(ECO_0007299,is,Class)
R(ECO_0007299,SubClassOf,ECO_0000101)
R(ECO_0007315,is,Class)
R(ECO_0007315,EquivalentTo,ECO_0000110 and (ECO_9000000 some ECO_0000203))
R(ECO_0007315,SubClassOf,ECO_0000110,)
R(ECO_0007315,SubClassOf,ECO_0007316)
R(ECO_0007316,is,Class)
R(ECO_0007319,is,Class)
R(ECO_0007319,SubClassOf,ECO_0007539)
R(ECO_0007320,is,Class)
R(ECO_0007320,EquivalentTo,ECO_0000034 and (ECO_9000000 some ECO_0000203))
R(ECO_0007320,SubClassOf,ECO_0000034,)
R(ECO_0007320,SubClassOf,ECO_0007319)
R(ECO_0007321,is,Class)
R(ECO_0007321,EquivalentTo,ECO_0000033 and (ECO_9000000 some ECO_0000203))
R(ECO_0007321,SubClassOf,ECO_0000033,)
R(ECO_0007321,SubClassOf,ECO_0007319)
R(ECO_0007322,is,Class)
R(ECO_0007323,is,Class)
R(ECO_0007323,EquivalentTo,ECO_0000001 and (ECO_9000000 some ECO_0000203))
R(ECO_0007323,SubClassOf,ECO_0000001,)
R(ECO_0007323,SubClassOf,ECO_0007322)
R(ECO_0007324,is,Class)
R(ECO_0007324,EquivalentTo,ECO_0000035 and (ECO_9000000 some ECO_0000203))
R(ECO_0007324,SubClassOf,ECO_0000035,)
R(ECO_0007324,SubClassOf,ECO_0007322)
R(ECO_0007327,is,Class)
R(ECO_0007328,is,Class)
R(ECO_0007328,EquivalentTo,ECO_0000308 and (ECO_9000000 some ECO_0000203))
R(ECO_0007328,SubClassOf,ECO_0000308,)
R(ECO_0007328,SubClassOf,ECO_0007826)
R(ECO_0007329,is,Class)
R(ECO_0007329,EquivalentTo,ECO_0000214 and (ECO_9000000 some ECO_0000203))
R(ECO_0007329,SubClassOf,ECO_0000214,)
R(ECO_0007329,SubClassOf,ECO_0007826)
R(ECO_0007330,is,Class)
R(ECO_0007330,EquivalentTo,ECO_0000216 and (ECO_9000000 some ECO_0000203))
R(ECO_0007330,SubClassOf,ECO_0000216,)
R(ECO_0007330,SubClassOf,ECO_0007826)
R(ECO_0007331,is,Class)
R(ECO_0007331,EquivalentTo,ECO_0000215 and (ECO_9000000 some ECO_0000203))
R(ECO_0007331,SubClassOf,ECO_0000215,)
R(ECO_0007331,SubClassOf,ECO_0007826)
R(ECO_0007333,is,Class)
R(ECO_0007333,EquivalentTo,ECO_0000084 and (ECO_9000000 some ECO_0000203))
R(ECO_0007333,SubClassOf,ECO_0000084,)
R(ECO_0007333,SubClassOf,ECO_0007327)
R(ECO_0007370,is,Class)
R(ECO_0007432,is,Class)
R(ECO_0007432,DisjointWith,ECO_0000203)
R(ECO_0007482,is,Class)
R(ECO_0007482,SubClassOf,ECO_0007827)
R(ECO_0007484,is,Class)
R(ECO_0007484,SubClassOf,ECO_0007827)
R(ECO_0007511,is,Class)
R(ECO_0007511,EquivalentTo,ECO_0001817 and (ECO_9000000 some ECO_0000203))
R(ECO_0007511,SubClassOf,ECO_0001817,)
R(ECO_0007511,SubClassOf,ECO_0007432)
R(ECO_0007525,is,Class)
R(ECO_0007525,EquivalentTo,ECO_0001822 and (ECO_9000000 some ECO_0000203))
R(ECO_0007525,SubClassOf,ECO_0001822,)
R(ECO_0007525,SubClassOf,ECO_0007370)
R(ECO_0007531,is,Class)
R(ECO_0007531,EquivalentTo,ECO_0000068 and (ECO_9000000 some ECO_0000203))
R(ECO_0007531,SubClassOf,ECO_0000068,)
R(ECO_0007531,SubClassOf,ECO_0007432)
R(ECO_0007539,is,Class)
R(ECO_0007539,SubClassOf,ECO_0007321)
R(ECO_0007540,is,Class)
R(ECO_0007540,EquivalentTo,ECO_0006018 and (ECO_9000000 some ECO_0000203))
R(ECO_0007540,SubClassOf,ECO_0006018,)
R(ECO_0007540,SubClassOf,ECO_0007322)
R(ECO_0007592,is,Class)
R(ECO_0007596,is,Class)
R(ECO_0007601,is,Class)
R(ECO_0007601,EquivalentTo,ECO_0007029 and (ECO_9000000 some ECO_0000203))
R(ECO_0007601,SubClassOf,ECO_0007029,)
R(ECO_0007601,SubClassOf,ECO_0007596)
R(ECO_0007627,is,Class)
R(ECO_0007645,is,Class)
R(ECO_0007647,is,Class)
R(ECO_0007650,is,Class)
R(ECO_0007650,SubClassOf,ECO_0000501)
R(ECO_0007653,is,Class)
R(ECO_0007653,SubClassOf,ECO_0000501)
R(ECO_0007657,is,Class)
R(ECO_0007657,SubClassOf,ECO_0000501)
R(ECO_0007660,is,Class)
R(ECO_0007660,SubClassOf,ECO_0000501)
R(ECO_0007662,is,Class)
R(ECO_0007664,is,Class)
R(ECO_0007664,EquivalentTo,ECO_0007662 and (ECO_9000000 some ECO_0000203))
R(ECO_0007664,SubClassOf,ECO_0007662,)
R(ECO_0007664,SubClassOf,ECO_0007676,)
R(ECO_0007664,SubClassOf,ECO_0007829)
R(ECO_0007665,is,Class)
R(ECO_0007667,is,Class)
R(ECO_0007667,EquivalentTo,ECO_0007665 and (ECO_9000000 some ECO_0000203))
R(ECO_0007667,SubClassOf,ECO_0000053,)
R(ECO_0007667,SubClassOf,ECO_0007665,)
R(ECO_0007667,SubClassOf,ECO_0007829)
R(ECO_0007669,is,Class)
R(ECO_0007669,SubClassOf,ECO_0000501)
R(ECO_0007676,is,Class)
R(ECO_0007679,is,Class)
R(ECO_0007679,SubClassOf,ECO_0000501)
R(ECO_0007824,is,Class)
R(ECO_0007825,is,Class)
R(ECO_0007825,EquivalentTo,ECO_0000326 and (ECO_9000000 some ECO_0000203))
R(ECO_0007825,SubClassOf,ECO_0000248,)
R(ECO_0007825,SubClassOf,ECO_0000326)
R(ECO_0007826,is,Class)
R(ECO_0007827,is,Class)
R(ECO_0007827,EquivalentTo,ECO_0000088 and (ECO_9000000 some ECO_0000203))
R(ECO_0007827,SubClassOf,ECO_0000088,)
R(ECO_0007827,SubClassOf,ECO_0007322)
R(ECO_0007828,is,Class)
R(ECO_0007828,SubClassOf,ECO_0007827)
R(ECO_0007829,is,Class)
R(ECO_0007830,is,Class)
R(ECO_0007830,SubClassOf,ECO_0000501)
R(ECO_0007832,is,Class)
R(ECO_0007832,SubClassOf,ECO_0000501)
R(ECO_0007833,is,Class)
R(ECO_0007833,EquivalentTo,ECO_0007647 and (ECO_9000000 some ECO_0000203))
R(ECO_0007833,SubClassOf,ECO_0007322,)
R(ECO_0007833,SubClassOf,ECO_0007647)
R(ECO_0007834,is,Class)
R(ECO_0007834,SubClassOf,ECO_0007833)
R(ECO_0007838,is,Class)
R(ECO_0007838,SubClassOf,ECO_0007833)
R(ECO_0007839,is,Class)
R(ECO_0007839,SubClassOf,ECO_0007833)
R(ECO_0007843,is,Class)
R(ECO_0007843,EquivalentTo,ECO_0007645 and (ECO_9000000 some ECO_0000203))
R(ECO_0007843,SubClassOf,ECO_0007645,)
R(ECO_0007843,SubClassOf,ECO_0007833)
R(ECO_0008002,is,Class)
R(ECO_0008004,is,Class)
R(ECO_0008006,is,Class)
R(ECO_0008006,SubClassOf,ECO_0008025)
R(ECO_0008008,is,Class)
R(ECO_0008008,EquivalentTo,ECO_0008002 and (ECO_9000000 some ECO_0000203))
R(ECO_0008008,SubClassOf,ECO_0008002,)
R(ECO_0008008,SubClassOf,ECO_0008004)
R(ECO_0008010,is,Class)
R(ECO_0008012,is,Class)
R(ECO_0008013,is,Class)
R(ECO_0008014,is,Class)
R(ECO_0008015,is,Class)
R(ECO_0008019,is,Class)
R(ECO_0008019,EquivalentTo,ECO_0008010 and (ECO_9000000 some ECO_0000203))
R(ECO_0008019,SubClassOf,ECO_0008004,)
R(ECO_0008019,SubClassOf,ECO_0008010)
R(ECO_0008019,DisjointWith,ECO_0008010 and (ECO_9000000 some ECO_0000203))
R(ECO_0008021,is,Class)
R(ECO_0008023,is,Class)
R(ECO_0008023,EquivalentTo,ECO_0008012 and (ECO_9000000 some ECO_0000203))
R(ECO_0008023,SubClassOf,ECO_0008012,)
R(ECO_0008023,SubClassOf,ECO_0008021)
R(ECO_0008025,is,Class)
R(ECO_0008025,EquivalentTo,ECO_0008013 and (ECO_9000000 some ECO_0000203))
R(ECO_0008025,SubClassOf,ECO_0008004,)
R(ECO_0008025,SubClassOf,ECO_0008013)
R(ECO_0008027,is,Class)
R(ECO_0008027,EquivalentTo,ECO_0008014 and (ECO_9000000 some ECO_0000203))
R(ECO_0008027,SubClassOf,ECO_0000363,)
R(ECO_0008027,SubClassOf,ECO_0008014)
R(ECO_0008029,is,Class)
R(ECO_0008029,EquivalentTo,ECO_0008015 and (ECO_9000000 some ECO_0000203))
R(ECO_0008029,SubClassOf,ECO_0007322,)
R(ECO_0008029,SubClassOf,ECO_0008015)
R(www.w3.org/2002/07/#,is,Class)
