R(hadUsage,is,ObjectProperty)
R(AnxietyRatingScale,SubClassOf,MentalStateAssessmentScale)
R(AttentionDeficitHyperactivityDisorderSelf-reportScale,is,Class)
R(AttentionDeficitHyperactivityDisorderSelf-reportScale,SubClassOf,MentalStateAssessmentScale)
R(AuditoryHallucinationsSubscaleofPsychoticSymptomsRatingScale,is,Class)
R(AuditoryHallucinationsSubscaleofPsychoticSymptomsRatingScale,SubClassOf,PsychopathologyScale)
R(AwarenessofSocialInferenceTestRevised,is,Class)
R(AwarenessofSocialInferenceTestRevised,SubClassOf,SocialFunctionRatingScale)
R(BarnesAkathisiaRatingScale,is,Class)
R(BarnesAkathisiaRatingScale,SubClassOf,ExtrapyramidalSymptomRating)
R(BarrattImpulsivenessQuestionnaire,is,Class)
R(BarrattImpulsivenessQuestionnaire,SubClassOf,ImpulsivityScale)
R(BeckAnxietyInventory,is,Class)
R(BeckAnxietyInventory,SubClassOf,AnxietyRatingScale)
R(BeckCognitiveInsightScale,is,Class)
R(BeckCognitiveInsightScale,SubClassOf,MentalStateAssessmentScale)
R(BeckDepressionInventory,is,Class)
R(BeckDepressionInventory,SubClassOf,DepressionRatingScale)
R(BehavioralActivationScale,is,Class)
R(BehavioralActivationScale,SubClassOf,PersonalityRatingScale)
R(BehavioralInhibition,is,Class)
R(BehavioralInhibition,SubClassOf,PersonalityRatingScale)
R(BeliefsAboutVoicesQuestionnaire,is,Class)
R(BeliefsAboutVoicesQuestionnaire,SubClassOf,PsychopathologyScale)
R(BiphasicAlcoholEffectsScale,is,Class)
R(BiphasicAlcoholEffectsScale,SubClassOf,AlcoholUseScale)
R(BirchwoodSocialFunctioningScale,is,Class)
R(BirchwoodSocialFunctioningScale,SubClassOf,SocialFunctionRatingScale)
R(BreathalyzerTest,is,Class)
R(BreathalyzerTest,SubClassOf,AlcoholUseScale)
R(BriefAssessmentofCognitioninSchizophrenia,is,Class)
R(BriefAssessmentofCognitioninSchizophrenia,SubClassOf,PsychopathologyScale)
R(BriefNegativeSymptomScale,is,Class)
R(BriefNegativeSymptomScale,SubClassOf,PsychopathologyScale)
R(BriefPsychiatricRatingScale,is,Class)
R(BriefPsychiatricRatingScale,SubClassOf,PsychopathologyScale)
R(BriefSymptomInventory,is,Class)
R(BriefSymptomInventory,SubClassOf,MentalStateAssessmentScale)
R(BriefVisuospatialMemoryTest-Revised,is,Class)
R(BriefVisuospatialMemoryTest-Revised,SubClassOf,NeurocognitiveTest)
R(Bush-FrancisCatatoniaRatingScale,is,Class)
R(Bush-FrancisCatatoniaRatingScale,SubClassOf,PsychopathologyScale)
R(CAARMSPsychosisThresholdCriteria,is,Class)
R(CAARMSPsychosisThresholdCriteria,SubClassOf,PsychopathologyScale)
R(COPEScale,is,Class)
R(COPEScale,SubClassOf,MentalStateAssessmentScale)
R(CalgaryDepressionScale,is,Class)
R(CalgaryDepressionScale,SubClassOf,DepressionRatingScale)
R(CaliforniaVerbalLearningTest-II,is,Class)
R(CaliforniaVerbalLearningTest-II,SubClassOf,NeurocognitiveTest)
R(CambridgeNeuropsychologicalTestAutomatedBattery,is,Class)
R(CambridgeNeuropsychologicalTestAutomatedBattery,SubClassOf,NeurocognitiveTest)
R(CannabisWithdrawalScale,is,Class)
R(CannabisWithdrawalScale,SubClassOf,SubstanceCravingScale)
R(CategoryFluency,is,Class)
R(CategoryFluency,SubClassOf,NeurocognitiveTest)
R(ChapmanPsychosisProneness,is,Class)
R(ChapmanPsychosisProneness,SubClassOf,PsychopathologyScale)
R(ChildhoodExperienceofCareandAbuseQuestionnaire,is,Class)
R(ChildhoodExperienceofCareandAbuseQuestionnaire,SubClassOf,LifeHistoryScale)
R(ChildhoodTraumaQuestionnaire,is,Class)
R(ChildhoodTraumaQuestionnaire,SubClassOf,LifeHistoryScale)
R(ChildrensMemoryScale,is,Class)
R(ChildrensMemoryScale,SubClassOf,NeurocognitiveTest)
R(ClinicalDecisionSupportforSubstanceAbuse,is,Class)
R(ClinicalDecisionSupportforSubstanceAbuse,SubClassOf,SubstanceUseScale)
R(ClinicalGlobalImpressionsScale,is,Class)
R(ClinicalGlobalImpressionsScale,SubClassOf,TreatmentResponseProgressScale)
R(CocaineCravingQuestionnaire_BriefVersion,is,Class)
R(CocaineCravingQuestionnaire_BriefVersion,SubClassOf,SubstanceCravingScale)
R(CocaineSelectiveSeverityAssessmentScale,is,Class)
R(CocaineSelectiveSeverityAssessmentScale,SubClassOf,SubstanceUseScale)
R(ComprehensiveAssessmentofAt-RiskMentalStates,is,Class)
R(ComprehensiveAssessmentofAt-RiskMentalStates,SubClassOf,PsychopathologyScale)
R(ComprehensiveAssessmentofSymptomsandHistory,is,Class)
R(ComprehensiveAssessmentofSymptomsandHistory,SubClassOf,PsychopathologyScale)
R(CumulativeIllnessRatingScale,is,Class)
R(CumulativeIllnessRatingScale,SubClassOf,LifeHistoryScale)
R(CustomaryDrinkingandDrugUseRecord,is,Class)
R(CustomaryDrinkingandDrugUseRecord,SubClassOf,SubstanceUseScale)
R(Depression,is,Class)
R(DepressionRatingScale,is,Class)
R(DepressionRatingScale,SubClassOf,MentalStateAssessmentScale,)
R(DepressionRatingScale,SubClassOf,hadUsage some Depression)
R(DiagnosticInterviewforGeneticStudies,is,Class)
R(DiagnosticInterviewforGeneticStudies,SubClassOf,PsychopathologyScale)
R(DrinkingandDrugHistoryQuestionnaire,is,Class)
R(DrinkingandDrugHistoryQuestionnaire,SubClassOf,SubstanceUseScale)
R(DrugAbuseScreeningTest-10,is,Class)
R(DrugAbuseScreeningTest-10,SubClassOf,SubstanceUseScale)
R(EdinburghHandednessInventoryQuestionnaire,is,Class)
R(EdinburghHandednessInventoryQuestionnaire,SubClassOf,HandednessQuestionnaire)
R(ExtrapyramidalSymptom,is,Class)
R(ExtrapyramidalSymptomRating,is,Class)
R(ExtrapyramidalSymptomRating,SubClassOf,RatingScale,)
R(ExtrapyramidalSymptomRating,SubClassOf,hadUsage some ExtrapyramidalSymptom)
R(ExtrapyramidalSymptomRatingScale,is,Class)
R(ExtrapyramidalSymptomRatingScale,SubClassOf,ExtrapyramidalSymptomRating)
R(EysenckImpulsivityScale,is,Class)
R(EysenckImpulsivityScale,SubClassOf,ImpulsivityScale)
R(FagerstromTestforNicotineDependence,is,Class)
R(FagerstromTestforNicotineDependence,SubClassOf,NicotineDependenceRatingScale)
R(FamilyHistoryAssessmentModule,is,Class)
R(FamilyHistoryAssessmentModule,SubClassOf,AlcoholUseScale)
R(FetalAlcoholBehaviorScale,is,Class)
R(FetalAlcoholBehaviorScale,SubClassOf,AlcoholUseScale)
R(FrontalAssessmentBattery,is,Class)
R(FrontalAssessmentBattery,SubClassOf,MentalHealthDiagnosisScale)
R(FrustrationEmotionTaskforChildren,is,Class)
R(FrustrationEmotionTaskforChildren,SubClassOf,MentalStateAssessmentScale)
R(FullScaleIntelligenceQuotient,is,Class)
R(FullScaleIntelligenceQuotient,SubClassOf,NeurocognitiveTest)
R(FunctionalCapacityRatingScale,is,Class)
R(FunctionalCapacityRatingScale,SubClassOf,RatingScale)
R(HamiltonAnxietyRatingScale,is,Class)
R(HamiltonAnxietyRatingScale,SubClassOf,AnxietyRatingScale)
R(HandednessQuestionnaire,is,Class)
R(HandednessQuestionnaire,SubClassOf,RatingScale)
R(ImpulsiveSensationSeekingScale,is,Class)
R(ImpulsiveSensationSeekingScale,SubClassOf,ImpulsivityScale)
R(ImpulsivityScale,is,Class)
R(ImpulsivityScale,SubClassOf,PersonalityRatingScale)
R(InterSePTScaleforSuicidalThinkingScale,is,Class)
R(InterSePTScaleforSuicidalThinkingScale,SubClassOf,SuicidalIdeationRatingScale)
R(LifeHistoryScale,is,Class)
R(LifeHistoryScale,SubClassOf,RatingScale)
R(MentalHealthDiagnosisScale,is,Class)
R(MentalHealthDiagnosisScale,SubClassOf,RatingScale)
R(MentalStateAssessmentScale,is,Class)
R(MentalStateAssessmentScale,SubClassOf,RatingScale)
R(MotorSkillHistory,is,Class)
R(MotorSkillHistory,SubClassOf,FunctionalCapacityRatingScale)
R(N-BackTaskTest,is,Class)
R(N-BackTaskTest,SubClassOf,NeurocognitiveTest)
R(NEOPersonalityInventoryRevised,is,Class)
R(NEOPersonalityInventoryRevised,SubClassOf,PersonalityRatingScale)
R(NationalAdultReadingTest,is,Class)
R(NationalAdultReadingTest,SubClassOf,PsychopathologyScale)
R(NegativeSymptomScale,is,Class)
R(NegativeSymptomScale,SubClassOf,PositiveNegativeSymptomRatingScale)
R(NicotineDependenceRatingScale,is,Class)
R(NicotineDependenceRatingScale,SubClassOf,SubstanceDependenceScale)
R(PROMISPainIntensity-ShortForm3a,is,Class)
R(PROMISPainIntensity-ShortForm3a,SubClassOf,PainIntensityInstrument)
R(PROMISPainIntensity-ShortForm6b,is,Class)
R(PROMISPainIntensity-ShortForm6b,SubClassOf,PainIntensityInstrument)
R(PROMISPainIntensity-ShortForm8a,is,Class)
R(PROMISPainIntensity-ShortForm8a,SubClassOf,PainIntensityInstrument)
R(PROMISParentProxyPainInterference-ShortForm8a,is,Class)
R(PROMISParentProxyPainInterference-ShortForm8a,SubClassOf,PainIntensityInstrument)
R(PROMISPediatricPainInterference-ShortForm8a,is,Class)
R(PROMISPediatricPainInterference-ShortForm8a,SubClassOf,PainIntensityInstrument)
R(PainIntensityInstrument,is,Class)
R(PainIntensityInstrument,SubClassOf,RatingScale)
R(PatientHealthQuestionnaire-2,is,Class)
R(PatientHealthQuestionnaire-2,SubClassOf,DepressionRatingScale)
R(PatientHealthQuestionnaire-9,is,Class)
R(PatientHealthQuestionnaire-9,SubClassOf,DepressionRatingScale)
R(PennEmotionRecognitionTask,is,Class)
R(PennEmotionRecognitionTask,SubClassOf,AffectiveProcessingScale)
R(PersonalandSocialPerformanceScale,is,Class)
R(PersonalandSocialPerformanceScale,SubClassOf,SocialFunctionRatingScale)
R(PersonalityRatingScale,is,Class)
R(PersonalityRatingScale,SubClassOf,RatingScale)
R(PositiveNegativeSymptomRatingScale,is,Class)
R(PositiveNegativeSymptomRatingScale,SubClassOf,PsychopathologyScale,)
R(PositiveNegativeSymptomRatingScale,SubClassOf,hadUsage some PyschopathologyPositiveNegativeSymptom)
R(PositiveSymptomScale,is,Class)
R(PositiveSymptomScale,SubClassOf,PositiveNegativeSymptomRatingScale)
R(PositiveandNegativeSyndromeScale,is,Class)
R(PositiveandNegativeSyndromeScale,SubClassOf,PositiveNegativeSymptomRatingScale)
R(PosttraumaticStressDisorderSymptomsScale,is,Class)
R(PosttraumaticStressDisorderSymptomsScale,SubClassOf,MentalHealthDiagnosisScale)
R(ProdromalSymptomRatingScale,is,Class)
R(ProdromalSymptomRatingScale,SubClassOf,PsychopathologyScale)
R(PsychopathologyScale,is,Class)
R(PsychopathologyScale,SubClassOf,RatingScale)
R(PyschopathologyPositiveNegativeSymptom,is,Class)
R(QualityofLifeRatingScale,is,Class)
R(QualityofLifeRatingScale,SubClassOf,RatingScale)
R(QualityofLifeScale,is,Class)
R(QualityofLifeScale,SubClassOf,QualityofLifeRatingScale)
R(QuestionnaireonSmokingUrges,is,Class)
R(QuestionnaireonSmokingUrges,SubClassOf,SubstanceCravingScale)
R(RatingScale,is,Class)
R(RatingScale,SubClassOf,DataCollectionInstrument)
R(ReadingtheMindintheEyesTest,is,Class)
R(ReadingtheMindintheEyesTest,SubClassOf,AffectiveProcessingScale)
R(RewardSensitivitySubscale,is,Class)
R(RewardSensitivitySubscale,SubClassOf,PersonalityRatingScale)
R(ScaletoAssessUnawarenessofMentalDisorder,is,Class)
R(ScaletoAssessUnawarenessofMentalDisorder,SubClassOf,PsychopathologyScale)
R(SchizoBipolarScale,is,Class)
R(SchizoBipolarScale,SubClassOf,PsychopathologyScale)
R(SchizotypalPersonalityQuestionnaire,is,Class)
R(SchizotypalPersonalityQuestionnaire,SubClassOf,MentalHealthDiagnosisScale)
R(Sedative-hypnotic-anxiolyticUseDisorderScale,is,Class)
R(Sedative-hypnotic-anxiolyticUseDisorderScale,SubClassOf,SubstanceUseScale)
R(Self-orderedPointingTest,is,Class)
R(Self-orderedPointingTest,SubClassOf,NeurocognitiveTest)
R(Semi-StructuredAssessmentfortheGeneticsofAlcoholism,is,Class)
R(Semi-StructuredAssessmentfortheGeneticsofAlcoholism,SubClassOf,AlcoholUseScale)
R(SimpsonAngusScale,is,Class)
R(SimpsonAngusScale,SubClassOf,ExtrapyramidalSymptomRating)
R(Single-QuestionScreeningTest-HealthProfessionalAdministered,is,Class)
R(Single-QuestionScreeningTest-HealthProfessionalAdministered,SubClassOf,SubstanceUseScale)
R(Single-QuestionScreeningTest-Self-Administered,is,Class)
R(Single-QuestionScreeningTest-Self-Administered,SubClassOf,SubstanceUseScale)
R(SocialFunctionRatingScale,is,Class)
R(SocialFunctionRatingScale,SubClassOf,RatingScale)
R(SocialResponsivenessScale,is,Class)
R(SocialResponsivenessScale,SubClassOf,SocialFunctionRatingScale)
R(SpatialWorkingMemory,is,Class)
R(SpatialWorkingMemory,SubClassOf,NeurocognitiveTest)
R(StructuredClinicalInterviewfortheDiagnosticStatisticalManualofMentalDisorder,is,Class)
R(StructuredClinicalInterviewfortheDiagnosticStatisticalManualofMentalDisorder,SubClassOf,RatingScale)
R(StructuredClinicalInterviewfortheDiagnosticStatisticalManualofMentalDisorder-5,is,Class)
R(StructuredClinicalInterviewfortheDiagnosticStatisticalManualofMentalDisorder-5,SubClassOf,StructuredClinicalInterviewfortheDiagnosticStatisticalManualofMentalDisorder)
R(StructuredInterviewforProdromalSyndromesRatingScale,is,Class)
R(StructuredInterviewforProdromalSyndromesRatingScale,SubClassOf,ProdromalSymptomRatingScale)
R(SubstanceCravingScale,is,Class)
R(SubstanceCravingScale,SubClassOf,RatingScale)
R(SubstanceDependenceScale,is,Class)
R(SubstanceDependenceScale,SubClassOf,RatingScale)
R(SubstanceUseScale,is,Class)
R(SubstanceUseScale,SubClassOf,RatingScale)
R(SuicidalIdeationRatingScale,is,Class)
R(SuicidalIdeationRatingScale,SubClassOf,PsychopathologyScale)
R(TemperamentandCharacterInventoryScale,is,Class)
R(TemperamentandCharacterInventoryScale,SubClassOf,PersonalityRatingScale)
R(TestofNonverbalIntelligence,is,Class)
R(TestofNonverbalIntelligence,SubClassOf,NeurocognitiveTest)
R(TheMontrealCognitiveAssessment,is,Class)
R(TheMontrealCognitiveAssessment,SubClassOf,NeurocognitiveTest)
R(TheSocialFunctionQuestionnaire,is,Class)
R(TheSocialFunctionQuestionnaire,SubClassOf,SocialFunctionRatingScale)
R(TimelineFollowbackMethodAssessment,is,Class)
R(TimelineFollowbackMethodAssessment,SubClassOf,SubstanceUseScale)
R(TobaccoAlcoholPrescriptionMedicationsOtherSubstance,is,Class)
R(TobaccoAlcoholPrescriptionMedicationsOtherSubstance,SubClassOf,SubstanceUseScale)
R(TopographyofVoicesRatingScale,is,Class)
R(TopographyofVoicesRatingScale,SubClassOf,PsychopathologyScale)
R(TreatmentResponseProgressScale,is,Class)
R(TreatmentResponseProgressScale,SubClassOf,RatingScale)
R(UCSDPerformancebasedSkillsAssessment,is,Class)
R(UCSDPerformancebasedSkillsAssessment,SubClassOf,FunctionalCapacityRatingScale)
R(VerbalFluencyTask,is,Class)
R(VerbalFluencyTask,SubClassOf,NeurocognitiveTest)
R(WechslerMemoryScale-Revised,is,Class)
R(WechslerMemoryScale-Revised,SubClassOf,NeurocognitiveTest)
R(WideRangeAchievementTest,is,Class)
R(WideRangeAchievementTest,SubClassOf,NeurocognitiveTest)
R(WisconsinSmokingWithdrawalScale,is,Class)
R(WisconsinSmokingWithdrawalScale,SubClassOf,SubstanceCravingScale)
R(YoungManiaRatingScale,is,Class)
R(YoungManiaRatingScale,SubClassOf,PsychopathologyScale)
R(AbdominalInductanceRespiratoryPlethysmography,is,Class)
R(AbdominalInductanceRespiratoryPlethysmography,SubClassOf,Inductance)
R(AcousticPharyngometer,is,Class)
R(AcousticPharyngometer,SubClassOf,DataCollectionInstrument)
R(Actigraph,is,Class)
R(Actigraph,SubClassOf,DataCollectionInstrument)
R(AirAudiometer,is,Class)
R(AirAudiometer,SubClassOf,Audiometer)
R(AlternativeHealthyEatingIndex2010,is,Class)
R(AlternativeHealthyEatingIndex2010,SubClassOf,NutritionQuestionnaire)
R(AmbulatoryAutomatedOscillometricSphygmomanometer,is,Class)
R(AmbulatoryAutomatedOscillometricSphygmomanometer,SubClassOf,AutomatedOscillometricSphygmomanometer)
R(Analyzer,is,Class)
R(Analyzer,SubClassOf,DataCollectionInstrument)
R(Audiometer,is,Class)
R(Audiometer,SubClassOf,DataCollectionInstrument)
R(AutomatedOscillometricSphygmomanometer,is,Class)
R(AutomatedOscillometricSphygmomanometer,SubClassOf,OscillometricSphygmomanometer)
R(BalanceBeamScale,is,Class)
R(BalanceBeamScale,SubClassOf,Scale)
R(BehaviorRatingInventoryOfExecutiveFunction,is,Class)
R(BehaviorRatingInventoryOfExecutiveFunction,SubClassOf,NeurocognitiveFunctionQuestionnaire)
R(BerlinQuestionnaire,is,Class)
R(BerlinQuestionnaire,SubClassOf,SleepQuestionnaire)
R(BipolarElectrocardiograph,is,Class)
R(BipolarElectrocardiograph,SubClassOf,Electrocardiograph)
R(BipolarSubmentalElectromyograph,is,Class)
R(BipolarSubmentalElectromyograph,SubClassOf,Electromyograph)
R(BoneConductionAudiometer,is,Class)
R(BoneConductionAudiometer,SubClassOf,Audiometer)
R(Caliper,is,Class)
R(Caliper,SubClassOf,DataCollectionInstrument)
R(Capnograph,is,Class)
R(Capnograph,SubClassOf,DataCollectionInstrument)
R(CenterForEpidemiologicStudiesDepressionScale,is,Class)
R(CenterForEpidemiologicStudiesDepressionScale,SubClassOf,MentalHealthQuestionnaire)
R(ChestWallImpedanceRespiratoryPlethysmography,is,Class)
R(ChestWallImpedanceRespiratoryPlethysmography,SubClassOf,Impedance)
R(CognitiveAbilitiesScreeningInstrument,is,Class)
R(CognitiveAbilitiesScreeningInstrument,SubClassOf,NeurocognitiveTest)
R(ComputedTomographyScan,is,Class)
R(ComputedTomographyScan,SubClassOf,Radiograph)
R(ConnersRatingScaleRevised,is,Class)
R(ConnersRatingScaleRevised,SubClassOf,NeurocognitiveFunctionQuestionnaire)
R(ControlledOralWordAssociationTestOfTheMultilingualAphasiaExamination,is,Class)
R(ControlledOralWordAssociationTestOfTheMultilingualAphasiaExamination,SubClassOf,NeurocognitiveFunctionQuestionnaire)
R(CoronaryComputedTomographyScan,is,Class)
R(CoronaryComputedTomographyScan,SubClassOf,ComputedTomographyScan)
R(DataCollectionInstrument,is,Class)
R(DataCollectionInstrument,SubClassOf,StudyInstrument)
R(DevelopmentalNeuropsychologicalAssessment,is,Class)
R(DevelopmentalNeuropsychologicalAssessment,SubClassOf,NeurocognitiveTest)
R(DigitSymbolSubstitutionOfTheWechslerAdultIntelligenceScaleRevised,is,Class)
R(DigitSymbolSubstitutionOfTheWechslerAdultIntelligenceScaleRevised,SubClassOf,NeurocognitiveTest)
R(DigitalScale,is,Class)
R(DigitalScale,SubClassOf,Scale)
R(DualEnergyXRayAbsorptiometry,is,Class)
R(DualEnergyXRayAbsorptiometry,SubClassOf,Radiograph)
R(ElectrocardiogramInstrument,is,Class)
R(ElectrocardiogramInstrument,SubClassOf,ElectrophysiologySignalMeasurementInstrument)
R(Electrocardiograph,is,Class)
R(Electrocardiograph,SubClassOf,DataCollectionInstrument)
R(ElectroencephalogramInstrument,is,Class)
R(ElectroencephalogramInstrument,SubClassOf,ElectrophysiologySignalMeasurementInstrument)
R(ElectromyogramInstrument,is,Class)
R(ElectromyogramInstrument,SubClassOf,ElectrophysiologySignalMeasurementInstrument)
R(Electromyograph,is,Class)
R(Electromyograph,SubClassOf,DataCollectionInstrument)
R(ElectrooculogramInstrument,is,Class)
R(ElectrooculogramInstrument,SubClassOf,ElectrophysiologySignalMeasurementInstrument)
R(ElectrophysiologySignalMeasurementInstrument,is,Class)
R(ElectrophysiologySignalMeasurementInstrument,SubClassOf,DataCollectionInstrument)
R(EpworthSleepinessScale,is,Class)
R(EpworthSleepinessScale,SubClassOf,SleepQuestionnaire)
R(FingertipPulseOximetry,is,Class)
R(FingertipPulseOximetry,SubClassOf,PulseOximetry)
R(GenotypingPlatform,is,Class)
R(GenotypingPlatform,SubClassOf,DataCollectionInstrument)
R(GeriatricDepressionScale,is,Class)
R(GeriatricDepressionScale,SubClassOf,MentalHealthQuestionnaire)
R(GlobalPhysicalActivityQuestionnaire,is,Class)
R(GlobalPhysicalActivityQuestionnaire,SubClassOf,PhysicalActivityQuestionnaire)
R(HarpendenStadiometer,is,Class)
R(HarpendenStadiometer,SubClassOf,Stadiometer)
R(HealthStatusQuestionnaire,is,Class)
R(HealthStatusQuestionnaire,SubClassOf,Questionnaire)
R(HispanicCommunityHealthStudySleepQuestionnaire,is,Class)
R(HispanicCommunityHealthStudySleepQuestionnaire,SubClassOf,SleepQuestionnaire)
R(ImagingInstrument,is,Class)
R(ImagingInstrument,SubClassOf,DataCollectionInstrument)
R(Impedance,is,Class)
R(Impedance,SubClassOf,RespiratoryPlethysmography)
R(Inductance,is,Class)
R(Inductance,SubClassOf,RespiratoryPlethysmography)
R(InsomniaSeverityIndex,is,Class)
R(InsomniaSeverityIndex,SubClassOf,SleepQuestionnaire)
R(IntracranialElectrode,is,Class)
R(IntracranialElectrode,SubClassOf,ElectroencephalogramInstrument)
R(LateralLumbarSpineXRay,is,Class)
R(LateralLumbarSpineXRay,SubClassOf,XRay)
R(LateralThoracicSpineXRay,is,Class)
R(LateralThoracicSpineXRay,SubClassOf,XRay)
R(MacarthurSubjectiveStatusScale,is,Class)
R(MacarthurSubjectiveStatusScale,SubClassOf,SocialStatusQuestionnaire)
R(MagneticResonanceImagingInstrument,is,Class)
R(MagneticResonanceImagingInstrument,SubClassOf,ImagingInstrument)
R(MentalHealthQuestionnaire,is,Class)
R(MentalHealthQuestionnaire,SubClassOf,Questionnaire)
R(MercurySphygmomanometer,is,Class)
R(MercurySphygmomanometer,SubClassOf,Sphygmomanometer)
R(Middle-ChildhoodHomeObservationforMeasurementoftheEnvironment,is,Class)
R(Middle-ChildhoodHomeObservationforMeasurementoftheEnvironment,SubClassOf,QualityOfLifeQuestionnaire)
R(ModifiedMiniMentalState,is,Class)
R(ModifiedMiniMentalState,SubClassOf,NeurocognitiveFunctionQuestionnaire)
R(NasalCannulaPressureTransducer,is,Class)
R(NasalCannulaPressureTransducer,SubClassOf,PressureTransducer)
R(NeurocognitiveFunctionQuestionnaire,is,Class)
R(NeurocognitiveFunctionQuestionnaire,SubClassOf,Questionnaire)
R(NeurocognitiveTest,is,Class)
R(NeurocognitiveTest,SubClassOf,RatingScale)
R(NutritionDataSystemForResearch24HourDietaryRecall,is,Class)
R(NutritionDataSystemForResearch24HourDietaryRecall,SubClassOf,NutritionQuestionnaire)
R(NutritionQuestionnaire,is,Class)
R(NutritionQuestionnaire,SubClassOf,Questionnaire)
R(ObstructiveSleepApnea18,is,Class)
R(ObstructiveSleepApnea18,SubClassOf,SleepQuestionnaire)
R(OneLeadElectrocardiograph,is,Class)
R(OneLeadElectrocardiograph,SubClassOf,Electrocardiograph)
R(OronasalThermistor,is,Class)
R(OronasalThermistor,SubClassOf,Thermistor)
R(OscillometricSphygmomanometer,is,Class)
R(OscillometricSphygmomanometer,SubClassOf,Sphygmomanometer)
R(PediatricQualityOfLifeInventory,is,Class)
R(PediatricQualityOfLifeInventory,SubClassOf,QualityOfLifeQuestionnaire)
R(PediatricSleepQuestionnaire,is,Class)
R(PediatricSleepQuestionnaire,SubClassOf,SleepQuestionnaire)
R(PhysicalActivityQuestionnaire,is,Class)
R(PhysicalActivityQuestionnaire,SubClassOf,Questionnaire)
R(PhysicalActivityScaleForTheElderly,is,Class)
R(PhysicalActivityScaleForTheElderly,SubClassOf,PhysicalActivityQuestionnaire)
R(PittsburghSleepQualityIndex,is,Class)
R(PittsburghSleepQualityIndex,SubClassOf,SleepQuestionnaire)
R(PositronEmissionTomographyInstrument,is,Class)
R(PositronEmissionTomographyInstrument,SubClassOf,ImagingInstrument)
R(PressureTransducer,is,Class)
R(PressureTransducer,SubClassOf,DataCollectionInstrument)
R(PulseOximetry,is,Class)
R(PulseOximetry,SubClassOf,DataCollectionInstrument)
R(QualityOfLifeQuestionnaire,is,Class)
R(QualityOfLifeQuestionnaire,SubClassOf,Questionnaire)
R(Questionnaire,is,Class)
R(Questionnaire,SubClassOf,DataCollectionInstrument)
R(Radiograph,is,Class)
R(Radiograph,SubClassOf,DataCollectionInstrument)
R(RadiographyInstrument,is,Class)
R(RadiographyInstrument,SubClassOf,ImagingInstrument)
R(RespiratoryPlethysmography,is,Class)
R(RespiratoryPlethysmography,SubClassOf,DataCollectionInstrument)
R(SF36Questionnaire,is,Class)
R(SF36Questionnaire,SubClassOf,HealthStatusQuestionnaire)
R(Scale,is,Class)
R(Scale,SubClassOf,DataCollectionInstrument)
R(ScalpElectrode,is,Class)
R(ScalpElectrode,SubClassOf,ElectroencephalogramInstrument)
R(SkinfoldCaliper,is,Class)
R(SkinfoldCaliper,SubClassOf,Caliper)
R(SleepAndHealthModifiedScoreQuestionnaire,is,Class)
R(SleepAndHealthModifiedScoreQuestionnaire,SubClassOf,SleepQuestionnaire)
R(SleepDiary,is,Class)
