is(double,Datatype) = 1.0
is(CHEBI_17716,Class) = 1.0
is(CHEBI_17754,Class) = 1.0
is(CHEBI_17761,Class) = 1.0
is(CHEBI_177758,Class) = 1.0
is(CHEBI_177795,Class) = 1.0
is(CHEBI_17790,Class) = 1.0
is(CHEBI_17814,Class) = 1.0
is(CHEBI_17822,Class) = 1.0
is(CHEBI_17824,Class) = 1.0
is(CHEBI_178256,Class) = 1.0
is(CHEBI_17833,Class) = 1.0
is(CHEBI_17883,Class) = 1.0
is(CHEBI_179285,Class) = 1.0
is(CHEBI_17987,Class) = 1.0
is(CHEBI_17992,Class) = 1.0
is(CHEBI_18067,Class) = 1.0
is(CHEBI_18145,Class) = 1.0
is(CHEBI_18186,Class) = 1.0
is(CHEBI_181906,Class) = 1.0
is(CHEBI_18208,Class) = 1.0
is(CHEBI_18211,Class) = 1.0
is(CHEBI_18243,Class) = 1.0
is(CHEBI_18257,Class) = 1.0
is(CHEBI_18295,Class) = 1.0
is(CHEBI_183394,Class) = 1.0
is(CHEBI_18346,Class) = 1.0
is(CHEBI_183688,Class) = 1.0
is(CHEBI_183811,Class) = 1.0
is(CHEBI_18422,Class) = 1.0
is(CHEBI_184449,Class) = 1.0
is(CHEBI_186221,Class) = 1.0
is(CHEBI_188559,Class) = 1.0
is(CHEBI_188719,Class) = 1.0
is(CHEBI_189044,Class) = 1.0
is(CHEBI_189104,Class) = 1.0
is(CHEBI_190296,Class) = 1.0
is(CHEBI_190513,Class) = 1.0
is(CHEBI_190605,Class) = 1.0
is(CHEBI_191771,Class) = 1.0
is(CHEBI_195250,Class) = 1.0
is(CHEBI_195558,Class) = 1.0
is(CHEBI_2038,Class) = 1.0
is(CHEBI_204734,Class) = 1.0
is(CHEBI_205919,Class) = 1.0
is(CHEBI_22198,Class) = 1.0
is(CHEBI_22652,Class) = 1.0
is(CHEBI_229526,Class) = 1.0
is(CHEBI_229860,Class) = 1.0
is(CHEBI_231324,Class) = 1.0
is(CHEBI_231601,Class) = 1.0
is(CHEBI_231679,Class) = 1.0
is(CHEBI_23359,Class) = 1.0
is(CHEBI_23367,Class) = 1.0
is(CHEBI_23414,Class) = 1.0
is(CHEBI_2376,Class) = 1.0
is(CHEBI_23872,Class) = 1.0
is(CHEBI_23965,Class) = 1.0
is(CHEBI_24267,Class) = 1.0
is(CHEBI_2453,Class) = 1.0
is(CHEBI_247956,Class) = 1.0
is(CHEBI_24848,Class) = 1.0
is(CHEBI_24859,Class) = 1.0
is(CHEBI_24898,Class) = 1.0
is(CHEBI_24996,Class) = 1.0
is(CHEBI_25017,Class) = 1.0
is(CHEBI_25094,Class) = 1.0
is(CHEBI_25140,Class) = 1.0
is(CHEBI_251408,Class) = 1.0
is(CHEBI_2549,Class) = 1.0
is(CHEBI_25555,Class) = 1.0
is(CHEBI_2566,Class) = 1.0
is(CHEBI_25805,Class) = 1.0
is(CHEBI_26078,Class) = 1.0
is(CHEBI_2611,Class) = 1.0
is(CHEBI_261649,Class) = 1.0
is(CHEBI_2618,Class) = 1.0
is(CHEBI_26216,Class) = 1.0
is(CHEBI_26271,Class) = 1.0
is(CHEBI_2637,Class) = 1.0
is(CHEBI_2639,Class) = 1.0
is(CHEBI_26580,Class) = 1.0
is(CHEBI_2659,Class) = 1.0
is(CHEBI_2663,Class) = 1.0
is(CHEBI_26642,Class) = 1.0
is(CHEBI_2666,Class) = 1.0
is(CHEBI_2668,Class) = 1.0
is(CHEBI_26708,Class) = 1.0
is(CHEBI_26710,Class) = 1.0
is(CHEBI_2673,Class) = 1.0
is(CHEBI_2676,Class) = 1.0
is(CHEBI_2679,Class) = 1.0
is(CHEBI_2682,Class) = 1.0
is(CHEBI_26833,Class) = 1.0
is(CHEBI_26836,Class) = 1.0
is(CHEBI_26849,Class) = 1.0
is(CHEBI_26948,Class) = 1.0
is(CHEBI_26977,Class) = 1.0
is(CHEBI_26986,Class) = 1.0
is(CHEBI_27013,Class) = 1.0
is(CHEBI_271436,Class) = 1.0
is(CHEBI_27266,Class) = 1.0
is(CHEBI_27306,Class) = 1.0
is(CHEBI_27373,Class) = 1.0
is(CHEBI_27407,Class) = 1.0
is(CHEBI_27446,Class) = 1.0
is(CHEBI_27455,Class) = 1.0
is(CHEBI_27470,Class) = 1.0
is(CHEBI_27518,Class) = 1.0
is(CHEBI_27570,Class) = 1.0
is(CHEBI_27644,Class) = 1.0
is(CHEBI_27690,Class) = 1.0
is(CHEBI_27698,Class) = 1.0
is(CHEBI_27732,Class) = 1.0
is(CHEBI_27779,Class) = 1.0
is(CHEBI_27810,Class) = 1.0
is(CHEBI_27897,Class) = 1.0
is(CHEBI_27902,Class) = 1.0
is(CHEBI_27909,Class) = 1.0
is(CHEBI_27953,Class) = 1.0
is(CHEBI_27961,Class) = 1.0
is(CHEBI_27974,Class) = 1.0
is(CHEBI_28001,Class) = 1.0
is(CHEBI_28017,Class) = 1.0
is(CHEBI_28032,Class) = 1.0
is(CHEBI_28044,Class) = 1.0
is(CHEBI_28077,Class) = 1.0
is(CHEBI_28177,Class) = 1.0
is(CHEBI_28241,Class) = 1.0
is(CHEBI_28262,Class) = 1.0
is(CHEBI_28300,Class) = 1.0
is(CHEBI_28384,Class) = 1.0
is(CHEBI_28487,Class) = 1.0
is(CHEBI_28591,Class) = 1.0
is(CHEBI_28593,Class) = 1.0
is(CHEBI_28621,Class) = 1.0
is(CHEBI_28669,Class) = 1.0
is(CHEBI_28674,Class) = 1.0
is(CHEBI_28680,Class) = 1.0
is(CHEBI_28685,Class) = 1.0
is(CHEBI_28689,Class) = 1.0
is(CHEBI_28741,Class) = 1.0
is(CHEBI_28757,Class) = 1.0
is(CHEBI_2877,Class) = 1.0
is(CHEBI_28787,Class) = 1.0
is(CHEBI_28794,Class) = 1.0
is(CHEBI_28837,Class) = 1.0
is(CHEBI_28864,Class) = 1.0
is(CHEBI_28876,Class) = 1.0
is(CHEBI_28885,Class) = 1.0
is(CHEBI_28887,Class) = 1.0
is(CHEBI_28915,Class) = 1.0
is(CHEBI_28918,Class) = 1.0
is(CHEBI_28940,Class) = 1.0
is(CHEBI_28971,Class) = 1.0
is(CHEBI_29007,Class) = 1.0
is(CHEBI_29016,Class) = 1.0
is(CHEBI_291342,Class) = 1.0
is(CHEBI_291902,Class) = 1.0
is(CHEBI_2922,Class) = 1.0
is(CHEBI_29222,Class) = 1.0
is(CHEBI_29377,Class) = 1.0
is(CHEBI_2955,Class) = 1.0
is(CHEBI_29688,Class) = 1.0
is(CHEBI_29693,Class) = 1.0
is(CHEBI_29708,Class) = 1.0
is(CHEBI_2972,Class) = 1.0
is(CHEBI_29805,Class) = 1.0
is(CHEBI_29864,Class) = 1.0
is(CHEBI_29987,Class) = 1.0
is(CHEBI_3001,Class) = 1.0
is(CHEBI_30114,Class) = 1.0
is(CHEBI_3013,Class) = 1.0
is(CHEBI_30178,Class) = 1.0
is(CHEBI_30187,Class) = 1.0
is(CHEBI_30207,Class) = 1.0
is(CHEBI_30217,Class) = 1.0
is(CHEBI_30245,Class) = 1.0
is(CHEBI_30251,Class) = 1.0
is(CHEBI_30313,Class) = 1.0
is(CHEBI_30363,Class) = 1.0
is(CHEBI_30563,Class) = 1.0
is(CHEBI_3061,Class) = 1.0
is(CHEBI_30618,Class) = 1.0
is(CHEBI_30659,Class) = 1.0
is(CHEBI_30660,Class) = 1.0
is(CHEBI_30751,Class) = 1.0
is(CHEBI_30753,Class) = 1.0
is(CHEBI_30769,Class) = 1.0
is(CHEBI_3077,Class) = 1.0
is(CHEBI_30808,Class) = 1.0
is(CHEBI_30823,Class) = 1.0
is(CHEBI_30830,Class) = 1.0
is(CHEBI_30832,Class) = 1.0
is(CHEBI_3090,Class) = 1.0
is(CHEBI_30911,Class) = 1.0
is(CHEBI_31000,Class) = 1.0
is(CHEBI_31159,Class) = 1.0
is(CHEBI_31162,Class) = 1.0
is(CHEBI_31174,Class) = 1.0
is(CHEBI_31199,Class) = 1.0
is(CHEBI_31206,Class) = 1.0
is(CHEBI_31225,Class) = 1.0
is(CHEBI_3125,Class) = 1.0
is(CHEBI_31286,Class) = 1.0
is(CHEBI_31292,Class) = 1.0
is(CHEBI_31302,Class) = 1.0
is(CHEBI_31306,Class) = 1.0
is(CHEBI_31308,Class) = 1.0
is(CHEBI_31317,Class) = 1.0
is(CHEBI_31336,Class) = 1.0
is(CHEBI_31346,Class) = 1.0
is(CHEBI_31403,Class) = 1.0
is(CHEBI_31431,Class) = 1.0
is(CHEBI_31439,Class) = 1.0
is(CHEBI_31515,Class) = 1.0
is(CHEBI_31536,Class) = 1.0
is(CHEBI_31604,Class) = 1.0
is(CHEBI_31607,Class) = 1.0
is(CHEBI_31608,Class) = 1.0
is(CHEBI_31638,Class) = 1.0
is(CHEBI_31663,Class) = 1.0
is(CHEBI_31711,Class) = 1.0
is(CHEBI_3175,Class) = 1.0
is(CHEBI_31765,Class) = 1.0
is(CHEBI_31781,Class) = 1.0
is(CHEBI_31783,Class) = 1.0
is(CHEBI_31790,Class) = 1.0
is(CHEBI_31793,Class) = 1.0
is(CHEBI_31794,Class) = 1.0
is(CHEBI_31809,Class) = 1.0
is(CHEBI_3183,Class) = 1.0
is(CHEBI_31832,Class) = 1.0
is(CHEBI_31835,Class) = 1.0
is(CHEBI_31845,Class) = 1.0
is(CHEBI_31905,Class) = 1.0
is(CHEBI_31981,Class) = 1.0
is(CHEBI_32026,Class) = 1.0
is(CHEBI_32027,Class) = 1.0
is(CHEBI_32029,Class) = 1.0
is(CHEBI_32030,Class) = 1.0
is(CHEBI_32035,Class) = 1.0
is(CHEBI_32063,Class) = 1.0
is(CHEBI_3207,Class) = 1.0
is(CHEBI_32076,Class) = 1.0
is(CHEBI_32111,Class) = 1.0
is(CHEBI_32114,Class) = 1.0
is(CHEBI_3213,Class) = 1.0
is(CHEBI_32139,Class) = 1.0
is(CHEBI_32145,Class) = 1.0
is(CHEBI_3215,Class) = 1.0
is(CHEBI_32150,Class) = 1.0
is(CHEBI_32154,Class) = 1.0
is(CHEBI_32159,Class) = 1.0
is(CHEBI_3216,Class) = 1.0
is(CHEBI_32176,Class) = 1.0
is(CHEBI_32178,Class) = 1.0
is(CHEBI_32184,Class) = 1.0
is(CHEBI_3219,Class) = 1.0
is(CHEBI_32234,Class) = 1.0
is(CHEBI_32242,Class) = 1.0
is(CHEBI_32256,Class) = 1.0
is(CHEBI_32269,Class) = 1.0
is(CHEBI_3228,Class) = 1.0
is(CHEBI_3231,Class) = 1.0
is(CHEBI_3238,Class) = 1.0
is(CHEBI_32391,Class) = 1.0
is(CHEBI_3240,Class) = 1.0
is(CHEBI_32588,Class) = 1.0
is(CHEBI_32599,Class) = 1.0
is(CHEBI_32687,Class) = 1.0
is(CHEBI_32879,Class) = 1.0
is(CHEBI_32888,Class) = 1.0
is(CHEBI_32914,Class) = 1.0
is(CHEBI_32954,Class) = 1.0
is(CHEBI_3309,Class) = 1.0
is(CHEBI_3311,Class) = 1.0
is(CHEBI_33118,Class) = 1.0
is(CHEBI_3312,Class) = 1.0
is(CHEBI_33130,Class) = 1.0
is(CHEBI_33167,Class) = 1.0
is(CHEBI_33234,Class) = 1.0
is(CHEBI_33697,Class) = 1.0
is(CHEBI_3374,Class) = 1.0
is(CHEBI_3380,Class) = 1.0
is(CHEBI_3385,Class) = 1.0
is(CHEBI_3387,Class) = 1.0
is(CHEBI_3390,Class) = 1.0
is(CHEBI_3395,Class) = 1.0
is(CHEBI_3398,Class) = 1.0
is(CHEBI_3403,Class) = 1.0
is(CHEBI_34056,Class) = 1.0
is(CHEBI_3419,Class) = 1.0
is(CHEBI_34247,Class) = 1.0
is(CHEBI_3435,Class) = 1.0
is(CHEBI_34380,Class) = 1.0
is(CHEBI_34393,Class) = 1.0
is(CHEBI_3441,Class) = 1.0
is(CHEBI_34683,Class) = 1.0
is(CHEBI_34698,Class) = 1.0
is(CHEBI_34706,Class) = 1.0
is(CHEBI_34749,Class) = 1.0
is(CHEBI_34764,Class) = 1.0
is(CHEBI_3478,Class) = 1.0
is(CHEBI_34825,Class) = 1.0
is(CHEBI_34840,Class) = 1.0
is(CHEBI_34888,Class) = 1.0
is(CHEBI_34911,Class) = 1.0
is(CHEBI_34914,Class) = 1.0
is(CHEBI_34918,Class) = 1.0
is(CHEBI_35018,Class) = 1.0
is(CHEBI_3504,Class) = 1.0
is(CHEBI_3508,Class) = 1.0
is(CHEBI_35149,Class) = 1.0
is(CHEBI_3515,Class) = 1.0
is(CHEBI_35176,Class) = 1.0
is(CHEBI_35255,Class) = 1.0
is(CHEBI_3534,Class) = 1.0
is(CHEBI_3561,Class) = 1.0
is(CHEBI_3565,Class) = 1.0
is(CHEBI_35720,Class) = 1.0
is(CHEBI_35812,Class) = 1.0
is(CHEBI_35854,Class) = 1.0
is(CHEBI_3611,Class) = 1.0
is(CHEBI_3614,Class) = 1.0
is(CHEBI_3619,Class) = 1.0
is(CHEBI_3642,Class) = 1.0
is(CHEBI_3647,Class) = 1.0
is(CHEBI_3651,Class) = 1.0
is(CHEBI_3655,Class) = 1.0
is(CHEBI_36560,Class) = 1.0
is(CHEBI_36592,Class) = 1.0
is(CHEBI_36704,Class) = 1.0
is(CHEBI_36773,Class) = 1.0
is(CHEBI_36796,Class) = 1.0
is(CHEBI_3682,Class) = 1.0
is(CHEBI_3720,Class) = 1.0
is(CHEBI_3738,Class) = 1.0
is(CHEBI_37397,Class) = 1.0
is(CHEBI_3745,Class) = 1.0
is(CHEBI_37510,Class) = 1.0
is(CHEBI_3756,Class) = 1.0
is(CHEBI_37585,Class) = 1.0
is(CHEBI_37586,Class) = 1.0
is(CHEBI_3764,Class) = 1.0
is(CHEBI_37808,Class) = 1.0
is(CHEBI_37941,Class) = 1.0
is(CHEBI_3815,Class) = 1.0
is(CHEBI_38545,Class) = 1.0
is(CHEBI_38722,Class) = 1.0
is(CHEBI_39098,Class) = 1.0
is(CHEBI_391960,Class) = 1.0
is(CHEBI_3920,Class) = 1.0
is(CHEBI_39384,Class) = 1.0
is(CHEBI_39462,Class) = 1.0
is(CHEBI_39465,Class) = 1.0
is(CHEBI_39548,Class) = 1.0
is(CHEBI_39561,Class) = 1.0
is(CHEBI_3988,Class) = 1.0
is(CHEBI_3994,Class) = 1.0
is(CHEBI_3996,Class) = 1.0
is(CHEBI_40021,Class) = 1.0
is(CHEBI_40279,Class) = 1.0
is(CHEBI_40303,Class) = 1.0
is(CHEBI_4031,Class) = 1.0
is(CHEBI_40572,Class) = 1.0
is(CHEBI_41060,Class) = 1.0
is(CHEBI_41237,Class) = 1.0
is(CHEBI_41423,Class) = 1.0
is(CHEBI_41774,Class) = 1.0
is(CHEBI_41872,Class) = 1.0
is(CHEBI_41879,Class) = 1.0
is(CHEBI_41922,Class) = 1.0
is(CHEBI_41948,Class) = 1.0
is(CHEBI_42068,Class) = 1.0
is(CHEBI_42191,Class) = 1.0
is(CHEBI_42638,Class) = 1.0
is(CHEBI_42944,Class) = 1.0
is(CHEBI_4305,Class) = 1.0
is(CHEBI_4317,Class) = 1.0
is(CHEBI_44185,Class) = 1.0
is(CHEBI_44368,Class) = 1.0
is(CHEBI_44445,Class) = 1.0
is(CHEBI_4450,Class) = 1.0
is(CHEBI_4453,Class) = 1.0
is(CHEBI_4464,Class) = 1.0
is(CHEBI_4469,Class) = 1.0
is(CHEBI_4470,Class) = 1.0
is(CHEBI_4489,Class) = 1.0
is(CHEBI_4495,Class) = 1.0
is(CHEBI_45081,Class) = 1.0
is(CHEBI_4514,Class) = 1.0
is(CHEBI_4518,Class) = 1.0
is(CHEBI_45267,Class) = 1.0
is(CHEBI_4530,Class) = 1.0
is(CHEBI_453011,Class) = 1.0
is(CHEBI_45373,Class) = 1.0
is(CHEBI_45409,Class) = 1.0
is(CHEBI_4562,Class) = 1.0
is(CHEBI_45783,Class) = 1.0
is(CHEBI_45895,Class) = 1.0
is(CHEBI_4591,Class) = 1.0
is(CHEBI_45924,Class) = 1.0
is(CHEBI_45979,Class) = 1.0
is(CHEBI_45980,Class) = 1.0
is(CHEBI_4604,Class) = 1.0
is(CHEBI_46195,Class) = 1.0
is(CHEBI_46245,Class) = 1.0
is(CHEBI_4631,Class) = 1.0
is(CHEBI_46345,Class) = 1.0
is(CHEBI_4636,Class) = 1.0
is(CHEBI_4638,Class) = 1.0
is(CHEBI_4653,Class) = 1.0
is(CHEBI_4657,Class) = 1.0
is(CHEBI_4670,Class) = 1.0
is(CHEBI_46726,Class) = 1.0
is(CHEBI_46793,Class) = 1.0
is(CHEBI_46859,Class) = 1.0
is(CHEBI_4710,Class) = 1.0
is(CHEBI_4712,Class) = 1.0
is(CHEBI_4724,Class) = 1.0
is(CHEBI_4728,Class) = 1.0
is(CHEBI_47381,Class) = 1.0
is(CHEBI_47426,Class) = 1.0
is(CHEBI_4754,Class) = 1.0
is(CHEBI_47554,Class) = 1.0
is(CHEBI_47657,Class) = 1.0
is(CHEBI_4784,Class) = 1.0
is(CHEBI_47898,Class) = 1.0
is(CHEBI_48140,Class) = 1.0
is(CHEBI_4822,Class) = 1.0
is(CHEBI_48339,Class) = 1.0
is(CHEBI_48408,Class) = 1.0
is(CHEBI_48416,Class) = 1.0
is(CHEBI_48538,Class) = 1.0
is(CHEBI_4856,Class) = 1.0
is(CHEBI_48574,Class) = 1.0
is(CHEBI_4858,Class) = 1.0
is(CHEBI_48669,Class) = 1.0
is(CHEBI_4873,Class) = 1.0
is(CHEBI_487869,Class) = 1.0
is(CHEBI_48923,Class) = 1.0
is(CHEBI_48981,Class) = 1.0
is(CHEBI_4903,Class) = 1.0
is(CHEBI_49040,Class) = 1.0
is(CHEBI_4911,Class) = 1.0
is(CHEBI_4917,Class) = 1.0
is(CHEBI_49553,Class) = 1.0
is(CHEBI_49566,Class) = 1.0
is(CHEBI_49575,Class) = 1.0
is(CHEBI_49662,Class) = 1.0
is(CHEBI_4975,Class) = 1.0
is(CHEBI_49900,Class) = 1.0
is(CHEBI_49976,Class) = 1.0
is(CHEBI_50217,Class) = 1.0
is(CHEBI_50305,Class) = 1.0
is(CHEBI_50369,Class) = 1.0
is(CHEBI_50673,Class) = 1.0
is(CHEBI_50693,Class) = 1.0
is(CHEBI_50694,Class) = 1.0
is(CHEBI_50742,Class) = 1.0
is(CHEBI_50749,Class) = 1.0
is(CHEBI_50819,Class) = 1.0
is(CHEBI_50821,Class) = 1.0
is(CHEBI_50838,Class) = 1.0
is(CHEBI_50841,Class) = 1.0
is(CHEBI_50845,Class) = 1.0
is(CHEBI_5098,Class) = 1.0
is(CHEBI_51043,Class) = 1.0
is(CHEBI_5108,Class) = 1.0
is(CHEBI_5109,Class) = 1.0
is(CHEBI_51141,Class) = 1.0
is(CHEBI_51209,Class) = 1.0
is(CHEBI_5123,Class) = 1.0
is(CHEBI_5127,Class) = 1.0
is(CHEBI_5128,Class) = 1.0
is(CHEBI_5130,Class) = 1.0
is(CHEBI_5134,Class) = 1.0
is(CHEBI_51380,Class) = 1.0
is(CHEBI_5141,Class) = 1.0
is(CHEBI_51805,Class) = 1.0
is(CHEBI_52010,Class) = 1.0
is(CHEBI_52071,Class) = 1.0
is(CHEBI_52357,Class) = 1.0
is(CHEBI_52683,Class) = 1.0
is(CHEBI_5291,Class) = 1.0
