is(double,Datatype) = 1.0
is(CHEBI_135163,Class) = 1.0
is(CHEBI_135165,Class) = 1.0
is(CHEBI_135183,Class) = 1.0
is(CHEBI_135207,Class) = 1.0
is(CHEBI_135222,Class) = 1.0
is(CHEBI_135227,Class) = 1.0
is(CHEBI_135228,Class) = 1.0
is(CHEBI_135276,Class) = 1.0
is(CHEBI_135285,Class) = 1.0
is(CHEBI_135288,Class) = 1.0
is(CHEBI_135329,Class) = 1.0
is(CHEBI_135343,Class) = 1.0
is(CHEBI_135361,Class) = 1.0
is(CHEBI_135372,Class) = 1.0
is(CHEBI_135379,Class) = 1.0
is(CHEBI_135399,Class) = 1.0
is(CHEBI_135422,Class) = 1.0
is(CHEBI_135428,Class) = 1.0
is(CHEBI_135433,Class) = 1.0
is(CHEBI_135497,Class) = 1.0
is(CHEBI_135515,Class) = 1.0
is(CHEBI_135520,Class) = 1.0
is(CHEBI_135523,Class) = 1.0
is(CHEBI_135556,Class) = 1.0
is(CHEBI_135572,Class) = 1.0
is(CHEBI_135573,Class) = 1.0
is(CHEBI_135590,Class) = 1.0
is(CHEBI_135601,Class) = 1.0
is(CHEBI_135611,Class) = 1.0
is(CHEBI_135627,Class) = 1.0
is(CHEBI_135652,Class) = 1.0
is(CHEBI_135655,Class) = 1.0
is(CHEBI_135726,Class) = 1.0
is(CHEBI_135738,Class) = 1.0
is(CHEBI_135756,Class) = 1.0
is(CHEBI_135832,Class) = 1.0
is(CHEBI_135839,Class) = 1.0
is(CHEBI_135849,Class) = 1.0
is(CHEBI_135925,Class) = 1.0
is(CHEBI_135933,Class) = 1.0
is(CHEBI_135934,Class) = 1.0
is(CHEBI_135935,Class) = 1.0
is(CHEBI_135939,Class) = 1.0
is(CHEBI_135978,Class) = 1.0
is(CHEBI_136003,Class) = 1.0
is(CHEBI_136014,Class) = 1.0
is(CHEBI_137881,Class) = 1.0
is(CHEBI_138824,Class) = 1.0
is(CHEBI_140421,Class) = 1.0
is(CHEBI_140427,Class) = 1.0
is(CHEBI_140503,Class) = 1.0
is(CHEBI_140618,Class) = 1.0
is(CHEBI_141517,Class) = 1.0
is(CHEBI_142290,Class) = 1.0
is(CHEBI_142406,Class) = 1.0
is(CHEBI_143266,Class) = 1.0
is(CHEBI_145232,Class) = 1.0
is(CHEBI_145567,Class) = 1.0
is(CHEBI_150326,Class) = 1.0
is(CHEBI_15354,Class) = 1.0
is(CHEBI_15356,Class) = 1.0
is(CHEBI_15365,Class) = 1.0
is(CHEBI_15366,Class) = 1.0
is(CHEBI_15367,Class) = 1.0
is(CHEBI_15377,Class) = 1.0
is(CHEBI_15407,Class) = 1.0
is(CHEBI_15409,Class) = 1.0
is(CHEBI_15428,Class) = 1.0
is(CHEBI_15443,Class) = 1.0
is(CHEBI_15544,Class) = 1.0
is(CHEBI_15551,Class) = 1.0
is(CHEBI_15553,Class) = 1.0
is(CHEBI_156496,Class) = 1.0
is(CHEBI_15676,Class) = 1.0
is(CHEBI_15741,Class) = 1.0
is(CHEBI_15765,Class) = 1.0
is(CHEBI_15854,Class) = 1.0
is(CHEBI_15882,Class) = 1.0
is(CHEBI_15940,Class) = 1.0
is(CHEBI_15956,Class) = 1.0
is(CHEBI_16109,Class) = 1.0
is(CHEBI_16113,Class) = 1.0
is(CHEBI_16125,Class) = 1.0
is(CHEBI_16134,Class) = 1.0
is(CHEBI_16150,Class) = 1.0
is(CHEBI_16199,Class) = 1.0
is(CHEBI_16204,Class) = 1.0
is(CHEBI_16236,Class) = 1.0
is(CHEBI_16240,Class) = 1.0
is(CHEBI_16336,Class) = 1.0
is(CHEBI_16347,Class) = 1.0
is(CHEBI_164200,Class) = 1.0
is(CHEBI_16449,Class) = 1.0
is(CHEBI_16526,Class) = 1.0
is(CHEBI_16684,Class) = 1.0
is(CHEBI_166975,Class) = 1.0
is(CHEBI_16704,Class) = 1.0
is(CHEBI_16709,Class) = 1.0
is(CHEBI_16714,Class) = 1.0
is(CHEBI_167574,Class) = 1.0
is(CHEBI_167626,Class) = 1.0
is(CHEBI_16794,Class) = 1.0
is(CHEBI_16796,Class) = 1.0
is(CHEBI_16811,Class) = 1.0
is(CHEBI_168396,Class) = 1.0
is(CHEBI_168398,Class) = 1.0
is(CHEBI_16842,Class) = 1.0
is(CHEBI_168426,Class) = 1.0
is(CHEBI_169105,Class) = 1.0
is(CHEBI_16914,Class) = 1.0
is(CHEBI_16997,Class) = 1.0
is(CHEBI_17015,Class) = 1.0
is(CHEBI_17026,Class) = 1.0
is(CHEBI_17076,Class) = 1.0
is(CHEBI_17113,Class) = 1.0
is(CHEBI_17151,Class) = 1.0
is(CHEBI_17154,Class) = 1.0
is(CHEBI_17231,Class) = 1.0
is(CHEBI_17234,Class) = 1.0
is(CHEBI_17246,Class) = 1.0
is(CHEBI_172677,Class) = 1.0
is(CHEBI_172943,Class) = 1.0
is(CHEBI_17303,Class) = 1.0
is(CHEBI_17309,Class) = 1.0
is(CHEBI_17347,Class) = 1.0
is(CHEBI_174175,Class) = 1.0
is(CHEBI_17439,Class) = 1.0
is(CHEBI_17486,Class) = 1.0
is(CHEBI_17549,Class) = 1.0
is(CHEBI_17579,Class) = 1.0
is(CHEBI_175901,Class) = 1.0
is(CHEBI_17594,Class) = 1.0
is(CHEBI_17650,Class) = 1.0
is(CHEBI_17682,Class) = 1.0
is(CHEBI_176844,Class) = 1.0
is(CHEBI_17698,Class) = 1.0
is(CHEBI_17716,Class) = 1.0
is(CHEBI_17754,Class) = 1.0
is(CHEBI_17790,Class) = 1.0
is(CHEBI_17822,Class) = 1.0
is(CHEBI_17824,Class) = 1.0
is(CHEBI_178256,Class) = 1.0
is(CHEBI_17833,Class) = 1.0
is(CHEBI_17883,Class) = 1.0
is(CHEBI_17976,Class) = 1.0
is(CHEBI_17987,Class) = 1.0
is(CHEBI_17992,Class) = 1.0
is(CHEBI_18067,Class) = 1.0
is(CHEBI_18145,Class) = 1.0
is(CHEBI_18186,Class) = 1.0
is(CHEBI_181906,Class) = 1.0
is(CHEBI_18208,Class) = 1.0
is(CHEBI_18243,Class) = 1.0
is(CHEBI_18295,Class) = 1.0
is(CHEBI_183394,Class) = 1.0
is(CHEBI_183811,Class) = 1.0
is(CHEBI_18422,Class) = 1.0
is(CHEBI_186221,Class) = 1.0
is(CHEBI_18723,Class) = 1.0
is(CHEBI_189104,Class) = 1.0
is(CHEBI_190294,Class) = 1.0
is(CHEBI_190296,Class) = 1.0
is(CHEBI_195250,Class) = 1.0
is(CHEBI_195409,Class) = 1.0
is(CHEBI_204734,Class) = 1.0
is(CHEBI_204928,Class) = 1.0
is(CHEBI_205919,Class) = 1.0
is(CHEBI_22198,Class) = 1.0
is(CHEBI_22652,Class) = 1.0
is(CHEBI_229226,Class) = 1.0
is(CHEBI_231601,Class) = 1.0
is(CHEBI_2379,Class) = 1.0
is(CHEBI_23866,Class) = 1.0
is(CHEBI_23872,Class) = 1.0
is(CHEBI_23965,Class) = 1.0
is(CHEBI_24267,Class) = 1.0
is(CHEBI_2453,Class) = 1.0
is(CHEBI_24848,Class) = 1.0
is(CHEBI_24859,Class) = 1.0
is(CHEBI_24898,Class) = 1.0
is(CHEBI_24996,Class) = 1.0
is(CHEBI_2500,Class) = 1.0
is(CHEBI_25017,Class) = 1.0
is(CHEBI_2509,Class) = 1.0
is(CHEBI_25094,Class) = 1.0
is(CHEBI_25140,Class) = 1.0
is(CHEBI_2549,Class) = 1.0
is(CHEBI_25555,Class) = 1.0
is(CHEBI_2566,Class) = 1.0
is(CHEBI_25805,Class) = 1.0
is(CHEBI_26078,Class) = 1.0
is(CHEBI_2611,Class) = 1.0
is(CHEBI_26125,Class) = 1.0
is(CHEBI_261649,Class) = 1.0
is(CHEBI_26216,Class) = 1.0
is(CHEBI_26271,Class) = 1.0
is(CHEBI_2637,Class) = 1.0
is(CHEBI_2639,Class) = 1.0
is(CHEBI_2659,Class) = 1.0
is(CHEBI_2663,Class) = 1.0
is(CHEBI_2666,Class) = 1.0
is(CHEBI_2668,Class) = 1.0
is(CHEBI_26709,Class) = 1.0
is(CHEBI_26710,Class) = 1.0
is(CHEBI_2676,Class) = 1.0
is(CHEBI_2679,Class) = 1.0
is(CHEBI_26833,Class) = 1.0
is(CHEBI_26836,Class) = 1.0
is(CHEBI_26849,Class) = 1.0
is(CHEBI_26876,Class) = 1.0
is(CHEBI_26948,Class) = 1.0
is(CHEBI_26977,Class) = 1.0
is(CHEBI_26986,Class) = 1.0
is(CHEBI_27013,Class) = 1.0
is(CHEBI_27266,Class) = 1.0
is(CHEBI_27306,Class) = 1.0
is(CHEBI_27373,Class) = 1.0
is(CHEBI_27436,Class) = 1.0
is(CHEBI_27446,Class) = 1.0
is(CHEBI_27470,Class) = 1.0
is(CHEBI_27570,Class) = 1.0
is(CHEBI_27607,Class) = 1.0
is(CHEBI_27701,Class) = 1.0
is(CHEBI_27732,Class) = 1.0
is(CHEBI_27750,Class) = 1.0
is(CHEBI_27786,Class) = 1.0
is(CHEBI_27796,Class) = 1.0
is(CHEBI_27810,Class) = 1.0
is(CHEBI_27897,Class) = 1.0
is(CHEBI_27961,Class) = 1.0
is(CHEBI_27974,Class) = 1.0
is(CHEBI_28001,Class) = 1.0
is(CHEBI_28044,Class) = 1.0
is(CHEBI_28115,Class) = 1.0
is(CHEBI_28123,Class) = 1.0
is(CHEBI_28148,Class) = 1.0
is(CHEBI_28177,Class) = 1.0
is(CHEBI_28262,Class) = 1.0
is(CHEBI_28304,Class) = 1.0
is(CHEBI_28445,Class) = 1.0
is(CHEBI_28502,Class) = 1.0
is(CHEBI_28527,Class) = 1.0
is(CHEBI_28568,Class) = 1.0
is(CHEBI_28591,Class) = 1.0
is(CHEBI_28593,Class) = 1.0
is(CHEBI_28621,Class) = 1.0
is(CHEBI_28674,Class) = 1.0
is(CHEBI_28680,Class) = 1.0
is(CHEBI_28689,Class) = 1.0
is(CHEBI_28741,Class) = 1.0
is(CHEBI_28757,Class) = 1.0
is(CHEBI_2877,Class) = 1.0
is(CHEBI_28787,Class) = 1.0
is(CHEBI_28864,Class) = 1.0
is(CHEBI_28885,Class) = 1.0
is(CHEBI_28918,Class) = 1.0
is(CHEBI_28925,Class) = 1.0
is(CHEBI_28934,Class) = 1.0
is(CHEBI_28940,Class) = 1.0
is(CHEBI_2896,Class) = 1.0
is(CHEBI_28971,Class) = 1.0
is(CHEBI_28973,Class) = 1.0
is(CHEBI_29016,Class) = 1.0
is(CHEBI_2904,Class) = 1.0
is(CHEBI_29222,Class) = 1.0
is(CHEBI_29228,Class) = 1.0
is(CHEBI_29377,Class) = 1.0
is(CHEBI_2955,Class) = 1.0
is(CHEBI_29708,Class) = 1.0
is(CHEBI_29805,Class) = 1.0
is(CHEBI_29864,Class) = 1.0
is(CHEBI_29987,Class) = 1.0
is(CHEBI_3011,Class) = 1.0
is(CHEBI_30114,Class) = 1.0
is(CHEBI_30187,Class) = 1.0
is(CHEBI_3023,Class) = 1.0
is(CHEBI_30245,Class) = 1.0
is(CHEBI_30313,Class) = 1.0
is(CHEBI_3032,Class) = 1.0
is(CHEBI_30363,Class) = 1.0
is(CHEBI_30563,Class) = 1.0
is(CHEBI_30618,Class) = 1.0
is(CHEBI_30660,Class) = 1.0
is(CHEBI_30751,Class) = 1.0
is(CHEBI_30753,Class) = 1.0
is(CHEBI_30768,Class) = 1.0
is(CHEBI_30769,Class) = 1.0
is(CHEBI_3077,Class) = 1.0
is(CHEBI_3082,Class) = 1.0
is(CHEBI_30911,Class) = 1.0
is(CHEBI_309594,Class) = 1.0
is(CHEBI_31000,Class) = 1.0
is(CHEBI_31174,Class) = 1.0
is(CHEBI_31186,Class) = 1.0
is(CHEBI_31225,Class) = 1.0
is(CHEBI_31236,Class) = 1.0
is(CHEBI_3125,Class) = 1.0
is(CHEBI_31286,Class) = 1.0
is(CHEBI_31293,Class) = 1.0
is(CHEBI_31403,Class) = 1.0
is(CHEBI_31439,Class) = 1.0
is(CHEBI_31444,Class) = 1.0
is(CHEBI_31515,Class) = 1.0
is(CHEBI_31536,Class) = 1.0
is(CHEBI_31584,Class) = 1.0
is(CHEBI_31597,Class) = 1.0
is(CHEBI_31604,Class) = 1.0
is(CHEBI_31607,Class) = 1.0
is(CHEBI_31608,Class) = 1.0
is(CHEBI_31622,Class) = 1.0
is(CHEBI_31624,Class) = 1.0
is(CHEBI_31711,Class) = 1.0
is(CHEBI_3175,Class) = 1.0
is(CHEBI_31784,Class) = 1.0
is(CHEBI_31790,Class) = 1.0
is(CHEBI_31793,Class) = 1.0
is(CHEBI_31794,Class) = 1.0
is(CHEBI_3181,Class) = 1.0
is(CHEBI_3183,Class) = 1.0
is(CHEBI_31832,Class) = 1.0
is(CHEBI_31835,Class) = 1.0
is(CHEBI_31902,Class) = 1.0
is(CHEBI_31943,Class) = 1.0
is(CHEBI_32015,Class) = 1.0
is(CHEBI_32026,Class) = 1.0
is(CHEBI_32027,Class) = 1.0
is(CHEBI_32034,Class) = 1.0
is(CHEBI_32035,Class) = 1.0
is(CHEBI_3205,Class) = 1.0
is(CHEBI_32063,Class) = 1.0
is(CHEBI_3207,Class) = 1.0
is(CHEBI_32076,Class) = 1.0
is(CHEBI_32111,Class) = 1.0
is(CHEBI_32114,Class) = 1.0
is(CHEBI_3213,Class) = 1.0
is(CHEBI_32139,Class) = 1.0
is(CHEBI_32145,Class) = 1.0
is(CHEBI_32146,Class) = 1.0
is(CHEBI_32149,Class) = 1.0
is(CHEBI_3215,Class) = 1.0
is(CHEBI_32154,Class) = 1.0
is(CHEBI_32159,Class) = 1.0
is(CHEBI_32162,Class) = 1.0
is(CHEBI_32178,Class) = 1.0
is(CHEBI_32184,Class) = 1.0
is(CHEBI_3219,Class) = 1.0
is(CHEBI_32234,Class) = 1.0
is(CHEBI_32254,Class) = 1.0
is(CHEBI_3228,Class) = 1.0
is(CHEBI_3231,Class) = 1.0
is(CHEBI_32315,Class) = 1.0
is(CHEBI_32588,Class) = 1.0
is(CHEBI_32599,Class) = 1.0
is(CHEBI_32687,Class) = 1.0
is(CHEBI_32879,Class) = 1.0
is(CHEBI_32888,Class) = 1.0
is(CHEBI_32914,Class) = 1.0
is(CHEBI_32954,Class) = 1.0
is(CHEBI_3309,Class) = 1.0
is(CHEBI_3311,Class) = 1.0
is(CHEBI_33118,Class) = 1.0
is(CHEBI_3312,Class) = 1.0
is(CHEBI_33130,Class) = 1.0
is(CHEBI_33442,Class) = 1.0
is(CHEBI_3374,Class) = 1.0
is(CHEBI_3380,Class) = 1.0
is(CHEBI_3395,Class) = 1.0
is(CHEBI_3398,Class) = 1.0
is(CHEBI_34056,Class) = 1.0
is(CHEBI_34123,Class) = 1.0
is(CHEBI_34247,Class) = 1.0
is(CHEBI_3435,Class) = 1.0
is(CHEBI_3437,Class) = 1.0
is(CHEBI_34385,Class) = 1.0
is(CHEBI_34393,Class) = 1.0
is(CHEBI_34683,Class) = 1.0
is(CHEBI_34711,Class) = 1.0
is(CHEBI_3479,Class) = 1.0
is(CHEBI_34829,Class) = 1.0
is(CHEBI_3485,Class) = 1.0
is(CHEBI_34888,Class) = 1.0
is(CHEBI_34895,Class) = 1.0
is(CHEBI_34914,Class) = 1.0
is(CHEBI_34916,Class) = 1.0
is(CHEBI_34975,Class) = 1.0
is(CHEBI_35149,Class) = 1.0
is(CHEBI_35150,Class) = 1.0
is(CHEBI_35176,Class) = 1.0
is(CHEBI_35553,Class) = 1.0
is(CHEBI_3558,Class) = 1.0
is(CHEBI_3565,Class) = 1.0
is(CHEBI_3611,Class) = 1.0
is(CHEBI_3614,Class) = 1.0
is(CHEBI_3636,Class) = 1.0
is(CHEBI_3642,Class) = 1.0
is(CHEBI_3647,Class) = 1.0
is(CHEBI_3654,Class) = 1.0
is(CHEBI_3655,Class) = 1.0
is(CHEBI_36560,Class) = 1.0
is(CHEBI_36773,Class) = 1.0
is(CHEBI_3699,Class) = 1.0
is(CHEBI_3720,Class) = 1.0
is(CHEBI_3723,Class) = 1.0
is(CHEBI_3732,Class) = 1.0
is(CHEBI_3738,Class) = 1.0
is(CHEBI_37397,Class) = 1.0
is(CHEBI_3745,Class) = 1.0
is(CHEBI_3750,Class) = 1.0
is(CHEBI_37510,Class) = 1.0
is(CHEBI_37585,Class) = 1.0
is(CHEBI_37586,Class) = 1.0
is(CHEBI_3764,Class) = 1.0
is(CHEBI_3766,Class) = 1.0
is(CHEBI_37924,Class) = 1.0
is(CHEBI_37936,Class) = 1.0
is(CHEBI_37950,Class) = 1.0
is(CHEBI_38940,Class) = 1.0
is(CHEBI_39098,Class) = 1.0
is(CHEBI_3920,Class) = 1.0
is(CHEBI_39211,Class) = 1.0
is(CHEBI_39462,Class) = 1.0
is(CHEBI_39465,Class) = 1.0
is(CHEBI_39548,Class) = 1.0
is(CHEBI_3988,Class) = 1.0
is(CHEBI_3994,Class) = 1.0
is(CHEBI_40021,Class) = 1.0
is(CHEBI_40279,Class) = 1.0
is(CHEBI_40303,Class) = 1.0
is(CHEBI_4031,Class) = 1.0
is(CHEBI_40572,Class) = 1.0
is(CHEBI_41237,Class) = 1.0
is(CHEBI_41462,Class) = 1.0
is(CHEBI_41774,Class) = 1.0
is(CHEBI_41872,Class) = 1.0
is(CHEBI_41879,Class) = 1.0
is(CHEBI_41977,Class) = 1.0
is(CHEBI_42068,Class) = 1.0
is(CHEBI_42191,Class) = 1.0
is(CHEBI_42638,Class) = 1.0
is(CHEBI_4315,Class) = 1.0
is(CHEBI_4325,Class) = 1.0
is(CHEBI_43602,Class) = 1.0
is(CHEBI_43755,Class) = 1.0
is(CHEBI_4388,Class) = 1.0
is(CHEBI_44368,Class) = 1.0
is(CHEBI_44445,Class) = 1.0
is(CHEBI_4464,Class) = 1.0
is(CHEBI_4469,Class) = 1.0
is(CHEBI_4470,Class) = 1.0
is(CHEBI_4489,Class) = 1.0
is(CHEBI_4495,Class) = 1.0
is(CHEBI_4511,Class) = 1.0
is(CHEBI_45213,Class) = 1.0
is(CHEBI_45267,Class) = 1.0
is(CHEBI_453011,Class) = 1.0
is(CHEBI_45409,Class) = 1.0
is(CHEBI_4551,Class) = 1.0
is(CHEBI_45652,Class) = 1.0
is(CHEBI_45895,Class) = 1.0
is(CHEBI_45924,Class) = 1.0
is(CHEBI_45951,Class) = 1.0
is(CHEBI_45979,Class) = 1.0
is(CHEBI_46195,Class) = 1.0
is(CHEBI_46245,Class) = 1.0
is(CHEBI_4631,Class) = 1.0
is(CHEBI_4636,Class) = 1.0
is(CHEBI_465284,Class) = 1.0
is(CHEBI_4653,Class) = 1.0
is(CHEBI_46557,Class) = 1.0
is(CHEBI_4657,Class) = 1.0
is(CHEBI_46631,Class) = 1.0
is(CHEBI_46726,Class) = 1.0
is(CHEBI_46793,Class) = 1.0
is(CHEBI_46859,Class) = 1.0
is(CHEBI_46916,Class) = 1.0
is(CHEBI_46936,Class) = 1.0
is(CHEBI_46961,Class) = 1.0
is(CHEBI_4710,Class) = 1.0
is(CHEBI_4724,Class) = 1.0
is(CHEBI_4728,Class) = 1.0
is(CHEBI_472805,Class) = 1.0
is(CHEBI_47381,Class) = 1.0
is(CHEBI_4740,Class) = 1.0
is(CHEBI_47426,Class) = 1.0
is(CHEBI_47499,Class) = 1.0
is(CHEBI_4754,Class) = 1.0
is(CHEBI_47781,Class) = 1.0
is(CHEBI_478164,Class) = 1.0
is(CHEBI_4784,Class) = 1.0
is(CHEBI_47898,Class) = 1.0
is(CHEBI_48140,Class) = 1.0
is(CHEBI_48339,Class) = 1.0
is(CHEBI_48416,Class) = 1.0
is(CHEBI_48538,Class) = 1.0
is(CHEBI_48552,Class) = 1.0
is(CHEBI_48574,Class) = 1.0
is(CHEBI_4858,Class) = 1.0
is(CHEBI_48669,Class) = 1.0
is(CHEBI_48720,Class) = 1.0
is(CHEBI_4875,Class) = 1.0
is(CHEBI_487869,Class) = 1.0
is(CHEBI_48814,Class) = 1.0
is(CHEBI_48923,Class) = 1.0
is(CHEBI_48981,Class) = 1.0
is(CHEBI_49005,Class) = 1.0
is(CHEBI_4903,Class) = 1.0
is(CHEBI_490877,Class) = 1.0
is(CHEBI_4909,Class) = 1.0
is(CHEBI_4911,Class) = 1.0
is(CHEBI_4917,Class) = 1.0
is(CHEBI_495055,Class) = 1.0
is(CHEBI_49566,Class) = 1.0
is(CHEBI_49575,Class) = 1.0
is(CHEBI_49662,Class) = 1.0
is(CHEBI_4975,Class) = 1.0
is(CHEBI_49886,Class) = 1.0
is(CHEBI_49976,Class) = 1.0
is(CHEBI_5001,Class) = 1.0
is(CHEBI_5004,Class) = 1.0
is(CHEBI_50199,Class) = 1.0
is(CHEBI_50217,Class) = 1.0
is(CHEBI_50305,Class) = 1.0
is(CHEBI_50648,Class) = 1.0
is(CHEBI_50673,Class) = 1.0
is(CHEBI_50694,Class) = 1.0
is(CHEBI_50785,Class) = 1.0
is(CHEBI_50819,Class) = 1.0
is(CHEBI_50821,Class) = 1.0
is(CHEBI_50841,Class) = 1.0
is(CHEBI_50845,Class) = 1.0
is(CHEBI_50859,Class) = 1.0
is(CHEBI_50861,Class) = 1.0
is(CHEBI_50867,Class) = 1.0
is(CHEBI_50868,Class) = 1.0
is(CHEBI_50906,Class) = 1.0
SubClassOf(CHEBI_50906,PATO_0000001) = 1.0
is(CHEBI_51066,Class) = 1.0
is(CHEBI_5108,Class) = 1.0
is(CHEBI_5109,Class) = 1.0
is(CHEBI_51164,Class) = 1.0
is(CHEBI_5120,Class) = 1.0
is(CHEBI_51209,Class) = 1.0
is(CHEBI_5123,Class) = 1.0
is(CHEBI_5130,Class) = 1.0
is(CHEBI_51380,Class) = 1.0
is(CHEBI_51860,Class) = 1.0
is(CHEBI_52010,Class) = 1.0
is(CHEBI_52053,Class) = 1.0
is(CHEBI_52071,Class) = 1.0
is(CHEBI_52427,Class) = 1.0
is(CHEBI_52683,Class) = 1.0
is(CHEBI_5291,Class) = 1.0
is(CHEBI_53226,Class) = 1.0
is(CHEBI_53248,Class) = 1.0
is(CHEBI_53258,Class) = 1.0
is(CHEBI_53279,Class) = 1.0
is(CHEBI_534,Class) = 1.0
is(CHEBI_53422,Class) = 1.0
is(CHEBI_53424,Class) = 1.0
is(CHEBI_53425,Class) = 1.0
is(CHEBI_53426,Class) = 1.0
is(CHEBI_53438,Class) = 1.0
is(CHEBI_53700,Class) = 1.0
is(CHEBI_53767,Class) = 1.0
is(CHEBI_53775,Class) = 1.0
is(CHEBI_53778,Class) = 1.0
is(CHEBI_5384,Class) = 1.0
is(CHEBI_5417,Class) = 1.0
is(CHEBI_5441,Class) = 1.0
is(CHEBI_5551,Class) = 1.0
is(CHEBI_5555,Class) = 1.0
is(CHEBI_5613,Class) = 1.0
is(CHEBI_5747,Class) = 1.0
is(CHEBI_57589,Class) = 1.0
is(CHEBI_5775,Class) = 1.0
is(CHEBI_5778,Class) = 1.0
is(CHEBI_5779,Class) = 1.0
is(CHEBI_5790,Class) = 1.0
is(CHEBI_5818,Class) = 1.0
is(CHEBI_5855,Class) = 1.0
is(CHEBI_5864,Class) = 1.0
is(CHEBI_59033,Class) = 1.0
is(CHEBI_59254,Class) = 1.0
is(CHEBI_59269,Class) = 1.0
is(CHEBI_5937,Class) = 1.0
is(CHEBI_5950,Class) = 1.0
is(CHEBI_59582,Class) = 1.0
is(CHEBI_59732,Class) = 1.0
is(CHEBI_59773,Class) = 1.0
is(CHEBI_59809,Class) = 1.0
is(CHEBI_59912,Class) = 1.0
is(CHEBI_601027,Class) = 1.0
is(CHEBI_6030,Class) = 1.0
is(CHEBI_60424,Class) = 1.0
is(CHEBI_6060,Class) = 1.0
is(CHEBI_6061,Class) = 1.0
is(CHEBI_6067,Class) = 1.0
is(CHEBI_6078,Class) = 1.0
is(CHEBI_60802,Class) = 1.0
is(CHEBI_61000,Class) = 1.0
is(CHEBI_61033,Class) = 1.0
is(CHEBI_61058,Class) = 1.0
is(CHEBI_61080,Class) = 1.0
is(CHEBI_6123,Class) = 1.0
is(CHEBI_6128,Class) = 1.0
is(CHEBI_61330,Class) = 1.0
is(CHEBI_61468,Class) = 1.0
is(CHEBI_61995,Class) = 1.0
is(CHEBI_62070,Class) = 1.0
is(CHEBI_62968,Class) = 1.0
is(CHEBI_62984,Class) = 1.0
is(CHEBI_62995,Class) = 1.0
is(CHEBI_63554,Class) = 1.0
is(CHEBI_63580,Class) = 1.0
is(CHEBI_63589,Class) = 1.0
is(CHEBI_6359,Class) = 1.0
is(CHEBI_63611,Class) = 1.0
is(CHEBI_63627,Class) = 1.0
is(CHEBI_63631,Class) = 1.0
is(CHEBI_63634,Class) = 1.0
is(CHEBI_63845,Class) = 1.0
is(CHEBI_63916,Class) = 1.0
is(CHEBI_64045,Class) = 1.0
is(CHEBI_64198,Class) = 1.0
is(CHEBI_64213,Class) = 1.0
is(CHEBI_6427,Class) = 1.0
is(CHEBI_64275,Class) = 1.0
is(CHEBI_64276,Class) = 1.0
is(CHEBI_64318,Class) = 1.0
is(CHEBI_6437,Class) = 1.0
is(CHEBI_6438,Class) = 1.0
is(CHEBI_6444,Class) = 1.0
is(CHEBI_64455,Class) = 1.0
is(CHEBI_6456,Class) = 1.0
is(CHEBI_64746,Class) = 1.0
is(CHEBI_6504,Class) = 1.0
is(CHEBI_6532,Class) = 1.0
is(CHEBI_6538,Class) = 1.0
