is(www.w3.org/2000/01/-schema#,Datatype) = 1.0
is(s11673-019-09922-4,Class) = 1.0
is(s12529-019-09797-0,Class) = 1.0
is(C2013-0-08092-9,Class) = 1.0
is(C2013-0-08093-0,Class) = 1.0
is(j.adaj.2019.03.025,Class) = 1.0
is(j.drugalcdep.2019.04.013,Class) = 1.0
is(j.jadohealth.2019.03.009,Class) = 1.0
is(j.jadohealth.2019.04.029,Class) = 1.0
is(j.maturitas.2019.04.220,Class) = 1.0
is(j.pepo.2013.06.002,Class) = 1.0
is(j.urology.2019.06.010,Class) = 1.0
is(j.semperi.2017.03.013,Class) = 1.0
is(pnas.0901132106,Class) = 1.0
is(apc.2019.0013,Class) = 1.0
is(heq.2021.0022,Class) = 1.0
is(lgbt.2019.0069,Class) = 1.0
is(trgh.2016.0010,Class) = 1.0
is(trgh.2016.0020,Class) = 1.0
is(trgh.2016.0022,Class) = 1.0
is(trgh.2016.0026,Class) = 1.0
is(trgh.2016.0027,Class) = 1.0
is(trgh.2017.0011,Class) = 1.0
is(trgh.2017.0026,Class) = 1.0
is(trgh.2017.0028,Class) = 1.0
is(trgh.2017.0050,Class) = 1.0
is(trgh.2017.0052,Class) = 1.0
is(trgh.2017.0054,Class) = 1.0
is(trgh.2018.0022,Class) = 1.0
is(trgh.2018.0050,Class) = 1.0
is(trgh.2018.0055,Class) = 1.0
is(nzz042.OR28-01-19,Class) = 1.0
is(j.1420-9101.2006.01138.x,Class) = 1.0
is(j.1600-0447.1961.tb07363.x,Class) = 1.0
is(pde.13871,Class) = 1.0
is(pde.13896,Class) = 1.0
is(pde.13898,Class) = 1.0
is(tbj.13417,Class) = 1.0
is(science.abn3759,Class) = 1.0
is(bmjopen-2019-029342,Class) = 1.0
is(jmg.30.11.966,Class) = 1.0
is(medethics-2019-105611,Class) = 1.0
is(medethics-2019-105628,Class) = 1.0
is(s12889-019-7192-4,Class) = 1.0
is(J082v02n04_08,Class) = 1.0
is(J082v14n03_06,Class) = 1.0
is(J082v43n03_03,Class) = 1.0
is(J082v48n03_05,Class) = 1.0
is(J082v51n03_04,Class) = 1.0
is(J158v04n02_01,Class) = 1.0
is(journal.pone.0219169,Class) = 1.0
is(EC-19-0272,Class) = 1.0
is(mep_2374-8265.10828,Class) = 1.0
is(AJPH.2019.305130,Class) = 1.0
is(ijerph16132305,Class) = 1.0
is(jcm8070949,Class) = 1.0
is(phcfm.v11i1.1367,Class) = 1.0
is(dx.jcop.22126,Class) = 1.0
is(dx.J082v02n03_10,Class) = 1.0
is(psych.2014.52025,Class) = 1.0
is(D001009,Class) = 1.0
is(D005062,Class) = 1.0
is(D012746,Class) = 1.0
is(D013850,Class) = 1.0
equiv(D013850,Thought) = 1.0
SubClassOf(D013850,NCIT_C16840) = 1.0
is(D014705,Class) = 1.0
SubClassOf(D014705,NCIT_C16452) = 1.0
is(D016911,Class) = 1.0
SubClassOf(D016911,D001009) = 1.0
is(D017699,Class) = 1.0
SubClassOf(D017699,SIO_000951) = 1.0
is(D038801,Class) = 1.0
is(D060805,Class) = 1.0
SubClassOf(D060805,SIO_000815) = 1.0
is(D061108,Class) = 1.0
SubClassOf(D061108,GSSO_000086) = 1.0
is(D065840,Class) = 1.0
SubClassOf(D065840,NCIT_C25506) = 1.0
is(BFO_0000030,Class) = 1.0
is(DOID_0050587,Class) = 1.0
equiv(DOID_0050587,Trichotillomania) = 1.0
SubClassOf(DOID_0050587,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(DOID_0050741,Class) = 1.0
SubClassOf(DOID_0050741,DOID_9973) = 1.0
is(DOID_0050742,Class) = 1.0
SubClassOf(DOID_0050742,DOID_9973) = 1.0
is(DOID_0060043,Class) = 1.0
is(DOID_0060044,Class) = 1.0
is(DOID_0060048,Class) = 1.0
is(DOID_0060163,Class) = 1.0
SubClassOf(DOID_0060163,DOID_4737,) = 1.0
SubClassOf(DOID_0060163,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(DOID_0060167,Class) = 1.0
SubClassOf(DOID_0060167,DOID_1596) = 1.0
is(DOID_10131,Class) = 1.0
SubClassOf(DOID_10131,DOID_10132) = 1.0
is(DOID_10132,Class) = 1.0
SubClassOf(DOID_10132,DOID_0060043) = 1.0
is(DOID_10236,Class) = 1.0
SubClassOf(DOID_10236,DOID_0060044) = 1.0
is(DOID_10685,Class) = 1.0
SubClassOf(DOID_10685,DOID_2030) = 1.0
is(DOID_10834,Class) = 1.0
SubClassOf(DOID_10834,DOID_0060044) = 1.0
is(DOID_10914,Class) = 1.0
SubClassOf(DOID_10914,DOID_1561) = 1.0
is(DOID_10933,Class) = 1.0
equiv(DOID_10933,Obsessive_Compulsive_Disorder) = 1.0
SubClassOf(DOID_10933,DOID_2030,) = 1.0
SubClassOf(DOID_10933,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(DOID_10937,Class) = 1.0
is(DOID_11120,Class) = 1.0
SubClassOf(DOID_11120,DOID_10132) = 1.0
is(DOID_11206,Class) = 1.0
SubClassOf(DOID_11206,DOID_302) = 1.0
is(DOID_11257,Class) = 1.0
SubClassOf(DOID_11257,DOID_591) = 1.0
is(DOID_11328,Class) = 1.0
SubClassOf(DOID_11328,DOID_2468) = 1.0
is(DOID_11718,Class) = 1.0
SubClassOf(DOID_11718,DOID_302) = 1.0
is(DOID_1203,Class) = 1.0
SubClassOf(DOID_1203,DOID_8646) = 1.0
is(DOID_12139,Class) = 1.0
SubClassOf(DOID_12139,DOID_3324) = 1.0
is(DOID_12217,Class) = 1.0
SubClassOf(DOID_12217,DOID_1307) = 1.0
is(DOID_1229,Class) = 1.0
SubClassOf(DOID_1229,DOID_5419,) = 1.0
SubClassOf(DOID_1229,RO_0002452_some_SYMP_0000607) = 1.0
is(DOID_12294,Class) = 1.0
SubClassOf(DOID_12294,DOID_3324,) = 1.0
SubClassOf(DOID_12294,RO_0002452_some_SYMP_0000030,) = 1.0
SubClassOf(DOID_12294,RO_0002452_some_SYMP_0000582) = 1.0
is(DOID_1233,Class) = 1.0
SubClassOf(DOID_1233,DOID_1235) = 1.0
is(DOID_1234,Class) = 1.0
is(DOID_1235,Class) = 1.0
SubClassOf(DOID_1235,DOID_0060044) = 1.0
is(DOID_12399,Class) = 1.0
SubClassOf(DOID_12399,DOID_10937) = 1.0
is(DOID_12401,Class) = 1.0
SubClassOf(DOID_12401,DOID_10937) = 1.0
is(DOID_12402,Class) = 1.0
SubClassOf(DOID_12402,DOID_10937) = 1.0
is(DOID_12797,Class) = 1.0
SubClassOf(DOID_12797,DOID_302) = 1.0
is(DOID_13027,Class) = 1.0
SubClassOf(DOID_13027,DOID_10914) = 1.0
is(DOID_1307,Class) = 1.0
is(DOID_13351,Class) = 1.0
SubClassOf(DOID_13351,DOID_0060044) = 1.0
is(DOID_13352,Class) = 1.0
SubClassOf(DOID_13352,DOID_0060043,) = 1.0
SubClassOf(DOID_13352,DOID_1234,) = 1.0
SubClassOf(DOID_13352,RO_0002452_some_SYMP_0000412) = 1.0
is(DOID_13709,Class) = 1.0
SubClassOf(DOID_13709,DOID_10132) = 1.0
is(DOID_14320,Class) = 1.0
SubClassOf(DOID_14320,DOID_2030,) = 1.0
SubClassOf(DOID_14320,RO_0002452_some_SYMP_0000412) = 1.0
is(DOID_1470,Class) = 1.0
SubClassOf(DOID_1470,DOID_1596) = 1.0
is(DOID_1561,Class) = 1.0
is(DOID_1595,Class) = 1.0
SubClassOf(DOID_1595,DOID_1596) = 1.0
is(DOID_1596,Class) = 1.0
SubClassOf(DOID_1596,DOID_3324) = 1.0
is(DOID_1849,Class) = 1.0
SubClassOf(DOID_1849,DOID_9977) = 1.0
is(DOID_1875,Class) = 1.0
SubClassOf(DOID_1875,DOID_1876) = 1.0
is(DOID_1876,Class) = 1.0
SubClassOf(DOID_1876,DOID_0060043) = 1.0
is(DOID_2030,Class) = 1.0
SubClassOf(DOID_2030,DOID_1561) = 1.0
is(DOID_2055,Class) = 1.0
SubClassOf(DOID_2055,DOID_2030) = 1.0
is(DOID_2468,Class) = 1.0
SubClassOf(DOID_2468,DOID_1561) = 1.0
is(DOID_251,Class) = 1.0
SubClassOf(DOID_251,DOID_8646) = 1.0
is(DOID_252,Class) = 1.0
SubClassOf(DOID_252,DOID_251,) = 1.0
SubClassOf(DOID_252,RO_0002452_some_SYMP_0000607) = 1.0
is(DOID_2559,Class) = 1.0
SubClassOf(DOID_2559,DOID_9974) = 1.0
is(DOID_2560,Class) = 1.0
SubClassOf(DOID_2560,DOID_2559) = 1.0
is(DOID_2575,Class) = 1.0
SubClassOf(DOID_2575,DOID_9974) = 1.0
is(DOID_2848,Class) = 1.0
SubClassOf(DOID_2848,DOID_1596) = 1.0
is(DOID_302,Class) = 1.0
SubClassOf(DOID_302,DOID_303) = 1.0
is(DOID_303,Class) = 1.0
SubClassOf(DOID_303,DOID_5062) = 1.0
is(DOID_3324,Class) = 1.0
SubClassOf(DOID_3324,DOID_1561) = 1.0
is(DOID_4543,Class) = 1.0
SubClassOf(DOID_4543,DOID_10914) = 1.0
is(DOID_4737,Class) = 1.0
SubClassOf(DOID_4737,MFOMD_0000004) = 1.0
is(DOID_4762,Class) = 1.0
SubClassOf(DOID_4762,DOID_1875) = 1.0
is(DOID_4964,Class) = 1.0
SubClassOf(DOID_4964,DOID_2030,) = 1.0
SubClassOf(DOID_4964,RO_0002452_some_SYMP_0000607,) = 1.0
SubClassOf(DOID_4964,RO_0002452_some) = 1.0
SubClassOf(DOID_4964,(SYMP_0000607_and_(RO_0002452_some_SYMP_0000576)),) = 1.0
SubClassOf(DOID_4964,RO_0002452_only_(RO_0002452_some_SYMP_0000576)) = 1.0
is(DOID_5062,Class) = 1.0
SubClassOf(DOID_5062,DOID_302) = 1.0
is(DOID_5340,Class) = 1.0
SubClassOf(DOID_5340,DOID_10914) = 1.0
is(DOID_5418,Class) = 1.0
SubClassOf(DOID_5418,DOID_2468) = 1.0
is(DOID_5419,Class) = 1.0
SubClassOf(DOID_5419,DOID_2468) = 1.0
is(DOID_591,Class) = 1.0
SubClassOf(DOID_591,DOID_2030) = 1.0
is(DOID_593,Class) = 1.0
SubClassOf(DOID_593,DOID_591) = 1.0
is(DOID_594,Class) = 1.0
SubClassOf(DOID_594,DOID_2030,) = 1.0
SubClassOf(DOID_594,RO_0002452_some_SYMP_0000530,) = 1.0
SubClassOf(DOID_594,RO_0002452_some_SYMP_0000576,) = 1.0
SubClassOf(DOID_594,RO_0002452_some_SYMP_0000610,) = 1.0
SubClassOf(DOID_594,RO_0002452_some_SYMP_0019153) = 1.0
is(DOID_599,Class) = 1.0
SubClassOf(DOID_599,DOID_591) = 1.0
is(DOID_600,Class) = 1.0
SubClassOf(DOID_600,DOID_599) = 1.0
is(DOID_602,Class) = 1.0
SubClassOf(DOID_602,DOID_0060048) = 1.0
is(DOID_603,Class) = 1.0
SubClassOf(DOID_603,DOID_0060048) = 1.0
is(DOID_605,Class) = 1.0
SubClassOf(DOID_605,DOID_599) = 1.0
is(DOID_6088,Class) = 1.0
SubClassOf(DOID_6088,DOID_2030) = 1.0
is(DOID_6680,Class) = 1.0
SubClassOf(DOID_6680,DOID_778) = 1.0
is(DOID_670,Class) = 1.0
SubClassOf(DOID_670,DOID_302) = 1.0
is(DOID_6950,Class) = 1.0
SubClassOf(DOID_6950,DOID_6088) = 1.0
is(DOID_778,Class) = 1.0
SubClassOf(DOID_778,DOID_2468) = 1.0
is(DOID_809,Class) = 1.0
SubClassOf(DOID_809,DOID_302) = 1.0
is(DOID_8519,Class) = 1.0
SubClassOf(DOID_8519,DOID_302) = 1.0
is(DOID_8645,Class) = 1.0
SubClassOf(DOID_8645,DOID_8646) = 1.0
is(DOID_8646,Class) = 1.0
SubClassOf(DOID_8646,DOID_2468) = 1.0
is(DOID_9336,Class) = 1.0
SubClassOf(DOID_9336,DOID_0060044) = 1.0
is(DOID_9478,Class) = 1.0
SubClassOf(DOID_9478,DOID_1470,) = 1.0
SubClassOf(DOID_9478,DOID_1595) = 1.0
is(DOID_9505,Class) = 1.0
SubClassOf(DOID_9505,DOID_302) = 1.0
is(DOID_9973,Class) = 1.0
SubClassOf(DOID_9973,DOID_303,) = 1.0
SubClassOf(DOID_9973,MFOMD_0000046) = 1.0
is(DOID_9974,Class) = 1.0
SubClassOf(DOID_9974,DOID_9973) = 1.0
is(DOID_9975,Class) = 1.0
SubClassOf(DOID_9975,DOID_9974) = 1.0
is(DOID_9976,Class) = 1.0
SubClassOf(DOID_9976,DOID_2559) = 1.0
is(DOID_9977,Class) = 1.0
SubClassOf(DOID_9977,DOID_9974) = 1.0
is(GO_0007621,Class) = 1.0
is(GO_0008306,Class) = 1.0
is(GO_0044649,Class) = 1.0
is(GO_0045434,Class) = 1.0
SubClassOf(GO_0045434,GO_0007621,) = 1.0
SubClassOf(GO_0045434,GO_0046008) = 1.0
is(GO_0046008,Class) = 1.0
is(GO_0046958,Class) = 1.0
is(GO_0097270,Class) = 1.0
SubClassOf(GO_0097270,GO_0046958) = 1.0
is(GO_1990142,Class) = 1.0
SubClassOf(GO_1990142,GO_0044649) = 1.0
is(GO_1990708,Class) = 1.0
SubClassOf(GO_1990708,GO_0008306) = 1.0
is(GSSO_000086,Class) = 1.0
is(GSSO_000704,Class) = 1.0
is(GSSO_000952,Class) = 1.0
is(GSSO_000956,Class) = 1.0
is(GSSO_000963,Class) = 1.0
is(GSSO_000972,Class) = 1.0
is(GSSO_000978,Class) = 1.0
is(GSSO_000980,Class) = 1.0
is(GSSO_000992,Class) = 1.0
is(GSSO_000995,Class) = 1.0
is(GSSO_001001,Class) = 1.0
SubClassOf(GSSO_001001,GSSO_000956,) = 1.0
SubClassOf(GSSO_001001,GSSO_000980) = 1.0
is(GSSO_001010,Class) = 1.0
is(GSSO_001013,Class) = 1.0
SubClassOf(GSSO_001013,GSSO_000963) = 1.0
is(GSSO_001154,Class) = 1.0
is(GSSO_001159,Class) = 1.0
SubClassOf(GSSO_001159,GSSO_001154) = 1.0
is(GSSO_001201,Class) = 1.0
is(GSSO_001305,Class) = 1.0
is(GSSO_001307,Class) = 1.0
is(GSSO_001320,Class) = 1.0
is(GSSO_001363,Class) = 1.0
is(GSSO_001364,Class) = 1.0
is(GSSO_001365,Class) = 1.0
is(GSSO_001367,Class) = 1.0
SubClassOf(GSSO_001367,D017699) = 1.0
is(GSSO_001378,Class) = 1.0
SubClassOf(GSSO_001378,GSSO_001010) = 1.0
is(GSSO_001391,Class) = 1.0
is(GSSO_001392,Class) = 1.0
is(GSSO_001396,Class) = 1.0
is(GSSO_001399,Class) = 1.0
is(GSSO_001405,Class) = 1.0
is(GSSO_001438,Class) = 1.0
is(GSSO_001502,Class) = 1.0
is(GSSO_001875,Class) = 1.0
is(GSSO_001957,Class) = 1.0
is(GSSO_002220,Class) = 1.0
is(GSSO_002296,Class) = 1.0
is(GSSO_002323,Class) = 1.0
is(GSSO_002327,Class) = 1.0
is(GSSO_002449,Class) = 1.0
is(GSSO_002450,Class) = 1.0
is(GSSO_002452,Class) = 1.0
is(GSSO_002466,Class) = 1.0
is(GSSO_002467,Class) = 1.0
is(GSSO_002476,Class) = 1.0
is(GSSO_002485,Class) = 1.0
is(GSSO_002486,Class) = 1.0
is(GSSO_002498,Class) = 1.0
is(GSSO_002499,Class) = 1.0
is(GSSO_002501,Class) = 1.0
is(GSSO_002503,Class) = 1.0
is(GSSO_002504,Class) = 1.0
is(GSSO_002508,Class) = 1.0
is(GSSO_002512,Class) = 1.0
is(GSSO_002522,Class) = 1.0
is(GSSO_002526,Class) = 1.0
is(GSSO_002527,Class) = 1.0
is(GSSO_002530,Class) = 1.0
is(GSSO_002540,Class) = 1.0
is(GSSO_002546,Class) = 1.0
is(GSSO_002554,Class) = 1.0
is(GSSO_002569,Class) = 1.0
is(GSSO_002579,Class) = 1.0
is(GSSO_002582,Class) = 1.0
is(GSSO_002583,Class) = 1.0
is(GSSO_002587,Class) = 1.0
is(GSSO_002591,Class) = 1.0
is(GSSO_002596,Class) = 1.0
is(GSSO_002597,Class) = 1.0
is(GSSO_002600,Class) = 1.0
is(GSSO_002601,Class) = 1.0
is(GSSO_002605,Class) = 1.0
is(GSSO_002606,Class) = 1.0
is(GSSO_002609,Class) = 1.0
is(GSSO_002610,Class) = 1.0
is(GSSO_002619,Class) = 1.0
is(GSSO_002624,Class) = 1.0
is(GSSO_002629,Class) = 1.0
is(GSSO_002634,Class) = 1.0
is(GSSO_002638,Class) = 1.0
is(GSSO_002639,Class) = 1.0
is(GSSO_002643,Class) = 1.0
is(GSSO_002648,Class) = 1.0
is(GSSO_002652,Class) = 1.0
is(GSSO_002657,Class) = 1.0
is(GSSO_002670,Class) = 1.0
is(GSSO_002680,Class) = 1.0
is(GSSO_002685,Class) = 1.0
is(GSSO_002689,Class) = 1.0
is(GSSO_002699,Class) = 1.0
is(GSSO_002707,Class) = 1.0
is(GSSO_002712,Class) = 1.0
is(GSSO_002744,Class) = 1.0
is(GSSO_002815,Class) = 1.0
is(GSSO_002850,Class) = 1.0
SubClassOf(GSSO_002850,GSSO_002815) = 1.0
is(GSSO_003269,Class) = 1.0
is(GSSO_003270,Class) = 1.0
is(GSSO_003271,Class) = 1.0
SubClassOf(GSSO_003271,GSSO_003270) = 1.0
is(GSSO_003463,Class) = 1.0
is(GSSO_003708,Class) = 1.0
is(GSSO_003755,Class) = 1.0
is(GSSO_003760,Class) = 1.0
is(GSSO_003806,Class) = 1.0
is(GSSO_003829,Class) = 1.0
is(GSSO_003846,Class) = 1.0
is(GSSO_003876,Class) = 1.0
is(GSSO_003880,Class) = 1.0
is(GSSO_003898,Class) = 1.0
is(GSSO_003926,Class) = 1.0
is(GSSO_003943,Class) = 1.0
is(GSSO_004038,Class) = 1.0
is(GSSO_004049,Class) = 1.0
is(GSSO_004067,Class) = 1.0
is(GSSO_004188,Class) = 1.0
is(GSSO_004201,Class) = 1.0
is(GSSO_004241,Class) = 1.0
is(GSSO_004450,Class) = 1.0
is(GSSO_004463,Class) = 1.0
is(GSSO_004502,Class) = 1.0
is(GSSO_004504,Class) = 1.0
SubClassOf(GSSO_004504,GSSO_004502) = 1.0
is(GSSO_004812,Class) = 1.0
SubClassOf(GSSO_004812,D013850) = 1.0
is(GSSO_004813,Class) = 1.0
SubClassOf(GSSO_004813,D013850) = 1.0
is(GSSO_004814,Class) = 1.0
SubClassOf(GSSO_004814,D013850) = 1.0
is(GSSO_004815,Class) = 1.0
is(GSSO_004816,Class) = 1.0
SubClassOf(GSSO_004816,GSSO_004815) = 1.0
is(GSSO_004820,Class) = 1.0
is(GSSO_004821,Class) = 1.0
SubClassOf(GSSO_004821,GSSO_004820) = 1.0
is(GSSO_004822,Class) = 1.0
SubClassOf(GSSO_004822,GSSO_004821) = 1.0
is(GSSO_005136,Class) = 1.0
is(GSSO_005138,Class) = 1.0
is(GSSO_005140,Class) = 1.0
is(GSSO_005150,Class) = 1.0
is(GSSO_005155,Class) = 1.0
is(GSSO_005158,Class) = 1.0
is(GSSO_005178,Class) = 1.0
is(GSSO_005224,Class) = 1.0
is(GSSO_005229,Class) = 1.0
is(GSSO_005238,Class) = 1.0
is(GSSO_005385,Class) = 1.0
is(GSSO_005390,Class) = 1.0
is(GSSO_005400,Class) = 1.0
is(GSSO_005420,Class) = 1.0
is(GSSO_005423,Class) = 1.0
SubClassOf(GSSO_005423,GSSO_005420) = 1.0
is(GSSO_005427,Class) = 1.0
SubClassOf(GSSO_005427,GSSO_005420) = 1.0
is(GSSO_005436,Class) = 1.0
is(GSSO_005553,Class) = 1.0
is(GSSO_005603,Class) = 1.0
is(GSSO_005654,Class) = 1.0
SubClassOf(GSSO_005654,NCIT_C16452) = 1.0
is(GSSO_005655,Class) = 1.0
SubClassOf(GSSO_005655,GSSO_005654) = 1.0
is(GSSO_005794,Class) = 1.0
is(GSSO_005795,Class) = 1.0
is(GSSO_005817,Class) = 1.0
is(GSSO_005818,Class) = 1.0
is(GSSO_005830,Class) = 1.0
is(GSSO_005864,Class) = 1.0
is(GSSO_006109,Class) = 1.0
is(GSSO_006128,Class) = 1.0
is(GSSO_006225,Class) = 1.0
is(GSSO_006281,Class) = 1.0
is(GSSO_006303,Class) = 1.0
is(GSSO_006379,Class) = 1.0
is(GSSO_006382,Class) = 1.0
is(GSSO_006383,Class) = 1.0
is(GSSO_006385,Class) = 1.0
is(GSSO_006530,Class) = 1.0
is(GSSO_006638,Class) = 1.0
is(GSSO_006649,Class) = 1.0
is(GSSO_006656,Class) = 1.0
SubClassOf(GSSO_006656,GSSO_006649) = 1.0
is(GSSO_006804,Class) = 1.0
is(GSSO_006808,Class) = 1.0
SubClassOf(GSSO_006808,GSSO_000978) = 1.0
is(GSSO_006821,Class) = 1.0
is(GSSO_007133,Class) = 1.0
is(GSSO_007140,Class) = 1.0
is(GSSO_007145,Class) = 1.0
SubClassOf(GSSO_007145,GSSO_006821) = 1.0
is(GSSO_007146,Class) = 1.0
SubClassOf(GSSO_007146,GSSO_007145) = 1.0
is(GSSO_007148,Class) = 1.0
SubClassOf(GSSO_007148,GSSO_007145) = 1.0
is(GSSO_007166,Class) = 1.0
is(GSSO_007175,Class) = 1.0
is(GSSO_007178,Class) = 1.0
is(GSSO_007189,Class) = 1.0
is(GSSO_007258,Class) = 1.0
is(GSSO_007263,Class) = 1.0
is(GSSO_007273,Class) = 1.0
is(GSSO_007277,Class) = 1.0
is(GSSO_007294,Class) = 1.0
is(GSSO_007295,Class) = 1.0
is(GSSO_007319,Class) = 1.0
is(GSSO_007332,Class) = 1.0
is(GSSO_007337,Class) = 1.0
is(GSSO_007342,Class) = 1.0
is(GSSO_007346,Class) = 1.0
is(GSSO_007347,Class) = 1.0
is(GSSO_007356,Class) = 1.0
is(GSSO_007358,Class) = 1.0
is(GSSO_007393,Class) = 1.0
is(GSSO_007402,Class) = 1.0
is(GSSO_007426,Class) = 1.0
is(GSSO_007430,Class) = 1.0
is(GSSO_007435,Class) = 1.0
is(GSSO_007439,Class) = 1.0
is(GSSO_007449,Class) = 1.0
is(GSSO_007453,Class) = 1.0
is(GSSO_007458,Class) = 1.0
is(GSSO_007466,Class) = 1.0
is(GSSO_007467,Class) = 1.0
is(GSSO_007468,Class) = 1.0
is(GSSO_007472,Class) = 1.0
is(GSSO_007474,Class) = 1.0
is(GSSO_007477,Class) = 1.0
is(GSSO_007478,Class) = 1.0
is(GSSO_007480,Class) = 1.0
is(GSSO_007495,Class) = 1.0
is(GSSO_007501,Class) = 1.0
is(GSSO_007504,Class) = 1.0
is(GSSO_007513,Class) = 1.0
is(GSSO_007522,Class) = 1.0
is(GSSO_007523,Class) = 1.0
is(GSSO_007527,Class) = 1.0
is(GSSO_007528,Class) = 1.0
is(GSSO_007536,Class) = 1.0
is(GSSO_007537,Class) = 1.0
is(GSSO_007538,Class) = 1.0
is(GSSO_007541,Class) = 1.0
is(GSSO_007543,Class) = 1.0
is(GSSO_007546,Class) = 1.0
is(GSSO_007564,Class) = 1.0
is(GSSO_007572,Class) = 1.0
is(GSSO_007573,Class) = 1.0
SubClassOf(GSSO_007573,GSSO_007572) = 1.0
is(GSSO_007588,Class) = 1.0
is(GSSO_007592,Class) = 1.0
is(GSSO_007930,Class) = 1.0
is(GSSO_007935,Class) = 1.0
is(GSSO_008048,Class) = 1.0
is(GSSO_008173,Class) = 1.0
is(GSSO_008229,Class) = 1.0
is(GSSO_008418,Class) = 1.0
is(GSSO_008428,Class) = 1.0
is(GSSO_008443,Class) = 1.0
is(GSSO_008450,Class) = 1.0
is(GSSO_008460,Class) = 1.0
is(GSSO_008530,Class) = 1.0
is(GSSO_008540,Class) = 1.0
is(GSSO_008738,Class) = 1.0
is(GSSO_008742,Class) = 1.0
is(GSSO_008849,Class) = 1.0
is(GSSO_008858,Class) = 1.0
is(GSSO_008859,Class) = 1.0
is(GSSO_008871,Class) = 1.0
SubClassOf(GSSO_008871,GSSO_005654) = 1.0
is(GSSO_008873,Class) = 1.0
is(GSSO_008877,Class) = 1.0
is(GSSO_008878,Class) = 1.0
is(GSSO_008882,Class) = 1.0
is(GSSO_008887,Class) = 1.0
is(GSSO_008890,Class) = 1.0
is(GSSO_008891,Class) = 1.0
is(GSSO_008900,Class) = 1.0
is(GSSO_008947,Class) = 1.0
is(GSSO_008974,Class) = 1.0
is(GSSO_009224,Class) = 1.0
is(GSSO_009225,Class) = 1.0
is(GSSO_009243,Class) = 1.0
is(GSSO_009321,Class) = 1.0
is(GSSO_009330,Class) = 1.0
is(GSSO_009392,Class) = 1.0
is(GSSO_009419,Class) = 1.0
is(GSSO_009423,Class) = 1.0
SubClassOf(GSSO_009423,SIO_000860) = 1.0
is(GSSO_009424,Class) = 1.0
SubClassOf(GSSO_009424,GSSO_009423) = 1.0
is(GSSO_009466,Class) = 1.0
SubClassOf(GSSO_009466,SIO_000865) = 1.0
is(GSSO_009497,Class) = 1.0
is(GSSO_009498,Class) = 1.0
SubClassOf(GSSO_009498,GSSO_009497) = 1.0
is(GSSO_009499,Class) = 1.0
SubClassOf(GSSO_009499,GSSO_009498) = 1.0
is(GSSO_009500,Class) = 1.0
SubClassOf(GSSO_009500,GSSO_009498) = 1.0
is(GSSO_009547,Class) = 1.0
is(GSSO_009618,Class) = 1.0
SubClassOf(GSSO_009618,GSSO_005436) = 1.0
is(GSSO_009619,Class) = 1.0
SubClassOf(GSSO_009619,GSSO_009618) = 1.0
is(GSSO_009695,Class) = 1.0
is(GSSO_009697,Class) = 1.0
is(GSSO_009698,Class) = 1.0
is(GSSO_009734,Class) = 1.0
is(GSSO_009739,Class) = 1.0
