file,classes,properties,combined
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University70.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University71.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University72.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University73.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University74.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University75.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University76.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University77.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University78.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University79.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University8.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University80.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University81.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University82.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University83.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University84.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University85.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University86.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University87.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University88.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University89.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University9.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University90.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University91.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University92.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University93.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University94.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University95.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University96.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University97.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University98.owl,43,31,74
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/lubm_c/University99.owl,43,31,74
