file,classes,properties,combined
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department11_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department12_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department13_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department14_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department15_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department16_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department17_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department18_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department19_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department1_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department20_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department21_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department22_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department23_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department2_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department3_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department4_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department5_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department6_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department7_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department8_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department9_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department0_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department10_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department11_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department12_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department13_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department14_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department15_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department16_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department17_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department18_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department19_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department1_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department20_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department21_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department22_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department23_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department24_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department2_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department3_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department4_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department5_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department6_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department7_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department8_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University12_www_Department9_University12_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department0_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department10_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department11_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department12_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department13_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department14_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department15_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department16_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department17_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department18_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department1_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department2_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department3_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department4_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department5_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department6_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department7_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department8_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University13_www_Department9_University13_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department0_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department10_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department11_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department12_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department13_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department14_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department15_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department1_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department2_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department3_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department4_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department5_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department6_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department7_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department8_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University14_www_Department9_University14_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department0_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department10_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department11_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department12_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department13_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department14_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department15_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department16_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department17_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department18_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department19_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department1_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department20_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department2_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department3_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department4_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department5_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department6_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department7_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department8_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University15_www_Department9_University15_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department0_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department10_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department11_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department12_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department13_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department14_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department15_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department16_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department17_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department18_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department1_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department2_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department3_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department4_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department5_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department6_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department7_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department8_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University16_www_Department9_University16_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department0_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department10_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department11_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department12_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department13_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department14_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department15_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department16_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department17_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department18_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department19_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department1_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department20_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department21_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department22_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department2_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department3_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department4_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department5_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department6_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department7_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department8_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University17_www_Department9_University17_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department0_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department10_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department11_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department12_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department13_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department14_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department15_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department16_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department17_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department18_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department19_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department1_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department20_University18_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University18_www_Department2_University18_edu.owl,13,12,25
